,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
13,PullRequestEvent,2018-01-31 22:18:21+00:00,7470121,wuub/rxv,588857,wuub,,,155886880,,Scenes can't be set over their name - instead the number has to be used,closed,False,46,"I found a bug with the scene selection today. The select scene command expects the scene number, instead of the scene name (Scene 2 instead of TV Viewing).",https://api.github.com/repos/wuub/rxv/issues/46,2018-01-31T22:18:21Z,2018-01-31T22:18:21Z,2018-01-31T22:18:21Z,1,6,6,1,CONTRIBUTOR,[],[],[],wuub,588857,User,False,[],https://github.com/wuub/rxv/pull/46.patch,https://api.github.com/repos/wuub/rxv/pulls/46/commits
21,PullRequestEvent,2017-12-04 10:42:56+00:00,54391698,jd/pifpaf,2644,jd,,,156139970,,gnocchi: allow any workers as possible,closed,False,85,,https://api.github.com/repos/jd/pifpaf/issues/85,2017-12-04T10:42:56Z,2017-12-04T10:42:56Z,2017-12-04T10:42:56Z,1,0,1,1,COLLABORATOR,[],[],[],jd,2644,User,False,[],https://github.com/jd/pifpaf/pull/85.patch,https://api.github.com/repos/jd/pifpaf/pulls/85/commits
64,PullRequestEvent,2017-02-25 09:53:13+00:00,55258005,jopohl/urh,18219846,jopohl,,,107955195,,fix windows paths for pip,open,False,158,,https://api.github.com/repos/jopohl/urh/issues/158,,,2017-02-25T09:53:12Z,1,11,2,1,[],[],[],[],,,,,[],https://github.com/jopohl/urh/pull/158.patch,https://api.github.com/repos/jopohl/urh/pulls/158/commits
108,PullRequestEvent,2016-06-13 19:10:25+00:00,27924304,cdent/gabbi,34498,cdent,,,73505770,,Enable a 'url' arg to build_tests,closed,False,153,"The value of url overrides host, port and prefix if it is set.
This will make some live testing scenarios more straightforward.

Fixes #50",https://api.github.com/repos/cdent/gabbi/issues/153,2016-06-13T19:10:24Z,2016-06-13T19:10:24Z,2016-06-13T19:10:24Z,1,142,118,6,[],[],[],[],cdent,34498,User,False,[],https://github.com/cdent/gabbi/pull/153.patch,https://api.github.com/repos/cdent/gabbi/pulls/153/commits
109,PullRequestEvent,2015-10-01 13:31:46+00:00,27924304,cdent/gabbi,3515,FND,,,46523337,,added support for custom response handlers to gabbi-run,open,False,95,"the CLI option should be self-explanatory - we'll probably need a little more guidance for extension authors eventually, but for now the referenced function's docstring should suffice",https://api.github.com/repos/cdent/gabbi/issues/95,,,2015-10-01T13:31:45Z,11,282,9,6,[],[],[],[],,,,,[],https://github.com/cdent/gabbi/pull/95.patch,https://api.github.com/repos/cdent/gabbi/pulls/95/commits
160,PullRequestEvent,2016-07-13 08:16:03+00:00,6007295,fxsjy/jieba,5897454,ZhangYet,,,43709898,,在Tonkenizer中增加set_stop_words和cut_with_filter函数,closed,False,292,在Tonkenizer中增加set_stop_words和cut_with_filter函数，用户可以在分词的时候，设置分词的停止词。然后得到一个过滤掉某些停止词的分词结果。这个函数对于只需要分词结果的用户会有帮助。,https://api.github.com/repos/fxsjy/jieba/issues/292,,2016-07-13T08:16:03Z,2016-07-13T08:16:03Z,1,53,1,3,[],[],[],[],,,,,[],https://github.com/fxsjy/jieba/pull/292.patch,https://api.github.com/repos/fxsjy/jieba/pulls/292/commits
168,PullRequestEvent,2015-01-24 04:40:08+00:00,6007295,fxsjy/jieba,966394,hinesmr,,,27971669,,Version 4 sqlite memory usage patch,open,False,224,"Hello,

This version addresses comments from #223 

1. Fallback to default in-memory cache if sqlite3 is not found
2. Use more ""replace into"".
3. Find optimal transation and sqlite memory cache size to speed up new DB (about 14 seconds) with binary search
4. Use large file test with multiple lines instead of one single line

Here are the results for memory:

mrhines@mahler:~/mica-android/mica$ rm /tmp/jieba.*; util/jieba.py 
Building prefix dict from /home/mrhines/mica-android/mica/jieba/jieba/dict.txt ...
Using model from cache /tmp/jieba.u30de3b79a89ddfd331486dee490ffa50.db
Making first-pass over sqlite cache...
Normalizing sqlite frequencies...
Loading model cost 14.6021559238 seconds.
Memory usage: 12.85546875 MB

Here are the large-file test results:

mrhines@mahler:~/mica-android/mica/jieba/test$ python ./test_file_sqlite.py ~/large_400K_file.txt 
Building prefix dict from /home/mrhines/mica-android/mica/jieba/jieba/dict.txt ...
Using model from cache /tmp/jieba.u30de3b79a89ddfd331486dee490ffa50.db
cost 7.74777913094
speed 58807.5617929  bytes/second
mrhines@mahler:~/mica-android/mica/jieba/test$ python ./test_file.py ~/large_400K_file.txt 
Building prefix dict from /usr/local/lib/python2.7/dist-packages/jieba/dict.txt ...
Dumping model to file cache /tmp/jieba.cache
Loading model cost 1.17606186867 seconds.
Prefix dict has been built succesfully.
cost 0.61910200119
speed 735949.809763  bytes/second

As usual, comments welcome =)",https://api.github.com/repos/fxsjy/jieba/issues/224,,,2015-01-24T04:40:08Z,1,168,46,1,[],[],[],[],,,,,[],https://github.com/fxsjy/jieba/pull/224.patch,https://api.github.com/repos/fxsjy/jieba/pulls/224/commits
242,PullRequestEvent,2015-10-05 13:43:58+00:00,5450742,klen/pylama,152008,michael-k,,,46782001,,PyFlakes has moved,open,False,47,,https://api.github.com/repos/klen/pylama/issues/47,,,2015-10-05T13:43:58Z,1,1,1,1,[],[],[],[],,,,,[],https://github.com/klen/pylama/pull/47.patch,https://api.github.com/repos/klen/pylama/pulls/47/commits
250,PullRequestEvent,2017-07-12 07:43:24+00:00,4946406,mher/flower,3531261,sp-ricard-valverde,,,130073935,,Fixed Auth redirect when -url_prefix is given,open,False,718,,https://api.github.com/repos/mher/flower/issues/718,,,2017-07-12T07:43:24Z,1,7,2,1,[],[],[],[],,,,,[],https://github.com/mher/flower/pull/718.patch,https://api.github.com/repos/mher/flower/pulls/718/commits
278,PullRequestEvent,2016-07-05 02:03:44+00:00,207623,rwl/PYPOWER,4530874,nickpowersys,,,76210417,,Savecase() fixes supporting Python 2 and 3.,open,False,26,"This update automatically uses the correct write mode for Python 3 or Python 2. It addresses an indexing-related issue with writing to .py files. I added a new t_savecase.py file with a t_savecase() test. This is original with PYPOWER, rather than being ported from MATPOWER.

For writing to .mat files, I have maintained a close correspondence to the steps in MATPOWER's savecase.m so it is easy to compare the two versions. The savemat() function in SciPy works consistently when non-scalar values are in the form of NumPy arrays, so I have done conversion before assigning the values to the case dict.",https://api.github.com/repos/rwl/PYPOWER/issues/26,,,2016-07-05T02:03:42Z,2,223,7,4,[],[],[],[],,,,,[],https://github.com/rwl/PYPOWER/pull/26.patch,https://api.github.com/repos/rwl/PYPOWER/pulls/26/commits
