,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
9,IssueCommentEvent,2015-10-04 20:34:09+00:00,1673145,FSX/misaka,64273,FSX,,,109178582,145385404,"`EXT_LAX_HTML_BLOCKS` is not available in Hoedown, the parser that Misaka uses. You can use `HTML_HARD_WRAP` to insert `<br>` on each linebreak.",{},,User,False
14,IssueCommentEvent,2018-04-21 22:41:05+00:00,121019060,feluxe/sty,12285026,sharkbound,,,310240779,383337325,"its not really a fix, but the portable CMD program called `cmder` works with the sty color codes:

![sty with cmder](https://gyazo.com/4f9f3d6fe2ab0c034f9af257eb517d7e.png)",{},NONE,User,False
18,IssueCommentEvent,2017-11-29 19:47:37+00:00,2792391,gruns/furl,1041265,gruns,,,274447138,347974948,"> Remove entire query does not suffice for my needs.
> 
> In general, I just need to replace the query when the key exists, to
> add the query when the key not exists.
>
> Because if I directly add the query, sometimes the query key will be
> multi.

`furl.query.set()` performs exactly the actions you describe. If the
query key already exists, `furl.query.set()` replaces it (even
multivalue keys, like `?one=a&one=b`).

```python
>>> from furl import furl
>>> f = furl('http://www.google.com/?a=a&b=1&b=2')
>>> f.query.set({'b':'REPLACED'})
>>> f.url
'http://www.google.com/?a=a&b=REPLACED'
```

And if the query key doesn't exist, `furl.query.set()` adds it.

```python
>>> from furl import furl
>>> f = furl('http://www.google.com/?a=a')
>>> f.query.set({'b':'ADDED'})
>>> f.url
'http://www.google.com/?a=a&b=ADDED'
```

So, to back up a bit and make sure we're on the same page:
`furl.query.set()` does exactly what you want -- you'd just like a
similar method on the `furl` object, too, not just the `Query` object,
right? Something like

```python
>>> from furl import furl
>>> f = furl('http://www.google.com/?a=a&b=b')
>>> f.set_query({'b':'REPLACED'})
>>> f.url
'http://www.google.com/?a=a&b=REPLACED'
```

Do I understand you correctly?",{},OWNER,User,False
20,IssueCommentEvent,2015-11-20 14:55:24+00:00,46566669,jaraco/irc,308610,jaraco,,,118057209,158423251,"It's conceivable to me that quakenet doesn't even support the server map function. Can you demonstrate that whatever function it is you're trying to achieve works on another IRC client with quakenet?

----------------------------------------
Original comment by: Jason R. Coombs
",{},,User,False
21,IssueCommentEvent,2018-07-02 13:07:59+00:00,55258005,jopohl/urh,37216683,anthropic-radio-source,,,337489270,401798279,"Sorry title should read Feature Request (?): Save received data to data hex file.

Spell checker was too quick for me.",{},NONE,User,False
36,IssueCommentEvent,2017-11-23 13:02:34+00:00,55258005,jopohl/urh,470997,Agmagor,,,274673719,346612738,"I don't think this issue is completely solved.
I attached to this message a screenshot showing that the hackrf is still active after pressing the stop button in the Send Signal window.
Pushing the hackrf reset button shuts it down properly.

The URH log says:

> [INFO::Device.py::stop_tx_mode] HackRF: Stopping TX Mode: Stopped receiving: Stop button clicked
[DEBUG::Device.py::device_send] wrappertype: exit requested. Stopping sending
[WARNING::Device.py::stop_tx_mode] HackRF: Transmit process is still alive, terminating it
[INFO::Device.py::read_device_messages] Exiting read device message thread due to 
[DEBUG::Device.py::read_device_messages] Exiting read device errors thread

![urh_gqrx_hackrf](https://user-images.githubusercontent.com/470997/33174111-e960a4ce-d056-11e7-81e0-8417cf9b3f3d.png)
 ",{},NONE,User,False
58,IssueCommentEvent,2017-12-17 10:30:35+00:00,27924304,cdent/gabbi,3515,FND,,,282578865,352245787,"Unfortunately, I don't have _any_ memory. Nevertheless, as what amounts to a casual contributor at this point, I would prefer gabbi's dependency declarations to be comprehensive, without relying on global/system-level packages - i.e. I would expect pretty much what @joshleeb described. (I vaguely remember @cdent having to guide me through the setup process more than once - which neither of us particularly enjoyed.)",{},COLLABORATOR,User,False
59,IssueCommentEvent,2017-12-17 22:01:58+00:00,27924304,cdent/gabbi,1222137,jasonamyers,,,282578865,352289213,You shouldn’t be installing test-requirements that should be used by tox only. Since that’s the desired testing routing,{},COLLABORATOR,User,False
79,IssueCommentEvent,2016-12-08 23:09:34+00:00,9896961,dbrgn/RPLCD,105168,dbrgn,,,194466152,265883514,A Python interpreter that runs on microcontrollers: https://micropython.org/,{},,User,False
85,IssueCommentEvent,2016-09-11 01:24:14+00:00,48198706,dschep/ntfy,2354108,coveralls,,,176211823,246155817,"
[![Coverage Status](https://coveralls.io/builds/7832602/badge)](https://coveralls.io/builds/7832602)

Coverage increased (+7.01%) to 85.115% when pulling **d41f997fa9be1ba5a1bcc0ebb0705e2050b6da3e on sambrightman:integration_tests** into **91c84c3465b13b7b6563ee5a69ecbf1e4ddc71f2 on dschep:master**.
",{},,User,False
