,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_action,issue_title,issue_labels,issue_assignees,issue_count,issue_body,issue_reactions,issue_reason
22,IssuesEvent,2016-03-19 14:32:58+00:00,46566669,jaraco/irc,1573352,JonasT,,,opened,"RPL_MYINFO / RPL_ISUPPORT needed for chanmodes with parameters instead of hardcoded ""bklohvq""",[],[],0,"A note first: this ticket is based on taking a look at https://github.com/jaraco/irc/blob/master/irc/modes.py
If that is outdated/unused code, this ticket is probably invalid and should be ignored.

It appears that the irclib doesn't correctly handle MODE parsing: it seems to assume a hardcoded set of ""bklvohq"" for channel modes with parameters. However, this can lead to all sorts of problems with modern IRC daemons that introduce additional modes.

The correct behavior would be:

1. Instead of the current single hardcoded set ""bklvohq"", always use two whereas one contains the modes that have parameters when they are added (+), and the other modes that have parameters when removed(-) in a MODE event.

2. Check 005 RPL_iSUPPORT for the CHANMODES=.... parameter. (see http://www.irc.org/tech_docs/005.html ) The set of channel modes with parameters should be set to A, B, C (see link) for modes that are added, and A, B for modes that are removed.

3. If there's no CHANMODES in 005, assume 004 RPL_MYINFO numeric syntax `<server> <ver> <usermode> <chanmode> <chanmodes with parameters> ... `     (the <chanmodes with parameters> parameter and possible further additional ones are not in the original spec, but added by 99% of modern IRC servers - also see here https://www.alien.net.au/irc/irc2numerics.html ) and exact `<chanmodes with parameters>`. Use this set both for modes that are added and removed in a MODE event (that is an approximation, but you can't do any better). 

4. Use the two newly introduced sets instead of ""bklvohq"" for parsing MODE events.

Otherwise, you're bound to run into trouble parsing some more complex mode events on modern servers.

",{},{}
23,IssuesEvent,2018-07-21 21:04:00+00:00,46566669,jaraco/irc,25105042,carter-yagemann,,,opened,Bug: Replying to PING with another PING,[],[],0,"https://github.com/jaraco/irc/blob/e8f6ed2ab1966a7fca0db7b0e6beeb0f8f6cd31a/irc/bot.py#L326-L328

In the class `SingleServerIRCBot`, `on_ctcp` appears to reply to _ping_ messages with _ping_ instead of _pong_. Is this a typo?",{},{}
90,IssuesEvent,2016-07-11 12:56:55+00:00,48198706,dschep/ntfy,667763,dschep,,,closed,Telegram support,"[{'url': 'https://api.github.com/repos/dschep/ntfy/labels/enhancement', 'name': 'enhancement', 'color': '84b6eb'}]",[],1,"ntfy is nifty. Are you interested in adding support for [Telegram](https://telegram.org/)? I made a [package](https://github.com/rahiel/telegram-send) that could be used. It has a `configure` function to guide users in setting it up and a `send` function to send stuff.
```python
conf = ""~/.config/ntfy/telegram-send.conf""
telegram_send.configure(conf)
telegram_send.send(messages=[""hello""], conf=conf)
```
That call to `configure` saves the credentials (api token, and which user to send messages to) in the `conf` file and the call to `send` uses it to send a message.

I'd like to help if you're interested.",{},{}
128,IssuesEvent,2018-07-09 14:02:18+00:00,65468547,jd/tenacity,1955673,PhML,,,opened,Add retry_if_exception_match,[],[],0,"As there is `retry_if_exception_type`, would it be possible to have `retry_if_exception_match`?
It would replace :
```python
retry_if_exception(lambda e: re.match(pattern, str(e)))
```
by:
```python
retry_if_exception_match(pattern)
```",{},{}
154,IssuesEvent,2017-10-02 09:05:55+00:00,95191952,rainx/pytdx,101971,rainx,,,closed,我已经有个通达信的L2账户，我怎么通过这个程序来读取L2数据呢,[],[],6,,{},{}
168,IssuesEvent,2018-07-14 19:17:15+00:00,61384494,zeth/inputs,945574,zeth,,,closed,MacOsX,[],[],1,"Is your package is compatible with Mac ? Is thes is under active development ? do i need to install the pygames / piglet also ? what are the dependencies to connect it to the game and opencv ?

Do i require gamepad ? what are Gamepads alternatives for MacOSx ? as the mentioned game pads are not available for mac. Please guide",{},{}
210,IssuesEvent,2017-05-11 12:45:57+00:00,44054354,dabeaz/curio,918655,goldcode,,,opened,'never joined' message when adding terminated tasks to task group,[],[],0,"While using TaskGroup.add_task(coro) it's possible in my application that the coro which was added is sometimes already terminated. in such cases (and only such:terminated case) even after waiting for all tasks in the task group.
```
async for task in g:
    task.result
```
i get the following:
`... state='TERMINATED') never joined`
",{},{}
217,IssuesEvent,2017-06-06 21:25:25+00:00,28834626,jbg/rabbitmq,304265,frol,,,opened,Benchmark?,[],[],0,Do you by any chance have any performance report? I am considering a switch from AMQP for performance reasons and this is how I came to this project.,{},{}
226,IssuesEvent,2017-07-07 09:13:27+00:00,6662075,joke2k/faker,359076,joke2k,,,closed,Allow subdomains in domain_name(),[],[],1,"Sometimes it's useful to test domain names that contain subdomains.  Currently, domain_name() can only return domain names composed of domain_word + . + domain_tld.

I propose to modify domain name to accept an optional parameter to specify the domain depth.  Example:
```python
        >>> domain_name()
        nichols-phillips.com
        >>> domain_name(2)
        williamson-hopkins.jackson.com
```
",{},{}
289,IssuesEvent,2015-05-11 22:03:19+00:00,33614304,nvbn/thefuck,5911637,Vennik,,,opened,&& operator PowerShell,[],[],0,"With the following 2 commands it will fail:
git checkout fbskldflds
fuck",{},{}
294,IssuesEvent,2017-03-14 01:25:19+00:00,33614304,nvbn/thefuck,1114542,nvbn,,,closed,Shell alias clobbers some history lines,"[{'id': 559591649, 'url': 'https://api.github.com/repos/nvbn/thefuck/labels/obsolete', 'name': 'obsolete', 'color': 'e99695', 'default': False}]",[],13,"I was trying this out, and found that large swathes of my history were missing after running ""fuck"" a single time. This should _not_ modify history except to insert a command it executes..
",{},{}
354,IssuesEvent,2015-02-04 15:02:47+00:00,17250474,szaghi/FoBiS,1661942,szaghi,,,closed,Non-module source files,[],[],3,"Can FoBiS handle old style .f Fortran files that are just subroutines or functions (not modules)?  There could be a flag where you pass in the file names or directories and tell it to compile them even though they are not part of the set of files that were analyzed for module dependency.  In this case, the order is not important.",{},{}
