,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_action,issue_title,issue_labels,issue_assignees,issue_count,issue_body,issue_reactions,issue_reason
21,IssuesEvent,2017-02-27 19:29:33+00:00,46566669,jaraco/irc,308610,jaraco,,,closed,regarding jaraco libraries,[],[],1,"please add empty `__init__.py` file inside `jaraco` folder when installing via `pip install irc`
without that file `jaraco` package not being recognized as a python package, and for example `cx_Freeze` can't include it correctly when freezing application",{},{}
24,IssuesEvent,2017-02-20 06:56:49+00:00,55258005,jopohl/urh,12119776,mehdideveloper,,,opened,Invalid argument error,[],[],0,"Hi
Every time I try to use one of the features of urh (like Sniffing or Spectrum Analyzer), it crashes with error number 22:

>   File ""/usr/local/lib/python3.6/site-packages/urh/dev/gr/ReceiverThread.py"", line 38, in run
>     self.socket.connect((self.ip, self.port))
> OSError: [Errno 22] Invalid argument
> Abort trap: 6

I've connected a RTL-SDR to my Mac OS X 10.12.2 and installed urh via pip (on Python 3.6)

Any ideas?
Thanks",{},{}
26,IssuesEvent,2016-06-05 19:38:40+00:00,55258005,jopohl/urh,18219846,jopohl,,,opened,Add/Remove Buttons for labelsets,"[{'url': 'https://api.github.com/repos/jopohl/urh/labels/useability', 'name': 'useability', 'color': 'd4c5f9'}]",[],0,,{},{}
31,IssuesEvent,2017-10-23 11:32:56+00:00,55258005,jopohl/urh,18283204,andynoack,,,opened,Fix entering values for empty positions,[],[],0,no text ;),{},{}
52,IssuesEvent,2018-03-05 20:46:12+00:00,31894637,amol-/dukpy,601423,amol-,,,closed,Thread safety,[],[],1,"I'm curious if anyone knows what (if any) calls to dukpy are thread safe?

From what I have been able to gather so far. The safest bet is to instantiate dukpy.JSInterpreter() for each 'thread/request' in a web app. The downside to this is having to load any library javascript code durring the request.

Is this *not* safe?
```
app = Flask(__name__)
jsi = JSInterpreter()
jsi.evaljs(libs_js)

@app.route('/'):
def index():
      jsi.eval(request_js)
     ...
```

Is this the 'correct' way?
```
app = Flask(__name__)

@app.before_request
def before_request():
      g.jsi = JSInterpreter()
      g.jsi.evaljs(libs_js)

@app.route('/'):
def index():
      g.jsi.eval(request_js)
     ...
```",{},{}
68,IssuesEvent,2017-06-04 07:48:37+00:00,72066935,cs01/gdbgui,5715368,cs01,,,closed,Show variable values on hovering in source view,[],[],0,you could show the contents (-tree) of a variable in a popover when hovering a variable name in the source window just the same as in the expression window,{},{}
109,IssuesEvent,2018-03-22 15:52:26+00:00,3327542,g2p/rfc6266,1190054,pawciobiel,,,opened,"question on improvements to ""filename*"" handling",[],[],0,"I have a question or perhaps a suggestion to 
https://github.com/g2p/rfc6266/blob/cad58963ed13f5e1068fcc9e4326123b6b2bdcf8/rfc6266.py#L107

* I wonder if it wouldn't be better/(easier on high level libraries that will use it) to assign  to 'self.assocs['filename']' as opposed to 'self.assocs['filename*']'?
* shouldn't the file name extracted from 'filename*' be 1) urldecoded 2) character decoded from defined encoding? (https://tools.ietf.org/html/rfc5987)",{},{}
113,IssuesEvent,2016-03-16 15:33:19+00:00,1258258,gotcha/ipdb,105204,gotcha,,,closed,Add user defined context value to list,[],[],1,"By default, `list` displays 10 lines. It would be nice if users could pass in a larger `context` value.",{},{}
123,IssuesEvent,2016-09-25 10:53:12+00:00,4946406,mher/flower,9670913,sourav82,,,opened,GET /api/task/info/<task_id> throws HTTP/1.1 500 Internal Server Error,[],[],0,"````
flower   -> flower:0.9.1 tornado:4.2 babel:2.3.4
software -> celery:4.0.0rc4 (0today8) kombu:4.0.0rc4 py:2.7.12
            billiard:3.5.0.1 py-amqp:2.1.0
platform -> system:Linux arch:64bit, ELF imp:CPython
loader   -> celery.loaders.default.Loader
settings -> transport:amqp results:disabled
```

API - GET /api/task/info/<task_id> throws below error always -

Flower server log -

```
[E 160925 10:44:06 web:1496] Uncaught exception GET /api/task/info/893dc5e8-1efe-4fb2-b648-5c64c72d8055 (::1)
    HTTPServerRequest(protocol='http', host='localhost:5555', method='GET', uri='/api/task/info/893dc5e8-1efe-4fb2-b648-5c64c72d8055', version='HTTP/1.1', remote_ip='::1', headers={'Host': 'localhost:5555', 'Accept': '*/*', 'User-Agent': 'curl/7.47.0'})
    Traceback (most recent call last):
      File ""/usr/local/lib/python2.7/dist-packages/tornado/web.py"", line 1413, in _execute
        result = method(*self.path_args, **self.path_kwargs)
      File ""/usr/local/lib/python2.7/dist-packages/tornado/web.py"", line 2717, in wrapper
        return method(self, *args, **kwargs)
      File ""/usr/local/lib/python2.7/dist-packages/flower/api/tasks.py"", line 602, in get
        self.write(response)
      File ""/usr/local/lib/python2.7/dist-packages/tornado/web.py"", line 697, in write
        chunk = escape.json_encode(chunk)
      File ""/usr/local/lib/python2.7/dist-packages/tornado/escape.py"", line 88, in json_encode
        return json.dumps(value).replace(""</"", ""<\\/"")
      File ""/usr/lib/python2.7/json/__init__.py"", line 244, in dumps
        return _default_encoder.encode(obj)
      File ""/usr/lib/python2.7/json/encoder.py"", line 207, in encode
        chunks = self.iterencode(o, _one_shot=True)
      File ""/usr/lib/python2.7/json/encoder.py"", line 270, in iterencode
        return _iterencode(o, 0)
      File ""/usr/lib/python2.7/json/encoder.py"", line 184, in default
        raise TypeError(repr(o) + "" is not JSON serializable"")
    TypeError: <_weakrefset.WeakSet object at 0x7f83e192b2d0> is not JSON serializable
[E 160925 10:44:06 web:1908] 500 GET /api/task/info/893dc5e8-1efe-4fb2-b648-5c64c72d8055 (::1) 7.06ms

```
Curl client log -

```
*   Trying ::1...
* Connected to localhost (::1) port 5555 (#0)
> GET /api/task/info/893dc5e8-1efe-4fb2-b648-5c64c72d8055 HTTP/1.1
> Host: localhost:5555
> User-Agent: curl/7.47.0
> Accept: */*
>
< HTTP/1.1 500 Internal Server Error
< Date: Sun, 25 Sep 2016 10:44:06 GMT
< Content-Length: 0
< Content-Type: text/html; charset=UTF-8
< Server: TornadoServer/4.2
<
* Connection #0 to host localhost left intact
```

Could you please let me know if I'm doing anything wrong here or any specific settings for this to work?",{},{}
139,IssuesEvent,2017-09-28 01:24:59+00:00,95191952,rainx/pytdx,19775607,suifengshunlang,,,opened,get_company_info_category能否拿到如每股收益等数据？,[],[],0,貌似没看到相关得数据，如果能拿到通达信F10所有的数据就完美了,{},{}
