,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_action,issue_title,issue_labels,issue_assignees,issue_count,issue_body,issue_reactions,issue_reason
1,IssuesEvent,2015-09-25 11:27:36+00:00,28550291,cdown/srt,660663,cdown,,,closed,Use state machine to parse SRT blocks,[],[],0,"Many SRTs are just plain broken, working around this brokenness is easier with a state machine than a regex (for example, checking if after `\n\n` we have a potential index).",{},{}
3,IssuesEvent,2016-10-12 00:33:35+00:00,54391698,jd/pifpaf,970458,harlowja,,,opened,Add kafka,[],[],0,Starting to look at oslo.messaging kafka driver (for notifications); but that thing doesn't have any apart upstream integration testing; so part 0 would be to get it into pifpaf and then start to do more work over there to actually use this feature :-P,{},{}
24,IssuesEvent,2016-09-07 00:16:34+00:00,46566669,jaraco/irc,308610,jaraco,,,closed,irc deps,[],[],1,"Hi,

irc needs:
   
     jaraco.collections',
    'jaraco.text',
    'jaraco.itertools',
    'jaraco.logging',
    'jaraco.functools>=1.5',
    'jaraco.stream',

Which are in different repositories. To update irc in Debian I will
have to ask ftp-master to include all these new packages, right ?

This split is really necessary ? I am just asking, I am not a programmer.



Regards,
Herbert
",{},{}
26,IssuesEvent,2017-09-02 12:40:06+00:00,55258005,jopohl/urh,5690599,gustavecha,,,opened,List index out of rang while testing signal decode,[],[],0,"_Please use this template for bug reports. If you have a feature request or question just delete everything and write as you like._
## Expected Behavior
Use a signal to test decoding

## Actual Behavior
When selecting a signal in the list, URH stop working with error : ""IndexError: list index out of range""

Traceback (most recent call last):
  File ""c:\program files\python\python35\lib\site-packages\urh\controller\DecoderWidgetController.py"", line 849, in set_signal
    last_message = pa.messages[-1]

## Steps to Reproduce the Problem
  1. Open Tools/Decoding
  2. Select a signal in the ""test"" list
  3. URH Crash

## Platform Specifications

  - Python Version: 3.5
  - Operating System: Windows 10
  - Version of URH: 1.8.5
  - URH was installed: via pip

All the best
",{},{}
32,IssuesEvent,2016-05-05 07:44:55+00:00,55258005,jopohl/urh,18219846,jopohl,,,opened,Add instructions for installation on windows,[],[],0,,{},{}
39,IssuesEvent,2017-06-22 10:54:35+00:00,55258005,jopohl/urh,18219846,jopohl,,,closed,Installation,"[{'id': 380137422, 'url': 'https://api.github.com/repos/jopohl/urh/labels/discussion', 'name': 'discussion', 'color': '0e8a16', 'default': False}, {'id': 546048675, 'url': 'https://api.github.com/repos/jopohl/urh/labels/installation', 'name': 'installation', 'color': '006b75', 'default': False}]",[],4,"After installing it when i tried to open it by typing ""urh"" , it opens but in the command line it says like this ..

Will not regenerate UI, because script can't be found. This is okay in release.
linux; GNU C++ version 5.3.1 20151219; Boost_105800; UHD_003.009.002-0-unknown

Wat does that mean ??",{},{}
50,IssuesEvent,2015-04-28 12:29:39+00:00,18603138,WoLpH/mt940,6604721,corebyte,,,opened,MT940 structured,[],[],0,"This is for mt940 structured file right?

I get a name key error in de list ?

Some have the regex name and some not. Do you know a solution?

It is really hard to find a good mt940/mt940 structured parser in Python that works..",{},{}
60,IssuesEvent,2015-01-13 13:26:16+00:00,27924304,cdent/gabbi,34498,cdent,,,closed,Implement pre-reqs via yaml instructions,[],[],3,"Primarily this would be to insure that required data is available prior to test run.

The idea would be that these reqs are fixtures for just this testsuite (not yet sure how that would be done).",{},{}
74,IssuesEvent,2018-02-12 16:27:55+00:00,72066935,cs01/gdbgui,5715368,cs01,,,reopened,Remove _ssl module requirement,[],[],8,"##### Describe the issue
While SSL support is most definitely useful and appreciated, would it be possible to remove the requirement for the ssl module if the feature is not enabled?

##### Steps to replicate

* When running in a custom cross-compiler environment, our python distribution does not support SSL.  Unfortunately, this prevents using gdbgui later than v0.9.4 as it fails for ""ImportError: No module named _ssl"" despite the fact we don't need it in this particular environment.

##### Describe your environment
* CentOS-7 based custom linux distro
* gdbgui version (`gdbgui -v`): 0.11.0.0
* gdb version (`gdb -v`): 7.12.1
* browser:Google Chrome Version 61.0.3163.100
* python packages (`pip freeze`):
click-6.7
enum34-1.1.6
enum-compat-0.0.2
eventlet-0.21.0
Flask-0.12.2
Flask-Compress-1.4.0
Flask-SocketIO-2.9.3
gdbgui-0.11.0.0
gevent-1.2.2
greenlet-0.4.12
itsdangerous-0.24
pygdbmi-0.8.2.0
Pygments-2.2.0
pypugjs-4.2.2
python-engineio-2.0.1
python-socketio-1.8.4
six-1.11.0
Werkzeug-0.13

",{},{}
124,IssuesEvent,2018-06-17 12:37:56+00:00,6007295,fxsjy/jieba,31299103,JoffreyN,,,opened,可以处理文言文吗？,[],[],0,试了一下，赶脚效果不太好,{},{}
