,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
5,PullRequestEvent,2017-06-26 10:11:53+00:00,54391698,jd/pifpaf,2644,jd,,,127365739,,Switch to uwsgi to run gnocchi-api,closed,False,62,,https://api.github.com/repos/jd/pifpaf/issues/62,,2017-06-26T10:11:53Z,2017-06-26T10:11:53Z,1,17,7,3,[],[],[],[],,,,,[],https://github.com/jd/pifpaf/pull/62.patch,https://api.github.com/repos/jd/pifpaf/pulls/62/commits
10,PullRequestEvent,2017-01-15 13:48:30+00:00,1673145,FSX/misaka,64273,FSX,,,101556788,,Add a new renderer class with XSS protections,closed,False,60,This Pull Request implements #59. Let me know if anything doesn't look right.,https://api.github.com/repos/FSX/misaka/issues/60,2017-01-15T13:48:29Z,2017-01-15T13:48:29Z,2017-01-15T13:48:29Z,10,290,0,4,[],[],[],[],FSX,64273,User,False,[],https://github.com/FSX/misaka/pull/60.patch,https://api.github.com/repos/FSX/misaka/pulls/60/commits
15,PullRequestEvent,2017-10-25 15:24:19+00:00,82165392,flou/brume,352507,geronimo-iia,,,148700514,,add cfn function,open,False,10,used to retrieve cloudformation output value ,https://api.github.com/repos/flou/brume/issues/10,,,2017-10-25T15:24:18Z,1,65,0,2,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/flou/brume/pull/10.patch,https://api.github.com/repos/flou/brume/pulls/10/commits
31,PullRequestEvent,2017-11-22 17:51:03+00:00,55258005,jopohl/urh,18219846,jopohl,,,154216372,,fix overflow error when modulating very long messages,closed,False,364,"``` np.exp ``` overflows for values > 300000  ([see here](https://stackoverflow.com/questions/22729223/how-to-calculate-expx-for-really-big-integers-in-python)), so use sin and cos for modulation",https://api.github.com/repos/jopohl/urh/issues/364,2017-11-22T17:51:03Z,2017-11-22T17:51:03Z,2017-11-22T17:51:03Z,1,7,2,1,OWNER,[],[],[],jopohl,18219846,User,False,[],https://github.com/jopohl/urh/pull/364.patch,https://api.github.com/repos/jopohl/urh/pulls/364/commits
34,PullRequestEvent,2018-03-07 12:35:37+00:00,55258005,jopohl/urh,18283204,andynoack,,,173438978,,Adaptive noise,open,False,401,"- [ ] GUI checkbox
- [ ] Optimize core",https://api.github.com/repos/jopohl/urh/issues/401,,,2018-03-07T12:35:37Z,1,9,2,1,COLLABORATOR,[],[],[],,,,,[],https://github.com/jopohl/urh/pull/401.patch,https://api.github.com/repos/jopohl/urh/pulls/401/commits
104,PullRequestEvent,2018-03-08 03:45:43+00:00,95264151,gabfl/vault,8358050,gabfl,,,173636389,,Intercept EOFError exception during major events,closed,False,31,Resolves #30,https://api.github.com/repos/gabfl/vault/issues/31,2018-03-08T03:29:20Z,2018-03-08T03:29:20Z,2018-03-08T03:29:20Z,1,101,57,1,OWNER,[],[],[],gabfl,8358050,User,False,[],https://github.com/gabfl/vault/pull/31.patch,https://api.github.com/repos/gabfl/vault/pulls/31/commits
130,PullRequestEvent,2015-04-11 23:06:21+00:00,4946406,mher/flower,691049,mher,,,32893467,,Making Dashboard Accessible,closed,False,374,"Fixes #373

`celery==3.0.23` doesn't have a `loadavg` attribute on the worker, so people running anything lower than the current version of celery will see ""N/A"" under the Load Avg. table column.

Other than that, this makes the Dashboard accessible again for users not on the newest version of `celery`.

Side note... When running the test suite, I needed to `pip install futures` (it's not in any requirements files and when it isn't installed running `python -m tests` raises `/Users/mikehelmick/.virtualenv/flower/bin/python: No module named concurrent.futures; 'tests' is a package and cannot be directly executed`)",https://api.github.com/repos/mher/flower/issues/374,2015-04-11T23:06:19Z,2015-04-11T23:06:20Z,2015-04-11T23:06:20Z,1,6,2,2,[],[],[],[],mher,691049,User,False,[],https://github.com/mher/flower/pull/374.patch,https://api.github.com/repos/mher/flower/pulls/374/commits
166,PullRequestEvent,2015-11-07 12:48:32+00:00,11737385,Dav1dde/glad,255721,Dav1dde,,,50027464,,Source version from a common point,closed,False,39,"To build upon 961af21c224233cec27dad3da4a1b6ce359d0828: it would still be nice to have the version in the generated source. Would a [common version file](https://stackoverflow.com/questions/458550/standard-way-to-embed-version-into-python-package) that can be sourced by both glad and packaging be acceptable?
",https://api.github.com/repos/Dav1dde/glad/issues/39,,2015-11-07T12:48:32Z,2015-11-07T12:48:32Z,1,6,9,3,[],[],[],[],,,,,[],https://github.com/Dav1dde/glad/pull/39.patch,https://api.github.com/repos/Dav1dde/glad/pulls/39/commits
203,PullRequestEvent,2017-01-13 01:35:01+00:00,78496587,cirla/tulipy,9155109,cirla,,,101374102,,gave cinit index instead of name,closed,False,5,This has `__cinit__` do its lookup by index instead of name. That way it avoids the binary search over all the indicator names.,https://api.github.com/repos/cirla/tulipy/issues/5,2017-01-13T01:35:01Z,2017-01-13T01:35:01Z,2017-01-13T01:35:01Z,1,3,3,1,[],[],[],[],cirla,9155109,User,False,[],https://github.com/cirla/tulipy/pull/5.patch,https://api.github.com/repos/cirla/tulipy/pulls/5/commits
222,PullRequestEvent,2016-07-07 09:38:34+00:00,5021892,hgrecco/pint,69789,zarch,,,76565928,,Add toe to default units,open,False,398,"I've just inserted a new unit tonne of oil equvalent (toe).
Please let me know if I should add some tests somewhere.
thanks",https://api.github.com/repos/hgrecco/pint/issues/398,,,2016-07-07T09:38:33Z,1,1,0,1,[],[],[],[],,,,,[],https://github.com/hgrecco/pint/pull/398.patch,https://api.github.com/repos/hgrecco/pint/pulls/398/commits
234,PullRequestEvent,2017-07-07 16:54:08+00:00,6662075,joke2k/faker,89607,fcurella,,,129445519,,start deprecating `Factory.create`,open,False,549,ref #453 ,https://api.github.com/repos/joke2k/faker/issues/549,,,2017-07-07T16:54:07Z,1,94,72,15,[],[],[],[],,,,,[],https://github.com/joke2k/faker/pull/549.patch,https://api.github.com/repos/joke2k/faker/pulls/549/commits
236,PullRequestEvent,2016-12-04 12:23:40+00:00,6662075,joke2k/faker,19784933,aminalaee,,,96430388,,fa_IR update phone numbers and person names,open,False,431,"The source link is commented in the code too:

For names:
http://www.sabteahval.ir/Upload/Modules/Contents/asset100/name/d1393.htm
http://www.sabteahval.ir/Upload/Modules/Contents/asset100/name/p1393.htm
For numbers:
https://en.wikipedia.org/wiki/List_of_dialling_codes_in_Iran",https://api.github.com/repos/joke2k/faker/issues/431,,,2016-12-04T12:23:40Z,2,75,4,2,[],[],[],[],,,,,[],https://github.com/joke2k/faker/pull/431.patch,https://api.github.com/repos/joke2k/faker/pulls/431/commits
246,PullRequestEvent,2018-08-06 21:50:01+00:00,6662075,joke2k/faker,10206397,Fraterius,,,206526122,MDExOlB1bGxSZXF1ZXN0MjA2NTI2MTIy,Small bugfix.,open,False,794,"### What does this changes

TZinfo was overwritten by utc which caused faker to return correct datetime object only for utc TZinfo whenever datetime_to_timestamp function was used. Now it looks ok for instance:

`tz = pytz.timezone('Europe/Warsaw')`
`fake = faker.Faker()`
`fake.future_datetime(end_date=""+1h"", tzinfo=tz)` 

### What was wrong

Mistake in code.

### How this fixes it

Simple bugfix.
",https://api.github.com/repos/joke2k/faker/issues/794,,,2018-08-06T21:50:01Z,1,1,1,1,NONE,[],[],[],,,,,[],https://github.com/joke2k/faker/pull/794.patch,https://api.github.com/repos/joke2k/faker/pulls/794/commits
254,PullRequestEvent,2017-06-01 02:09:03+00:00,4576441,kbandla/dpkt,200847,kbandla,,,123405516,,"On windows, check if the file is opened in binary mode",open,False,369,"Most window users open the files with the wrong mode. Unfortunately, the file mode property is read-only, so we can not fix it on the fly. Raise an exception instead. ",https://api.github.com/repos/kbandla/dpkt/issues/369,,,2017-06-01T02:09:03Z,1,5,0,1,[],[],"[{'login': 'obormot', 'id': 1717834, 'avatar_url': 'https://avatars2.githubusercontent.com/u/1717834?v=3', 'gravatar_id': '', 'url': 'https://api.github.com/users/obormot', 'html_url': 'https://github.com/obormot', 'followers_url': 'https://api.github.com/users/obormot/followers', 'following_url': 'https://api.github.com/users/obormot/following{/other_user}', 'gists_url': 'https://api.github.com/users/obormot/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/obormot/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/obormot/subscriptions', 'organizations_url': 'https://api.github.com/users/obormot/orgs', 'repos_url': 'https://api.github.com/users/obormot/repos', 'events_url': 'https://api.github.com/users/obormot/events{/privacy}', 'received_events_url': 'https://api.github.com/users/obormot/received_events', 'type': 'User', 'site_admin': False}]",[],,,,,[],https://github.com/kbandla/dpkt/pull/369.patch,https://api.github.com/repos/kbandla/dpkt/pulls/369/commits
287,PullRequestEvent,2015-04-22 12:28:48+00:00,33614304,nvbn/thefuck,6704555,NabeelValapra,,,33852989,,Used re.sub() instead of .replace(),open,False,93,,https://api.github.com/repos/nvbn/thefuck/issues/93,,,2015-04-22T12:28:48Z,3,1,1,1,[],[],[],[],,,,,[],https://github.com/nvbn/thefuck/pull/93.patch,https://api.github.com/repos/nvbn/thefuck/pulls/93/commits
303,PullRequestEvent,2015-04-17 21:30:23+00:00,33614304,nvbn/thefuck,1417838,PachowStudios,,,33584177,,Added rule for rm -rf /,open,False,11,,https://api.github.com/repos/nvbn/thefuck/issues/11,,,2015-04-17T21:30:23Z,1,7,0,1,[],[],[],[],,,,,[],https://github.com/nvbn/thefuck/pull/11.patch,https://api.github.com/repos/nvbn/thefuck/pulls/11/commits
337,PullRequestEvent,2015-06-04 16:39:05+00:00,33614304,nvbn/thefuck,2590174,cubuspl42,,,36953612,,Added mount rule,open,False,246,"$ mount /dev/sda2 /mnt/var
mount: only root can do that",https://api.github.com/repos/nvbn/thefuck/issues/246,,,2015-06-04T16:39:04Z,1,2,1,1,[],[],[],[],,,,,[],https://github.com/nvbn/thefuck/pull/246.patch,https://api.github.com/repos/nvbn/thefuck/pulls/246/commits
355,PullRequestEvent,2015-04-18 19:34:51+00:00,33614304,nvbn/thefuck,1114542,nvbn,,,33600496,,Упрощённое добавление поиска ошибок для sudo,closed,False,22,"Это упрощает добавление строк по которым будет происходить поиск, для комманд требующих sudo.",https://api.github.com/repos/nvbn/thefuck/issues/22,,2015-04-18T19:34:51Z,2015-04-18T19:34:51Z,3,5,2,1,[],[],[],[],,,,,[],https://github.com/nvbn/thefuck/pull/22.patch,https://api.github.com/repos/nvbn/thefuck/pulls/22/commits
367,PullRequestEvent,2017-05-30 09:35:57+00:00,57714220,rabitt/pysox,8169843,rabitt,,,122929346,,fixes #54,closed,False,55,Overwrites `Transformer`'s default `preview` in `Combiner`,https://api.github.com/repos/rabitt/pysox/issues/55,2017-05-30T09:35:57Z,2017-05-30T09:35:57Z,2017-05-30T09:35:57Z,2,80,3,5,[],[],[],[],rabitt,8169843,User,False,[],https://github.com/rabitt/pysox/pull/55.patch,https://api.github.com/repos/rabitt/pysox/pulls/55/commits
