,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
4,PullRequestEvent,2015-06-08 19:19:13+00:00,35384742,xi/ldif3,202576,xi,,,37183520,,Include documentation source and changelog in source distribution.,closed,False,2,This ensures that the source distribution on *pypi* contains everything needed to full rebuild the module (i.e. in a Debian package).,https://api.github.com/repos/xi/ldif3/issues/2,2015-06-08T19:19:13Z,2015-06-08T19:19:13Z,2015-06-08T19:19:13Z,1,2,0,1,[],[],[],[],xi,202576,User,False,[],https://github.com/xi/ldif3/pull/2.patch,https://api.github.com/repos/xi/ldif3/pulls/2/commits
8,PullRequestEvent,2017-09-22 19:43:14+00:00,54391698,jd/pifpaf,5091603,chungg,,,142654954,,correct disk name,open,False,80,mucked up naming in #79,https://api.github.com/repos/jd/pifpaf/issues/80,,,2017-09-22T19:43:14Z,1,3,2,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/jd/pifpaf/pull/80.patch,https://api.github.com/repos/jd/pifpaf/pulls/80/commits
32,PullRequestEvent,2017-02-25 09:03:38+00:00,55258005,jopohl/urh,18219846,jopohl,,,107953839,,Fix windows native,open,False,157,bundle dlls to simplify native backend installation on windows for various python distributions,https://api.github.com/repos/jopohl/urh/issues/157,,,2017-02-25T09:03:37Z,8,1325,9,21,[],[],[],[],,,,,[],https://github.com/jopohl/urh/pull/157.patch,https://api.github.com/repos/jopohl/urh/pulls/157/commits
45,PullRequestEvent,2017-03-05 12:46:58+00:00,55258005,jopohl/urh,18219846,jopohl,,,109008114,,HackRF multiprocessing,closed,False,180,"- [x] Receive Process for HackRF
- [x] Adapt tests for HackRF to new interface
- [x] Send Process for HackRF
- [x] Split HackRF_run to send and receive
- [x] Error Handling in process (e.g. HackRF not plugged in -- ensure error message box is shown) 
- [x] CTRL Pipe in HackRF
- [x] Fix Device base class to consider multiprocessing (remove open/close methods etc + remove them in current code)
- [x] Fix Crash in GUI if HackRF not plugged in
- [x] Fix slow sending repeats in FrontEnd
- [x] Adapt RTLSDR to ctrl pipe for error handling
- [x] Stop RTLSDR process if open failed + notify GUI
- [x] Fix Code Dup HackRF/RTLSDR
- [x] Move RTLSDR/HackRF methods to class level
- [x] add test for FileOperator

## Tests

### Linux
- [x] Ensure native backend is selected for HackRF and RTL-SDR
- [x] Receive Signal with HackRF > 20MB
- [x] Receive Signal wth RTL-SDR > 20MB (test to prevent regression)
- [x] Send signal with HackRF
- [x] Fix not enough RAM error
### Windows
- [x] Ensure native backend is selected for HackRF and RTL-SDR
- [x] Receive Signal with HackRF > 20MB
- [x] Receive Signal wth RTL-SDR > 20MB (test to prevent regression)
- [x] Send signal with HackRF
### OSX
- [x] Ensure native backend is selected for HackRF and RTL-SDR
- [x] Receive Signal with HackRF > 20MB
- [x] Receive Signal wth RTL-SDR > 20MB (test to prevent regression)
- [x] Send signal with HackRF",https://api.github.com/repos/jopohl/urh/issues/180,2017-03-05T12:46:58Z,2017-03-05T12:46:58Z,2017-03-05T12:46:58Z,22,491,406,13,[],[],[],[],jopohl,18219846,User,False,[],https://github.com/jopohl/urh/pull/180.patch,https://api.github.com/repos/jopohl/urh/pulls/180/commits
63,PullRequestEvent,2015-07-19 11:29:17+00:00,27924304,cdent/gabbi,3515,FND,,,40306831,,Ensure missing response header raises AssertionError,open,False,61,fixes #60,https://api.github.com/repos/cdent/gabbi/issues/61,,,2015-07-19T11:29:17Z,1,3,3,1,[],[],[],[],,,,,[],https://github.com/cdent/gabbi/pull/61.patch,https://api.github.com/repos/cdent/gabbi/pulls/61/commits
69,PullRequestEvent,2018-02-10 23:37:06+00:00,72066935,cs01/gdbgui,5715368,cs01,,,168426999,,various updates,closed,False,173,"* Add csrf and cross origin protection
* Convert backslashes to forward slashes when entering windows binary paths (#167)
* Fix safari ui issue (#164)
* Update text on reload file button, and disable when no file is loaded (#165)
* When disassembly can't be fetched in mode 4, fetch in mode 3 and assume gdb version is 7.6.0 (#166)
* Add copy to clipboard icon for files and variables
* Allow SSL module import to fail and print warning (#170)
* Cleanup menu, add license info, bugfixes, etc. (#169, #136, #163, #172)",https://api.github.com/repos/cs01/gdbgui/issues/173,2018-02-10T23:37:06Z,2018-02-10T23:37:06Z,2018-02-10T23:37:06Z,8,590,286,33,OWNER,[],[],[],cs01,5715368,User,False,[],https://github.com/cs01/gdbgui/pull/173.patch,https://api.github.com/repos/cs01/gdbgui/pulls/173/commits
90,PullRequestEvent,2017-05-12 03:36:16+00:00,48198706,dschep/ntfy,667763,dschep,,,120243010,,WIP of #125: screen locking detection,open,False,147,"separate backends implemented via a 'multi' meta-backend.
Uses config like this:

```
backends: [multi]
multi:
    locked:
        pushover:
            user_key: user-api-key
    unfocused:
        default: {}
    focused: {}

```
This config would cause no notifications if the shell is focused, desktop
notifications when unfocused, and pushover notifications when the screen is
locked. Freaking magic. :tada:

Todo:
- [ ] macOS support
- [ ] Windows support
- [ ] a better solution than the `multi` module",https://api.github.com/repos/dschep/ntfy/issues/147,,,2017-05-12T03:36:16Z,1,148,0,4,[],[],[],[],,,,,[],https://github.com/dschep/ntfy/pull/147.patch,https://api.github.com/repos/dschep/ntfy/pulls/147/commits
128,PullRequestEvent,2017-04-23 15:34:36+00:00,65468547,jd/tenacity,527101,heri16,,,117128138,,Add AsyncRetryingContext class (B),closed,False,62,"Alternative implementation that uses nested async context manager.
See Issue #48

**Example:**
```python
async def ticker(delay, to):
    """"""Yield numbers from 0 to `to` every `delay` seconds.""""""
    for i in range(to):
        yield i
        await asyncio.sleep(delay)

with AsyncRetrying(ticker, wait=wait_fixed(2)) as ticker:
    async for i in ticker(1, 10):
        print(i)
```
",https://api.github.com/repos/jd/tenacity/issues/62,,2017-04-23T15:34:35Z,2017-04-23T15:34:35Z,1,59,0,1,[],[],[],[],,,,,[],https://github.com/jd/tenacity/pull/62.patch,https://api.github.com/repos/jd/tenacity/pulls/62/commits
276,PullRequestEvent,2017-03-22 11:25:26+00:00,33614304,nvbn/thefuck,1114542,nvbn,,,111907826,,git_stash_pop: Add only updated files,closed,False,617,"This avoids adding untracked files to the repo. See here for a
description of the difference between `git add .` and `git add --update`:

https://stackoverflow.com/questions/572549/difference-between-git-add-a-and-git-add/572660#572660",https://api.github.com/repos/nvbn/thefuck/issues/617,2017-03-22T11:25:25Z,2017-03-22T11:25:25Z,2017-03-22T11:25:25Z,1,2,2,2,[],[],[],[],nvbn,1114542,User,False,[],https://github.com/nvbn/thefuck/pull/617.patch,https://api.github.com/repos/nvbn/thefuck/pulls/617/commits
351,PullRequestEvent,2018-04-06 11:44:51+00:00,122037266,wialon/gmqtt,11856139,Lenka42,,,179925636,,Added connection check and sleep into reconnect,open,False,4,,https://api.github.com/repos/wialon/gmqtt/issues/4,,,2018-04-06T11:44:51Z,1,4,2,2,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/wialon/gmqtt/pull/4.patch,https://api.github.com/repos/wialon/gmqtt/pulls/4/commits
