,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
5,IssueCommentEvent,2018-05-15 05:35:12+00:00,73567304,ofek/bit,9677399,ofek,,,323068497,389048165,That's your address.,{},OWNER,User,False
17,IssueCommentEvent,2018-07-24 10:43:19+00:00,8387179,uiri/toml,7948863,kosu9i,,,334740518,407362614,"The cause is as follows.

https://github.com/uiri/toml/blob/master/toml/decoder.py#L761

But I'm wondering how to fix...",{},NONE,User,False
23,IssueCommentEvent,2017-06-05 19:21:33+00:00,69408336,MrOlm/drep,5558419,sstevens2,,,232906482,306277642,"Yep that command on its own seems to work fine.  It prints the following.

```
$nucmer --mum -p /Users/hillier/drep/tests/testDir/data/ANIn_files/Enterococcus_casseliflavus_EC20.fasta_vs_Enterococcus_casseliflavus_EC20.fasta -c 65 -g 90 /Users/hillier/drep/tests/genomes/Enterococcus_casseliflavus_EC20.fasta /Users/hillier/drep/tests/genomes/Enterococcus_casseliflavus_EC20.fasta
1: PREPARING DATA
2,3: RUNNING mummer AND CREATING CLUSTERS
# reading input file ""/Users/hillier/drep/tests/testDir/data/ANIn_files/Enterococcus_casseliflavus_EC20.fasta_vs_Enterococcus_casseliflavus_EC20.fasta.ntref"" of length 3427277
# construct suffix tree for sequence of length 3427277
# (maximum reference length is 536870908)
# (maximum query length is 4294967295)
# process 34272 characters per dot
#....................................................................................................
# CONSTRUCTIONTIME /Users/hillier/Programs/MUMmer3.23/mummer /Users/hillier/drep/tests/testDir/data/ANIn_files/Enterococcus_casseliflavus_EC20.fasta_vs_Enterococcus_casseliflavus_EC20.fasta.ntref 1.37
# reading input file ""/Users/hillier/drep/tests/genomes/Enterococcus_casseliflavus_EC20.fasta"" of length 3427276
# matching query-file ""/Users/hillier/drep/tests/genomes/Enterococcus_casseliflavus_EC20.fasta""
# against subject-file ""/Users/hillier/drep/tests/testDir/data/ANIn_files/Enterococcus_casseliflavus_EC20.fasta_vs_Enterococcus_casseliflavus_EC20.fasta.ntref""
