,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
39,ReleaseEvent,2018-06-18 15:46:45+00:00,55258005,jopohl/urh,18219846,jopohl,,,published,untagged-e3405a66851c98748011,,
255,ReleaseEvent,2017-07-10 05:19:08+00:00,17721602,kbarbary/sep,970135,kbarbary,,,published,v1.0.1,v1.0.1,"* Fix bug when using masked filter and noise array where objects with member pixels at end of image (maximum y coordinate) were erroneously missed.
"
725,ReleaseEvent,2017-04-24 18:53:56+00:00,50903853,AnalogJ/lexicon,891875,AnalogJ,,,published,v2.1.2,v2.1.2,"Timestamp |  SHA | Message | Author 
------------- | ------------- | ------------- | ------------- 
2017-04-23T22:25:23Z | [`08b23c837`](https://github.com/AnalogJ/lexicon/commit/08b23c83717e7e1089dd7fc312d11bc20bab147f) | fix powerdns. | Jason Kulatunga 
2017-04-23T21:37:39Z | [`1f3e371f3`](https://github.com/AnalogJ/lexicon/commit/1f3e371f3af8f8a912f9a1455c34a4fcefad5928) | Merge branch 'powerdns' of https://github.com/insertjokehere/lexicon into insertjokehere-powerdns | Jason Kulatunga 
2017-04-02T08:17:00Z | [`ae5f5fcab`](https://github.com/AnalogJ/lexicon/commit/ae5f5fcabdd283206f1e92eacb695b89c6ed9f21) | Remove redundant os.environ lookup | William Hughes 
2017-03-31T22:40:39Z | [`2d76fc15b`](https://github.com/AnalogJ/lexicon/commit/2d76fc15be06d435734a0d7869c8c8cd99663c10) | Initial implementation of a provider for PowerDNS | William Hughes 
"
836,ReleaseEvent,2017-05-02 00:10:22+00:00,27283062,ktbyers/netmiko,899716,ktbyers,,,published,v1.4.0,Netmiko 1.4.0 Release,"### The following change is not backwards compatible
- Fix SSH config file support to be standard host specifier

```
# Previously you would use host:port specifiers in the SSH config file. 
# Now the format should look as follows.

host jumphost
  IdentityFile ~/.ssh/test_rsa
  user admin
  hostname myserver.us-west-1.compute.amazonaws.com

host 10.10.10.70
  user cisco
  hostname 10.10.10.70
  Port 22
  ProxyCommand ssh jumphost nc %h %p
```

### Enhancements/Fixes
- Add support for send_config_set with a string
- Add ASA login support
- Fix bugs with regular expression handling and re.escape
- Improve timing issues with InLine Transfer on large files.
- Integrate to readthedocs
- Add some additional platforms to autodetect
- Make the telnet code easier to reuse

### New Drivers / Improved Platform Support
- Add Check Point gaia support
- Add Dell PowerConnect Telnet support
- Improve Extreme EXOS driver


"
983,ReleaseEvent,2018-04-18 20:14:56+00:00,105263648,duguyue100/pyaer,939553,duguyue100,,,published,0.1.0a20,,
1139,ReleaseEvent,2017-08-22 19:03:24+00:00,71604945,MisterWil/abodepy,1091741,MisterWil,,,published,v0.8.0,abodepy-0.8.0,"- Refactored almost the entire package layout
- Command line is now called with the 'abodepy' command directly
- Cleaned up command line help
- Changed --setting to --set, --switchOn to --on, and --switchOff to --off
- Modified get_devices() to update existing devices instead of creating new ones every time
- Added additional property methods
- Added support for more device types"
1568,ReleaseEvent,2018-05-20 15:26:03+00:00,105757332,sepandhaghighi/art,7515099,sepandhaghighi,,,published,v1.0,Version 1.0,"- 15 new fonts added
1-tinker-toy
2- straight
3- stampatello
4- smslant
5- smshadow
6- smscript
7- smkeyboard
8- smisome1
9- slscript
10- slide
11- sblood
12- rozzo
13- pyramid
14- puffy
15- pebbles
- Typo-Tolerance system added
- README.md modified
- Test cases modified"
1628,ReleaseEvent,2017-04-14 17:47:41+00:00,33266451,JimmXinu/FanFicFare,11446969,JimmXinu,,,published,v2.10.0,FanFicFare v2.10.0,"# Installation instructions:

## Calibre Plugin:

Install attached plugin zip file, or use Calibre's 'Get plugins' feature.

## Web service:

http://fanficfare.appspot.com/

## Command line interface:

Rather being delivered as a zip file with dependencies included, FanFicFare is delivered as a `pip` Python package.  It's been tested on Python 2.6 and 2.7, but not on Python 3.

`pip install FanFicFare`
or
`pip install --upgrade FanFicFare`
...to update.

(pip will automatically install dependencies beautifulsoup4, html5lib, chardet and six.)

Run `fanficfare -h` from command-line.

## Changes:
- Bump release version.
- Update translations.
- Remove defunct sites: restrictedsection.org, lucifael.com, onedirectionfanfiction.com, samdean.archive.nu, hpfandom.net, ficsite.com, sinful-desire.org, thehexfiles.net, portkey.org and psychfic.com.
- Fix for adapter_asianfanficscom, thanks 444555.
- Enhancements for Storiesonline and Literotica, thanks davidfor.
- Add option chapter_categories_use_all for Literotica, thanks davidfor.
- Can't skip numChapters - adapter_trekfanfictionnet
- Refactor to move fetches to Configuration class for _filelist feature
- Remove self.decode to defaults.ini, fix use_pagecache().
- Add *_filelist feature
- Add titleHTML to mirror authorHTML
- Change ncisfiction.net to ncisfiction.com - users & storyIDs *not* the same.
- Add <meta charset=""UTF-8""> to html output by default.
- Add use_archived_author option for archiveofourown.org.
- Add --progressbar option for CLI.
- Change http to https for FimF - thanks baggins41
- Improve metadata caching for performance.
- Remove unnecessary line that can cause problems with abbreviated ffnet URL.
- Renamed midnightwhispers.ca domain midnightwhispers.net.
- Fix for authors and New Only.
- Fix for base_xenforoforum cached post used more than once.
- Normalize anthology URLs both from page and from epub.
- Allow https in adapter_hpfanficarchivecom
"
1802,ReleaseEvent,2017-02-16 17:49:10+00:00,80448443,pierky/arouteserver,6806218,pierky,,,published,v0.1.0,First beta version,
2889,ReleaseEvent,2015-08-01 18:01:51+00:00,12420595,CamDavidsonPilon/lifelines,884032,CamDavidsonPilon,,,published,v0.8.0,0.8.0," - reorganized lifelines directories: 
    - moved test files out of main directory. 
    - moved `utils.py` into it's down directory.
    - moved all estimators `fitters` directory.
 - added a `at_risk` column to the output of `group_survival_table_from_events` and `survival_table_from_events`
 - added sample size and power calculations for statistical tests. See `lifeline.statistics. sample_size_necessary_under_cph` and `lifelines.statistics. power_under_cph`. 
 - fixed a bug when using KaplanMeierFitter for left-censored data. 
"
