,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_review_comment_action,pr_review_comment_id,pr_review_comment_commit_id,pr_review_comment_site_admin,pr_review_comment_body,pr_review_comment_author_association,pr_number,pr_review_comment_reactions
460,PullRequestReviewCommentEvent,2018-06-20 18:12:52+00:00,6662075,joke2k/faker,89607,fcurella,,,created,130527827,fc4628fef2971f9bac034e3d9c815b70627cc71d,False,"we can make them uppercase, but I still want them to be case-sensitive, so the error message is 100% accurate. If it says ""taxpayer_identification_number_type must be one of 'SSN', 'EIN', or 'ITIN'"", then we must only accept those exact values. I'm ok with being overly strict if it means removing ambiguity.",COLLABORATOR,772,{}
480,PullRequestReviewCommentEvent,2016-10-30 19:38:33+00:00,4576441,kbandla/dpkt,14239619,kylekeppler,,,created,6369931,936fae63a50c48c65155fb88cfa9e6ddfa16dee7,False,I'll admit I haven't even looked at the docstrings yet. I'll proably save that for last.,,307,{}
501,PullRequestReviewCommentEvent,2018-06-28 16:55:05+00:00,130011760,mahmoud/glom,543934,kurtbrose,,,created,132931905,12be331e0b4700c8524a45fbe1ca51e4e4ad52cc,False,"I think usage of `S` as a local variable here is going to encourage confusion between the global spec `S`, and the local `scope` argument to `glom`

I'd like to propose the following convention for our docs &etc: `lambda scope:` where possible; `lambda s:` where writing out `scope` is too obtrusive.  Aliasing a global is usually considered bad practice, and then consider that it is just 10 characters to the left being used to mean something completely different I think this is particularly dangerous.",COLLABORATOR,32,{}
572,PullRequestReviewCommentEvent,2017-10-09 00:19:00+00:00,33614304,nvbn/thefuck,2112697,scorphus,,,created,67873026,0c7c663b5950ff1d50c5108c8ff3c190f25275a0,False,Rules are enabled by default.,COLLABORATOR,703,{}
637,PullRequestReviewCommentEvent,2015-04-28 12:12:51+00:00,33614304,nvbn/thefuck,8980971,SanketDG,,,created,,bc2c87e8fe2c1ac19dc9e58e8a9003b17aa784bc,False,"I think that's all right.

![Errno](http://i.imgur.com/QflHaI2.png)",,140,{}
975,PullRequestReviewCommentEvent,2016-11-15 23:25:28+00:00,17731048,Ape/samsungctl,92085,nunofgs,,,created,8720536,dff2487bf6fed1878eed8a1299f91e0ebed6df43,False,Great suggestion! Done.,,19,{}
994,PullRequestReviewCommentEvent,2016-08-17 00:00:58+00:00,15938073,JelteF/PyLaTeX,1162278,JelteF,,,created,,bfa6c555d15cc07c94e7410fe7b8c359b1db402c,False,Could you add this back again with the new geometry_options?,,126,{}
1192,PullRequestReviewCommentEvent,2018-06-13 19:32:07+00:00,94022519,gregoil/rotest,7492909,osherdp,,,created,128531032,403f46023d22a0f1d8f4679e4f780d9048d450a2,False,"```TestFlow``` contains a method named ```test_run_block```, therefore being collected by pytest as a valid test to be run
but I agree that it's not really necessary to test this case as well",COLLABORATOR,58,{}
1194,PullRequestReviewCommentEvent,2018-04-16 07:21:30+00:00,94022519,gregoil/rotest,29893016,UnDarkle,,,created,112300382,2932ddb27f1f24720abac53216f02ec2abc6a68a,False,"we can call this method,
it should be in abstract_test.py -> request resources I think",COLLABORATOR,48,{}
1257,PullRequestReviewCommentEvent,2017-11-24 21:45:00+00:00,1408162,jpadilla/pyjwt,5947468,r-springer,,,created,78985775,504f63c75952b094bc30ed67929657bfc6eb1453,False,You're right. I actually misread that. Dropped the mentioned part and moved it to changed instead of fixed.,NONE,306,{}
1280,PullRequestReviewCommentEvent,2015-06-24 18:31:11+00:00,15165298,kgiusti/pyngus,164694,kgiusti,,,created,,a6843e822f00bfbadc549fde8fe6947fb7cf7b51,False,"kgiusti starts humming the tune to Carly Simon's ""Anticipation""....",,5,{}
1315,PullRequestReviewCommentEvent,2016-12-14 12:49:43+00:00,8993792,myint/pyformat,284688,grahamlyons,,,created,12899062,76948a0a428e4d397452635eabf37605b5bdfcd9,False,Yes indeed - good call.,,6,{}
1330,PullRequestReviewCommentEvent,2017-03-27 06:15:18+00:00,27371456,pbugnion/gmaps,1392879,pbugnion,,,created,29105272,7d5bcaae7f160e150f247cc275cba6d7209a084d,False,"Well spotted, thanks!",,118,{}
1377,PullRequestReviewCommentEvent,2017-06-26 00:20:54+00:00,19361153,tdryer/hangups,857374,tdryer,,,created,46158605,55580507fb8fc4dc446c86a14b205767f6fbbd1b,False,"Nice tester. I got some different results (converted to Python 3.4 syntax):
https://gist.github.com/tdryer/6460d4580a8270df18b08381b2ae0b74

Should we be calling `release` instead of `close` after successful requests so the connection stays open to allow keep-alive?",,326,{}
1426,PullRequestReviewCommentEvent,2017-06-19 20:53:17+00:00,50903853,AnalogJ/lexicon,891875,AnalogJ,,,created,44970302,de151eea9d4eee272a8a4229e9415656efa41833,False,Fair enough. ,,131,{}
1438,PullRequestReviewCommentEvent,2016-07-20 13:03:39+00:00,56257335,Rambatino/CHAID,9027149,xulaus,,,created,,51535ebdf9b2cf150c16d716a1c3642dd2051575,False,`size` is (independent variables CHOOSE two) so size = 1 iff there is only one possible grouping. I think it was intended as an escape the loop early case.,,31,{}
1529,PullRequestReviewCommentEvent,2016-11-27 16:29:38+00:00,10047126,dgilland/pydash,1251349,dgilland,,,created,10233417,eb1c2fff48fc66873f1f24fad37999c5aeaaf3bb,False,"`is_equal_with` and `is_equal` should be separate functions. Lodash split the original functionality of `is_equal` into `is_equal` and `is_equal_with`. Basically, `is_equal_with` should work just like `is_equal` does previously where it accepts a callback. Then `is_equal` should become a new function that doesn't allow a callback and instead just calls `is_equal_with`.",,83,{}
1531,PullRequestReviewCommentEvent,2016-10-25 03:19:28+00:00,10047126,dgilland/pydash,1251349,dgilland,,,created,5576802,b7c7e86cf6f3eb7165f776366f96f12f024f1217,False,"Would prefer something more along the lines of:

```python
try:
    pos = math.ceil(float(pos))
except ValueError:
    pos = 0

return pyd.get(args, pos)
```

That way there's just a single call to `pyd.get()`.",,73,{}
1576,PullRequestReviewCommentEvent,2017-12-15 10:09:39+00:00,54787116,guyzmo/git-repo,254441,guyzmo,,,created,83764325,8ff212bd7619e3aa01c714d22ecc53c3ac131d2e,False,"well, don't worry about that, anyway those files will be overwritten at a later stage with actual data. About the proper JSON format, that will happen when we'll update to the latest betamax, so don't worry about that! 😉

Currently betamax is pinned to 0.5.1, because with a commit that will update only the tests, because it's painful to see all your tests rewritten because of an update of betamax, and not of your code.",OWNER,183,{}
1624,PullRequestReviewCommentEvent,2018-01-11 11:37:02+00:00,4477733,kevin1024/vcrpy,1324225,hugovk,,,created,88138055,df4573ab322ba943c48a245391f52cd2dd72ad3b,False,"OK, this is back to how it was :)",NONE,340,{}
1662,PullRequestReviewCommentEvent,2017-11-20 13:18:34+00:00,55500071,lgiordani/punch,1675575,lgiordani,,,created,77779135,e1129c7d8b4f5bb8b913f8a9d2d9c3b46456522c,False,"Well spotted! :see_no_evil: these were there temporarily just to help me check what was not covered. Then I obviously committed them. I definitely agree, will remove them.",OWNER,26,{}
1673,PullRequestReviewCommentEvent,2016-10-22 19:43:01+00:00,8307391,mahmoud/boltons,130193,mahmoud,,,created,5355298,9b964c361c6eeda4b8038373bb4839600e73b796,False,"Yes, but this seems like a good default. The PyPy behavior is kinda curious. Best way to ask those folks is to jump on IRC probably.",,99,{}
1925,PullRequestReviewCommentEvent,2016-07-22 15:24:23+00:00,11929631,craffel/mir_eval,1190540,bmcfee,,,created,,042975ed395b0543b4731610d8a06f3e24474dee,False,"Er, I stole that comment from the key loader... sounds like your fault :grin: 

But in general, it's the line(s) being split into columns.  I think the existing description is correct.",,210,{}
1926,PullRequestReviewCommentEvent,2016-06-10 18:39:40+00:00,11929631,craffel/mir_eval,1190540,bmcfee,,,created,,1e64bf9a649b455e65058e744c3ff1f8687ab5a8,False,"Nope :grin: the slice construction dominates runtime for the range of values we care about.

```python
N = 100
x = np.random.randn(N, 2)

%timeit x.min()
100000 loops, best of 3: 1.9 µs per loop

%timeit x[:, 0].min()
100000 loops, best of 3: 1.92 µs per loop
```",,203,{}
1927,PullRequestReviewCommentEvent,2016-04-06 13:29:23+00:00,11929631,craffel/mir_eval,1190540,bmcfee,,,created,,24cc2f3e6ffb460764ca66e764f46f7b9e40b6b9,False,"> The difference being that we potentially raise an exception and they don't, I suppose.

Yup, that's exactly the point.  I guess the descriptor could close when it goes out of scope, but it still seems ugly to me.





> copied that from the other loaders

all the more reason to abstract this logic out and do it right. :)",,186,{}
2020,PullRequestReviewCommentEvent,2017-09-07 02:55:10+00:00,20101515,giampaolo/psutil,681260,giampaolo,,,created,61102743,1e0aa8ffcecdfcf1c3892e2edf1909b9e455549c,False,Sounds good. Also make sure `pids()` return PID 0 and `pid_exists(0)` return True. If they don't by default then you can simply hard-code it. `ps` should be used as the leading reference and psutil should behave the same as ps. ,OWNER,1123,{}
2033,PullRequestReviewCommentEvent,2017-09-11 05:26:58+00:00,20101515,giampaolo/psutil,681260,giampaolo,,,created,61716636,52816c92436ab50964c8f83024045fa78f9dde1f,False,Same here,OWNER,1123,{}
2070,PullRequestReviewCommentEvent,2017-12-14 14:59:42+00:00,23076316,horazont/aioxmpp,152464,sebastianriese,,,created,83529470,d94ab0efb3b2c1af07367f7cd97e98ed983bc4dd,False,"Image bytes is used in the case that the cache is empty and we call get_avatar_metadata which gets the vcard. To prevent another roundtrip we set the image bytes property.

The interface where abstract avatar has all the properties comes from the times when we only supported PEP avatars (where this made much more sense). I think I will have to break the interface slightly, to improve this, but since the constructors of the avatar descriptors are not part of the public interface this should not matter.
",COLLABORATOR,165,{}
2071,PullRequestReviewCommentEvent,2017-05-02 12:28:34+00:00,23076316,horazont/aioxmpp,271710,horazont,,,created,35759940,de3415b18ed07ca723dbadffa25a1df45914dedb,False,"Agreed, I’ll get rid of that rate limiting for other reasons, too. It will be the job of the consumer of on_ver_changed to ensure that proper outbound rate-limiting is applied.",,98,{}
2192,PullRequestReviewCommentEvent,2018-03-29 07:37:02+00:00,1153172,pwaller/pyfiglet,438648,pwaller,,,created,107947579,5ec3d61e883da4fe2307aea4bf147c35e898d27e,False,"Here is how I would prefer this looked (below). Notice that, even on a skim read,  it's clear this example code what the effect is if the color is unspecified. There are repeated calls to `sys.stdout.write`, which might seem verbose or wasteful but makes it obvious to the reader what is happening. I think it is harder to do so in the code as it is currently written, in part because there is a lot happening within each line.

Note that `pring_figlet` should be adjusted likewise.

```python
colors = parse_colors(opts.color)

if colors is not None:
    sys.stdout.write(colors)

sys.stdout.write(r.encode('UTF-8'))
sys.stdout.write('\n')

if colors is not None:
    sys.stdout.write(reset_colors)
```",OWNER,57,{}
