,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
6,IssueCommentEvent,2017-05-05 01:33:38+00:00,8387179,uiri/toml,364765,uiri,,,225589267,299351506,"Thanks for your bug report. I am unable to reproduce this issue in the latest development version. Most likely it has been fixed since the last release.
",{},,User,False
10,IssueCommentEvent,2018-01-02 18:28:58+00:00,2918192,epsy/clize,17247677,Kristinita,,,285418450,354840119,"All right, I understand, how worked simple example:

```python
from clize import run


def echo(*, prefix='f'):
    """"""Echoes prefix parameter

    :param prefix: Print specified letter
    """"""
    print(prefix)


run(echo)

```

Output:

```shell
D:\SashaPythonista>python SashaClize.py --prefix=Example
Example
```

But what should I do next? What else should I read in order to perform my task?

Thanks.",{},NONE,User,False
17,IssueCommentEvent,2016-11-21 00:32:45+00:00,68802946,h2non/pook,2354108,coveralls,,,190591551,261818516,"
[![Coverage Status](https://coveralls.io/builds/8917778/badge)](https://coveralls.io/builds/8917778)

Changes Unknown when pulling **a9b82f25bbacd7cb577691b22c0a4a4d799aec76 on develop** into ** on master**.
",{},,User,False
19,IssueCommentEvent,2016-08-10 13:01:52+00:00,46566669,jaraco/irc,4833332,sbraz,,,170407207,238859292,"Hmm nevermind, it seems this what `get_nickname()` does…",{},,User,False
20,IssueCommentEvent,2017-05-02 07:46:04+00:00,55258005,jopohl/urh,18283204,andynoack,,,225437255,298533210,"Difficult! I would recommend to set the bandwidth as low as possible to lower the amount of ""noise"" (the other channels that are transmitted in parallel). Problem here is that I do not know whether the RTL SDR is able to handle bandwidth correctly as there was an issue (missing bandwidth control) with the driver. Do you use the latest RTL SDR driver? At the moment RTLSDR via TCP is not able to set the bandwidth correctly in URH (due to driver problems, I will try to fix that...).

Furthermore you can fine tune with the noise level (by hand) for your recorded signal and hopefully you get the data you want. In this case (with several channels), our autotune for the noise level will probably not work as intented.",{},,User,False
23,IssueCommentEvent,2017-03-27 19:00:42+00:00,55258005,jopohl/urh,2133449,chibill,,,217311145,289551845,"Yes, This can be closed I guess.",{},,User,False
38,IssueCommentEvent,2017-06-08 14:22:22+00:00,65411376,lacava/few,6578458,lacava,,,234502389,307118929,"hi @rgupta90, please make sure these changes are passing the tests before you submit a new pull request. you should be able to get nosetests via `pip install nose`. then in the root directory of hte project, run
```nosetests -v```

the code changes should pass all tests. ",{},,User,False
39,IssueCommentEvent,2016-07-26 12:01:30+00:00,4295983,loli/medpy,832894,loli,,,166913845,235247316,"Dear potis,

the intensity standardization algorithm works by mapping the provided images to a common scale according to anchor points in their respective histograms. You provide a number of very small images (each on 12 values) with a rather hight number of landmark points (the anchor points).

The border anchor points are determined by your cutoff percentiles

  `numpy.array(numpy.percentile(good_trainingset[0], (1, 99)))`

resulting in the anchor points

  `[ 0.  ,  8.89]`

In between these two, nine further anchor points are set

  `numpy.array(numpy.percentile(good_trainingset[0], [10, 20, 30, 40, 50, 60, 70, 80, 90]))`


which leads to

  `array([ 0. ,  0.4,  2.3,  3.4,  4. ,  4.6,  6.4,  7.8,  8. ])`

As you can readily see, the left-most anchor point `0.` and the subsequent one `0.` fall onto the same value since `good_trainingset[0]` contains three zeros. Defining a linear connection between these would result in a slope of either zero or infinity, both of which are not a good idea. Therefore the error.

Using nearly as many anchor points as image pixels makes anyway not much sense. If you really must use such small images, look at the second part of error message (_Another possibility would be to reduce the number of landmark percentiles landmarkp or to change their distribution._). This

  `irs = IntensityRangeStandardization(cutoffp=(1, 99), landmarkp=[25, 50, 75], stdrange='auto')`
  `irs.train_transform(good_trainingset,surpress_mapping_check=True)`

works, for example.


Regarding the background part of the message: MedPy is developed to work with medical images. These scans often have a large, mostly zero-valued background denoting air surrounding the body area scanned. This should be removed before the intensity range standardization. See [here](http://www.nhsdirect.wales.nhs.uk/assets/images/encyclopaedia/MRIscan.jpg) for an example.

I hope this helps you.

Best,
loli",{},,User,False
40,IssueCommentEvent,2016-06-24 16:36:44+00:00,49802969,wong2/pick,3721004,vindarel,,,161962695,228395287,I imagine so :),{},,User,False
46,IssueCommentEvent,2017-10-11 13:32:53+00:00,27924304,cdent/gabbi,842470,zaneb,,,264406682,335810646,I'm not actually blocked on any of this. I was spelunking in the code looking for a way to fix https://bugs.launchpad.net/heat/+bug/1721692. Saw some issues. Fixed 'em.,{},NONE,User,False
52,IssueCommentEvent,2017-11-17 19:30:39+00:00,72066935,cs01/gdbgui,5715368,cs01,,,234341923,345343365,"Try this:

```
curl https://raw.githubusercontent.com/mitsuhiko/pipsi/master/get-pipsi.py | python
pipsi install gdbgui
gdbgui
```",{},OWNER,User,False
70,IssueCommentEvent,2016-08-29 13:47:24+00:00,48198706,dschep/ntfy,5263761,black-perl,,,173723688,243128490,"Okay,  thanks for explaining. I am particularly interested in the notifications part on your Android  phone. Running commands through adb invoke your terminal app on phone or there's something else. ",{},,User,False
78,IssueCommentEvent,2018-02-23 18:14:55+00:00,10031150,emre/kaptan,8655789,codecov-io,,,299802109,368093142,"# [Codecov](https://codecov.io/gh/emre/kaptan/pull/73?src=pr&el=h1) Report
> Merging [#73](https://codecov.io/gh/emre/kaptan/pull/73?src=pr&el=desc) into [master](https://codecov.io/gh/emre/kaptan/commit/0265042640d6143640c0d4daa5d8fa3d1205932b?src=pr&el=desc) will **not change** coverage.
> The diff coverage is `n/a`.

[![Impacted file tree graph](https://codecov.io/gh/emre/kaptan/pull/73/graphs/tree.svg?width=650&height=150&src=pr&token=4H0rNJ1SRl)](https://codecov.io/gh/emre/kaptan/pull/73?src=pr&el=tree)

```diff
@@           Coverage Diff           @@
##           master      #73   +/-   ##
=======================================
  Coverage   69.73%   69.73%           
=======================================
  Files           9        9           
  Lines         228      228           
=======================================
  Hits          159      159           
  Misses         69       69
```



------

[Continue to review full report at Codecov](https://codecov.io/gh/emre/kaptan/pull/73?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/emre/kaptan/pull/73?src=pr&el=footer). Last update [0265042...d6cda1d](https://codecov.io/gh/emre/kaptan/pull/73?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",{},NONE,User,False
96,IssueCommentEvent,2018-05-02 09:11:04+00:00,6007295,fxsjy/jieba,6829121,j5shi,,,281298777,385914016,"我有一个注意: 你给作者出钱并指出哪些地方需要注释, 作者花时间帮你添加注释. 开源软件毕竟不赚钱, 我们不能过于贪婪要求得到更多.",{},NONE,User,False
115,IssueCommentEvent,2016-08-03 22:04:20+00:00,1258258,gotcha/ipdb,2654653,JBKahn,,,165335733,237389382,"@GuyHoozdis that is a bug, the fix would detect the option and use the appropriate debugger class. Not all applications have an arg like that, to work around ipdb.",{},,User,False
116,IssueCommentEvent,2017-06-13 08:06:31+00:00,65468547,jd/tenacity,2644,jd,,,234657302,308039807,"If you use subclassing the whole code here:

```python
 def __init__(self, base=0.5, max_timeout_sec=60.0):
         super(self.__class__, self).__init__()
 
         assert base >= 0
         assert max_timeout_sec >= 0
 
         self.exp = wait_exponential(multiplier=base, max=max_timeout_sec)
 
     def __call__(self, previous_attempt_number, delay_since_first_attempt):
         high = self.exp(previous_attempt_number, delay_since_first_attempt)
         return random.uniform(0, high)
```
becomes

```python
 def __call__(self, previous_attempt_number, delay_since_first_attempt):
         return random.uniform(0, super(wait_full_jitter, self).__call__(previous_attempt_number, delay_since_first_attempt))
```

Hard to make that simpler. And you get the overflow error handling for free.",{},,User,False
118,IssueCommentEvent,2015-08-10 11:15:47+00:00,30243627,klen/muffin,90699,klen,,,99848779,129410525,Thank you!,{},,User,False
121,IssueCommentEvent,2016-04-04 03:38:50+00:00,5450742,klen/pylama,90699,klen,,,144824451,205119649,Thank you,{},,User,False
128,IssueCommentEvent,2015-07-04 21:23:05+00:00,4946406,mher/flower,691049,mher,,,76690161,118556235,Fixed by #422 ,{},,User,False
129,IssueCommentEvent,2018-01-17 00:31:32+00:00,4946406,mher/flower,1329084,johnarnold,,,289099141,358154417,https://github.com/mher/flower/issues/542,{},CONTRIBUTOR,User,False
133,IssueCommentEvent,2016-06-18 00:12:55+00:00,4946406,mher/flower,691049,mher,,,160465204,226908861,@toidi I've created an automated docker build for flower: https://hub.docker.com/r/mher/flower/,{},,User,False
136,IssueCommentEvent,2016-05-29 16:29:44+00:00,59824305,mottosso/Qt,994357,fredrikaverpil,,,157389800,222369490,"Cool, that gets rid of those issues.",{},,User,False
139,IssueCommentEvent,2017-12-08 05:19:41+00:00,95191952,rainx/pytdx,11537812,yutiansut,,,251469737,350175170,@shenxingbei  沈大大终于出现啦,{},CONTRIBUTOR,User,False
146,IssueCommentEvent,2015-03-16 08:58:06+00:00,1670404,smira/txZMQ,2354108,coveralls,,,61056349,81513800,"
[![Coverage Status](https://coveralls.io/builds/2121168/badge)](https://coveralls.io/builds/2121168)

Coverage decreased (-0.1%) to 88.07% when pulling **2d0a006621484b6eb86e4a3b89dba6d293cdd71a on nnseva:master** into **0ee146d504bb4b3652687fadd85fa050120cf2d2 on smira:master**.
",{},,User,False
153,IssueCommentEvent,2018-02-01 02:09:36+00:00,82588597,youfou/wxpy,8736607,XIAZY,,,293378673,362135371,"BTW 第一个报错是原有的报错，第二个是根据其他issue经验使用旧版本的requests产生的报错。
基本上没有运行超过一天",{},NONE,User,False
155,IssueCommentEvent,2017-03-05 16:25:41+00:00,82588597,youfou/wxpy,16631068,youfou,,,211629728,284240984,"已修复，请安装GitHub上的最新版本 v0.1.1 进行验证:

```shell
pip3 install -U git+https://github.com/youfou/wxpy
```",{},,User,False
162,IssueCommentEvent,2017-10-09 01:59:32+00:00,82588597,youfou/wxpy,8017428,zzir,,,263612691,335054921,"我之前遇到的报错和你的一样，不过我的程序还是能正常运行的，最长我试过一周没有登出。

你是否开启了回话缓存呢？ `bot = Bot(cache_path=True)`

或者登出回调。

https://github.com/youfou/wxpy/blob/master/wxpy/api/bot.py#L54",{},NONE,User,False
170,IssueCommentEvent,2015-08-22 08:29:05+00:00,20857415,Kuniwak/vint,6366270,zchee,,,95411703,133660909,"+1
#yapcasia :)",{},,User,False
171,IssueCommentEvent,2018-01-25 21:12:24+00:00,20857415,Kuniwak/vint,9766,blueyed,,,291361070,360602136,"It would need a test anyway etc.
You are welcome to using my patch as-is if you think it is any good.
Please let me know if I should really create a PR and I will do it, of course.",{},CONTRIBUTOR,User,False
172,IssueCommentEvent,2017-04-07 16:25:04+00:00,23516699,LEW21/pydbus,5981619,hcoin,,,211289636,292583474,"Made many additions, docs, fixes.  See the hcoin version for details and latest.  Once it passes all the unit testing I'll send another request.   I'm a little concerned the original author has other interests at a higher priority. ",{},,User,False
185,IssueCommentEvent,2018-03-19 10:59:35+00:00,38900806,aleju/imgaug,1480671,Moataz-E,,,306201508,374174279,"Thanks, this was really useful. 

I will stick with using RGB.",{},NONE,User,False
189,IssueCommentEvent,2015-01-20 14:10:08+00:00,10074815,berdario/pew,752835,berdario,,,54871359,70658229,"Yeah, that's something I stumbled upon and that I can reproduce only with old pip versions.
Sorry, I'll fix this soon",{},,User,False
195,IssueCommentEvent,2017-10-20 18:11:58+00:00,34402403,bndr/pipreqs,392720,jonafato,,,263771518,338282817,"@annp89 Can you provide a minimal set of imports that demonstrates this behavior when `pipreqs` is run? This can likely be fixed easily, but I'd like to make sure we're not sorting multiple times redundantly.",{},COLLABORATOR,User,False
196,IssueCommentEvent,2015-04-27 07:30:06+00:00,34402403,bndr/pipreqs,1145456,bndr,,,71198094,96531554,"Hm.. this is definitely strange, thanks for reporting, I'll take a look into it.",{},,User,False
200,IssueCommentEvent,2015-11-09 08:28:36+00:00,11978405,chjj/term.js,381300,yoshiokatsuneo,,,115013266,154995877,"I made a pull-request that support CJK languages.
https://github.com/chjj/term.js/pull/97
",{},,User,False
203,IssueCommentEvent,2017-01-15 04:19:11+00:00,78496587,cirla/tulipy,14815717,codeplea,,,199870096,272672682,Looks good to me. Nice work!,{},,User,False
212,IssueCommentEvent,2017-01-17 08:21:17+00:00,74120580,fzlee/alipay,1934773,fzlee,,,201173415,273049814,谢谢， 我在线上测试了网页扫码的退款，目前应该是好的,{},,User,False
