,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
14,IssueCommentEvent,2016-08-06 16:23:21+00:00,54391698,jd/pifpaf,2644,jd,,,169739504,238031685,"@kryskool This is a good idea, but it's gonna be tricky if it's not portable out of the box on Darwin :(",{},,User,False
21,IssueCommentEvent,2017-06-20 01:42:22+00:00,8387179,uiri/toml,364765,uiri,,,236473565,309620265,"Alright, closing as fixed.

I'm well aware that this project is overdue for a bug fix release :)",{},,User,False
24,IssueCommentEvent,2016-10-28 05:41:02+00:00,8387179,uiri/toml,364765,uiri,,,170958238,256840781,Closing as fixed.,{},,User,False
26,IssueCommentEvent,2015-08-07 10:02:02+00:00,1673145,FSX/misaka,64273,FSX,,,99591106,128661694,Thanks!,{},,User,False
29,IssueCommentEvent,2017-04-18 16:23:48+00:00,69408336,MrOlm/drep,8507447,brooksomics,,,221802091,294899385,"Ndb.csv attached:
[Ndb.txt](https://github.com/MrOlm/drep/files/930373/Ndb.txt)

",{},,User,False
45,IssueCommentEvent,2015-11-20 14:50:26+00:00,46566669,jaraco/irc,308610,jaraco,,,118056304,158422040,"I ran a test with HexChat as the sender, and I found that the incoming ""args"" were:
`['SEND', '""Introducing', 'ASP.NET', 'vNext', '-', 'Scott', 'Hanselman.URL""', '3232235778', '56038', '240']`. So it seems that at least one client uses quotes around a filename with spaces. In that case, using shlex should do the trick.

----------------------------------------
Original comment by: Jason R. Coombs
",{},,User,False
46,IssueCommentEvent,2015-11-20 14:53:09+00:00,46566669,jaraco/irc,308610,jaraco,,,118056821,158422703,"Released as 12.1.2. Thanks for the report.

----------------------------------------
Original comment by: Jason R. Coombs
",{},,User,False
47,IssueCommentEvent,2015-11-20 14:43:55+00:00,46566669,jaraco/irc,308610,jaraco,,,118055057,158419338,"On further consideration, I suspect the client should probably raise an error if it attempts to send a password which is rejected by the server. I wonder if the server always sends a response to a PASS command, only only when it's invalid. If only the latter, then it'll be harder to detect an error condition.

I'd be interested to hear what you've encountered regarding this issue.

----------------------------------------
Original comment by: Jason R. Coombs
",{},,User,False
61,IssueCommentEvent,2018-02-07 10:49:40+00:00,55258005,jopohl/urh,18219846,jopohl,,,295049125,363731233,"Hi @lucapgt ,
these limits are defined in ``` urh/src/urh/dev/config.py:26 ```. So if you checkout the source you could easily change it for yourself.

When setting the limits I was referring to [HackRFs Documentation](https://github.com/mossmann/hackrf/wiki/HackRF-One#features) where 1MHz is given as minimum frequency.",{},OWNER,User,False
78,IssueCommentEvent,2017-07-08 15:22:21+00:00,65411376,lacava/few,2354108,coveralls,,,241459497,313862497,"
[![Coverage Status](https://coveralls.io/builds/12307129/badge)](https://coveralls.io/builds/12307129)

Coverage increased (+2.08%) to 75.179% when pulling **75ccde7dfb1b05c1e883b8330f3a76b561715f70 on cross_val** into **7ba5f630ba309b3d6f0183440c78382dbeb70ea1 on master**.
",{},,User,False
