,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url,partition,commit_list
1,PullRequestEvent,2015-08-11 06:08:59+00:00,20513123,kn/slack,3181510,purinda,,,42095589,,support for proxy,closed,False,12,Added proxy support using urllib3 instead of using requests library.,https://api.github.com/repos/kn/slack/issues/12,,2015-08-11T06:08:58Z,2015-08-11T06:08:58Z,1,43,15,3,[],[],[],[],,,,,[],https://github.com/kn/slack/pull/12.patch,https://api.github.com/repos/kn/slack/pulls/12/commits,113,['1f3e7ec2077c291bbf33b6609b06dd5412b025b6']
8,PullRequestEvent,2018-06-07 14:52:33+00:00,54391698,jd/pifpaf,2644,jd,,,193349439,MDExOlB1bGxSZXF1ZXN0MTkzMzQ5NDM5,Add .mergify.yml,closed,False,105,Signed-off-by: Julien Danjou <julien@danjou.info>,https://api.github.com/repos/jd/pifpaf/issues/105,2018-06-07T14:52:32Z,2018-06-07T14:52:32Z,2018-06-07T14:52:33Z,1,9,0,1,OWNER,[],[],[],jd,2644.0,User,False,[],https://github.com/jd/pifpaf/pull/105.patch,https://api.github.com/repos/jd/pifpaf/pulls/105/commits,113,['3ba8f87fd110a1177c3868896ca105ce6fe96cc6']
50,PullRequestEvent,2018-02-24 09:02:41+00:00,10156090,klen/mixer,13899323,hangpark,,,171169810,,Fix blending to work with registered but non-required fields,open,False,95,This fixes #94.,https://api.github.com/repos/klen/mixer/issues/95,,,2018-02-24T09:02:41Z,1,1,1,1,NONE,[],[],[],,,,,[],https://github.com/klen/mixer/pull/95.patch,https://api.github.com/repos/klen/mixer/pulls/95/commits,113,['07ef7b44a53647d63358e5c1a14cadce5ee46b05']
51,PullRequestEvent,2016-03-22 10:45:19+00:00,4295983,loli/medpy,8630763,mamrehn,,,63699812,,Python3 compatibility via removal of tuple parameter unpacking,open,False,16,[PEP 3113](https://www.python.org/dev/peps/pep-3113/) -- Removal of Tuple Parameter Unpacking,https://api.github.com/repos/loli/medpy/issues/16,,,2016-03-22T10:45:19Z,1,4,2,1,[],[],[],[],,,,,[],https://github.com/loli/medpy/pull/16.patch,https://api.github.com/repos/loli/medpy/pulls/16/commits,113,['b8cfa8ec9dd851d2c9d9d42c574ae7f3c50d7e86']
55,PullRequestEvent,2018-02-07 17:56:23+00:00,119872225,ZYunH/zmail,18065074,ZYunH,,,167765236,,Dev,open,False,7,,https://api.github.com/repos/ZYunH/zmail/issues/7,,,2018-02-07T17:56:23Z,2,196,72,5,OWNER,[],[],[],,,,,[],https://github.com/ZYunH/zmail/pull/7.patch,https://api.github.com/repos/ZYunH/zmail/pulls/7/commits,113,"['e66c5a15a280e643d01ead84304899a08a2bbb80', '288e66f2ca2ae2fd93dccbf3d17435d1cc321ea8']"
58,PullRequestEvent,2016-03-17 15:16:10+00:00,31894637,amol-/dukpy,601423,amol-,,,63238439,,added webassets TypeScript filter,closed,False,2,,https://api.github.com/repos/amol-/dukpy/issues/2,2016-03-17T15:16:09Z,2016-03-17T15:16:09Z,2016-03-17T15:16:09Z,1,35,1,4,[],[],[],[],amol-,601423.0,User,False,[],https://github.com/amol-/dukpy/pull/2.patch,https://api.github.com/repos/amol-/dukpy/pulls/2/commits,113,['2347d8a09fdb7cefea4913236b3bd74bc69a3583']
80,PullRequestEvent,2016-12-10 22:48:03+00:00,9896961,dbrgn/RPLCD,105168,dbrgn,,,97440849,,Deprecate context managers?,closed,False,18,"I think introducing the pseudo-context-managers was a mistake.

They do not really provide a context if they don't reset the state afterwards.

Instead of this

``` python
>>> with cleared(lcd):
>>>     lcd.write_string(u'LCD is cleared.')
```

...you could simply write...

``` python
>>> lcd.clear()
>>> lcd.write_string(u'LCD is cleared.')
```

That's more explicit and makes more sense. Therefore I think the managers should be deprecated.

This would also kill #12.
",https://api.github.com/repos/dbrgn/RPLCD/issues/18,2016-12-10T22:48:01Z,2016-12-10T22:48:01Z,2016-12-10T22:48:01Z,1,17,32,3,[],[],[],[],dbrgn,105168.0,User,False,[],https://github.com/dbrgn/RPLCD/pull/18.patch,https://api.github.com/repos/dbrgn/RPLCD/pulls/18/commits,113,['5dd33d842106159dda9e6830483456a86ce191c7']
139,PullRequestEvent,2015-08-31 17:47:43+00:00,5450742,klen/pylama,807599,luzfcb,,,43789755,,"Add zip_safe=False on setup config, to force does not create "".egg"" file",open,False,41,,https://api.github.com/repos/klen/pylama/issues/41,,,2015-08-31T17:47:43Z,1,1,0,1,[],[],[],[],,,,,[],https://github.com/klen/pylama/pull/41.patch,https://api.github.com/repos/klen/pylama/pulls/41/commits,113,['27bfceb7cf0f419d209ee9e97ce235789c808b08']
155,PullRequestEvent,2017-12-22 10:52:41+00:00,41618046,r9y9/pysptk,1220272,r9y9,,,159835918,,setuppy: Include git commit hash to __version__,closed,False,53,,https://api.github.com/repos/r9y9/pysptk/issues/53,2017-12-22T10:52:40Z,2017-12-22T10:52:41Z,2017-12-22T10:52:41Z,1,46,7,3,OWNER,[],[],[],r9y9,1220272.0,User,False,[],https://github.com/r9y9/pysptk/pull/53.patch,https://api.github.com/repos/r9y9/pysptk/pulls/53/commits,113,['6b0404ea15f37fcf959338b50db06a9c2b3853a7']
159,PullRequestEvent,2017-01-25 20:34:34+00:00,68929937,slank/awsgi,45,mojodna,,,103198417,,Support for base64-encoded payloads,open,False,1,API Gateway supports base64-encoded request and response bodies and identifies them using the `isBase64Encoded` property.,https://api.github.com/repos/slank/awsgi/issues/1,,,2017-01-25T20:34:34Z,2,15,5,1,[],[],[],[],,,,,[],https://github.com/slank/awsgi/pull/1.patch,https://api.github.com/repos/slank/awsgi/pulls/1/commits,113,"['6bc41d5d6faf970f69eb4af98344725b983bb442', 'd29f40aa43f97287d415e09f51117b776ac91ca9', '327cfd994b1ea131c4400d1fe634992de5fc948d', 'a90fee25660d3f675ed8a7d396a7b99faa0fd23e']"
