,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
4,IssueCommentEvent,2016-01-12 18:13:33+00:00,7470121,wuub/rxv,54435,Raynes,,,125870136,170999257,"Yeah, I noticed this last night but was too blurry eyed with sleep deprivation to fix it. I'll do it posthaste.",{},,User,False
13,IssueCommentEvent,2017-11-23 00:17:50+00:00,69408336,MrOlm/drep,13424205,MrOlm,,,276164841,346506873,"Hello,

Can I ask what version of dRep you're running? It should be reported with just `dRep -h`

Thanks,
-Matt",{},OWNER,User,False
17,IssueCommentEvent,2012-02-13 04:38:44+00:00,2792391,gruns/furl,127497,nomulous,,,2545375,3934357,"Actually there is, at least in my opinion: PEP 8 really sucks.",{},,,
20,IssueCommentEvent,2015-11-20 14:44:09+00:00,46566669,jaraco/irc,308610,jaraco,,,118055092,158419395,"Hi Dennis. Yes, that is a problem. Thanks for reporting it.

I looked into the code and found no reason why the bytes should be encoded, especially for content like files. As a result, I've committed 372975319a63 which I believe addresses the issue (by providing a separate method for transmitting raw bytes).

Try it out, let me know how it works for you.

----------------------------------------
Original comment by: Jason R. Coombs
",{},,User,False
23,IssueCommentEvent,2018-08-01 19:47:37+00:00,46566669,jaraco/irc,4779301,MattBroach,,,343263318,409698813,Of course!  Updated.,{},CONTRIBUTOR,User,False
41,IssueCommentEvent,2017-11-05 08:55:55+00:00,55258005,jopohl/urh,4608466,inode-,,,270653824,341958287,"You can download a sample here: https://mega.nz/#!ncN0mb4Q!h4aGhHtdqHxELCvYCDgM9lSlV8--VxAzRqx0HY-rxN0 the modulation is OOK (an ASK with trasmission or no trasmission) with PWM encoding, 100 = 1, 110 = 0",{},NONE,User,False
45,IssueCommentEvent,2016-03-01 20:29:07+00:00,10156090,klen/mixer,7353689,jo-tham,,,137651908,190888035,"thanks @klen - I'm also chatting with factory_boy and marshmallow maintainers and considering a separate library that integrates generators with marshmallow.

glad to make a PR if I decide to go with mixer.

cheers",{},,User,False
49,IssueCommentEvent,2017-03-15 08:52:55+00:00,20479128,amol-/depot,635911,vlcinsky,,,177722684,286678024,"Really elegant parametrization of test case (I use pytest in most cases - but as can be seen, standard test case class is working very well too if in hands of skilled programmer)

Good luck with `before_attach` (or whatever would fix the issue).",{},,User,False
51,IssueCommentEvent,2015-04-24 18:39:46+00:00,20479128,amol-/depot,601423,amol-,,,70715287,96028431,On depot itself the filename cannot be used as an attack vector as the filename is only stored as metadata and never used to actually read/write the file. That is one of the reasons why depot uses a self generated id for files instead of the name.,{},,User,False
53,IssueCommentEvent,2018-04-18 20:58:17+00:00,31894637,amol-/dukpy,601423,amol-,,,315635146,382527178,@webknjaz the point is that there are no additional code paths right now. I'll enable coverage reporting from appveyor whenever we will have different behaviour according to underlying system.,{},OWNER,User,False
56,IssueCommentEvent,2018-08-03 21:55:02+00:00,93209191,cemsbr/yala,8655789,codecov-io,,,347546173,410386183,"# [Codecov](https://codecov.io/gh/cemsbr/yala/pull/127?src=pr&el=h1) Report
> Merging [#127](https://codecov.io/gh/cemsbr/yala/pull/127?src=pr&el=desc) into [master](https://codecov.io/gh/cemsbr/yala/commit/3b186578f82d0ec02f93befdd3771093beca6db1?src=pr&el=desc) will **not change** coverage.
> The diff coverage is `n/a`.

[![Impacted file tree graph](https://codecov.io/gh/cemsbr/yala/pull/127/graphs/tree.svg?width=650&height=150&src=pr&token=SNtkPj7xgt)](https://codecov.io/gh/cemsbr/yala/pull/127?src=pr&el=tree)

```diff
@@           Coverage Diff           @@
##           master     #127   +/-   ##
=======================================
  Coverage   90.84%   90.84%           
=======================================
  Files           5        5           
  Lines         273      273           
  Branches       42       42           
=======================================
  Hits          248      248           
  Misses         16       16           
  Partials        9        9
```



------

[Continue to review full report at Codecov](https://codecov.io/gh/cemsbr/yala/pull/127?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/cemsbr/yala/pull/127?src=pr&el=footer). Last update [3b18657...22e47b0](https://codecov.io/gh/cemsbr/yala/pull/127?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",{},NONE,User,False
57,IssueCommentEvent,2018-06-16 03:52:54+00:00,107533067,cjrh/aiorun,480395,cjrh,,,332904593,397784132,"Yep, this has come up before. By all means make a PR 👍 ",{},OWNER,User,False
70,IssueCommentEvent,2016-12-09 07:24:24+00:00,9896961,dbrgn/RPLCD,3356571,marksev1,,,66579705,265950544,"Oooo, thank you!",{},,User,False
99,IssueCommentEvent,2017-08-30 06:02:58+00:00,6007295,fxsjy/jieba,14358365,logic-tao,,,252851696,325890693,谢谢！此功能已实现！,{},NONE,User,False
114,IssueCommentEvent,2016-11-06 19:46:44+00:00,1258258,gotcha/ipdb,16387493,8tomat8,,,173175589,258705417,I think it will not be merged...,{},,User,False
121,IssueCommentEvent,2017-06-28 09:43:37+00:00,5450742,klen/pylama,90699,klen,,,238724526,311610646,Thank you!,{},,User,False
125,IssueCommentEvent,2016-01-15 14:17:34+00:00,4946406,mher/flower,8069666,vinayinvicible,,,125281711,171971846,"May I know when will the new version be released.
",{},,User,False
129,IssueCommentEvent,2017-03-15 10:43:40+00:00,4946406,mher/flower,1199175,xavierhardy,,,179549113,286705247,Here too,{},,User,False
132,IssueCommentEvent,2017-06-18 20:07:17+00:00,4946406,mher/flower,691049,mher,,,234941007,309299757,You can use [--enable-events](http://flower.readthedocs.io/en/latest/config.html#enable-events) option to disable sending enable events to celery,{},,User,False
136,IssueCommentEvent,2018-07-14 09:59:41+00:00,95191952,rainx/pytdx,6056581,testttt0,,,341051549,405012839,原因是通达信软件显示的价格进行了除权处理,{},NONE,User,False
138,IssueCommentEvent,2017-07-24 02:43:31+00:00,95191952,rainx/pytdx,101971,rainx,,,244957415,317305823,@yutiansut 嗯，之前没虑太多这方面，主要是之前一只想把库的功能限定在简单的接口查询上，没想增加再多外围的东西.. ,{},,User,False
143,IssueCommentEvent,2018-03-22 07:48:30+00:00,7213064,rbit/pydtls,20306548,lijia00,,,288193781,375207637,"seems like there is some problem when running the server side with cipher=PSK. It seems to work fine on the client side, as it requests the PSK cipher suite successfully. I started a conversation regarding this in a separate post. For Hue entertainment are you the client or server?",{},NONE,User,False
144,IssueCommentEvent,2015-04-26 08:17:55+00:00,1347652,scoder/lupa,491659,scoder,,,70431757,96342396,"I'm not deep enough into Lua coroutines to come up with a good idea here. But it clearly fixes buggy behaviour and does seem to improve the current situtation, so having it in is better than waiting for a complete fix.",{},,User,False
148,IssueCommentEvent,2015-03-23 14:51:11+00:00,1670404,smira/txZMQ,496812,nnseva,,,61056349,85033849,@smira what about to merge the request?,{},,User,False
150,IssueCommentEvent,2016-06-25 14:50:30+00:00,16644126,vasole/fisx,2741482,picca,,,162091369,228547623,"> tmp_dir = os.path.dirname(file)

> by

> tmp_dir = os.path.dirname(os.path.abspath(file))

yes and no
If I run this from the source directory, I get this directory for the data

/home/picca/Debian/python-fisx/python-fisx/python/fisx

BUT this is wrong the data are there in the source directory

/home/picca/Debian/python-fisx/python-fisx/fisx_data


the good poin tis that both version now return the same result.
It doesn not work 100% of times :)

We really should have something as easy 

FISX_DATA_DIR = od.getenv('FISX_DATA_DIR') or 'FISX_DATA_DIR_FROM_SETUP'

the env should get the precedence over everythings

",{},,User,False
157,IssueCommentEvent,2017-10-10 01:55:14+00:00,82588597,youfou/wxpy,30330943,dev-emmon,,,263812082,335336613,缩进是正常的，没有问题,{},NONE,User,False
160,IssueCommentEvent,2017-06-27 03:41:21+00:00,82588597,youfou/wxpy,2391195,redrum0003,,,238095912,311244254,看说明，很详细了。,{},,User,False
168,IssueCommentEvent,2017-08-10 17:03:54+00:00,11737385,Dav1dde/glad,6798814,Shimmen,,,249371415,321613109,`GL_RGB` and `GL_RG8` are two different things and are not interchangeable. Note that there is an **8** instead of a **B** in the second instance (0x822B).,{},,User,False
175,IssueCommentEvent,2017-01-23 08:03:13+00:00,20857415,Kuniwak/vint,1124024,Kuniwak,,,202260313,274422406,"Hi, @lafrenierejm, would you send a pull request to fix this problem?",{},,User,False
185,IssueCommentEvent,2018-01-26 12:04:13+00:00,93703838,ahawker/ulid,16239342,pyup-bot,,,291546827,360768135,Closing this in favor of #88,{},CONTRIBUTOR,User,False
