,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url,partition,commit_list
1,PullRequestEvent,2016-12-18 17:24:20+00:00,48304132,tek/myo,23704769,codacy-badger,,,98481063,,Add a Codacy badge to README.md,open,False,1,,https://api.github.com/repos/tek/myo/issues/1,,,2016-12-18T17:24:19Z,1,2,0,1,[],[],[],[],,,,,[],https://github.com/tek/myo/pull/1.patch,https://api.github.com/repos/tek/myo/pulls/1/commits,161,[]
36,PullRequestEvent,2017-07-08 15:18:24+00:00,65411376,lacava/few,23729965,rgupta90,,,129532003,,cross_val changes,open,False,29,"I am not sure which is the best approach, commenting out the previous code or removing it. Thus, commented as of now.
Also, kept self._training_features and self._training_labels assigned as these are being used in functions in other python files, which are being called here.


",https://api.github.com/repos/lacava/few/issues/29,,,2017-07-08T15:18:24Z,1,17,14,1,[],[],[],[],,,,,[],https://github.com/lacava/few/pull/29.patch,https://api.github.com/repos/lacava/few/pulls/29/commits,161,"['75ccde7dfb1b05c1e883b8330f3a76b561715f70', '39e93238ce7982701872314c50fefb65d43e6a87']"
38,PullRequestEvent,2018-04-09 02:14:32+00:00,769951,mhe/pynrrd,1342819,addisonElliott,,,180196313,,Add Addison Elliott to authors,open,False,39,,https://api.github.com/repos/mhe/pynrrd/issues/39,,,2018-04-09T02:14:32Z,1,1,0,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/mhe/pynrrd/pull/39.patch,https://api.github.com/repos/mhe/pynrrd/pulls/39/commits,161,['bdb10cd4f24403450b1eeabb81e8fb398238b52a']
43,PullRequestEvent,2015-10-03 13:21:02+00:00,20479128,amol-/depot,601423,amol-,,,46570524,,Add list method to retrieve a list of fileids from all available storages,closed,False,14,"Implemented possibility to retrieve a list of fileids from the storages.
Couldn't test the gridFS test",https://api.github.com/repos/amol-/depot/issues/14,,2015-10-03T13:21:01Z,2015-10-03T13:21:01Z,7,29,1,6,[],[],[],[],,,,,[],https://github.com/amol-/depot/pull/14.patch,https://api.github.com/repos/amol-/depot/pulls/14/commits,161,"['0b48d600613e08664977cfd0fe4044d45f653162', '6827e59282f7c59fa2002ccc0dbacffe688b337b', 'bbc0876a557a61f07a7c3a6d027e9a8ef37836c1', '47d2e44ac5b40a0ecb95fdf552a1299628ae7123', 'e7011f98a0c963f58b3a4bff6a78cf97515a3ac2', '49fbd3b116b693e4eda5a458b2fc706543ea6b36', 'a1fcadb5135b5e1a3f492e32ca584c3d2e1d1278']"
47,PullRequestEvent,2017-03-20 19:23:36+00:00,27924304,cdent/gabbi,3515,FND,,,111627788,,Enforce type of response/content-handler test data,closed,False,210,"Each of the response and content handlers has an expected type that
the test data should be in (in the YAML file). For example
response_strings should be a list. These changes add some
enforcement of those types, without which it is possible to (rarely)
get false positives when using a str value where a list value is
expected and the assertions using that value use 'in'.

Fixes #209",https://api.github.com/repos/cdent/gabbi/issues/210,2017-03-20T19:23:36Z,2017-03-20T19:23:36Z,2017-03-20T19:23:36Z,1,35,0,2,[],[],[],[],FND,3515.0,User,False,[],https://github.com/cdent/gabbi/pull/210.patch,https://api.github.com/repos/cdent/gabbi/pulls/210/commits,161,['37ee5babbd7d39461b7ce8b9d1912c5ad88d24c2']
81,PullRequestEvent,2017-06-10 04:52:42+00:00,10031150,emre/kaptan,26336,tony,,,124869114,,Update pytest to 3.1.2,closed,False,51,"
There's a new version of [pytest](https://pypi.python.org/pypi/pytest) available.
You are currently using **3.1.1**. I have updated it to **3.1.2**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest/issues"">Repo</a> | <a href=""http://pytest.org"">Homepage</a> 



### Changelog
> 
>### 3.1.2

>=========================

>Bug Fixes
>---------

>- Required options added via ``pytest_addoption`` will no longer prevent using
>  --help without passing them. (1999)

>- Respect ``python_files`` in assertion rewriting. (2121)

>- Fix recursion error detection when frames in the traceback contain objects
>  that can&#39;t be compared (like ``numpy`` arrays). (2459)

>- ``UnicodeWarning`` is issued from the internal pytest warnings plugin only
>  when the message contains non-ascii unicode (Python 2 only). (2463)

>- Added a workaround for Python 3.6 WindowsConsoleIO breaking due to Pytests&#39;s
>  FDCapture. Other code using console handles might still be affected by the
>  very same issue and might require further workarounds/fixes, i.e. colorama.
>  (2467)


>Improved Documentation
>----------------------

>- Fix internal API links to ``pluggy`` objects. (2331)

>- Make it clear that ``pytest.xfail`` stops test execution at the calling point
>  and improve overall flow of the ``skipping`` docs. (810)








*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",https://api.github.com/repos/emre/kaptan/issues/51,2017-06-10T04:52:42Z,2017-06-10T04:52:42Z,2017-06-10T04:52:42Z,1,1,1,1,[],[],[],[],tony,26336.0,User,False,[],https://github.com/emre/kaptan/pull/51.patch,https://api.github.com/repos/emre/kaptan/pulls/51/commits,161,['90f47d091dca4c11616740708bee9a1432622bfb']
123,PullRequestEvent,2017-06-07 08:18:15+00:00,4946406,mher/flower,1199175,xavierhardy,,,124360058,,Add search query filters in /api/tasks,closed,False,705,Fixes #704 .,https://api.github.com/repos/mher/flower/issues/705,,2017-06-07T08:18:14Z,2017-06-07T08:18:14Z,1,14,1,1,[],[],[],[],,,,,[],https://github.com/mher/flower/pull/705.patch,https://api.github.com/repos/mher/flower/pulls/705/commits,161,['769987c3d263f83d677a62bdbdf7409bf9417eca']
127,PullRequestEvent,2018-02-14 07:41:59+00:00,17902915,miku/gluish,53705,miku,,,166561414,,added more template tasks,closed,False,11," * one for cloning a git repository (with help of git commandline command; GitCloneRepository)
 * one for updating a git repository (with help of git commandline command; GitUpdateRepository)
 * one for cleaning a given Solr index from a data package (via given source_id; CleanSolrIndex)
 * one for filling a given Solr index with line-delimited JSON input (with help of solrbulk; FillSolrIndex)

PS: I'm not 100% sure, whether this is really something for your rather generic gluish library (otherwise, we'll put in a separate one ;) )",https://api.github.com/repos/miku/gluish/issues/11,2018-02-14T07:41:59Z,2018-02-14T07:41:59Z,2018-02-14T07:41:59Z,5,191,3,4,NONE,[],[],[],miku,53705.0,User,False,[],https://github.com/miku/gluish/pull/11.patch,https://api.github.com/repos/miku/gluish/pulls/11/commits,161,"['946a791d050ccaafcac13f7c2d53eb5053294662', 'abc67f3824abed6fbcf550f46e02f8d42108ef14', '9b7b2bac6b1e916dadec4f22e3d4d4147a7ac7b9', '8ee02dc5b15893a0c4a67a427c2f88681eab29ea', 'f863959fd7f8490ed8cdad68e783d2944e5b65db']"
137,PullRequestEvent,2018-02-13 14:55:03+00:00,95191952,rainx/pytdx,11537812,yutiansut,,,168865743,,History financial crawler update,open,False,150,,https://api.github.com/repos/rainx/pytdx/issues/150,,,2018-02-13T14:55:03Z,3,253,1,6,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/rainx/pytdx/pull/150.patch,https://api.github.com/repos/rainx/pytdx/pulls/150/commits,161,"['522433b196f9ba405b89b98b0658268826259d16', '732128f5d2cce3c237a6ef8f776c09ebe3ffed2d', '88535ffa615c56516625749aabb50b42d302e52e']"
142,PullRequestEvent,2016-09-03 05:56:47+00:00,1347652,scoder/lupa,491659,scoder,,,82625571,,Add lua51.dll to package for installation,closed,False,81,"This is so that you don't have to have a system-wide LuaJIT DLL on Windows, which allows one to have multiple versions of Python, using multiple versions of lupa/LuaJIT, compiled for separate architectures.

Wheels work too.",https://api.github.com/repos/scoder/lupa/issues/81,2016-09-03T05:56:47Z,2016-09-03T05:56:47Z,2016-09-03T05:56:47Z,1,5,1,1,[],[],[],[],scoder,491659.0,User,False,[],https://github.com/scoder/lupa/pull/81.patch,https://api.github.com/repos/scoder/lupa/pulls/81/commits,161,['3bd075607942a26fd7153bb3c1b43da2c996fb06']
