,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
72,PullRequestEvent,2016-02-06 18:10:09+00:00,48198706,dschep/ntfy,667763,dschep,,,58525990,,Added missing dot  in attribute lookup expression,closed,False,15,"In OnDestroy, the call to `win32api.PostQuitMessage` was missing the `.`, and threw a NameError since the name `win32apiPostQuitMessage` is not defined.",https://api.github.com/repos/dschep/ntfy/issues/15,2016-02-06T18:10:09Z,2016-02-06T18:10:09Z,2016-02-06T18:10:09Z,1,1,1,1,[],[],[],[],dschep,667763,User,False,[],https://github.com/dschep/ntfy/pull/15.patch,https://api.github.com/repos/dschep/ntfy/pulls/15/commits
130,PullRequestEvent,2015-12-24 08:44:13+00:00,30243627,klen/muffin,90699,klen,,,54412188,,urls: fixed incompatibility with Python 3.5,closed,False,22,"In python 3.5, constants in re.sre_parse are not longer strings but have
special type `_NamedIntConstant`. They can be converted to string using
`str(x)`, but that string is uppercase instead of 3.4's lowercase.
So I converted them to lowercase when it comes to module names, and
replaced any direct references (in comparsions) with constant references.
It should also give us a tiny performance boost on Python 3.5,
as we will now compare integers rather than strings.

PS. Hope that I found&replaced all direct references..

This fixes issue #20.",https://api.github.com/repos/klen/muffin/issues/22,2015-12-24T08:44:13Z,2015-12-24T08:44:13Z,2015-12-24T08:44:13Z,2,8,6,2,[],[],[],[],klen,90699,User,False,[],https://github.com/klen/muffin/pull/22.patch,https://api.github.com/repos/klen/muffin/pulls/22/commits
138,PullRequestEvent,2016-12-26 15:52:45+00:00,4946406,mher/flower,1556136,lmasikl,,,99378374,,Add traceback highlighting.,open,False,655,"Add `Pygments` in default dependencies.
Add new `utils.template.pygments_styles` function which return CSS for highlighting.
Traceback render raw value.
Highlight and mark task in `utils.tasks.get_task_by_id`.",https://api.github.com/repos/mher/flower/issues/655,,,2016-12-26T15:52:45Z,1,30,5,5,[],[],[],[],,,,,[],https://github.com/mher/flower/pull/655.patch,https://api.github.com/repos/mher/flower/pulls/655/commits
232,PullRequestEvent,2017-05-26 02:53:18+00:00,5021892,hgrecco/pint,278566,hgrecco,,,122563715,,Fixed _repr_html_ in Python 2.7,open,False,518,"There was a bug in ndarray_to_latex_parts when checking if the
format was a string.

Fix #512",https://api.github.com/repos/hgrecco/pint/issues/518,,,2017-05-26T02:53:18Z,1,3,3,1,[],[],[],[],,,,,[],https://github.com/hgrecco/pint/pull/518.patch,https://api.github.com/repos/hgrecco/pint/pulls/518/commits
243,PullRequestEvent,2018-04-06 06:25:16+00:00,6662075,joke2k/faker,3361224,paladini,,,179863681,,Add job random generator for pt_BR locale.,open,False,737,Solves #736 .,https://api.github.com/repos/joke2k/faker/issues/737,,,2018-04-06T06:25:16Z,1,760,0,1,NONE,[],[],[],,,,,[],https://github.com/joke2k/faker/pull/737.patch,https://api.github.com/repos/joke2k/faker/pulls/737/commits
331,PullRequestEvent,2015-05-26 02:56:53+00:00,33614304,nvbn/thefuck,2112697,scorphus,,,36166278,,fix(shell::Fish): avoid looping when calling `fuck` twice,open,False,219,Or whatever the `thefuck` function name is.,https://api.github.com/repos/nvbn/thefuck/issues/219,,,2015-05-26T02:56:53Z,1,28,4,2,[],[],[],[],,,,,[],https://github.com/nvbn/thefuck/pull/219.patch,https://api.github.com/repos/nvbn/thefuck/pulls/219/commits
337,PullRequestEvent,2016-08-20 04:32:45+00:00,33614304,nvbn/thefuck,1308450,blahgeek,,,82068718,,prevent infinity loop while detecting shell,open,False,539,"In OS X, Process(pid=0).parent() == Process(pid=0)",https://api.github.com/repos/nvbn/thefuck/issues/539,,,2016-08-20T04:32:44Z,1,1,1,1,[],[],[],[],,,,,[],https://github.com/nvbn/thefuck/pull/539.patch,https://api.github.com/repos/nvbn/thefuck/pulls/539/commits
356,PullRequestEvent,2018-06-13 13:43:27+00:00,14900247,skoczen/will,200635,skoczen,,,178937190,MDExOlB1bGxSZXF1ZXN0MTc4OTM3MTkw,Add --backends option to generate_will_project,closed,False,345,"Help:

```
/argh/argh # generate_will_project --help
usage: generate_will_project [-h] [--config-dist-only]
                             [--backends {Slack,HipChat,Rocket.chat,Shell} [{Slack,HipChat,Rocket.chat,Shell} ...]]

optional arguments:
  -h, --help            show this help message and exit
  --config-dist-only    Only output a config.py.dist.
  --backends {Slack,HipChat,Rocket.chat,Shell} [{Slack,HipChat,Rocket.chat,Shell} ...]
                        Choose service backends to support.
```

Standard Use:
```
/argh/argh # generate_will_project --backends HipChat Shell

      ___/-\___
  ___|_________|___
     |         |
     |--O---O--|
     |         |
     |         |
     |  \___/  |
     |_________|

      Will: Hi!

Welcome to the will project generator.


Generating will scaffold...
  /plugins
     __init__.py
     morning.py
  /templates
     blank.html
  .gitignore
  run_will.py
  config.py.dist
/usr/local/lib/python3.6/site-packages/will/scripts/../requirements/hipchat.txt
/usr/local/lib/python3.6/site-packages/will/scripts/../requirements/shell.txt
  requirements.txt
  Procfile
  README.md

Done.

 Your will is now ready to go. Run ./run_will.py to get started!
```

Bad choice:
```
/argh/argh # generate_will_project --backends Stride
usage: generate_will_project [-h] [--config-dist-only]
                             [--backends {Slack,HipChat,Rocket.chat,Shell} [{Slack,HipChat,Rocket.chat,Shell} ...]]
generate_will_project: error: argument --backends: invalid choice: 'Stride' (choose from 'Slack', 'HipChat', 'Rocket.chat', 'Shell')
```

Command line input behavior:

```
/argh/argh/argh # generate_will_project

      ___/-\___
  ___|_________|___
     |         |
     |--O---O--|
     |         |
     |         |
     |  \___/  |
     |_________|

      Will: Hi!

Welcome to the will project generator.


Generating will scaffold...
  /plugins
     __init__.py
     morning.py
  /templates
     blank.html
  .gitignore
  run_will.py
  config.py.dist

Will supports a few different service backends.  Let's set up the ones you want:

  Do you want to enable Slack support? [y/n] n
  Do you want to enable HipChat support? [y/n] y
/usr/local/lib/python3.6/site-packages/will/scripts/../requirements/hipchat.txt
  Do you want to enable Rocket.Chat support? [y/n] nn
Please enter 'y' or 'n'.
  Do you want to enable Rocket.Chat support? [y/n] n
  Do you want to enable Shell support? [y/n] n
  requirements.txt
  Procfile
  README.md

Done.

 Your will is now ready to go. Run ./run_will.py to get started!
```",https://api.github.com/repos/skoczen/will/issues/345,2018-06-13T13:43:26Z,2018-06-13T13:43:26Z,2018-06-13T13:43:27Z,1,44,18,5,CONTRIBUTOR,[],[],[],skoczen,200635,User,False,[],https://github.com/skoczen/will/pull/345.patch,https://api.github.com/repos/skoczen/will/pulls/345/commits
371,PullRequestEvent,2017-03-27 02:59:58+00:00,45852176,arose/nglview,4451957,hainm,,,112657152,,"Test movie maker, bring code coverage from 0 to 67%: not sure how to increase it",closed,False,604,,https://api.github.com/repos/arose/nglview/issues/604,2017-03-27T02:59:57Z,2017-03-27T02:59:57Z,2017-03-27T02:59:57Z,8,84,26,8,[],[],[],[],hainm,4451957,User,False,[],https://github.com/arose/nglview/pull/604.patch,https://api.github.com/repos/arose/nglview/pulls/604/commits
384,PullRequestEvent,2018-07-14 16:59:23+00:00,116043206,bukosabino/ta,16470231,coire,,,201459953,MDExOlB1bGxSZXF1ZXN0MjAxNDU5OTUz,Merge pull request #1 from bukosabino/master,closed,False,5,Bringing fork up to date,https://api.github.com/repos/bukosabino/ta/issues/5,,2018-07-14T16:59:22Z,2018-07-14T16:59:23Z,1,0,0,0,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/bukosabino/ta/pull/5.patch,https://api.github.com/repos/bukosabino/ta/pulls/5/commits
