,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
8,IssueCommentEvent,2018-08-07 15:16:35+00:00,73567304,ofek/bit,4624114,teran-mckinney,,,348286855,411093576,"What exactly isn't working? The example should work verbatim from what I can tell.

Ideally, we should have Key(compressed=False), though. That would be better here.",{},COLLABORATOR,User,False
13,IssueCommentEvent,2016-07-23 14:13:04+00:00,54391698,jd/pifpaf,1006477,felixonmars,,,167168178,234720321,"The error is:
```
ERROR 1007 (HY000) at line 1: Can't create database 'test'; database exists
```

I have tried to change all occurrences to 'test_pifpaf' and the tests successfully passed.",{},,User,False
18,IssueCommentEvent,2015-03-21 12:48:42+00:00,3462960,lazka/pgi,438648,pwaller,,,38714612,84331753,"Tidying up my personal issues list, so closing this. Please create a new issue if you're still interested in tracking it.",{},,User,False
19,IssueCommentEvent,2015-11-12 03:58:15+00:00,2537101,phn/jdcal,4327717,nsh87,,,115855830,155991610,This was a useful find...thanks for keeping open.,{},,User,False
23,IssueCommentEvent,2011-12-06 17:15:08+00:00,2782546,hobu/mgrs,87751,hobu,,,2464717,3035268,"nuked the .zip file, can you try again?",{},,,
27,IssueCommentEvent,2017-11-20 18:35:55+00:00,69408336,MrOlm/drep,13424205,MrOlm,,,273626742,345787145,"OK, I see the problem. There are two solutions:

1) If you name your checkM file `Chdb.csv`, and put it in the workDirectory folder: `data_tables`, dRep will recognize what it is and load it. You could then just run the command `dRep choose <workDirectory>`, and will pick the best genome from each cluster and population the folder `derplicated_genomes`. You could then run `dRep analyze <workDirectory> -pl a` to make the plots in the `figures` folder. These steps will both run very quickly, so you won't need to re-run any of the previous filtering or clustering steps. ",{},OWNER,User,False
37,IssueCommentEvent,2017-10-19 10:58:02+00:00,68802946,h2non/pook,2354108,coveralls,,,266801030,337873462,"
[![Coverage Status](https://coveralls.io/builds/13790159/badge)](https://coveralls.io/builds/13790159)

Coverage remained the same at 66.794% when pulling **72c134d257881672ebfd92778ba7f92aa948428c on pavdmyt:fix-py27-compatibility** into **1a89fff19f319316e40d03482c1036a74448679a on h2non:master**.
",{},NONE,User,False
40,IssueCommentEvent,2015-11-20 14:40:54+00:00,46566669,jaraco/irc,308610,jaraco,,,118054519,158418642,"Use print function from the future. Fixes #11.

→ <<cset c03d293d956e>>

----------------------------------------
Original comment by: Jason R. Coombs
",{},,User,False
60,IssueCommentEvent,2017-03-20 10:55:25+00:00,55258005,jopohl/urh,11001973,vsboost,,,215371953,287727806,Im a member of a few SDR groups and i always hear them complain about linux software or find it difficult to build for windows and install 50 different things just to get it going.,{},,User,False
69,IssueCommentEvent,2017-05-04 19:37:03+00:00,55258005,jopohl/urh,18219846,jopohl,,,225437255,299287345,"Hi @gustavecha ,

I just noticed with my RTL-SDR that the gain does not get considered if it is not set last  by URH. I just wrote a fix for this, so the latest master should work for you now.",{},,User,False
