,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_action,issue_title,issue_labels,issue_assignees,issue_count,issue_body,issue_reactions,issue_reason
13,IssuesEvent,2012-02-06 16:20:34+00:00,1673145,FSX/misaka,145201,wpbasti,,,opened,Cython check seems to break install via pip,[],[],0,"This check in setup.py seems to break installation using pip. The install_requires is never reached because of this. Not sure why this section is needed at all because when installing via pip it should normally take care of this missing library and will auto install it.

try:
    from Cython.Distutils import build_ext
except ImportError:
    print('Cython is not installed. Please install Cython first.')
    sys.exit()",{},{}
40,IssuesEvent,2017-07-05 21:05:27+00:00,65411376,lacava/few,6578458,lacava,,,opened,implement 3-fold cross validation for internal updating of best model,"[{'id': 422794728, 'url': 'https://api.github.com/repos/lacava/few/labels/enhancement', 'name': 'enhancement', 'color': '84b6eb', 'default': True}]","[{'login': 'rgupta90', 'id': 23729965, 'avatar_url': 'https://avatars3.githubusercontent.com/u/23729965?v=3', 'gravatar_id': '', 'url': 'https://api.github.com/users/rgupta90', 'html_url': 'https://github.com/rgupta90', 'followers_url': 'https://api.github.com/users/rgupta90/followers', 'following_url': 'https://api.github.com/users/rgupta90/following{/other_user}', 'gists_url': 'https://api.github.com/users/rgupta90/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rgupta90/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rgupta90/subscriptions', 'organizations_url': 'https://api.github.com/users/rgupta90/orgs', 'repos_url': 'https://api.github.com/users/rgupta90/repos', 'events_url': 'https://api.github.com/users/rgupta90/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rgupta90/received_events', 'type': 'User', 'site_admin': False}]",0,"currently the training data is split into training and validation sets and the best model is updated when a model with a higher validation score is found. we could simplify quite a bit and have a more robust validation measure by removing `train_test_split` and the associated numpy arrays / fitting predicting code with a direct call to `cross_val_score(self.ml,features,labels,cv=3)` or  `cross_val_score(self.ml,self.X[self.valid_loc(),:].transpose(),labels,cv=3)`. ",{},{}
78,IssuesEvent,2017-03-02 02:59:52+00:00,72066935,cs01/gdbgui,5715368,cs01,,,closed,Support for Python debugger,[],[],1,"I've thought a long time of building something like this for the Python debugger. I'd love to contribute support for that to this raher than building yet another project that does half of what this one does.

Would you be open to a contribution like this?
",{},{}
144,IssuesEvent,2016-03-05 08:18:13+00:00,4946406,mher/flower,691049,mher,,,closed,Getting an error when starting celery flower or refreshing worker?,[],[],1,"I got the following error, this also includes the info printed on the ""it looks like you've found a bug"" dialog:

````
flower   -> flower:0.8.2 tornado:4.2 babel:1.3
software -> celery:3.1.18 (Cipater) kombu:3.0.26 py:2.7.6
            billiard:3.3.0.20 redis:2.10.3
platform -> system:Darwin arch:64bit imp:CPython
loader   -> celery.loaders.app.AppLoader
settings -> transport:redis results:redis://@localhost:6379/0

BROKER_URL: 'redis://localhost:6379/0'
CELERY_TRACK_STARTED: True
CELERY_RESULT_BACKEND: 'redis://@localhost:6379/0'

Traceback (most recent call last):
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/tornado/web.py"", line 1415, in _execute
    result = yield result
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/tornado/gen.py"", line 870, in run
    value = future.result()
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/tornado/concurrent.py"", line 215, in result
    raise_exc_info(self._exc_info)
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/tornado/gen.py"", line 876, in run
    yielded = self.gen.throw(*exc_info)
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/flower/api/workers.py"", line 62, in get
    yield self.update_cache(workername=workername)
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/tornado/gen.py"", line 870, in run
    value = future.result()
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/tornado/concurrent.py"", line 215, in result
    raise_exc_info(self._exc_info)
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/tornado/gen.py"", line 876, in run
    yielded = self.gen.throw(*exc_info)
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/flower/api/control.py"", line 23, in update_cache
    app=self.application)
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/tornado/gen.py"", line 870, in run
    value = future.result()
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/tornado/concurrent.py"", line 215, in result
    raise_exc_info(self._exc_info)
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/tornado/gen.py"", line 876, in run
    yielded = self.gen.throw(*exc_info)
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/flower/api/control.py"", line 38, in update_workers
    results = yield futures
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/tornado/gen.py"", line 870, in run
    value = future.result()
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/tornado/concurrent.py"", line 215, in result
    raise_exc_info(self._exc_info)
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/tornado/gen.py"", line 656, in callback
    result_list.append(f.result())
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/concurrent/futures/_base.py"", line 396, in result
    return self.__get_result()
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/concurrent/futures/thread.py"", line 55, in run
    result = self.fn(*self.args, **self.kwargs)
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/celery/app/control.py"", line 93, in revoked
    return self._request('dump_revoked')
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/celery/app/control.py"", line 71, in _request
    timeout=self.timeout, reply=True,
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/celery/app/control.py"", line 307, in broadcast
    limit, callback, channel=channel,
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/kombu/pidbox.py"", line 300, in _broadcast
    channel=chan)
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/kombu/pidbox.py"", line 339, in _collect
    self.connection.drain_events(timeout=timeout)
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/kombu/connection.py"", line 275, in drain_events
    return self.transport.drain_events(self.connection, **kwargs)
  File ""/Users/frederikcreemers/.virtualenvs/podato-server/lib/python2.7/site-packages/kombu/transport/virtual/__init__.py"", line 845, in drain_events
    queue, message))
KeyError: u""Message for queue '34cf46ab-96ce-31cd-88de-744705a37d34.reply.celery.pidbox' without consumers: {'body': 'eyJjZWxlcnlAbXltYWMubG9jYWwiOiB7IkNFTEVSWV9JTkNMVURFIjogWyJ3ZWJhcHAucG9kY2FzdHMuY3Jhd2xlciIsICJjZWxlcnkuYXBwLmJ1aWx0aW5zIl0sICJCUk9LRVJfVVJMIjogInJlZGlzOi8vbG9jYWxob3N0OjYzNzkvMCIsICJDRUxFUllfVFJBQ0tfU1RBUlRFRCI6IHRydWUsICJDRUxFUllfUkVTVUxUX0JBQ0tFTkQiOiAicmVkaXM6Ly9AbG9jYWxob3N0OjYzNzkvMCJ9fQ==', 'headers': {'ticket': '2d836f13-b1da-45a5-b9d8-1f461e07624e', 'clock': 30731}, 'content-type': 'application/json', 'properties': {'body_encoding': 'base64', 'delivery_info': {'priority': 0, 'routing_key': '34cf46ab-96ce-31cd-88de-744705a37d34', 'exchange': 'reply.celery.pidbox'}, 'delivery_mode': 1, 'delivery_tag': '28fcb553-cd74-4023-93a3-c2eba5f783e6'}, 'content-encoding': 'utf-8'}""
````
Let me kno if you need any other info.",{},{}
145,IssuesEvent,2016-03-05 07:59:54+00:00,4946406,mher/flower,691049,mher,,,closed,Flower doesn't display custom task states,"[{'url': 'https://api.github.com/repos/mher/flower/labels/enhancement', 'name': 'enhancement', 'color': '84b6eb'}]",[],8,"Hello

    @task
    def fancy_task():
        fancy_task.update_state(state='CUSTOM_STATE1')
        time.sleep(30)

when I call the above task, flower displays `STARTED` and then `SUCCESS`, `CUSTOM_STATE1` is never shown while the task is waiting. Note that `AsyncResult(task_id).state` works as expected.",{},{}
147,IssuesEvent,2016-05-28 13:52:33+00:00,59824305,mottosso/Qt,994357,fredrikaverpil,,,closed,Why the <br> in README?,"[{'url': 'https://api.github.com/repos/mottosso/Qt/labels/cosmetics', 'name': 'cosmetics', 'color': 'bfdadc'}]",[],2,I noticed the README has a bunch of `<br>` tags which makes it really long (vertically). Just wondering if you intended to do that or if it was in error. The page becomes really long on a laptop but perhaps you felt readability was improved...?,{},{}
150,IssuesEvent,2017-09-01 09:22:31+00:00,95191952,rainx/pytdx,101971,rainx,,,closed,"data = api.get_security_quotes([(0, '000005'), (0, '002893')])          因为002893 没有数据，这条就返回None了 ",[],[],1,"QQ留言
```
@翻开魔法书  09:27:02
@产品研发-徐景RainX      data = api.get_security_quotes([(0, '000005'), (0, '002893')])          因为002893 没有数据，这条就返回None了 
```
单独收取 0,002893 获取的数据

```python
body_buf=b'\x01\x17\x01\x00\x00002893\x00\x00\x00\x00\x00\x00\x00\xa4\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00
   ...: \x00\x00\x00\x00\x00\x00\x00\x00'
```

尝试解析

```python
In [4]: from pytdx.helper import get_datetime, get_volume, get_price
   ...: from collections import OrderedDict
   ...: import struct
   ...: import six


error                                     Traceback (most recent call last)
<ipython-input-5-c8fcf5eb19bb> in <module>()
     69     reversed_bytes7, pos = get_price(body_buf, pos)
     70     reversed_bytes8, pos = get_price(body_buf, pos)
---> 71     (reversed_bytes9, active2) = struct.unpack(""<HH"", body_buf[pos: pos + 4])
     72     pos += 4
     73

error: unpack requires a bytes object of length 4
```
",{},{}
151,IssuesEvent,2017-12-31 14:06:02+00:00,95191952,rainx/pytdx,1193039,Earthson,,,closed,600568有两天的逐笔成交取不到（20111121和20151123）,[],[],2,所有服务器都返回空,{},{}
152,IssuesEvent,2017-10-11 03:21:58+00:00,95191952,rainx/pytdx,101971,rainx,,,closed,接口好像读不到期货商品的数据,[],[],2,"#FG1801
....
data=api.get_instrument_bars(0, 1, ""FG1801"", 0, 100)    
...
我是这么读的，而且我查询商品信息 也没有比如1801的商品
aa=api.get_instrument_info(1, 1000)
是数据源的问题吗",{},{}
192,IssuesEvent,2017-02-05 12:47:42+00:00,23516699,LEW21/pydbus,1293003,mhsabbagh,,,closed,Connecting to Screencast service,[],[],1,"Hello.

I am trying to make a proxy to connect to the Screencast service on GNOME Shell.

This is my tiny try but it gives an error:
```
#!/usr/bin/python
from pydbus import SessionBus

bus = SessionBus()
Shell = bus.get('org.gnome.Shell.Screencast',
                       '/org/gnome/Shell/Screencast')
```

What is the missing mistake?",{},{}
