,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_action,issue_title,issue_labels,issue_assignees,issue_count,issue_body,issue_reactions,issue_reason
10,IssuesEvent,2015-11-05 02:58:13+00:00,1673145,FSX/misaka,10083639,harish211,,,opened,pip install misaka==2.0.0 error and pip install misaka==1.0.2 error,[],[],0,"Do I need to have any other packages/programs pre-installed to get this working? I keep getting the error even if I use the downgraded version of misaka, which is not the case for most, AFAIK. Any help in this regard is highly appreciated. Thank you!












(iss) C:\Users\Home\lib\iss\project>pip2.7 install misaka==1.0.2
Collecting misaka==1.0.2
  Using cached misaka-1.0.2.tar.gz
Building wheels for collected packages: misaka
  Running setup.py bdist_wheel for misaka
  Complete output from command C:\Users\Home\lib\iss\Scripts\python.exe -c ""import setuptools;__file__='c:\\users\\home\\appdata\\local\\temp\\pip-build-t4utkq\\misaka\\setup.py';ex
ec(compile(open(__file__).read().replace('\r\n', '\n'), __file__, 'exec'))"" bdist_wheel -d c:\users\home\appdata\local\temp\tmpb6pzhapip-wheel-:
  running bdist_wheel
  running build
  running build_ext
  building 'misaka' extension
  creating build
  creating build\temp.win32-2.7
  creating build\temp.win32-2.7\Release
  creating build\temp.win32-2.7\Release\src
  creating build\temp.win32-2.7\Release\src\sundown
  C:\Users\Home\AppData\Local\Programs\Common\Microsoft\Visual C++ for Python\9.0\VC\Bin\cl.exe /c /nologo /Ox /MD /W3 /GS- /DNDEBUG -IC:\Python27\include -IC:\Users\Home\lib\iss\PC
 /Tcsrc/misaka.c /Fobuild\temp.win32-2.7\Release\src/misaka.obj
  misaka.c
  src/misaka.c(235) : fatal error C1083: Cannot open include file: 'stdint.h': No such file or directory
  error: command 'C:\\Users\\Home\\AppData\\Local\\Programs\\Common\\Microsoft\\Visual C++ for Python\\9.0\\VC\\Bin\\cl.exe' failed with exit status 2

  ----------------------------------------
  Failed building wheel for misaka
Failed to build misaka
Installing collected packages: misaka
  Running setup.py install for misaka
    Complete output from command C:\Users\Home\lib\iss\Scripts\python.exe -c ""import setuptools, tokenize;__file__='c:\\users\\home\\appdata\\local\\temp\\pip-build-t4utkq\\misaka\\
setup.py';exec(compile(getattr(tokenize, 'open', open)(__file__).read().replace('\r\n', '\n'), __file__, 'exec'))"" install --record c:\users\home\appdata\local\temp\pip-9wmxbi-recor
d\install-record.txt --single-version-externally-managed --compile --install-headers C:\Users\Home\lib\iss\include\site\python2.7\misaka:
    running install
    running build
    running build_ext
    building 'misaka' extension
    C:\Users\Home\AppData\Local\Programs\Common\Microsoft\Visual C++ for Python\9.0\VC\Bin\cl.exe /c /nologo /Ox /MD /W3 /GS- /DNDEBUG -IC:\Python27\include -IC:\Users\Home\lib\iss\
PC /Tcsrc/misaka.c /Fobuild\temp.win32-2.7\Release\src/misaka.obj
    misaka.c
    src/misaka.c(235) : fatal error C1083: Cannot open include file: 'stdint.h': No such file or directory
    error: command 'C:\\Users\\Home\\AppData\\Local\\Programs\\Common\\Microsoft\\Visual C++ for Python\\9.0\\VC\\Bin\\cl.exe' failed with exit status 2

    ----------------------------------------
Command ""C:\Users\Home\lib\iss\Scripts\python.exe -c ""import setuptools, tokenize;__file__='c:\\users\\home\\appdata\\local\\temp\\pip-build-t4utkq\\misaka\\setup.py';exec(compile(g
etattr(tokenize, 'open', open)(__file__).read().replace('\r\n', '\n'), __file__, 'exec'))"" install --record c:\users\home\appdata\local\temp\pip-9wmxbi-record\install-record.txt --s
ingle-version-externally-managed --compile --install-headers C:\Users\Home\lib\iss\include\site\python2.7\misaka"" failed with error code 1 in c:\users\home\appdata\local\temp\pip-bu
ild-t4utkq\misaka
",{},{}
20,IssuesEvent,2016-11-03 16:23:50+00:00,46566669,jaraco/irc,7120121,vikingsloth,,,opened,USERHOST reply truncated,[],[],0,"The USERHOST command reply from the server gets truncated by the client.

```
DEBUG:irc.client:TO SERVER: USERHOST t,c,l,i,e,n,t
DEBUG:irc.client:FROM SERVER: :irc.mzima.net 302 gbot102 :
DEBUG:irc.client:command: userhost, source: irc.mzima.net, target: gbot102, arguments: [u''], tags: None
```

A normal server response looks like this:

```
:irc.mzima.net 302 gbot102 :gbot102=+gbot@1.2.3.4
```",{},{}
22,IssuesEvent,2016-11-15 15:06:46+00:00,46566669,jaraco/irc,10360450,strictlymike,,,opened,IRCClient _send() method in server.py does not handle broken pipe,[],[],0,This results in unwanted exception output in serve_forever(). A localized work-around is to inherit and override _send() to except socket.error and raise self.Disconnect(). Is that an adequate fix for master?,{},{}
35,IssuesEvent,2017-10-28 10:37:53+00:00,55258005,jopohl/urh,11001973,vsboost,,,closed,Substitution,[],[],2,"Hi there,

Here is what i have: 100000100000100010001000100000100010001000100000
Data is either 100000 or 1000

I was trying to use substitution to convert 100000 to 1 and 1000 to 0 but this does not work, unless i'm not using it correctly.
![image](https://user-images.githubusercontent.com/11001973/32132496-8f0fca54-bc10-11e7-9021-f2be8dd7340d.png)

Is there any other way you recommend having this data converted as it would make fuzzing much easier if you only deal with 1's or 0's that are really 100000 or 1000

Hope this makes sense.
",{},{}
96,IssuesEvent,2016-02-01 06:59:43+00:00,6007295,fxsjy/jieba,14917985,huchhong,,,closed,用SIGHAN Bakeoff 2005测试工具测试得分低,[],[],3,"我想比较一下结巴分词和其他分词器的效果。使用了SIGHAN Bakeoff 2005测试工具。

我使用测试集里微软研究院提供的词典，再将该词典转换成结巴分词里的词典规则（词后加上词频，没有词性），然后用这个词典替换了结巴分词里的dict.txt。同时测试之前删除了缓存/tmp/jieba.cache。

然后开始测试，得到的得分是：
召回率： 89.9%
准确率： 87%
F值：     88.4%

这个分数应该是比较差的，我再三确认了以上的操作，确认结巴分词使用的是我提供的词典。能否给个解释，为什么得分这么低？我猜测是否是结巴分词里除了dict.txt提供的词典，还有一些其他训练来源？",{},{}
120,IssuesEvent,2017-03-24 19:26:53+00:00,5450742,klen/pylama,123053,dbmikus,,,opened,Pylama not running on specified `[pylama].paths` when using Pytest,[],[],0,"I use Pytest with the pylama plugin.

My directory structure looks like this:

```
setup.py
setup.cfg
tests/
    test_files...
ae_leaning_model/
    __init__.py
    other package files...
```

My setup.cfg file is as follows:

```
[aliases]
test=pytest

[tool:pytest]
testpaths = tests
addopts = --cov=ae_learning_model --cov-report term-missing --pylama -c tests/pytest.ini
env =
  TEST_MODE=True
  MONGO_DB=test-learning_model
  AAS_MONGO_DB=test-learning_model
  AAS_WRITE_MONGO_DB=test-learning_model

[pylama]
paths = ae_learning_model
format = pep8
linters = mccabe,pep257,pyflakes,pep8
ignore =
    D100,D101,D102,D103,D104,D105,D203,D212,D213,D401,
    E201,E202,E225,E231,E261,E266,E302,E303,E306,E401,E501,E731,
    W503,W0621

[pylama:tests/*]
linters = pep257,pyflakes,pep8
ignore = E402

[pylama:mccabe]
max-complexity = 6
```

Note that I am using the `--pylama` option in the `[tool:pytest]` section. In `[tool:pytest]`, `testpaths = tests`, so we discover all tests in the `tests/` directory. In the `[pylama]` section, `paths = ae_learning_model`.

The problem is that when running `python setup.py test`, we only lint the tests directory. I would expect Pylama to read through the rest of the configuration file and run any specified `paths` in addition to linting the `testpaths`. In other words, I would expect Pylama's Pytest plugin to behave as if we were running Pylama normally, and then lint the tests and fixtures discovered by Pytest after.

What exactly is the expected behavior for this case? Is this a bug? Am I doing something wrong?

Thanks!",{},{}
124,IssuesEvent,2017-02-27 00:35:11+00:00,4946406,mher/flower,691049,mher,,,closed,Can't use environment variable FLOVER_BROKER.,[],[],1,"Please add --broker to default_options. 
",{},{}
137,IssuesEvent,2017-07-12 09:47:23+00:00,41618046,r9y9/pysptk,1220272,r9y9,,,opened,Support float32 and float64 conversion,[],[],0,"Sometimes It's frustrating that we have to make sure the array to be np.float64-typed, e.g. 

```py
pysptk.mcep(x.astype(np.float64), order=24, alpha=0.41).astype(np.float32) # I like float32, so I need to convert it again
```

Maybe we need a function wrapper that automatically does this kind of type conversions.",{},{}
146,IssuesEvent,2016-06-17 07:43:49+00:00,16644126,vasole/fisx,2741482,picca,,,opened,Test failure during debian package build,[],[],0,"Hello armando

here the result of the unit tests

testXRFImport (fisx.tests.testXRF.testXRF) ... ok
testXRFInstantiation (fisx.tests.testXRF.testXRF) ... ok
testXRFResults (fisx.tests.testXRF.testXRF) ... ERROR
testEPDL97Import (fisx.tests.testEPDL97.testEPDL97) ... ok
testElementsImport (fisx.tests.testElements.testElements) ... ok
testElementsInstantiation (fisx.tests.testElements.testElements) ... FAIL
testSimpleSpecfileImport (fisx.tests.testSimpleSpecfile.testSimpleSpecfile) ... ok
testSimpleSpecfileReading (fisx.tests.testSimpleSpecfile.testSimpleSpecfile) ... ok
testSimpleSpecfileReadingCompatibleWithUserLocale (fisx.tests.testSimpleSpecfile.testSimpleSpecfile) ... ok
testSimpleSpecfileReadingWithCRLF (fisx.tests.testSimpleSpecfile.testSimpleSpecfile) ... ok
testDataDirectoryPresence (fisx.tests.testDataDir.testDataDir) ... FAIL
testDataFilePresence (fisx.tests.testDataDir.testDataDir) ... FAIL
testDocDirectoryPresence (fisx.tests.testDataDir.testDataDir) ... FAIL

======================================================================
ERROR: testXRFResults (fisx.tests.testXRF.testXRF)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""fisx/tests/testXRF.py"", line 89, in testXRFResults
    elementsInstance = Elements()
  File ""python/cython/_fisx.pyx"", line 276, in fisx._fisx.PyElements.__cinit__ (/<<PKGBUILDDIR>>/python/cython/_fisx.cpp:4950)
  File ""fisx/DataDir.py"", line 60, in <module>
    raise IOError('%s directory not found' % basename)
IOError:  directory not found

======================================================================
FAIL: testElementsInstantiation (fisx.tests.testElements.testElements)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""fisx/tests/testElements.py"", line 81, in testElementsInstantiation
    'Unsuccesful Elements() instantiation')
AssertionError: Unsuccesful Elements() instantiation

======================================================================
FAIL: testDataDirectoryPresence (fisx.tests.testDataDir.testDataDir)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""fisx/tests/testDataDir.py"", line 69, in testDataDirectoryPresence
    'Unsuccessful fisx.DataDir import')
AssertionError: Unsuccessful fisx.DataDir import

======================================================================
FAIL: testDataFilePresence (fisx.tests.testDataDir.testDataDir)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""fisx/tests/testDataDir.py"", line 79, in testDataFilePresence
    self.testDataDirectoryPresence()
  File ""fisx/tests/testDataDir.py"", line 69, in testDataDirectoryPresence
    'Unsuccessful fisx.DataDir import')
AssertionError: Unsuccessful fisx.DataDir import

======================================================================
FAIL: testDocDirectoryPresence (fisx.tests.testDataDir.testDataDir)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""fisx/tests/testDataDir.py"", line 104, in testDocDirectoryPresence
    'Unsuccessful fisx.DataDir import')
AssertionError: Unsuccessful fisx.DataDir import

----------------------------------------------------------------------
Ran 13 tests in 0.070s

FAILED (failures=4, errors=1)
('Instantiation error: ', <type 'exceptions.IOError'>, IOError(' directory not found',), <traceback object at 0xb6b7357c>)
E: pybuild pybuild:274: test: plugin distutils failed with: exit code=1: cd /<<PKGBUILDDIR>>/.pybuild/pythonX.Y_2.7/build; python2.7 -m unittest discover -v 
dh_auto_test: pybuild --test -i python{version} -p 2.7 returned exit code 13
debian/rules:11: recipe for target 'build' failed
make: *** [build] Error 25
dpkg-buildpackage: error: debian/rules build gave error exit status 2


It seems that fisx does not find the DATADIR. Indeed I fixed it for the package once installed.
export FISX_DATA_DIR=/usr/share/fisx/
This way I can share the data (18 Mo) between the python2 and python3.

I do not have yet a great conviction how to deal with this issue...
I can use your tests in the ci.Debian.net (test pacakges once they are installed), but not during the build process.
",{},{}
150,IssuesEvent,2017-03-22 14:51:58+00:00,82588597,youfou/wxpy,11511810,a471640241,,,closed,如何获取自己手机给别人发的消息呢,[],[],2,,{},{}
175,IssuesEvent,2017-03-06 09:23:59+00:00,11167307,Knio/pynmea2,584643,ponty,,,opened,LICENSE file is missing from PYPI release,[],[],0,,{},{}
201,IssuesEvent,2016-12-04 01:06:50+00:00,44054354,dabeaz/curio,609896,njsmith,,,opened,Better data structure for sleeping task queues,[],[],0,"Right now, objects like mutexes hold sleeping tasks in a `deque`. This is nice because it supports O(1) FIFO operations. But removing an arbitrary task (e.g. due to cancellation or timeout) is O(n). Ideally our sleeping task queue should be O(1) for all of these operations.

I think probably the answer is to use an intrusive double-linked list. I.e., put `next` and `previous` pointers directly into the task object (a task can't sleep on multiple queues at once, so this is fine).",{},{}
222,IssuesEvent,2018-05-28 13:14:01+00:00,109910315,hoffa/kitten,1280602,hoffa,,,closed,Try running `ls /etc/*`,[],"[{'login': 'hoffa', 'id': 1280602, 'avatar_url': 'https://avatars0.githubusercontent.com/u/1280602?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/hoffa', 'html_url': 'https://github.com/hoffa', 'followers_url': 'https://api.github.com/users/hoffa/followers', 'following_url': 'https://api.github.com/users/hoffa/following{/other_user}', 'gists_url': 'https://api.github.com/users/hoffa/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/hoffa/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/hoffa/subscriptions', 'organizations_url': 'https://api.github.com/users/hoffa/orgs', 'repos_url': 'https://api.github.com/users/hoffa/repos', 'events_url': 'https://api.github.com/users/hoffa/events{/privacy}', 'received_events_url': 'https://api.github.com/users/hoffa/received_events', 'type': 'User', 'site_admin': False}]",1,,{},{}
259,IssuesEvent,2018-06-06 14:49:01+00:00,97612481,lh3/minimap2,480346,lh3,,,closed,Finding synteny !,"[{'id': 649711883, 'node_id': 'MDU6TGFiZWw2NDk3MTE4ODM=', 'url': 'https://api.github.com/repos/lh3/minimap2/labels/question', 'name': 'question', 'color': 'edc2f9', 'default': True}]",[],1,What would be the best parameter to find synteny between genomes with minimap2 ?,{},{}
304,IssuesEvent,2018-01-25 07:46:12+00:00,33614304,nvbn/thefuck,21235555,zhangenming,,,reopened,thanks,[],[],1,"Reaction is too slow, although not a solid state drive, but not normal, you are the same?
",{},{}
310,IssuesEvent,2015-05-01 02:47:22+00:00,33614304,nvbn/thefuck,1114542,nvbn,,,closed,Add support for rules with side effects,[],[],0,,{},{}
317,IssuesEvent,2015-04-20 13:22:04+00:00,33614304,nvbn/thefuck,566097,RaoHai,,,opened,does not work well with zsh...,[],[],0,"I really love this prety app..

but in my zsh , when I input a command like `puthon`, my zsh told me 

```
puthon
zsh: command not found: puthon
```

so thefuck seems did not work... Could you tell  me how can I configure zsh ? 

Thanks",{},{}
353,IssuesEvent,2017-11-30 10:02:20+00:00,14900247,skoczen/will,19710265,ptomkiel-oktawave,,,opened,'Event' object has no attribute 'getMucroom' in will/plugins/chat_room/rooms.py,[],[],0,"It's fired by `room = self.get_room_from_message(message)`

full debug:
```
Traceback (most recent call last):
  File ""/usr/lib64/python3.6/multiprocessing/process.py"", line 258, in _bootstrap
    self.run()
  File ""/usr/lib64/python3.6/multiprocessing/process.py"", line 93, in run
    self._target(*self._args, **self._kwargs)
  File "".../lib/python3.6/site-packages/will/decorators.py"", line 25, in wrapped_f
    f(*args, **kwargs)
  File "".../lib/python3.6/site-packages/will/plugins/chat_room/rooms.py"", line 21, in participants_in_room
    room = self.get_room_from_message(message)
  File "".../lib/python3.6/site-packages/will/backends/io_adapters/hipchat.py"", line 216, in get_room_from_message
    return self.get_room_by_jid(message.getMucroom())
AttributeError: 'Event' object has no attribute 'getMucroom'
```

You can try it out by enabling `will.plugins.chat_room` plugin and saying `@Will who is in this room?`",{},{}
358,IssuesEvent,2015-08-14 15:43:12+00:00,17250474,szaghi/FoBiS,279612,zbeekman,,,opened,"Adding to homebrew, but found a bug",[],[],0,"Hi Stefano,
I'm trying to add FoBiS.py to Homebrew. However, I found what appears to be a bug:

```bash
FoBiS.py build -compiler Custom -fc gfortran
Traceback (most recent call last):
  File ""/usr/local/bin/FoBiS.py"", line 21, in <module>
    main()
  File ""/usr/local/lib/python2.7/site-packages/fobis/fobis.py"", line 30, in main
    __config__.run_fobis()
  File ""/usr/local/lib/python2.7/site-packages/fobis/config.py"", line 663, in run_fobis
    self._build()
  File ""/usr/local/lib/python2.7/site-packages/fobis/config.py"", line 543, in _build
    builder = Builder(cliargs=self.cliargs, print_n=self._print_b, print_w=self._print_r)
  File ""/usr/local/lib/python2.7/site-packages/fobis/Builder.py"", line 102, in __init__
    self.compiler = Compiler(cliargs=cliargs, print_w=self.print_w)
  File ""/usr/local/lib/python2.7/site-packages/fobis/Compiler.py"", line 108, in __init__
    self._set_cflags()
  File ""/usr/local/lib/python2.7/site-packages/fobis/Compiler.py"", line 177, in _set_cflags
    if self.preproc is not None:
AttributeError: 'Compiler' object has no attribute 'preproc'
```

But the source files build with gfortran, without problem and require no preprocessing.",{},{}
363,IssuesEvent,2018-02-11 00:58:05+00:00,116323642,Nekmo/dirhunt,740106,Nekmo,,,closed,docs.nekmo.org,"[{'id': 829387790, 'url': 'https://api.github.com/repos/Nekmo/dirhunt/labels/Documentation', 'name': 'Documentation', 'color': 'c2e0c6', 'default': False}]","[{'login': 'Nekmo', 'id': 740106, 'avatar_url': 'https://avatars2.githubusercontent.com/u/740106?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Nekmo', 'html_url': 'https://github.com/Nekmo', 'followers_url': 'https://api.github.com/users/Nekmo/followers', 'following_url': 'https://api.github.com/users/Nekmo/following{/other_user}', 'gists_url': 'https://api.github.com/users/Nekmo/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Nekmo/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Nekmo/subscriptions', 'organizations_url': 'https://api.github.com/users/Nekmo/orgs', 'repos_url': 'https://api.github.com/users/Nekmo/repos', 'events_url': 'https://api.github.com/users/Nekmo/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Nekmo/received_events', 'type': 'User', 'site_admin': False}]",0,,{},{}
369,IssuesEvent,2016-05-26 22:36:24+00:00,45852176,arose/nglview,4451957,hainm,,,closed,duck typing (?) for component,[],[],0,"```python
view.add_component(...) # c0
view.add_trajectory(...) # c1
...

# then we can control component like this
view.component_0.add_cartoon(...)
```

the point is `auto-completion` ",{},{}
