,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
1,IssueCommentEvent,2017-09-08 03:51:54+00:00,73567304,ofek/bit,9677399,ofek,,,256132215,327992077,"Sorry @gappleto97 but I do not want to support that. I just don't agree with their stance and distrust the team/development of it w.r.t. security.

Though, if a PR were submitted I would reconsider :)",{},OWNER,User,False
9,IssueCommentEvent,2016-01-13 21:16:52+00:00,8387179,uiri/toml,364765,uiri,,,105963000,171435175,"During my further manual testing, I discovered that your patch doesn't properly handle commas inside of strings.

A toml file like the following triggers the bug:

```ini
test = {a = ""This, is"", b = ""a, test"" }
```
",{},,User,False
16,IssueCommentEvent,2015-11-20 14:52:09+00:00,46566669,jaraco/irc,308610,jaraco,,,118056654,158422454,"nevermind, failed to see how the buffer stuff worked.

----------------------------------------
Original comment by: [thealok](http://bitbucket.org/thealok)
",{},,User,False
34,IssueCommentEvent,2018-01-11 17:33:22+00:00,55258005,jopohl/urh,18219846,jopohl,,,286441969,357002289,"This is very interesting, thanks for sharing this link! The way I understand this is, that the LSB needs to be considered nibble wise? You should get this to work with an external decoding. You can use this python one for example:
```python
#!/usr/bin/env python

import sys

bits = sys.argv[1]

# padding
while len(bits) % 8 != 0:
    bits += ""0""

result = []
for i in range(0, len(bits), 8):
    result.append("""".join(reversed(bits[i+4:i+8])))
    result.append("""".join(reversed(bits[i:i+4])))

print("""".join(result))
```
Just save the code to a file and specify the filename when creating a new decoding with ``` External Program ``` in decoding dialog.

Let me know if this helps!",{},OWNER,User,False
36,IssueCommentEvent,2018-07-14 11:09:39+00:00,55258005,jopohl/urh,18219846,jopohl,,,341227143,405016204,"Looking good so far, maybe your pip3 is too old? You can check with
```
pip3 --version
```
If you get anything below 10 you can update it with
```
pip3 install --upgrade pip
```

If it is not working after that please try using pip like this:
```
python3 -m pip install --upgrade pip
python3 -m pip install pyqt5
```",{},OWNER,User,False
37,IssueCommentEvent,2017-02-26 21:37:35+00:00,55258005,jopohl/urh,18219846,jopohl,,,210343190,282589773,"Thanks for your support @mehdideveloper !

Please remove the temporary files ``` hackrf_initlo5dk_b9.o ``` , ``` rtlsdr_get_device_name4njoowvw.o ```, ``` top_block.py ``` , before we get this one merged. Rest looks fine to me!",{},,User,False
41,IssueCommentEvent,2017-10-03 20:33:10+00:00,55258005,jopohl/urh,8931381,ianmclinden,,,261387171,333969510,"Summary seems correct. 

I’d also note this issue is present with any sufficiently large increase in bandwidth or sample rate, say from 1 to 2 M or from 10 to 20 M. 

I’m looking at spread spectrum devices, often using up to 75M in bandwidth. I know URH doesn’t have decode for the schemes, but the timeline tools have been useful. ",{},NONE,User,False
42,IssueCommentEvent,2018-05-30 13:21:14+00:00,10156090,klen/mixer,10410409,anthon-alindada,,,33740925,393159062,"Hi, Is this fix still working. I've tried creating my own mixer but it does not work. I tried to put a logger inside the `populate_target` and its not triggering the log. I'm not sure with this but i think its not overriding the `populate_target`. I'm not even sure if i'm doing it right. Can someone help me with this.

Here's the error

`Traceback (most recent call last):
  File ""/usr/local/lib/python3.5/dist-packages/mixer/main.py"", line 568, in blend
    return type_mixer.blend(**values)
  File ""/usr/local/lib/python3.5/dist-packages/mixer/main.py"", line 134, in blend
    target = self.populate_target(values)
  File ""/usr/local/lib/python3.5/dist-packages/mixer/backend/sqlalchemy.py"", line 254, in populate_target
    target = self.__scheme()
TypeError: Mixer (<class 'app.users.models.User'>): __init__() missing 3 required positional arguments: 'email', 'first_name', and 'last_name'`",{},NONE,User,False
47,IssueCommentEvent,2017-09-06 12:06:49+00:00,4295983,loli/medpy,3196357,raamana,,,255089976,327462928,"When I manually fix the syntax error (adding parentheses to the runtime
exception message to raise), it runs. Given that I verified some of the
histogram metrics are indeed metrics, I think I will be happy if you can
make a release - perhaps you can call this version beta if you wanted to
warn people. I'd appreciate that.


On Wed, Sep 6, 2017 at 8:00 AM loli <notifications@github.com> wrote:

> You are definitely rights, its high time for a new release. The main
> problem is that a buggy release is worse than none at all... and there are
> still some problems that persist.
>
> I will try to find the time to run a couple of python 2 and python 3
> virgin installs of medpy from the current master to identify the remaining
> problems and then release a new version.
>
> Did you get medpy to run under python 3 reliably?
>
> —
> You are receiving this because you authored the thread.
> Reply to this email directly, view it on GitHub
> <https://github.com/loli/medpy/issues/35#issuecomment-327461630>, or mute
> the thread
> <https://github.com/notifications/unsubscribe-auth/ADDFxVFPKqoxJZ8ka9dMfD66m3etxFWcks5sfoltgaJpZM4PMID5>
> .
>
",{},CONTRIBUTOR,User,False
49,IssueCommentEvent,2018-05-15 19:12:59+00:00,769951,mhe/pynrrd,45097,mhe,,,312386475,389280882,"@addisonElliott No further conflicts, thanks again!",{},OWNER,User,False
