,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
3,IssueCommentEvent,2016-10-26 17:24:51+00:00,7470121,wuub/rxv,5982179,postlund,,,185198206,256418944,@wuub Done!,{},,User,False
18,IssueCommentEvent,2015-10-25 10:13:18+00:00,1673145,FSX/misaka,64273,FSX,,,113214989,150910699,"Is the path to the gcc executables also in the `$PATH` environment variable?

I'll setup an Ubuntu vm later today (I just woke up) and see if I can reproduce this issue.",{},,User,False
21,IssueCommentEvent,2018-05-24 18:58:40+00:00,2918192,epsy/clize,4960324,Shir0kamii,,,326230144,391823359,"It seems the travis build is failing because:

* `pathlib` is not available in 2.7
* the package `wheel` is not available (anymore?) on 3.3

I can disable the `pathlib` feature if the import doesn't work, but I wouldn't know how to disable the test that comes with it. It was already difficult to understand how to set it up. @epsy Could you help me for that ? Also, I don't know what you might want to do with the second problem.",{},NONE,User,False
26,IssueCommentEvent,2015-11-20 14:54:39+00:00,46566669,jaraco/irc,308610,jaraco,,,118057088,158423072,"Thanks very much, installing it manually solved it.
jessis's pip version is 1.5.7. however that came to be.

----------------------------------------
Original comment by: steven meier
",{},,User,False
28,IssueCommentEvent,2017-04-26 21:04:20+00:00,55258005,jopohl/urh,20975463,romeojulietthotel,,,224532887,297540757,"The problem persists. I tried 1.6.2.4 also and still have the problem. I also removed and again cloned the repo but same issue.

I updated LimmeSuite so I am wondering if that broke things.",{},,User,False
35,IssueCommentEvent,2017-03-06 11:47:54+00:00,55258005,jopohl/urh,11001973,vsboost,,,211933889,284375268,"Yea i update every few days, here is a link with video.
https://vid.me/yDqr
",{},,User,False
36,IssueCommentEvent,2017-08-31 23:01:49+00:00,55258005,jopohl/urh,11001973,vsboost,,,254155641,326443016,"USER
C:\Users\me\AppData\Local\Programs\Python\Python36\Scripts\;C:\Users\me\AppData\Local\Programs\Python\Python36\;C:\Program Files (x86)\Nmap;C:\Program Files\PothosSDR\bin

SYSTEM
C:\ProgramData\Oracle\Java\javapath;%SystemRoot%\system32;%SystemRoot%;%SystemRoot%\System32\Wbem;%SYSTEMROOT%\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Windows Live\Shared;C:\Program Files (x86)\QuickTime\QTSystem\;C:\Program Files (x86)\RTLSDR Scanner;C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit\;C:\Program Files\Microsoft SQL Server\110\Tools\Binn\;C:\Program Files (x86)\Microsoft SDKs\TypeScript\1.0\;C:\Program Files\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files\Microsoft\Web Platform Installer\;C:\Program Files (x86)\Common Files\Roxio Shared\DLLShared\;C:\Program Files (x86)\Common Files\Roxio Shared\DLLShared\;C:\Program Files (x86)\Common Files\Roxio Shared\VHStoDVD\DLLShared\;C:\Program Files (x86)\CMake\bin;C:\Program Files\SoapySDR\bin",{},NONE,User,False
37,IssueCommentEvent,2017-03-11 11:05:56+00:00,55258005,jopohl/urh,15155808,Lexus89,,,213314623,285860001,I use rfcat to send and receive signals,{},,User,False
38,IssueCommentEvent,2017-09-02 16:22:30+00:00,55258005,jopohl/urh,18219846,jopohl,,,254809352,326754199,"Thanks for reporting this. I can confirm this is happening, when you try to change the signal in the ""test"" list, if the associated protocol has __no messages__. I will take care of this.",{},OWNER,User,False
39,IssueCommentEvent,2017-02-22 14:23:27+00:00,55258005,jopohl/urh,18219846,jopohl,,,209348887,281682591,"Thanks for bringing this up @chibill .
I made a nearly working fix in https://github.com/jopohl/urh/pull/147.

However, Gnuradio itself seems to be kind of bugged on Windows. The Gnuradio Backend is based on TCP sockets like this:
![grc](https://cloud.githubusercontent.com/assets/18219846/23215367/646ca98c-f912-11e6-8fcc-5be3176d7539.png)

However, if I try to connect via python to this socket with:
```python
import socket
socket = socket.socket(socket.AF_INET, socket.SOCK_STREAM)
socket.connect((""127.0.0.1"", 1337))
```
Gnuradio just exits completly. On Linux this works like a charm.

Any ideas on this?",{},,User,False
