,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
5,IssueCommentEvent,2018-01-15 13:49:57+00:00,73567304,ofek/bit,11006298,gtaussie,,,288106671,357687996,"Hi ofek, i have created a fresh virtual env, and have pasted the output here: https://pastebin.com/k8jaKxmu",{},NONE,User,False
14,IssueCommentEvent,2017-11-04 12:39:37+00:00,28550291,cdown/srt,660663,cdown,,,238384298,341893863,"Maybe the proper thing to do is actually to be completely encoding-agnostic, and have content as a bytestring",{},OWNER,User,False
24,IssueCommentEvent,2018-07-02 11:09:38+00:00,138318038,komuw/naz,8655789,codecov-io,,,337317180,401770263,"# [Codecov](https://codecov.io/gh/komuw/naz/pull/13?src=pr&el=h1) Report
> Merging [#13](https://codecov.io/gh/komuw/naz/pull/13?src=pr&el=desc) into [cli](https://codecov.io/gh/komuw/naz/commit/9ad8bc46d4e9b79207d1e05616f77cd808071e7c?src=pr&el=desc) will **decrease** coverage by `1.82%`.
> The diff coverage is `63.88%`.

[![Impacted file tree graph](https://codecov.io/gh/komuw/naz/pull/13/graphs/tree.svg?width=650&src=pr&token=m6GJX5zVQK&height=150)](https://codecov.io/gh/komuw/naz/pull/13?src=pr&el=tree)

```diff
@@           Coverage Diff           @@
##              cli   #13      +/-   ##
=======================================
- Coverage   69.82%   68%   -1.83%     
=======================================
  Files           7     7              
  Lines         411   425      +14     
=======================================
+ Hits          287   289       +2     
- Misses        124   136      +12
```


| [Impacted Files](https://codecov.io/gh/komuw/naz/pull/13?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [naz/client.py](https://codecov.io/gh/komuw/naz/pull/13/diff?src=pr&el=tree#diff-bmF6L2NsaWVudC5weQ==) | `66.54% <56%> (-2.32%)` | :arrow_down: |
| [naz/q.py](https://codecov.io/gh/komuw/naz/pull/13/diff?src=pr&el=tree#diff-bmF6L3EucHk=) | `71.42% <81.81%> (-3.58%)` | :arrow_down: |
| [naz/nazcodec.py](https://codecov.io/gh/komuw/naz/pull/13/diff?src=pr&el=tree#diff-bmF6L25hemNvZGVjLnB5) | `68.53% <0%> (-1.13%)` | :arrow_down: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/komuw/naz/pull/13?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/komuw/naz/pull/13?src=pr&el=footer). Last update [9ad8bc4...2b6050a](https://codecov.io/gh/komuw/naz/pull/13?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",{},NONE,User,False
32,IssueCommentEvent,2017-02-17 02:51:47+00:00,8387179,uiri/toml,364765,uiri,,,205306476,280534849,"Hi @nateprewitt,

The code looks fine from inspection but I'm a little concerned that the flag will create _all_ tables as inline tables. I want to do a bit of manual testing before accepting it. Unfortunately, I haven't been able to find the time over these past couple of weeks.",{},,User,False
37,IssueCommentEvent,2016-04-10 08:11:06+00:00,1673145,FSX/misaka,7747770,magician333,,,138848618,207942085,"@FSK no,still mistake",{},,User,False
47,IssueCommentEvent,2016-12-08 00:28:16+00:00,68802946,h2non/pook,63402,h2non,,,191831924,265617245,Done!,{},,User,False
53,IssueCommentEvent,2017-03-06 13:04:24+00:00,55258005,jopohl/urh,18283204,andynoack,,,212113383,284390393,"Another point of view from a man with C programmers mindset:
I could have come to the same idea. Indeed, performance plays a big role for us when we implement things in URH. However, Python is not (any more?) that slow and we are doing all near realtime stuff in Cython anyway. I am sure we could improve the performance by 1-10% (probably not more), but then the community would have to wait another three years while we reimplement everything ;-) 
I think Python is the most economic choice at the moment.",{},,User,False
59,IssueCommentEvent,2017-02-27 08:05:23+00:00,55258005,jopohl/urh,18219846,jopohl,,,210375001,282652645,"Time goes on and so do dependencies. :wink: 

Furthermore, it sounds to me that you can go on with your exisiting programs, as you are running them with python 2 (32 bit), so this should be untouched by an python 3 (64 bit) installation.

I will close this one. If other problems should arise during installation feel free to open another issue.",{},,User,False
63,IssueCommentEvent,2017-05-02 14:08:03+00:00,55258005,jopohl/urh,9148964,SpaceTeddy,,,225415990,298646194,"Hi Andy,

is it possible to pass some ""integer arguments"" to the external program, or is is limited to one char parameter? If I try to do that, urh crashes.
example:
./test d 4 4 

thx,
Chris

",{},,User,False
69,IssueCommentEvent,2017-09-29 06:29:13+00:00,55258005,jopohl/urh,18219846,jopohl,,,261387171,333042256,"Thanks for these detailed information! 

I tried to reproduce this behaviour with a USRP-N210 on linux, but could not provoke any error. Unfortunately, I do not possess a B200, so we cannot be sure if the error is related to this device or to OS X.

Do you have the option to try out the B200 with URH on Windows and/or Linux? This way, we may get nearer to the true error that is causing this behaviour.",{},OWNER,User,False
