,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
2,IssueCommentEvent,2015-02-27 19:08:46+00:00,20513123,kn/slack,621009,kn,,,59278585,76452713,Fixed.,{},,User,False
9,IssueCommentEvent,2017-06-03 01:06:35+00:00,28550291,cdown/srt,660663,cdown,,,199375322,305940030,No longer needed after changes to properly change stdin/out encoding on the fly.,{},,User,False
20,IssueCommentEvent,2015-02-28 02:09:11+00:00,2792391,gruns/furl,4893475,n3xtchen,,,54531806,76504544,"@gruns, it works!  ^_^ ，

$ python
Python 2.7.6 (default, Sep  9 2014, 15:04:36)
[GCC 4.2.1 Compatible Apple LLVM 6.0 (clang-600.0.39)] on darwin
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
>>> import furl
>>> furl.__version__
'0.4.4'
>>> import six
>>> six.__version__
'1.8.0'
>>> f = furl.furl()
>>> f = furl.furl('https://github.com/gruns/furl/issues/47#issuecomment-76440617')",{},,User,False
33,IssueCommentEvent,2017-03-03 19:09:51+00:00,55258005,jopohl/urh,253888,dkozel,,,208623135,284042933,"The device arguments are all documented in the UHD manual I linked to above.
http://files.ettus.com/manual/page_identification.html

So the B200 would be `""type=b200""` or `""serial=309D05A""`, or just `""""` and let UHD automatically find a USRP attached to your computer or network.",{},,User,False
37,IssueCommentEvent,2017-05-21 06:50:03+00:00,55258005,jopohl/urh,18219846,jopohl,,,230189178,302918922,Thanks for the hint. I added documentation for the flags to the wiki page: https://github.com/jopohl/urh/wiki/Supported-devices,{},,User,False
38,IssueCommentEvent,2017-06-21 14:13:01+00:00,55258005,jopohl/urh,18283204,andynoack,,,237496839,310091384,"I am not sure but I wanted to so the same! So, please drop us your labelsets (Project file) when you got something :)",{},,User,False
45,IssueCommentEvent,2016-04-26 08:44:49+00:00,18603138,WoLpH/mt940,494758,benkonrath,,,148854211,214670524,It's no problem. I was able to use my updated version while the PRs were pending. Thanks again for working on this library.,{},,User,False
51,IssueCommentEvent,2016-08-07 14:06:27+00:00,31894637,amol-/dukpy,601423,amol-,,,169221165,238084371,"I successfully run the following snippet:

```
from dukpy import evaljs

COMPILE_LESS = '''
window={};
window.document={};
window.document.getElementsByTagName = function(tagname) { if(tagname === ""head"") return [{}]; else return []; }

less = require(""./less.js"");
less.render(""p{color: #ff66ff}"", {}, function(error, output) {
    print(output.css);
});
'''

res = evaljs([COMPILE_LESS])
```

Using a slightly modified version of less.js ( see attached [less.js.txt](https://github.com/amol-/dukpy/files/405530/less.js.txt) )

The changes are mostly related to removing references to `window.location`, `setInterval` and setting `options.onReady=false`  as there is no DOM in dukpy to convert. Probably all changes that can be prepared before calling the less.js

So far it's only an experiment to check if it's possible, more refactoring and cleanup to avoid the need to modify the original `less.js` file is required before being able to include this into dukpy.",{},,User,False
63,IssueCommentEvent,2017-06-23 21:30:01+00:00,72066935,cs01/gdbgui,8177383,wuyihao14,,,237403825,310777505,"This bug is resulted from this line

[, obj = Expressions.get_obj_from_gdb_var_name(expressions, changelist.name)
](https://github.com/cs01/gdbgui/blob/master/gdbgui/static/js/gdbgui.js#L2518)

After receiving gdb response of change_list. The existing child expressions get updated. However those not existing line failed on this line. And `_.assign(obj, changelist)` actually assigns the parent node, which introduces a bug.
",{},,User,False
67,IssueCommentEvent,2017-06-07 21:56:59+00:00,72066935,cs01/gdbgui,5715368,cs01,,,234341923,306937127,"Yes absolutely! 

Try `pip install gdbgui --upgrade --user`.

From the pip documentation:

```
  --user                      Install to the Python user install directory for your platform. Typically ~/.local/,
                              or %APPDATA%\Python on Windows. (See the Python documentation for site.USER_BASE for
                              full details.)
```

Let me know if that works.",{},,User,False
