,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
6,PullRequestEvent,2016-10-24 00:13:24+00:00,3462960,lazka/pgi,9737,LEW21,,,90535658,,Implement array field getter.,open,False,37,"Another patch made while trying to run pydbus on pgi.

BTW: On pygi, ni.interfaces[0] == interface - and on pgi it's not true; however I don't need that for pydbus, and it should be implemented elsewhere (probably __eq__ implementation on structures).",https://api.github.com/repos/lazka/pgi/issues/37,,,2016-10-24T00:13:24Z,1,37,2,2,[],[],[],[],,,,,[],https://github.com/lazka/pgi/pull/37.patch,https://api.github.com/repos/lazka/pgi/pulls/37/commits
11,PullRequestEvent,2018-07-14 17:18:38+00:00,8387179,uiri/toml,364765,uiri,,,152122801,MDExOlB1bGxSZXF1ZXN0MTUyMTIyODAx,Added support for Local Dates,closed,False,142,"Adds support for Local Dates, which are in the spec on `toml-lang/toml/master` but not in the official 4.0 spec release. 

```toml
ldt1 = 1979-05-27T07:32:00
ldt2 = 1979-05-27T00:32:00.999999
ldt3 = 1979-05-27
```
Becomes
```python
In [3]: toml.load(f)
Out[3]:
{'ldt1': datetime.datetime(1979, 5, 27, 7, 32),
 'ldt2': datetime.datetime(1979, 5, 27, 0, 32, 0, 999999),
 'ldt3': datetime.date(1979, 5, 27)}
```",https://api.github.com/repos/uiri/toml/issues/142,2018-07-14T17:18:37Z,2018-07-14T17:18:37Z,2018-07-14T17:18:37Z,1,13,5,2,NONE,[],[],[],uiri,364765,User,False,['v0.5.0'],https://github.com/uiri/toml/pull/142.patch,https://api.github.com/repos/uiri/toml/pulls/142/commits
49,PullRequestEvent,2017-02-02 17:17:53+00:00,18603138,WoLpH/mt940,270571,WoLpH,,,104366497,,"#35, fix mBank_set_tnr - it matches tnr with newlines",closed,False,36,,https://api.github.com/repos/WoLpH/mt940/issues/36,2017-02-02T17:17:52Z,2017-02-02T17:17:52Z,2017-02-02T17:17:53Z,1,164,1,4,[],[],[],[],WoLpH,270571,User,False,[],https://github.com/WoLpH/mt940/pull/36.patch,https://api.github.com/repos/WoLpH/mt940/pulls/36/commits
54,PullRequestEvent,2015-10-01 20:10:41+00:00,20479128,amol-/depot,2896599,NotANormalNerd,,,46570524,,Add list method to retrieve a list of fileids from all available storages,open,False,14,"Implemented possibility to retrieve a list of fileids from the storages.
Couldn't test the gridFS test",https://api.github.com/repos/amol-/depot/issues/14,,,2015-10-01T20:10:41Z,1,25,1,6,[],[],[],[],,,,,[],https://github.com/amol-/depot/pull/14.patch,https://api.github.com/repos/amol-/depot/pulls/14/commits
61,PullRequestEvent,2018-07-29 23:33:04+00:00,93209191,cemsbr/yala,49481,cemsbr,,,199621152,MDExOlB1bGxSZXF1ZXN0MTk5NjIxMTUy,Update pyyaml to 3.13,closed,False,109,"
This PR updates [pyyaml](https://pypi.org/project/pyyaml) from **3.12** to **3.13**.



*The bot wasn't able to find a changelog for this release. [Got an idea?](https://github.com/pyupio/changelogs/issues/new)*

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/pyyaml
  - Homepage: http://pyyaml.org/wiki/PyYAML
</details>

",https://api.github.com/repos/cemsbr/yala/issues/109,,2018-07-29T23:33:04Z,2018-07-29T23:33:04Z,1,1,1,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/cemsbr/yala/pull/109.patch,https://api.github.com/repos/cemsbr/yala/pulls/109/commits
142,PullRequestEvent,2018-04-10 14:49:35+00:00,21352292,mcs07/MolVS,732185,mcs07,,,180626445,,Fix mistake in metal SMARTS,closed,False,25,"Should be 'Fr' not 'F'

