,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
32,PullRequestEvent,2017-03-10 03:30:17+00:00,55258005,jopohl/urh,20975463,romeojulietthotel,,,110054633,,"Prevent a crash when clicking the ""i"" button",open,False,197," Before the sub-sample has been saved to a file. We pop-up a file save dialog now. 
See https://github.com/jopohl/urh/issues/196

Once the signal has been saved to a file then the ""Signal Details"" window will appear.

There exists one problem with the FileDialog here. If the ""Cancel"" button is selected we get the same crash that we are fixing with this commit. I can create another issue for that if this gets pulled.
",https://api.github.com/repos/jopohl/urh/issues/197,,,2017-03-10T03:30:17Z,1,14,2,1,[],[],[],[],,,,,[],https://github.com/jopohl/urh/pull/197.patch,https://api.github.com/repos/jopohl/urh/pulls/197/commits
55,PullRequestEvent,2016-03-19 22:39:02+00:00,20479128,amol-/depot,601423,amol-,,,60049158,,Default file name in fileinfo,closed,False,22,"I have created new pull request based on feedback from https://github.com/amol-/depot/pull/21
Here I moved FileStorage.fileinfo to separate class as it seemed that it was accumulating too much logic to fit to single function.",https://api.github.com/repos/amol-/depot/issues/22,2016-03-19T22:39:02Z,2016-03-19T22:39:02Z,2016-03-19T22:39:02Z,7,70,47,6,[],[],[],[],amol-,601423,User,False,[],https://github.com/amol-/depot/pull/22.patch,https://api.github.com/repos/amol-/depot/pulls/22/commits
59,PullRequestEvent,2018-05-15 05:09:27+00:00,93209191,cemsbr/yala,16239342,pyup-bot,,,180862292,,Update pbr to 4.0.2,closed,False,77,"
This PR updates [pbr](https://pypi.org/project/pbr) from **3.1.1** to **4.0.2**.



*The bot wasn't able to find a changelog for this release. [Got an idea?](https://github.com/pyupio/changelogs/issues/new)*

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/pbr
  - Homepage: https://docs.openstack.org/pbr/latest/
</details>

",https://api.github.com/repos/cemsbr/yala/issues/77,,2018-05-15T05:09:27Z,2018-05-15T05:09:27Z,1,1,1,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/cemsbr/yala/pull/77.patch,https://api.github.com/repos/cemsbr/yala/pulls/77/commits
62,PullRequestEvent,2018-04-06 11:55:09+00:00,93209191,cemsbr/yala,16239342,pyup-bot,,,179927608,,Update dparse to 0.4.1,open,False,74,"
This PR updates [dparse](https://pypi.org/project/dparse) from **0.2.1** to **0.4.1**.



<details>
  <summary>Changelog</summary>
  
  
   ### 0.4.1
   ```
   ------------------

* Fixed a packaging error.
   ```
   
  
  
   ### 0.4.0
   ```
   ------------------

* pipenv is now an optional dependency that&#39;s only used when updating a Pipfile. Install it with dparse[pipenv]
* Added support for invalid toml Pipfiles (thanks pombredanne)
   ```
   
  
  
   ### 0.3.0
   ```
   ------------------

* Added support for setup.cfg files (thanks kexepal)
* Dependencies from Pipfiles now include the section (thanks paulortman)
* Multiline requirements are now ignored if they are marked
* Added experimental support for Pipfiles
   ```
   
  
</details>


 

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/dparse
  - Changelog: https://pyup.io/changelogs/dparse/
  - Repo: https://github.com/jayfk/dparse
</details>

",https://api.github.com/repos/cemsbr/yala/issues/74,,,2018-04-06T11:55:09Z,1,1,1,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/cemsbr/yala/pull/74.patch,https://api.github.com/repos/cemsbr/yala/pulls/74/commits
68,PullRequestEvent,2017-03-09 19:40:46+00:00,72066935,cs01/gdbgui,5715368,cs01,,,109985691,,Add most recent Python versions in Travis CI,closed,False,48,"Add more recent Python versions including development branches and nightly build.

The motivation came from reading brettcannon's article : https://snarky.ca/how-to-use-your-project-travis-to-help-test-python-itself/ . Trying to activate the newest Python versions on CI jobs is in most case a win-win situation: if everything works fine, there is nothing to worry about. If an issue is spotted, it is good to know about it to fix it on your side or to open a bug on CPython ( https://bugs.python.org/ ).

Also, if a failures is spotted, you can use the allow_failures option in your matrix build (more information about this in the link above).

Also, nightly and 3.7-dev may be a bit too recent/unstable so I can remove then if need be.

More information about how this PR happened : https://github.com/SylvainDe/CIthon .

More information about the various Python versions available on Travis : https://docs.travis-ci.com/user/languages/python/ .

More information about the Python 3.6 version schedule : https://www.python.org/dev/peps/pep-0494/ .
More information about the Python 3.7 version schedule : https://www.python.org/dev/peps/pep-0537/ .",https://api.github.com/repos/cs01/gdbgui/issues/48,2017-03-09T19:40:46Z,2017-03-09T19:40:46Z,2017-03-09T19:40:46Z,1,4,0,1,[],[],[],[],cs01,5715368,User,False,[],https://github.com/cs01/gdbgui/pull/48.patch,https://api.github.com/repos/cs01/gdbgui/pulls/48/commits
177,PullRequestEvent,2018-01-04 10:24:39+00:00,20857415,Kuniwak/vint,1124024,Kuniwak,,,161092202,,WIP: Fix #256,open,False,257,,https://api.github.com/repos/Kuniwak/vint/issues/257,,,2018-01-04T10:24:39Z,1,10,2,2,OWNER,[],[],[],,,,,[],https://github.com/Kuniwak/vint/pull/257.patch,https://api.github.com/repos/Kuniwak/vint/pulls/257/commits
191,PullRequestEvent,2016-08-29 00:21:03+00:00,10074815,berdario/pew,752835,berdario,,,55555830,,Allow PATH completion in Bash,closed,False,85,Allow `PATH` competition in Bash.,https://api.github.com/repos/berdario/pew/issues/85,,2016-08-29T00:21:03Z,2016-08-29T00:21:03Z,1,1,1,1,[],[],[],[],,,,,[],https://github.com/berdario/pew/pull/85.patch,https://api.github.com/repos/berdario/pew/pulls/85/commits
193,PullRequestEvent,2018-03-27 02:48:21+00:00,10074815,berdario/pew,752835,berdario,,,175722739,,Put a space after VIRTUAL_ENV basename,closed,False,184,"Before:
VEhost ~ $

After:
VE host ~ $",https://api.github.com/repos/berdario/pew/issues/184,2018-03-27T02:48:21Z,2018-03-27T02:48:21Z,2018-03-27T02:48:21Z,1,1,1,1,NONE,[],[],[],berdario,752835,User,False,[],https://github.com/berdario/pew/pull/184.patch,https://api.github.com/repos/berdario/pew/pulls/184/commits
199,PullRequestEvent,2017-01-20 14:40:45+00:00,44054354,dabeaz/curio,251611,swfiua,,,102473831,,Don't try and select until after ready events have been processed,open,False,159,"Previous attempts to solve #75 included moving _init_loopback_task outside the main run() loop.

This fails to solve the problem because new tasks are simply added to the *ready* queue and that is not processed until the selector is called to look for new events.

This fixes #75 by moving the selector code and subsequent processing of events to the end of the run loop.

It does indeed solve the problem on windows, so far without an increase in stinging bad density.

It should be noted I'm quite out of my depth at this point, so proceed with caution!",https://api.github.com/repos/dabeaz/curio/issues/159,,,2017-01-20T14:40:45Z,2,41,39,1,[],[],[],[],,,,,[],https://github.com/dabeaz/curio/pull/159.patch,https://api.github.com/repos/dabeaz/curio/pulls/159/commits
210,PullRequestEvent,2017-10-31 17:05:56+00:00,309235,gmr/rejected,49469,gmr,,,149825640,,Add SSL connection flag support to configuration,closed,False,20,"The [Configuration Example](https://rejected.readthedocs.io/en/latest/example_config.html) page indicates that it's possible to set an `ssl` flag on a connection, but currently that flag is ignored and not set in `pika.ConnectionParameters`.

This PR adds support for an `ssl` configuration flag on the consumer connection (which defaults to `False`).",https://api.github.com/repos/gmr/rejected/issues/20,2017-10-31T17:05:56Z,2017-10-31T17:05:56Z,2017-10-31T17:05:56Z,2,18,15,2,NONE,[],[],[],gmr,49469,User,False,[],https://github.com/gmr/rejected/pull/20.patch,https://api.github.com/repos/gmr/rejected/pulls/20/commits
