,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
5,PullRequestEvent,2016-04-07 12:04:55+00:00,54391698,jd/pifpaf,2644,jd,,,65354420,,rabbitmq: Allow to use rabbitmqctl,closed,False,3,,https://api.github.com/repos/jd/pifpaf/issues/3,2016-04-07T12:04:55Z,2016-04-07T12:04:55Z,2016-04-07T12:04:55Z,2,76,36,3,[],[],[],[],jd,2644,User,False,[],https://github.com/jd/pifpaf/pull/3.patch,https://api.github.com/repos/jd/pifpaf/pulls/3/commits
7,PullRequestEvent,2016-04-27 14:28:52+00:00,54391698,jd/pifpaf,229453,Natim,,,68062923,,Add a link to the github repository in the pypi description.,open,False,9,,https://api.github.com/repos/jd/pifpaf/issues/9,,,2016-04-27T14:28:52Z,1,1,1,1,[],[],[],[],,,,,[],https://github.com/jd/pifpaf/pull/9.patch,https://api.github.com/repos/jd/pifpaf/pulls/9/commits
11,PullRequestEvent,2016-09-06 14:07:17+00:00,2537101,phn/jdcal,14165261,James-Dengel,,,84128821,,change to use setuptools so that we can create a wheel,open,False,7,"Please can we switch to setup tools, I have briefly tested this but i don't use the whole set of functions.
I use a lot of packaging that uses wheels, this means we can create wheels. Simple really. :)",https://api.github.com/repos/phn/jdcal/issues/7,,,2016-09-06T14:07:16Z,1,1,1,1,[],[],[],[],,,,,[],https://github.com/phn/jdcal/pull/7.patch,https://api.github.com/repos/phn/jdcal/pulls/7/commits
42,PullRequestEvent,2016-08-08 20:53:15+00:00,46566669,jaraco/irc,1568020,aldum,,,80520014,,Fix crash on non-UTF-8 encoded messages,open,False,104,,https://api.github.com/repos/jaraco/irc/issues/104,,,2016-08-08T20:53:15Z,1,7,4,1,[],[],[],[],,,,,[],https://github.com/jaraco/irc/pull/104.patch,https://api.github.com/repos/jaraco/irc/pulls/104/commits
56,PullRequestEvent,2018-05-29 11:34:30+00:00,55258005,jopohl/urh,18219846,jopohl,,,191115941,,consider hidden zeros for show selection in interpretation fix #442,open,False,450,,https://api.github.com/repos/jopohl/urh/issues/450,,,2018-05-29T11:34:30Z,1,25,3,4,OWNER,[],[],[],,,,,[],https://github.com/jopohl/urh/pull/450.patch,https://api.github.com/repos/jopohl/urh/pulls/450/commits
60,PullRequestEvent,2018-06-22 09:49:56+00:00,55258005,jopohl/urh,18219846,jopohl,,,196670577,MDExOlB1bGxSZXF1ZXN0MTk2NjcwNTc3,make relative external programs paths relative to project path,closed,False,471,,https://api.github.com/repos/jopohl/urh/issues/471,2018-06-22T09:49:56Z,2018-06-22T09:49:56Z,2018-06-22T09:49:56Z,8,12,7,5,OWNER,[],[],[],jopohl,18219846,User,False,[],https://github.com/jopohl/urh/pull/471.patch,https://api.github.com/repos/jopohl/urh/pulls/471/commits
250,PullRequestEvent,2012-02-28 22:02:07+00:00,1258258,gotcha/ipdb,630271,pjdelport,,,851979,,Python 3 support,open,[],16,This makes ipdb compatible with Python 3.,https://github.com/gotcha/ipdb/issues/16,,,2012-02-28T22:02:05Z,7,9,5,4,[],[],[],[],,,,,[],https://github.com/gotcha/ipdb/pull/16.patch,[]
326,PullRequestEvent,2017-08-29 08:11:50+00:00,82588597,youfou/wxpy,13285764,pangshou,,,138114735,,message.py,closed,False,171,fix print str for msg _ MAP,https://api.github.com/repos/youfou/wxpy/issues/171,,2017-08-29T08:11:50Z,2017-08-29T08:11:50Z,1,554,0,1,[],[],[],[],,,,,[],https://github.com/youfou/wxpy/pull/171.patch,https://api.github.com/repos/youfou/wxpy/pulls/171/commits
343,PullRequestEvent,2018-07-21 17:57:21+00:00,61384494,zeth/inputs,945574,zeth,,,203020263,MDExOlB1bGxSZXF1ZXN0MjAzMDIwMjYz,V0.3,closed,False,39,Update version number to 0.3.,https://api.github.com/repos/zeth/inputs/issues/39,2018-07-21T17:57:21Z,2018-07-21T17:57:21Z,2018-07-21T17:57:21Z,2,10,9,2,OWNER,[],[],[],zeth,945574,User,False,[],https://github.com/zeth/inputs/pull/39.patch,https://api.github.com/repos/zeth/inputs/pulls/39/commits
351,PullRequestEvent,2017-09-25 15:59:18+00:00,11167307,Knio/pynmea2,8294191,proximous,,,142921424,,"Add support for SXN21,22,23,24 and test for 23",open,False,69,"Add support for Seapath MRU Seatex proprietary messages.

Include test case for 23.  My device is currently only outputting 20 and 23, so I don't have real data to test the other messages at this time.",https://api.github.com/repos/Knio/pynmea2/issues/69,,,2017-09-25T15:59:18Z,1,49,0,2,NONE,[],[],[],,,,,[],https://github.com/Knio/pynmea2/pull/69.patch,https://api.github.com/repos/Knio/pynmea2/pulls/69/commits
359,PullRequestEvent,2015-02-17 04:12:55+00:00,18305821,Trii/NoseGAE,193864,sadovnychyi,,,29417054,,Prepend GAE lib directory to path instead of append,open,False,25,#21 #23,https://api.github.com/repos/Trii/NoseGAE/issues/25,,,2015-02-17T04:12:54Z,1,1,1,1,[],[],[],[],,,,,[],https://github.com/Trii/NoseGAE/pull/25.patch,https://api.github.com/repos/Trii/NoseGAE/pulls/25/commits
362,PullRequestEvent,2017-11-15 12:04:11+00:00,93703838,ahawker/ulid,16239342,pyup-bot,,,152756798,,pyup.io:  Scheduled daily dependency update on wednesday,open,False,75,"


## Updates
Here's a list of all the updates bundled in this pull request. I've added some links to make it easier for you to find all the information you need.
<table align=""center"">

<tr>
<td><b>pytest</b></td>
<td align=""center"">3.2.3</td>
<td align=""center"">&raquo;</td>
<td align=""center"">3.2.5</td>
<td>
     <a href=""https://pypi.python.org/pypi/pytest"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest/issues"">Repo</a> | <a href=""http://pytest.org"">Homepage</a> 

</td>

</tr>
</table>



## Changelogs


### pytest 3.2.3 -> 3.2.5

>### 3.2.5

>=========================

>Bug Fixes
>---------

>- Remove ``py&lt;1.5`` restriction from ``pytest`` as this can cause version
>  conflicts in some installations. (`2926
>  &lt;https://github.com/pytest-dev/pytest/issues/2926&gt;`_)




>### 3.2.4

>=========================

>Bug Fixes
>---------

>- Fix the bug where running with ``--pyargs`` will result in items with
>  empty ``parent.nodeid`` if run from a different root directory. (`2775
>  &lt;https://github.com/pytest-dev/pytest/issues/2775&gt;`_)

>- Fix issue with ``pytest.parametrize`` if argnames was specified as keyword arguments.
>  (`2819 &lt;https://github.com/pytest-dev/pytest/issues/2819&gt;`_)

>- Strip whitespace from marker names when reading them from INI config. (`2856
>  &lt;https://github.com/pytest-dev/pytest/issues/2856&gt;`_)

>- Show full context of doctest source in the pytest output, if the line number of
>  failed example in the docstring is &lt; 9. (`2882
>  &lt;https://github.com/pytest-dev/pytest/issues/2882&gt;`_)

>- Match fixture paths against actual path segments in order to avoid matching folders which share a prefix.
>  (`2836 &lt;https://github.com/pytest-dev/pytest/issues/2836&gt;`_)

>Improved Documentation
>----------------------

>- Introduce a dedicated section about conftest.py. (`1505
>  &lt;https://github.com/pytest-dev/pytest/issues/1505&gt;`_)

>- Explicitly mention ``xpass`` in the documentation of ``xfail``. (`1997
>  &lt;https://github.com/pytest-dev/pytest/issues/1997&gt;`_)

>- Append example for pytest.param in the example/parametrize document. (`2658
>  &lt;https://github.com/pytest-dev/pytest/issues/2658&gt;`_)

>- Clarify language of proposal for fixtures parameters (`2893
>  &lt;https://github.com/pytest-dev/pytest/issues/2893&gt;`_)

>- List python 3.6 in the documented supported versions in the getting started
>  document. (`2903 &lt;https://github.com/pytest-dev/pytest/issues/2903&gt;`_)

>- Clarify the documentation of available fixture scopes. (`538
>  &lt;https://github.com/pytest-dev/pytest/issues/538&gt;`_)

>- Add documentation about the ``python -m pytest`` invocation adding the
>  current directory to sys.path. (`911
>  &lt;https://github.com/pytest-dev/pytest/issues/911&gt;`_)











That's it for now!

Happy merging! 🤖
",https://api.github.com/repos/ahawker/ulid/issues/75,,,2017-11-15T12:04:10Z,1,1,1,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/ahawker/ulid/pull/75.patch,https://api.github.com/repos/ahawker/ulid/pulls/75/commits
