,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
5,IssueCommentEvent,2017-12-04 21:39:42+00:00,73567304,ofek/bit,4624114,teran-mckinney,,,279130584,349114750,No problem. Thank you for merging! Will try to alphabetically sort next time.,{},CONTRIBUTOR,User,False
10,IssueCommentEvent,2017-07-03 06:37:18+00:00,54391698,jd/pifpaf,200878,sileht,,,240073475,312561198,"Pull-request updated, HEAD is now 61edf425d0589998d876324d08e0ea8d5f38e13c",{},,User,False
12,IssueCommentEvent,2018-02-05 14:28:57+00:00,54391698,jd/pifpaf,29290835,pastamaker[bot],,,293925826,363100202,"Tests ERROR for HEAD 116e63a58341f9dac5552ea8102e1107190c5810

- [JOB #0](https://api.travis-ci.org/jobs/337572898/log): ERRORED
- [JOB #1](https://api.travis-ci.org/jobs/337572899/log): ERRORED
- [JOB #2](https://api.travis-ci.org/jobs/337572900/log): ERRORED",{},NONE,Bot,False
32,IssueCommentEvent,2015-05-26 08:41:35+00:00,25983331,fnl/segtok,109501,fnl,,,80834322,105446410,"If a split is ambiguous, as in this case, or does not follow correct orthography, as is also the case, the patterns segtok uses do not indicate a split.

I.e., if you wish to use segtok on ""noisy"" texts with poor orthography, you might find yourself in trouble. 

Either clean up those cases prior to feeding data to segtok or you might be better of with a statistical splitter like Punkt, which tend to oversplit on text with good orthography.

Hope this advice helps you somehow and will close the issue.",{},,User,False
40,IssueCommentEvent,2015-12-09 20:41:33+00:00,46566669,jaraco/irc,10827635,romainFan3466,,,121289939,163385948,"Sorry, I apologize, I forgot to wrap the `listen_to()` function into a thread, otherwise it run out into an infinite loop and `process_forever` is never executed ",{},,User,False
41,IssueCommentEvent,2015-11-20 14:49:09+00:00,46566669,jaraco/irc,308610,jaraco,,,118056092,158421736,"I don't believe there is. Instead, a method is called if it matches the specific message type. I imagine a client could easily alias a single method with two names. I.e. `on_privmsg = on_pubmsg` or similar.

----------------------------------------
Original comment by: Jason R. Coombs
",{},,User,False
42,IssueCommentEvent,2015-11-20 14:47:55+00:00,46566669,jaraco/irc,308610,jaraco,,,118055813,158421069,"No response from OP. Please feel free to follow up with more detail behind your motivations.

----------------------------------------
Original comment by: Jason R. Coombs
",{},,User,False
43,IssueCommentEvent,2015-12-11 16:57:29+00:00,46566669,jaraco/irc,308610,jaraco,,,121289939,163989836,Glad it's working for you!,{},,User,False
54,IssueCommentEvent,2018-04-22 16:59:30+00:00,55258005,jopohl/urh,18283204,andynoack,,,316590750,383396088,"We have changed the padding algorithm (already before 2.0.1) for CRCs. Earlier there was a padding to multiple of 8 Bits, that is removed now. This may explain the different expected values, because now it is possible to calculate CRCs over 3 bits like in your test (note that 2 and 3 are no valid Bit values).",{},COLLABORATOR,User,False
57,IssueCommentEvent,2017-07-20 06:36:41+00:00,55258005,jopohl/urh,30235389,Minzunu,,,244259018,316610824,Home share github and open run all,{},,User,False
68,IssueCommentEvent,2018-01-12 06:53:45+00:00,55258005,jopohl/urh,18219846,jopohl,,,286441969,357157820,Could you upload a signal from this protocol so we can have a look at it in URH?,{},OWNER,User,False
87,IssueCommentEvent,2017-09-06 21:01:57+00:00,4295983,loli/medpy,832894,loli,,,255707275,327611768,Added with eaf5330,{},OWNER,User,False
103,IssueCommentEvent,2016-07-10 22:21:17+00:00,20479128,amol-/depot,1154044,rlam3,,,163063880,231614365,"@amol What I am most confused is where should the file be saved prior to me passing the reference to the file? Because to me, the file is on the users' file system not mine. 

And I am expecting the user to upload multiple files. Assuming that there are 10 files per upload request with an average size of 3-4MB per file, that is a large upload which could take some time from the users' end. In addition, thumbnails are created per file due to the custom filter attachment. 
Therefore I would need to do a for loop for each file that has been uploaded and set the field via sqlalchemy depot in order for depot to know where to upload to. 


",{},,User,False
114,IssueCommentEvent,2015-08-07 15:57:45+00:00,27924304,cdent/gabbi,34498,cdent,,,98590084,128746479,"I merged in the start, cuz why not. Feel free to either keep this issue open or make a new one that describes the next steps.",{},,User,False
