,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
2,IssueCommentEvent,2017-12-17 12:09:47+00:00,73567304,ofek/bit,32176650,bjarnemagnussen,,,282664967,352251243,"In the current master-branch it would definately make sense to add an exception if trying to send any address that does not start with a 1 (i.e. to a non-P2PKH address). But regarding my branch that is a work-in-progress adding P2SH functionality, sending to a P2SH address (starting with a 3) would work, but there is/was a bug. 

See here to read about the bug: 
https://github.com/ofek/bit/pull/12/files/a81726e03230f63ce7428a941cbda6111cd4816e#diff-343cb9c183b69e67b2df6d3a57facd78L140

and here to see a simple fix: 
https://github.com/bjarnemagnussen/bit/blob/7dfdf61e8e5a4136e811d1269290f6b310f1ed2b/bit/transaction.py#L248",{},NONE,User,False
15,IssueCommentEvent,2018-04-20 08:36:03+00:00,123098209,FeeiCN/ESD,22216867,zhaoyuyuan,,,316176217,383026390,额，控制dns并发量了，看晕乎了。但是第一点还是不太理解呀,{},NONE,User,False
18,IssueCommentEvent,2015-02-26 05:47:44+00:00,20087961,T0ha/ezodf,2689585,T0ha,,,46857748,76125950,"May be I'm wrong, but what's `file_content` for? Are you going to open file and ByteStream at once?
Seems it's better to check if filename instance of StringIO or string.",{},,User,False
37,IssueCommentEvent,2018-07-07 15:18:37+00:00,55258005,jopohl/urh,18219846,jopohl,,,309933013,403222715,"Nice, I updated the bundled Lime driver a while ago, seems like supported was added with that version. Thanks for verifying!",{},OWNER,User,False
40,IssueCommentEvent,2017-04-27 05:04:06+00:00,55258005,jopohl/urh,18219846,jopohl,,,224532887,297612654,"There was indeed an update in LimeSuite that causes this error. I opened #253 for and I am working on a fix, so closing this one.",{},,User,False
52,IssueCommentEvent,2017-03-07 14:17:44+00:00,55258005,jopohl/urh,18283204,andynoack,,,212437142,284733259,"I added it to the backend, GUI implementation will be done in a larger refactoring cycle",{},,User,False
70,IssueCommentEvent,2017-11-14 22:19:08+00:00,107533067,cjrh/aiorun,2354108,coveralls,,,273692773,344418294,"
[![Coverage Status](https://coveralls.io/builds/14203738/badge)](https://coveralls.io/builds/14203738)

Coverage remained the same at 100.0% when pulling **36da52ee3c8a70d2b5e0b276e709add69b9f63e7 on loop-close-optional** into **9500c03e8a3476d38af530f264b8358f7a36aa23 on master**.
",{},NONE,User,False
74,IssueCommentEvent,2017-11-18 17:17:25+00:00,72066935,cs01/gdbgui,5715368,cs01,,,255156566,345456534,I would suggest you file this in gdb's bug tracker. I'm going to close here. Let me know if you have any objections. Thanks for filing the issue.,{},OWNER,User,False
76,IssueCommentEvent,2017-08-04 10:57:07+00:00,72066935,cs01/gdbgui,829167,mestaritonttu,,,236119511,320220655,"What are the specific problems? I skimmed through https://github.com/cs01/gdbgui/blob/master/gdbgui/static/css/gdbgui.css but could not find anything that stuck out.
This test did not complain anything about Firefox (but maybe it is outdated): https://www.browseemall.com/Compatibility/ValidateCSS",{},,User,False
77,IssueCommentEvent,2017-11-02 05:52:06+00:00,72066935,cs01/gdbgui,5715368,cs01,,,270525223,341324542,"Thanks. That's good, it's the latest version.  

If there is no error in the terminal, I imagine you are getting one in the browser.  Can you open the browser developer console (ctrl+shift+i) in chrome, reload the page, and let me know what text, if any, is displayed?

Also, it might be helpful to see the output of ""pip freeze"". Using a virtual environment often helps too, if you aren't already.  ",{},OWNER,User,False
84,IssueCommentEvent,2016-09-13 05:00:23+00:00,9896961,dbrgn/RPLCD,5597505,vitasam,,,174997353,246574393,"Hi,
it works now, after I did an update:
```
pi@raspberrypi:~ $ cat PythonStuff/LCD16x2/rplcd_test.py
from RPLCD import CharLCD
from RPLCD import CharLCD, BacklightMode
import time

lcd = CharLCD(pin_rs=13, pin_backlight=10, backlight_enabled=True, backlight_mode=BacklightMode.active_high)
lcd.write_string(u'Raspberry Pi HD44780')
lcd.backlight = True
time.sleep(2)
lcd.backlight = False
lcd.close()
```

I just started an open project but it was without your library. I will update the project to RPLCD and will send you a link :)

Is it Ok if my project under GPL v 3 license and your code is under MIT?

",{},,User,False
87,IssueCommentEvent,2016-07-09 12:18:00+00:00,48198706,dschep/ntfy,6839756,rahiel,,,163511086,231531686,Thanks for the PR! I've released a new version with python 2 support.,{},,User,False
138,IssueCommentEvent,2016-04-29 10:04:59+00:00,1258258,gotcha/ipdb,105204,gotcha,,,135676052,215675313,"@fvisin Is this happening only with Python 3.5 ?
I cannot reproduce with 3.4.",{},,User,False
140,IssueCommentEvent,2017-04-20 10:21:01+00:00,5450742,klen/pylama,12380813,not-raspberry,,,222810254,295669713,https://github.com/PyCQA/pydocstyle/commit/13159ede09bc67c939493b150a8e3ecfa525b6fc#diff-2031238ddd3b79ef5acbb2277c140700L6,{},,User,False
145,IssueCommentEvent,2015-01-24 23:54:35+00:00,4946406,mher/flower,485054,mozillazg,,,55114586,71343602,@mher Done.,{},,User,False
146,IssueCommentEvent,2016-08-24 20:52:16+00:00,4946406,mher/flower,2711700,sshishov,,,139838062,242204147,But in configuration it is stated that you can configure: [Configuration](http://mher.github.io/flower/config.html),{},,User,False
148,IssueCommentEvent,2015-08-10 17:14:47+00:00,4946406,mher/flower,253664,pygeek,,,99721368,129530580,"Also, note that without this fix, .5 build fails on install.",{},,User,False
149,IssueCommentEvent,2016-05-28 12:35:21+00:00,4946406,mher/flower,691049,mher,,,149629093,222306338,flower keeps event db in memory. You can use flower API to query it from external tools.,{},,User,False
154,IssueCommentEvent,2017-10-27 00:39:20+00:00,95191952,rainx/pytdx,101971,rainx,,,268638176,339840045,"可以加我的微信 rainx1982 , 付费用户部分如果是加密传输的，不建议公开代码，还是有一定的风险的",{},OWNER,User,False
159,IssueCommentEvent,2016-01-16 12:00:24+00:00,1347652,scoder/lupa,107893,kmike,,,91358892,172196265,"lupa doesn't bundle luajit, is there anything to update in lupa to support 2.0.4?",{},,User,False
162,IssueCommentEvent,2015-11-30 15:34:19+00:00,30489193,stuaxo/vext,179677,stuaxo,,,119503358,160662672,"python3 is not supported yet, due to differences in the import system.

https://github.com/stuaxo/vext/issues/1


There is another bug in that the install shouldn't have got that far.",{},,User,False
186,IssueCommentEvent,2018-06-10 12:05:18+00:00,93703838,ahawker/ulid,16239342,pyup-bot,,,330881339,396043827,Closing this in favor of #184,{},CONTRIBUTOR,User,False
198,IssueCommentEvent,2015-08-11 13:59:54+00:00,10074815,berdario/pew,925560,Lucas-C,,,100046510,129886619,"I'm going to copy Python 3.4 [shutil.which](https://hg.python.org/cpython/file/tip/Lib/shutil.py#l1072) code:

    $ python3.4 -c 'from shutil import which; print(which(""python""))'
    /usr/bin/python",{},,User,False
201,IssueCommentEvent,2017-11-14 17:22:43+00:00,34402403,bndr/pipreqs,4490787,shivdhwaj,,,273338578,344332657,"0.4.9

#Cheers,

[image: photo]
*Shivdhwaj Pandey*
Coder, Developer, Programmer, Consultant
+917387767716 | shivdhwaj@gmail.com
<http://in.linkedin.com/in/shivdhwajpandey>  <http://twitter.com/shivdhwaj>
<http://www.facebook.com/shivdhwaj>  <http://github.com/shivdhwaj>
<http://opentechlabs.blogspot.com/>

On 14 November 2017 at 09:17, Jon Banafato <notifications@github.com> wrote:

> Which version of pipreqs are you using? Can you provide a minimal example
> that fails?
>
> —
> You are receiving this because you authored the thread.
> Reply to this email directly, view it on GitHub
> <https://github.com/bndr/pipreqs/issues/106#issuecomment-344138080>, or mute
> the thread
> <https://github.com/notifications/unsubscribe-auth/AESGI-_fWMgVCK4ud5gqcTfco0B59080ks5s2Q1kgaJpZM4QbXU8>
> .
>
",{},NONE,User,False
206,IssueCommentEvent,2017-11-14 03:47:47+00:00,34402403,bndr/pipreqs,392720,jonafato,,,273338578,344138080,Which version of pipreqs are you using? Can you provide a minimal example that fails?,{},COLLABORATOR,User,False
213,IssueCommentEvent,2016-04-01 15:15:49+00:00,44054354,dabeaz/curio,350836,dabeaz,,,118587582,204434497,"So, now the question is where do we pick up an extra 3% in performance?  ;-). ",{},,User,False
214,IssueCommentEvent,2016-11-22 18:48:17+00:00,44054354,dabeaz/curio,2698246,imrn,,,190360264,262329200,"Ok then let's put it in the main page in some form to set the
expectations of the audience with various degree of concurrency
experience and who is after perpetual motion machines.
",{},,User,False
224,IssueCommentEvent,2016-02-25 03:42:19+00:00,5021892,hgrecco/pint,278566,hgrecco,,,136267527,188589617,Sorry for the inconvenience. We will look at it right away. Can you show me what is the calculation you are doing?,{},,User,False
226,IssueCommentEvent,2016-02-11 17:43:23+00:00,5021892,hgrecco/pint,278566,hgrecco,,,132931386,182972731,"This is due to a change in the latest NumPy. It is fixed in master as seen here 
https://travis-ci.org/hgrecco/pint/branches",{},,User,False
235,IssueCommentEvent,2017-08-08 22:21:26+00:00,6662075,joke2k/faker,89607,fcurella,,,40781326,321098435,"I'm thinking of a method with this signature:
```
def time_serie(start, end, precision, distribution):
```

`distribution` will be the function generating the values. `precision` is basically 'how often you want a datapoint'.

For example:
```
>>> import random
>>> from datetime import datetime, timedelta

>>> distribution lambda = random.uniform(0, 5)
>>> time_serie(datetime.now(), datetime.now()+timedelta(days=7), precision=timedelta(days=1), distribution=distribution)
```

The output could be an iterable of tuples, something like:
```
(
    (datetime.datetime(2017, 8, 8, 17, 9, 0, 569562), 0.767017023571912),
    (datetime.datetime(2017, 8, 9, 17, 9, 0, 569562), 0.550568452469854),
    (datetime.datetime(2017, 8, 10, 17, 9, 0, 569562), 1.8060492750124613),
    (datetime.datetime(2017, 8, 11, 17, 9, 0, 569562), 1.0195647347289332),
    (datetime.datetime(2017, 8, 12, 17, 9, 0, 569562), 4.063748959116069),
    (datetime.datetime(2017, 8, 13, 17, 9, 0, 569562), 1.2355522029691586),
    (datetime.datetime(2017, 8, 14, 17, 9, 0, 569562), 3.9570822924224434),
)
```",{},,User,False
238,IssueCommentEvent,2017-04-27 13:40:53+00:00,6662075,joke2k/faker,89607,fcurella,,,216459451,297716250,Closed By #504 ,{},,User,False
241,IssueCommentEvent,2015-06-16 15:39:24+00:00,4576441,kbandla/dpkt,4806709,brifordwylie,,,88703152,112474528,"We could pull https://pypi.python.org/pypi/ordereddict as a dependency. One of the nice things about dpkt is we have no requirements outside the standard library, seems a shame to add a dependency just for this small thing.",{},,User,False
242,IssueCommentEvent,2017-11-29 16:58:58+00:00,4576441,kbandla/dpkt,2354108,coveralls,,,277215195,347925681,"
[![Coverage Status](https://coveralls.io/builds/14422958/badge)](https://coveralls.io/builds/14422958)

Coverage remained the same at 88.441% when pulling **ae8dff3fcc0c8407f4765d5cfe41d600f3bb7e4a on crocogorical:python2.6_tox_dependencies** into **5210eed83d26414fdbbf34c24e00aa6ea6334a21 on kbandla:master**.
",{},NONE,User,False
248,IssueCommentEvent,2018-06-19 19:51:32+00:00,97612481,lh3/minimap2,11660522,wdecoster,,,333732194,398523608,"@MerillaM apologies if you already checked this, but have you tried zooming?",{},NONE,User,False
253,IssueCommentEvent,2018-02-01 02:20:11+00:00,73187175,note35/sinon,5159944,note35,,,287233190,362137083,"""MODULE"" was supposed to be used to inspect a ""module/class"".

For example:
```python
>>> spy_os = sinon.spy(os)
>>> os.system('ls')
>>> os.getenv('xxx')
>>> spy_os.callCount
2
```

I have implemented part of those features before, but later removing most of them because it's not implemented by SinonJS (iirc, it's because of the limitation in Javascript?). And as the result,  some code are remained.

You can either choose to keep them or get rid of them if needed.",{},OWNER,User,False
260,IssueCommentEvent,2015-08-28 16:24:13+00:00,33614304,nvbn/thefuck,6588,jordelver,,,69198767,135824510,"Fish shell didn't like your wildcard so I did this :)

```
$ ls -1 /usr/local/Cellar/thefuck/2.7/libexec/vendor/lib/python2.7/site-packages/
_markerlib
_psutil_osx.so
_psutil_posix.so
colorama
colorama-0.3.3-py2.7.egg-info
easy_install.py
pathlib-1.0.1-py2.7.egg-info
pathlib.py
pathlib.pyc
pkg_resources
psutil
psutil-2.2.1-py2.7.egg-info
setuptools
setuptools-18.0.1-py2.7.egg-info
six-1.9.0-py2.7.egg-info
six.py
six.pyc
```",{},,User,False
263,IssueCommentEvent,2015-05-23 15:45:50+00:00,33614304,nvbn/thefuck,1114542,nvbn,,,79876462,104915915,Thanks!,{},,User,False
267,IssueCommentEvent,2016-09-29 10:19:24+00:00,33614304,nvbn/thefuck,2354108,coveralls,,,180005147,250427279,"
[![Coverage Status](https://coveralls.io/builds/8107925/badge)](https://coveralls.io/builds/8107925)

Coverage decreased (-3.4%) to 89.49% when pulling **92133f77d6b3bbfac88e11b8269f2c7a16d2a899 on wikiti:remove-trailing-cedilla** into **9660ec7813a0e77ec3411682b0084d07b540084e on nvbn:master**.
",{},,User,False
286,IssueCommentEvent,2016-03-31 01:44:41+00:00,33614304,nvbn/thefuck,1114542,nvbn,,,144759374,203711706,"Thanks!

I've added it to appveyor.",{},,User,False
289,IssueCommentEvent,2018-02-21 14:05:32+00:00,33614304,nvbn/thefuck,5151675,rosiecakes,,,268899896,367336159,having this exact issue on mac as well - zsh 5.2 (x86_64-apple-darwin15.6.0),{},NONE,User,False
299,IssueCommentEvent,2015-05-11 12:18:01+00:00,33614304,nvbn/thefuck,1114542,nvbn,,,73353640,100889619,"@smaniato, yep, different `psutil` versions.

Try to upgrade to 1.40, probably fixed =)",{},,User,False
341,IssueCommentEvent,2016-11-25 15:00:42+00:00,15584383,proycon/flat,75427,proycon,,,170187829,262973546,Structural corrections display again.,{},,User,False
342,IssueCommentEvent,2017-11-15 19:59:03+00:00,57714220,rabitt/pysox,2354108,coveralls,,,274281072,344710553,"
[![Coverage Status](https://coveralls.io/builds/14221459/badge)](https://coveralls.io/builds/14221459)

Coverage increased (+0.004%) to 98.751% when pulling **74a3b51908b982f4e1a418e2f4038c449e893b0f on psobot:psobot/named-logger** into **49dfb162f2fb360df2d403ac49c6a340624e132f on rabitt:master**.
",{},NONE,User,False
349,IssueCommentEvent,2017-02-07 23:08:57+00:00,14900247,skoczen/will,7936439,brandonsturgeon,,,118049590,278174616,"Here's some documentation about where we could get started with this:

http://www.ibm.com/watson/developercloud/doc/getting_started/

And here's the watson python sdk: https://github.com/watson-developer-cloud/python-sdk

It certainly doesn't look like something we can just plug in, it would probably be a bit more involved. If we did end up going through the trouble to add it, we should probably make sure it's a bigger piece of Will with a fair amount of complexity.",{},,User,False
352,IssueCommentEvent,2016-07-18 01:14:50+00:00,14900247,skoczen/will,6148562,YesThat,,,165876402,233215176,"Odd, the variables must have been wiped out when I used "">"" as a quote for the formatting here on github.  There are indeed valid entries in all of those variables.   The username is of the format 123456_78901234@chat.hipchat.com where the password works (I verify this by manually copy and pasting those vars in to a hipchat session and seeing them auth.

Which *type* of v2 token should I be using there?  I see various v2 types of tokens, view group, administer group, etc, etc. ",{},,User,False
353,IssueCommentEvent,2015-07-28 11:50:07+00:00,17250474,szaghi/FoBiS,279612,zbeekman,,,97560749,125572172,Thanks so much!,{},,User,False
359,IssueCommentEvent,2017-05-25 22:22:25+00:00,10144140,Diaoul/enzyme,20629530,aulemahal,,,231473437,304140563,@Diaoul I have a pull request waiting for this. Please check  and merge the other one when you have time!,{},,User,False
371,IssueCommentEvent,2016-05-18 04:39:01+00:00,45852176,arose/nglview,4451957,hainm,,,155164998,219923331,does it only support python2? I saw the `print` syntax.,{},,User,False
373,IssueCommentEvent,2018-07-27 20:21:28+00:00,45852176,arose/nglview,4451957,hainm,,,345210826,408528824,"uhm, why didn't you just say that from the beginning. :)

Try 
```python
from traitlets import link

link((view, 'frame'), (your_own_widge, 'your_attribute'))
```

Search `link` in this file to see example: https://github.com/arose/nglview/blob/master/nglview/player.py",{},COLLABORATOR,User,False
376,IssueCommentEvent,2018-04-23 20:48:32+00:00,77868600,benjaminp/six,5013144,nat-goodspeed,,,316080715,383717731,Evidently my premise was mistaken: `__import__()` does honor PEP 302 import hooks. Therefore this PR is unnecessary.,{},NONE,User,False
377,IssueCommentEvent,2017-09-17 18:19:27+00:00,77868600,benjaminp/six,219470,benjaminp,,,224817742,330067409,"We can't really change the behavior of `raise_from` now, though maybe a new function would be okay. Only question is what to name it. :)",{},OWNER,User,False
378,IssueCommentEvent,2018-03-21 20:28:45+00:00,36242853,bjodah/chempy,10896114,saraaamin,,,306251413,375084749,"found another case where the result is unbalanced and not sure why it's giving back the wrong answer:
> 
> {'C3H4O3': 1, 'H3PO4': 1}
> {'C3H6O3': 2} ",{},NONE,User,False
383,IssueCommentEvent,2017-04-13 14:30:14+00:00,23242753,c-w/Gutenberg,2354108,coveralls,,,221576787,293912064,"
[![Coverage Status](https://coveralls.io/builds/11072979/badge)](https://coveralls.io/builds/11072979)

Coverage decreased (-0.6%) to 95.852% when pulling **ea6369a82130eadce79082a8c6e15517978b5fa0 on issue_81** into **4fd78daf0c0872bafe45002b3db0a009ac5084f7 on master**.
",{},,User,False
391,IssueCommentEvent,2018-03-17 15:07:48+00:00,63429822,ericmjl/nxviz,16239342,pyup-bot,,,306162468,373927071,Closing this in favor of #283,{},COLLABORATOR,User,False
393,IssueCommentEvent,2017-11-09 12:59:48+00:00,63429822,ericmjl/nxviz,2631566,ericmjl,,,246955198,343147297,"ping @basselhak, @titipata & @cjyoon - I have just pushed up to master this feature request. Currently only worked out for CircosPlots. Could you all download it and give it a shot? ",{},OWNER,User,False
395,IssueCommentEvent,2018-01-05 02:19:17+00:00,63429822,ericmjl/nxviz,16239342,pyup-bot,,,284391960,355455451,Closing this in favor of #226,{},COLLABORATOR,User,False
396,IssueCommentEvent,2017-04-17 22:07:47+00:00,52479456,etingof/pysmi,17447359,etingof,,,222219329,294608294,"> is this in pip already or is compiling the only way to get it? Just asking for my cookbook :-)

Not it pip yet, but you can [link a repo](http://stackoverflow.com/questions/16584552/how-to-state-in-requirements-txt-a-direct-github-source) in the meanwhile.",{},,User,False
397,IssueCommentEvent,2017-02-15 19:55:59+00:00,30492678,facetoe/zenpy,3164015,jgillmanjr,,,207852628,280120665,"You'll also notice commit [f229d5f](https://github.com/facetoe/zenpy/pull/101/commits/f229d5fc6a9a8c6ff0546293feb495daecc374bd).

This is because up to this point, getting child events was broken

```
In [20]: event_genset = zclient.tickets.events(start_time=1487181641)

In [21]: event = event_genset.next()

In [22]: event
Out[22]: [TicketEvent(id=247312521647)]

In [23]: event.child_events
---------------------------------------------------------------------------
AttributeError                            Traceback (most recent call last)
<ipython-input-23-05ab45ed4b73> in <module>()
----> 1 event.child_events

/usr/local/lib/python3.4/dist-packages/zenpy/lib/api_objects.py in child_events(self)
    846 
    847         if self.api and self._child_events:
--> 848             return self.api._get_child_events(self._child_events)
    849 
    850     @child_events.setter

AttributeError: 'TicketApi' object has no attribute '_get_child_events'
```",{},,User,False
400,IssueCommentEvent,2016-01-06 03:19:18+00:00,17867599,fprimex/zdesk,614790,fprimex,,,125065939,169208420,"Hi,

There is no need to transform the response using `response.json()`. What is returned from the `search` method will be a `dict` corresponding to the JSON that was returned by the request.

I recommend having a look at the output of `print(type(response))` and also `pprint(response)` (after doing `from pprint import pprint` of course). What you will see is that `response` is a `dict`, and that the structure of it is something like `{ 'results' : [ <result json 1>, <result json 2>, ...], <other attributes of search result json>, ...}`. So what you'll want to actually iterate over is `for result in response['results']:`, usually.

Please have a look specifically at the ""JSON Format"" and example output provided:

https://developer.zendesk.com/rest_api/docs/core/search#json-format

Let me know if this resolves the issue for you.",{},,User,False
404,IssueCommentEvent,2015-04-28 12:50:49+00:00,27279174,garnaat/kappa,10010231,landscape-bot,,,71581245,97051207,"[![Code Health](https://landscape.io/badge/153698/landscape.svg?style=flat)](https://landscape.io/diff/140691)
Code quality remained the same when pulling **[50b2aa7](https://github.com/garnaat/kappa/commit/50b2aa7ed4cba38032c396e10b70e1b9d8be59e2) on garnaat:fix-examples** into **[cb38fe5](https://github.com/garnaat/kappa/commit/cb38fe5524428e6fdb47d71c2d3b7af81a6d08a8) on garnaat:develop**.",{},,User,False
409,IssueCommentEvent,2017-11-25 00:29:06+00:00,6810140,gleitz/howdoi,395254,gleitz,,,276481703,346909065,Awesome!,{},OWNER,User,False
421,IssueCommentEvent,2017-03-03 22:13:56+00:00,2092610,ja11sop/cuppa,933977,ja11sop,,,209932974,284084921,I don't have a lot of experience with using `shell=True` - are the warnings around the use of this argument relevant to our use-case here? Should this be configurable or a default assuming this (as it appears) is the best option?,{},,User,False
426,IssueCommentEvent,2016-12-04 20:02:51+00:00,27025717,jaedb/spotmop,1711444,jaedb,,,143593189,264727025,"This uses a `PlayerService` model, which you can see here: https://github.com/jaedb/spotmop/blob/master/src/app/player/service.js

I'm full swing in development of a revamped version of Spotmop, called [Iris](https://github.com/jaedb/Iris). You could try running Iris to see if you experience the same issues. ",{},,User,False
447,IssueCommentEvent,2017-04-17 19:55:58+00:00,11815672,nicodv/kmodes,3716227,nicodv,,,222077543,294573242,"Since it seems reasonable to have users present pandas DataFrames as inputs to the algorithm, it's probably a good idea to include a check (e.g., `'pandas' in str(X.__class__)`) and do a `X.values` if True.

Alternatively, make sure all operations (such as the one that caused this bug) support DataFrames, but that's hard to implement and check consistently.",{},,User,False
455,IssueCommentEvent,2018-04-17 21:14:44+00:00,7568434,paulfitz/daff,118367,paulfitz,,,314712924,382148815,"Merged a `--fail-if-diff` flag, see `daff help`.  Feel free to reopen if it doesn't work for you.  Cheers!",{},OWNER,User,False
461,IssueCommentEvent,2016-12-24 00:41:18+00:00,7568434,paulfitz/daff,1596071,jheeffer,,,197309348,269060555,"Looks good! So if I get it correctly, the eol of the first line of one of the two files will be used? I guess that's a good enough solution, if it's clear which file the eol's are used from (if they conflict). No need to do it on a per line basis most likely.",{},,User,False
463,IssueCommentEvent,2016-09-17 19:06:19+00:00,19384977,peplin/pygatt,2152464,dcliftreaves,,,177527399,247798230,"I don't think the 1 second approach is a great idea. 
My infinite loop approach may not be great but you could put a for loop there with a 0.25 wait and have it run enough times to retry for 5 seconds or so.

The problem with what you have done is that the serial port re-appearing is heavily dependent on drivers and CPU load and your OS in general. I don't think 1 second will work for everyone all the time. Having a ~5 second timeout is reasonable though. (Or you can tie it to the timeout passed in.)

The issue with missing the system_boot event is due to timing. If you can't catch the serial port and open it before the device decides to simply output that message then you miss it. So it is essentially a race. I was trying to build it so that it would catch it but I certainly can understand that is a bad idea. It is very likely that on some systems you will never be able to catch it. It is also possible that older versions of the FW might not even emit it.

I did actually know about the tty enumeration issue. This is very common and an OS/driver issue essentially. What happens is that the timeout for waiting to find out if a device has disappeared is longer than the wait time to create a device is a new one has appeared. The OS (like in many other scenarios) just increments a counter because it would rather not have collisions then assume something is the same thing. I don't know of a great work around for this issue. My computer appears to be fast enough to not run into the problem. But, I have a windows system I run this on that has had this issue many times when I was unplugging and re-plugging the device physically. I had to implement a system where I counted to 10 before plugging it back in. That was one of the things that made me what to create a software solution for this.

",{},,User,False
