,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
13,PullRequestEvent,2018-06-27 21:51:06+00:00,138318038,komuw/naz,5163857,komuw,,,197863544,MDExOlB1bGxSZXF1ZXN0MTk3ODYzNTQ0,Rate limit,open,False,4,"Thank you for contributing to naz.                    
Every contribution to naz is important to us.                       
You may not know it, but you have just contributed to making the world a more safer and secure place.                         

Contributor offers to license certain software (a “Contribution” or multiple
“Contributions”) to naz, and naz agrees to accept said Contributions,
under the terms of the MIT License.
Contributor understands and agrees that naz shall have the irrevocable and perpetual right to make
and distribute copies of any Contribution, as well as to create and distribute collective works and
derivative works of any Contribution, under the MIT License.


Now,                   

## What(What have you changed?)
- add simple rate limiting

## Why(Why did you change it?)

",https://api.github.com/repos/komuw/naz/issues/4,,,2018-06-27T21:51:05Z,6,70,12,1,OWNER,[],[],[],,,,,[],https://github.com/komuw/naz/pull/4.patch,https://api.github.com/repos/komuw/naz/pulls/4/commits
24,PullRequestEvent,2015-05-21 06:05:42+00:00,2918192,epsy/clize,8518239,gitter-badger,,,35902434,,Add a Gitter chat badge to README.rst,open,False,13,"### epsy/clize now has a Chat Room on Gitter

@epsy has just created a chat room. You can visit it here: [https://gitter.im/epsy/clize](https://gitter.im/epsy/clize?utm_source=badge&utm_medium=badge&utm_campaign=pr-badge&content=body_link).

This pull-request adds this badge to your README.rst:


[![Gitter](https://badges.gitter.im/Join%20Chat.svg)](https://gitter.im/epsy/clize?utm_source=badge&utm_medium=badge&utm_campaign=pr-badge&utm_content=body_badge)

If my aim is a little off, please [let me know](https://github.com/gitterHQ/readme-badger/issues).

Happy chatting.


PS: [Click here](https://gitter.im/settings/badger/opt-out) if you would prefer not to receive automatic pull-requests from Gitter in future.
",https://api.github.com/repos/epsy/clize/issues/13,,,2015-05-21T06:05:42Z,1,5,0,1,[],[],[],[],,,,,[],https://github.com/epsy/clize/pull/13.patch,https://api.github.com/repos/epsy/clize/pulls/13/commits
47,PullRequestEvent,2017-03-07 12:17:22+00:00,55258005,jopohl/urh,18283204,andynoack,,,109467036,,Integration of rtl_tcp,open,False,186,,https://api.github.com/repos/jopohl/urh/issues/186,,,2017-03-07T12:17:22Z,16,1090,2439,18,[],[],[],[],,,,,[],https://github.com/jopohl/urh/pull/186.patch,https://api.github.com/repos/jopohl/urh/pulls/186/commits
59,PullRequestEvent,2018-07-13 11:57:49+00:00,55258005,jopohl/urh,18219846,jopohl,,,201217724,MDExOlB1bGxSZXF1ZXN0MjAxMjE3NzI0,fix hiding for multiple selected rows in analysis,closed,False,499,fix #496 ,https://api.github.com/repos/jopohl/urh/issues/499,2018-07-13T11:57:48Z,2018-07-13T11:57:48Z,2018-07-13T11:57:48Z,8,60,29,6,OWNER,[],[],[],jopohl,18219846,User,False,[],https://github.com/jopohl/urh/pull/499.patch,https://api.github.com/repos/jopohl/urh/pulls/499/commits
81,PullRequestEvent,2017-03-09 19:05:24+00:00,55258005,jopohl/urh,18219846,jopohl,,,109982658,,update bladerf,closed,False,195,,https://api.github.com/repos/jopohl/urh/issues/195,,2017-03-09T19:05:24Z,2017-03-09T19:05:24Z,6,5,2,5,[],[],[],[],,,,,[],https://github.com/jopohl/urh/pull/195.patch,https://api.github.com/repos/jopohl/urh/pulls/195/commits
101,PullRequestEvent,2017-05-18 22:53:51+00:00,31074875,wadda/gps3,3209812,keigezellig,,,121394428,,Added callback functionality in threaded AGPS3,open,False,16,Now a callback can be specified so that clients can react on GPS changes,https://api.github.com/repos/wadda/gps3/issues/16,,,2017-05-18T22:53:51Z,1,41,20,2,[],[],[],[],,,,,[],https://github.com/wadda/gps3/pull/16.patch,https://api.github.com/repos/wadda/gps3/pulls/16/commits
120,PullRequestEvent,2016-06-10 22:48:35+00:00,27924304,cdent/gabbi,34498,cdent,,,73446421,,Add a pytest plugin to fix fixture handling,open,False,152,"This is a backwards compatible improvement to the way gabbi works
with pytest. Tests are loaded (and yielded in the same way) but
they are filtered more correctly, and fixture start and stops are
done more correctly.

This allows the test count to be accurate and test selection (using
-k) to work properly.

Fixes #128
Fixes #123

The details of this change are more clear with an understanding of
how pytest plugins and hooks work, but the gist is that a plugin has
been created and then forcibly installed. The plugin traverse the
collected tests to find and filter out the two tests associated with
each suite that start and stop fixtures. These are attached as
attributes to the first and last selected (if any) tests in the
relevant suite. When a test is asked to run:

* if it has a 'starter', the start will run
* then the test will run itself
* it has a prior that has not run, that will be run
* as the tests run if a test with a 'stopper' is found, the stopper
  will be run
",https://api.github.com/repos/cdent/gabbi/issues/152,,,2016-06-10T22:48:34Z,1,144,1,2,[],[],[],[],,,,,[],https://github.com/cdent/gabbi/pull/152.patch,https://api.github.com/repos/cdent/gabbi/pulls/152/commits
150,PullRequestEvent,2017-12-02 18:48:11+00:00,72066935,cs01/gdbgui,1726376,vineethkartha,,,156025808,,add button to attach to process/thread group #104,open,False,143,"The Load Binary Button now has a dropdown which can either be ""Attach Process""
or ""Load Binary"". Based on this setting the text box will accept the process id or the path to the binary respectively.

",https://api.github.com/repos/cs01/gdbgui/issues/143,,,2017-12-02T18:48:11Z,3,30614,5,4,NONE,[],[],[],,,,,[],https://github.com/cs01/gdbgui/pull/143.patch,https://api.github.com/repos/cs01/gdbgui/pulls/143/commits
176,PullRequestEvent,2016-03-27 21:37:18+00:00,48198706,dschep/ntfy,1111743,jungle-boogie,,,61848322,,no to sudo,closed,False,35,"I think it may be best to take sudo out, unless you know how to fix this:
if I `sudo vim  /etc/file.conf` that will cause ntfy to send the notification--not really desired. however, If there's a very long sudo process running, like `sudo make buildworld` on freebsd, when it's completed, ntfy won't send the notification because it's marked to ignore sudo. 
So is there an elegant way to ignore `sudo vim, tmux, emacs`, etc but watch long running processes that also run as sudo?",https://api.github.com/repos/dschep/ntfy/issues/35,,2016-03-27T21:37:15Z,2016-03-27T21:37:15Z,2,1,1,1,[],[],[],[],,,,,[],https://github.com/dschep/ntfy/pull/35.patch,https://api.github.com/repos/dschep/ntfy/pulls/35/commits
200,PullRequestEvent,2016-09-02 02:03:42+00:00,48198706,dschep/ntfy,732415,juanpabloaj,,,83735186,,slack support added,open,False,99,,https://api.github.com/repos/dschep/ntfy/issues/99,,,2016-09-02T02:03:42Z,1,25,1,4,[],[],[],[],,,,,[],https://github.com/dschep/ntfy/pull/99.patch,https://api.github.com/repos/dschep/ntfy/pulls/99/commits
