,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
6,PullRequestEvent,2018-06-27 17:48:30+00:00,138318038,komuw/naz,5163857,komuw,,,197806551,MDExOlB1bGxSZXF1ZXN0MTk3ODA2NTUx,Init tests,open,False,2,"Thank you for contributing to naz.                    
Every contribution to naz is important to us.                       
You may not know it, but you have just contributed to making the world a more safer and secure place.                         

Contributor offers to license certain software (a “Contribution” or multiple
“Contributions”) to naz, and naz agrees to accept said Contributions,
under the terms of the MIT License.
Contributor understands and agrees that naz shall have the irrevocable and perpetual right to make
and distribute copies of any Contribution, as well as to create and distribute collective works and
derivative works of any Contribution, under the MIT License.


Now,                   

## What(What have you changed?)


## Why(Why did you change it?)

",https://api.github.com/repos/komuw/naz/issues/2,,,2018-06-27T17:48:30Z,2,16,0,2,OWNER,[],[],[],,,,,[],https://github.com/komuw/naz/pull/2.patch,https://api.github.com/repos/komuw/naz/pulls/2/commits
11,PullRequestEvent,2016-07-15 06:34:03+00:00,8387179,uiri/toml,364765,uiri,,,70389739,,Peephole optimizations.,closed,False,48,,https://api.github.com/repos/uiri/toml/issues/48,,2016-07-15T06:34:03Z,2016-07-15T06:34:03Z,7,71,69,1,[],[],[],[],,,,,[],https://github.com/uiri/toml/pull/48.patch,https://api.github.com/repos/uiri/toml/pulls/48/commits
12,PullRequestEvent,2018-04-14 00:58:19+00:00,8387179,uiri/toml,178803,jrabbit,,,181622537,,Include type hints so they're shipped in the wheel,open,False,157,looks ready to go otherwise,https://api.github.com/repos/uiri/toml/issues/157,,,2018-04-14T00:58:19Z,1,1,0,1,NONE,[],[],[],,,,,[],https://github.com/uiri/toml/pull/157.patch,https://api.github.com/repos/uiri/toml/pulls/157/commits
25,PullRequestEvent,2015-04-24 17:26:08+00:00,20007705,invl/retry,6969134,rgreinho,,,34068729,,Add retry function,open,False,1,"The ``retry_call`` function was added, allowing the user to dynamically adjust the retry arguments was added to the project, as well as the following improvements:

* the project structure was re-organized to be more standard
* ``requirements.txt`` and ``test-requirements.txt`` were added
* flake 8 checks were added to tox
* the documentation was updated with an example
* unit tests were added ",https://api.github.com/repos/invl/retry/issues/1,,,2015-04-24T17:26:07Z,7,273,36,8,[],[],[],[],,,,,[],https://github.com/invl/retry/pull/1.patch,https://api.github.com/repos/invl/retry/pulls/1/commits
62,PullRequestEvent,2018-06-11 04:04:15+00:00,93209191,cemsbr/yala,16239342,pyup-bot,,,193869866,MDExOlB1bGxSZXF1ZXN0MTkzODY5ODY2,Update idna to 2.7,open,False,98,"
This PR updates [idna](https://pypi.org/project/idna) from **2.6** to **2.7**.



<details>
  <summary>Changelog</summary>
  
  
   ### 2.7
   ```
   ++++++++++++++++

- Update to Unicode 10.0.0.
- No longer accepts dot-prefixed domains (e.g. &quot;.example&quot;) as valid.
  This is to be more conformant with the UTS 46 spec. Users should
  strip dot prefixes from domains before processing.
   ```
   
  
</details>


 

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/idna
  - Changelog: https://pyup.io/changelogs/idna/
  - Repo: https://github.com/kjd/idna
</details>

",https://api.github.com/repos/cemsbr/yala/issues/98,,,2018-06-11T04:04:14Z,1,1,1,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/cemsbr/yala/pull/98.patch,https://api.github.com/repos/cemsbr/yala/pulls/98/commits
98,PullRequestEvent,2017-04-16 06:48:18+00:00,6007295,fxsjy/jieba,20906652,stphnlyd,,,116050780,,mention perl5-jieba in README,open,False,463,谢谢！,https://api.github.com/repos/fxsjy/jieba/issues/463,,,2017-04-16T06:48:17Z,1,4,0,1,[],[],[],[],,,,,[],https://github.com/fxsjy/jieba/pull/463.patch,https://api.github.com/repos/fxsjy/jieba/pulls/463/commits
110,PullRequestEvent,2015-08-30 08:45:43+00:00,6007295,fxsjy/jieba,5897454,ZhangYet,,,43709898,,在Tonkenizer中增加set_stop_words和cut_with_filter函数,open,False,292,在Tonkenizer中增加set_stop_words和cut_with_filter函数，用户可以在分词的时候，设置分词的停止词。然后得到一个过滤掉某些停止词的分词结果。这个函数对于只需要分词结果的用户会有帮助。,https://api.github.com/repos/fxsjy/jieba/issues/292,,,2015-08-30T08:45:41Z,1,53,1,3,[],[],[],[],,,,,[],https://github.com/fxsjy/jieba/pull/292.patch,https://api.github.com/repos/fxsjy/jieba/pulls/292/commits
128,PullRequestEvent,2018-08-28 13:37:44+00:00,95264151,gabfl/vault,8358050,gabfl,,,211424003,MDExOlB1bGxSZXF1ZXN0MjExNDI0MDAz,Update PyCryptodome,closed,False,44,"Update PyCryptodome due to the security notice CVE-2018-15560 published on 08/19/2018

Read more: https://nvd.nist.gov/vuln/detail/CVE-2018-15560",https://api.github.com/repos/gabfl/vault/issues/44,2018-08-28T13:37:43Z,2018-08-28T13:37:43Z,2018-08-28T13:37:43Z,1,2,2,1,OWNER,[],[],[],gabfl,8358050,User,False,[],https://github.com/gabfl/vault/pull/44.patch,https://api.github.com/repos/gabfl/vault/pulls/44/commits
136,PullRequestEvent,2018-03-15 13:19:15+00:00,65468547,jd/tenacity,146132,junqed,,,175247698,,Attach loop to the sleep,open,False,109,Some testing libraries create their own loops and thus some tests could fail,https://api.github.com/repos/jd/tenacity/issues/109,,,2018-03-15T13:19:15Z,1,3,1,1,NONE,[],[],[],,,,,[],https://github.com/jd/tenacity/pull/109.patch,https://api.github.com/repos/jd/tenacity/pulls/109/commits
138,PullRequestEvent,2016-11-16 13:10:16+00:00,65468547,jd/tenacity,2644,jd,,,93948635,,Fix README typo,closed,False,36,,https://api.github.com/repos/jd/tenacity/issues/36,2016-11-16T13:10:16Z,2016-11-16T13:10:16Z,2016-11-16T13:10:16Z,1,2,2,1,[],[],[],[],jd,2644,User,False,[],https://github.com/jd/tenacity/pull/36.patch,https://api.github.com/repos/jd/tenacity/pulls/36/commits
166,PullRequestEvent,2018-02-27 01:54:33+00:00,68929937,slank/awsgi,54914,gabrielfalcao,,,171543018,,Fixes Execution failed due to configuration error: Malformed Lambda proxy response,open,False,16,"adds ""isBase64Encoded"" to APIGateway response
to fix _[Malformed Lambda proxy response](https://aws.amazon.com/premiumsupport/knowledge-center/malformed-502-api-gateway/)_",https://api.github.com/repos/slank/awsgi/issues/16,,,2018-02-27T01:54:33Z,1,1,0,1,NONE,[],[],[],,,,,[],https://github.com/slank/awsgi/pull/16.patch,https://api.github.com/repos/slank/awsgi/pulls/16/commits
187,PullRequestEvent,2015-02-03 17:28:05+00:00,18305821,Trii/NoseGAE,638073,Trii,,,28571484,,"Oops, I didn't mean to introduce a dependency....",closed,False,16,,https://api.github.com/repos/Trii/NoseGAE/issues/16,2015-02-03T17:28:04Z,2015-02-03T17:28:04Z,2015-02-03T17:28:04Z,1,5,3,1,[],[],[],[],Trii,638073,User,False,[],https://github.com/Trii/NoseGAE/pull/16.patch,https://api.github.com/repos/Trii/NoseGAE/pulls/16/commits
189,PullRequestEvent,2018-02-23 01:49:32+00:00,122285435,acroz/pylivy,1584318,acroz,,,170913969,,Improved output behaviour,open,False,2,"By default, print output from the Spark session and raise exceptions on errors. Both these behaviours can be disabled by setting the respective `echo` and `check` arguments to `Livy()` to `False`.",https://api.github.com/repos/acroz/pylivy/issues/2,,,2018-02-23T01:49:28Z,4,51,12,1,OWNER,[],[],[],,,,,[],https://github.com/acroz/pylivy/pull/2.patch,https://api.github.com/repos/acroz/pylivy/pulls/2/commits
230,PullRequestEvent,2017-07-18 20:13:24+00:00,309235,gmr/rejected,6550543,nvllsvm,,,131176428,,Use available properties instead of direct reference,open,False,15,"If `qos_prefetch` is excluded from the consumer config, a failure occurs. This is due to the direct referencing of the config. It should instead use the existing property - that will default `qos_prefetch` to 1 if not in the config.

Additionally, a number of other attributes were changed to use the existing properties for the sake of consistency.",https://api.github.com/repos/gmr/rejected/issues/15,,,2017-07-18T20:13:24Z,1,2,3,1,[],[],[],[],,,,,[],https://github.com/gmr/rejected/pull/15.patch,https://api.github.com/repos/gmr/rejected/pulls/15/commits
