,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
39,IssueCommentEvent,2017-02-21 01:28:23+00:00,2792391,gruns/furl,1041265,gruns,,,106775964,281219768,"This is now fixed in the latest furl v0.5.7.

```python
>>> from furl import furl
>>> furl('/some%2520path').url
'/some%2520path'
>>> furl('/some%252Bpath').url
'/some%252Bpath'
```

Thank you, again, for bringing this issue to my attention Thomas. Don't hesitate
to let me know if there's anything else I can do for you.",{},,User,False
42,IssueCommentEvent,2015-08-10 08:53:39+00:00,2792391,gruns/furl,1041265,gruns,,,87158238,129370874,"The encoding -- percent encoding or application/x-www-form-urlencoded -- is only
important in the final, serialized URL. Thus, any encoding parameters, like
`use_quote_plus`, should be associated with the output stage and not live as
attributes of the object.

On output, `Query` objects already have an `encode()` method that allows the
delimeter to be specified.

```python
Query('a=a&b=#').encode() == 'a=a&b=%23'
Query('a=a&b=#').encode(';') == 'a=a;b=%23'
```

`quote_plus` is a natural addition to `Query.encode()`.

```python
>>> Query('a=eins+zwei').encode(quote_plus=False)
'a=eins%20zwei'
```

I'll add `quote_plus` to `Query.encode()`, with default value `True`.


That said, access to these encoding variables should be available via the parent
`furl` object, too. An analog of `encode()` for `furl` objects, or `furl.url`
that takes parameters. Something like

```python
>>> f = furl('http://google.com/?a=eins+zwei&b=tre+fyra')
>>> f.stringify(query_delimeter=';', query_quote_plus=False)
'http://google.com/?a=eins%20zwei&b=tre%20fyra'
```

A few method names come to mind: `tostr()`, `encode()`, `stringify()`, and
`serialize()`. `stringify()` is my favorite.

I'll ruminate on the best way to add an analog of `Query.encode()` to `furl`
objects. Your input is welcome, especially on the method name.",{},,User,False
50,IssueCommentEvent,2015-11-20 14:51:09+00:00,46566669,jaraco/irc,308610,jaraco,,,118056449,158422215,"Duplicate of #40.

----------------------------------------
Original comment by: Jason R. Coombs
",{},,User,False
58,IssueCommentEvent,2017-04-17 11:00:38+00:00,55258005,jopohl/urh,18219846,jopohl,,,221975306,294452863,"Is it possible, that the new signal just loses the focus? In this case, it should be enough to make a single left click inside the new signal to make zooming work again. ",{},,User,False
70,IssueCommentEvent,2017-02-23 09:30:32+00:00,55258005,jopohl/urh,18283204,andynoack,,,209705496,281941055,It seems that you are using Python2 but URH requires at least Python3.4.,{},,User,False
72,IssueCommentEvent,2017-04-17 08:41:34+00:00,55258005,jopohl/urh,18219846,jopohl,,,221975306,294432794,"I could not reproduce this one. Can you give more details? What I did was: Open a signal, select some samples, right click -> ""crop to selection"", press Ctrl ++ and Ctrl +-, which worked for me.
How many samples were left in your signal after cropping? The zoom is disabled for signals with less than 300 samples.",{},,User,False
87,IssueCommentEvent,2018-06-07 09:51:56+00:00,78888191,kislyuk/yq,132757,ndeloof,,,281869036,395362328,it's there already : https://github.com/Homebrew/homebrew-core/blob/master/Formula/yq.rb,{},NONE,User,False
91,IssueCommentEvent,2017-01-31 20:06:14+00:00,65411376,lacava/few,6578458,lacava,,,203804855,276476403,a7dfb92 adds some outside documentation.,{},,User,False
103,IssueCommentEvent,2016-11-13 19:59:02+00:00,18603138,WoLpH/mt940,270571,WoLpH,,,187978257,260208417,"I've just pushed a slightly fixed version on the bumi-develop branch: https://github.com/WoLpH/mt940/tree/bumi-develop

The only thing that's missing are testfiles for the new tags",{},,User,False
116,IssueCommentEvent,2016-10-03 09:37:01+00:00,27924304,cdent/gabbi,34498,cdent,,,180512693,251064940,"@FND and I talked about that in IRC some time last week and it was basically what I said to you: The use of a global is because of the multiple entry points into wsgi-intercept's big mess, which will be a large effort to fix.

We can hide that complexity in gabbi (without regard to the implementation being what it is now or how it changes later) now, with something like this flag.

",{},,User,False
120,IssueCommentEvent,2017-11-09 23:57:19+00:00,93209191,cemsbr/yala,2354108,coveralls,,,272764515,343331225,"
[![Coverage Status](https://coveralls.io/builds/14129773/badge)](https://coveralls.io/builds/14129773)

Changes Unknown when pulling **61d132f074e4db20fd101984a011f1d0f364f325 on setup.cfg** into ** on master**.
",{},NONE,User,False
124,IssueCommentEvent,2017-05-17 11:42:06+00:00,72066935,cs01/gdbgui,2251527,Skince,,,229252309,302064923,"This is probably not related to gdbgui. 
Maybe there's something wrong with your /etc/hosts ?",{},,User,False
139,IssueCommentEvent,2018-02-09 22:58:29+00:00,72066935,cs01/gdbgui,16252944,astylos,,,296018362,364593783,See issue #165 ,{},NONE,User,False
142,IssueCommentEvent,2018-01-10 07:39:53+00:00,72066935,cs01/gdbgui,35088,mbolivar,,,287314464,356523802,"> The behavior already indicates errors which don't occur in command line tool sessions for those commands, FWIW.

IMO this is the first anomaly to investigate. Why does running the cross GDB directly produce a different result than running it under gdbgui?

I don't know of a good way to post binaries, but here's a ZIP file containing the ELF I compiled which resulted in an error under gdbgui.

[zephyr.zip](https://github.com/cs01/gdbgui/files/1617866/zephyr.zip)

Just in case you're in the majority of the world not running Arch Linux, the ARM tools (including arm-none-eabi-gdb) also have binaries available for multiple platforms here: https://developer.arm.com/open-source/gnu-toolchain/gnu-rm


",{},NONE,User,False
151,IssueCommentEvent,2017-05-16 07:27:13+00:00,9896961,dbrgn/RPLCD,10910872,paulenuta,,,228609957,301698793,I have install latest master from 15-05-2017 and `show_charmap.py` is working fine on 40x2 LCD.,{},,User,False
154,IssueCommentEvent,2016-09-10 01:29:22+00:00,48198706,dschep/ntfy,667763,dschep,,,174665186,246079414,I like it  👍 ,{},,User,False
