,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
9,PullRequestEvent,2017-01-31 21:41:28+00:00,7470121,wuub/rxv,1681077,HerrHofrat,,,104029014,,Feature/add scenes and surround programs,open,False,36,"I've added the following functionality:

- Get list of available surround programs 
- Get/Set surround program
- Get list of available scenes
- Get/Set scene

Tested on a RX-V775",https://api.github.com/repos/wuub/rxv/issues/36,,,2017-01-31T21:41:27Z,2,69,1,1,[],[],[],[],,,,,[],https://github.com/wuub/rxv/pull/36.patch,https://api.github.com/repos/wuub/rxv/pulls/36/commits
28,PullRequestEvent,2017-08-23 05:06:45+00:00,8387179,uiri/toml,364765,uiri,,,127819887,,Improve project documentation and convert to Setuptools,closed,False,111,"# Commit Mesage

I original created this commit because I received a warning from pip
about the project using the deprecated distutils module. So I converted
the setup.py file to Setuptools, but since it is simple enough, I was
able to retain Distutils compatability using a try statement.

While I was at it, I decided to overhaul the CONTIRUBUTING and README
files by improving their usage of reStructuredText. They now appear less
cluttered and more organized. Similarly, I added extensions to the
CONTRIBUTING and LICENSE files, since all files should really have some
kind of extension.

# Message to Maintainer

I have had success with you project thus far, and I have decided to add the
changes discussed above. They only deal with the documentation of the
project, and nothing really code related, so it should all be good to go. If
you have any further requests prior to accepting this pull request, I am open
to any suggestions. Thanks for your hard work.",https://api.github.com/repos/uiri/toml/issues/111,2017-08-23T05:06:45Z,2017-08-23T05:06:45Z,2017-08-23T05:06:45Z,2,204,109,4,[],[],[],[],uiri,364765,User,False,[],https://github.com/uiri/toml/pull/111.patch,https://api.github.com/repos/uiri/toml/pulls/111/commits
31,PullRequestEvent,2017-03-30 03:04:33+00:00,8387179,uiri/toml,364765,uiri,,,104638457,,add preserve flag to dumps to preserve inline table syntax,closed,False,75,"This is a patch to address issue #74.

This library will currently ingest TOML in the format below with `loads`:

```
[[source]]
url = ""https://pypi.python.org/simple""
verify_ssl = true

[dev-packages]
pytest = ""*""

[packages]
codecov = ""*""
pytest-httpbin = {extras = [""Flask"", ""fast""]}
sphinx = ""==1.4.8""
```

However, when you go to save this TOML back to the file, it will rewrite the contents as:

```
[[source]]
url = ""https://pypi.python.org/simple""
verify_ssl = true

[dev-packages]
pytest = ""*""

[packages]
codecov = ""*""
sphinx = ""==1.4.8""

[packages.pytest-httpbin]
extras = [ ""Flask"", ""fast"",]
```


While this is valid syntax, it would be nice to preserve the more compact inline table syntax when present. This patch adds a flag `preserve` to `dumps` which will write the contents in inline table syntax back out to the file, rather than expanding it.

Some outstanding notes:
* I'd be happy to add tests for this, but didn't see a way to do it with the go test library
* I only added the flag to `dumps` and `_dump_section` but not `dump`. I could see it being useful there too but didn't want to make more changes than needed. Let me know if you'd like to see it there as well.",https://api.github.com/repos/uiri/toml/issues/75,,2017-03-30T03:04:33Z,2017-03-30T03:04:33Z,3,28,4,1,[],[],[],[],,,,,[],https://github.com/uiri/toml/pull/75.patch,https://api.github.com/repos/uiri/toml/pulls/75/commits
34,PullRequestEvent,2017-05-08 16:51:30+00:00,8387179,uiri/toml,710608,x10an14,,,119489180,,Feature: Let load() handle non-existing files in list.,open,False,99,"As long as there's at least _one_ existing file in the list given.
To permit things like the examples listed here: https://github.com/uiri/toml/issues/9#issuecomment-17939193

Hopefully the result becomes either what's in `config.ini` or `config_dev.ini` if either's opposite is non-existent on the filesystem.",https://api.github.com/repos/uiri/toml/issues/99,,,2017-05-08T16:51:30Z,1,11,3,1,[],[],[],[],,,,,[],https://github.com/uiri/toml/pull/99.patch,https://api.github.com/repos/uiri/toml/pulls/99/commits
35,PullRequestEvent,2018-04-28 18:25:56+00:00,19199344,2ps/djenga,26336555,blissrage,,,184799323,,[ISSUE-0004] added doctest for rounding.py and spelling fixes in run_…,open,False,5,…integration_tests.py,https://api.github.com/repos/2ps/djenga/issues/5,,,2018-04-28T18:25:56Z,1,18,2,2,COLLABORATOR,[],[],[],,,,,[],https://github.com/2ps/djenga/pull/5.patch,https://api.github.com/repos/2ps/djenga/pulls/5/commits
91,PullRequestEvent,2017-02-02 17:13:56+00:00,18603138,WoLpH/mt940,270571,WoLpH,,,104335447,,Hotfix/33 excess transaction parsing invalid stmt,closed,False,34,Fixes #33 ,https://api.github.com/repos/WoLpH/mt940/issues/34,2017-02-02T17:13:56Z,2017-02-02T17:13:56Z,2017-02-02T17:13:56Z,3,101,66,17,[],[],[],[],WoLpH,270571,User,False,[],https://github.com/WoLpH/mt940/pull/34.patch,https://api.github.com/repos/WoLpH/mt940/pulls/34/commits
104,PullRequestEvent,2015-07-16 05:25:12+00:00,27924304,cdent/gabbi,3515,FND,,,40095621,,Ensure response headers comparisons are case-insensitive,open,False,56,"fixes #55 

I'm not sure reusing `handler` in the test is appropriate, but I wanted to avoid repetitive boilerplate (for readability)",https://api.github.com/repos/cdent/gabbi/issues/56,,,2015-07-16T05:25:12Z,1,9,1,2,[],[],[],[],,,,,[],https://github.com/cdent/gabbi/pull/56.patch,https://api.github.com/repos/cdent/gabbi/pulls/56/commits
111,PullRequestEvent,2017-01-02 12:57:38+00:00,27924304,cdent/gabbi,34498,cdent,,,99860911,,Py36 support,closed,False,196,"Add support for py36 to travis and tox, validating that gabbi supports python 3.6.",https://api.github.com/repos/cdent/gabbi/issues/196,2017-01-02T12:57:37Z,2017-01-02T12:57:37Z,2017-01-02T12:57:37Z,3,28,16,4,[],[],[],[],cdent,34498,User,False,[],https://github.com/cdent/gabbi/pull/196.patch,https://api.github.com/repos/cdent/gabbi/pulls/196/commits
112,PullRequestEvent,2015-06-09 09:47:37+00:00,27924304,cdent/gabbi,34498,cdent,,,37153839,,Documentation Updates,closed,False,35,"These are my suggested doc changes.


Signed-off-by: Jason Myers <jason@jasonamyers.com>",https://api.github.com/repos/cdent/gabbi/issues/35,2015-06-09T09:47:36Z,2015-06-09T09:47:36Z,2015-06-09T09:47:36Z,1,15,14,6,[],[],[],[],cdent,34498,User,False,[],https://github.com/cdent/gabbi/pull/35.patch,https://api.github.com/repos/cdent/gabbi/pulls/35/commits
116,PullRequestEvent,2018-06-24 18:51:06+00:00,93209191,cemsbr/yala,49481,cemsbr,,,194929156,MDExOlB1bGxSZXF1ZXN0MTk0OTI5MTU2,Update requests to 2.19.1,closed,False,100,"
This PR updates [requests](https://pypi.org/project/requests) from **2.18.4** to **2.19.1**.



<details>
  <summary>Changelog</summary>
  
  
   ### 2.19.1
   ```
   +++++++++++++++++++

**Bugfixes**

- Fixed issue where status_codes.py&#39;s ``init`` function failed trying to append to
  a ``__doc__`` value of ``None``.
   ```
   
  
  
   ### 2.19.0
   ```
   +++++++++++++++++++

**Improvements**

- Warn user about possible slowdown when using cryptography version &lt; 1.3.4
- Check for invalid host in proxy URL, before forwarding request to adapter.
- Fragments are now properly maintained across redirects. (RFC7231 7.1.2)
- Removed use of cgi module to expedite library load time.
- Added support for SHA-256 and SHA-512 digest auth algorithms.
- Minor performance improvement to ``Request.content``.
- Migrate to using collections.abc for 3.7 compatibility.

**Bugfixes**

- Parsing empty ``Link`` headers with ``parse_header_links()`` no longer return one bogus entry.
- Fixed issue where loading the default certificate bundle from a zip archive
  would raise an ``IOError``.
- Fixed issue with unexpected ``ImportError`` on windows system which do not support ``winreg`` module.
- DNS resolution in proxy bypass no longer includes the username and password in
  the request. This also fixes the issue of DNS queries failing on macOS.
- Properly normalize adapter prefixes for url comparison.
- Passing ``None`` as a file pointer to the ``files`` param no longer raises an exception.
- Calling ``copy`` on a ``RequestsCookieJar`` will now preserve the cookie policy correctly.

**Dependencies**

- We now support idna v2.7.
- We now support urllib3 v1.23.
   ```
   
  
</details>


 

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/requests
  - Changelog: https://pyup.io/changelogs/requests/
  - Homepage: http://python-requests.org
</details>

",https://api.github.com/repos/cemsbr/yala/issues/100,,2018-06-24T18:51:06Z,2018-06-24T18:51:06Z,1,1,1,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/cemsbr/yala/pull/100.patch,https://api.github.com/repos/cemsbr/yala/pulls/100/commits
