,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_action,issue_title,issue_labels,issue_assignees,issue_count,issue_body,issue_reactions,issue_reason
8,IssuesEvent,2016-12-12 14:14:01+00:00,54391698,jd/pifpaf,2644,jd,,,opened,pifpaf_stop does not unset all PIFPAF_* env var,[],[],0,Which might break some script. It only unset `PIFPAF_PID` for now.,{},{}
14,IssuesEvent,2012-02-16 16:06:43+00:00,1673145,FSX/misaka,206357,honza,,,reopened,HTML_GITHUB_BLOCKCODE deprecated?,[],[],6,Has the `HTML_GITHUB_BLOCKCODE` flag been deprecated? Could you add some docs on this? E.g. code examples on how to achieve the same with the new API.  Thanks,{},{}
20,IssuesEvent,2017-02-21 01:31:22+00:00,2792391,gruns/furl,1041265,gruns,,,closed,Percent is not encoded correctly in paths,[],[],1,"When constructing a path, a reserved character like space is encoded correctly by furl: 

```python
>>> furl('http://localhost').add(path=['foo bar']).url
'http://localhost/foo%20bar'
```

However, a percentage character is not encoded (and the following two characters are capitalized):

```python
>>> furl('http://localhost').add(path=['foo%bar']).url
'http://localhost/foo%BAr'
```

In this case I'd expect the output to be:
```python
'http://localhost/foo%25bar'
```",{},{}
30,IssuesEvent,2016-06-01 15:44:22+00:00,55258005,jopohl/urh,18219846,jopohl,,,closed,Change label concept from groupwise to blockwise,"[{'url': 'https://api.github.com/repos/jopohl/urh/labels/critical', 'name': 'critical', 'color': 'b60205'}, {'url': 'https://api.github.com/repos/jopohl/urh/labels/refactoring', 'name': 'refactoring', 'color': '5319e7'}]",[],2,"Why this?
------

Complex protocols have messages with different lengths, groupwise labels do not fulfill this requirement when there are different message types in a block. Separating such messages to different groups would destroy the time connection, therefore this is not a solution.

Additionally blockwise labels make fuzzing more generic. __Match exactly labels can be removed__, as blockwise labels replace this feature.

ToDos
--------------
- [x] Default label set
- [x] Remove match exactly labels
- [x] Remove label per decoding feature: label stays the same for all decodings
- [x] Fuzz Dialog Controller: Adapt UI to fuzz per block
- [x] GUI for choosing/editing labelsets (combobox in analysis)
- [x] Rightclick-menu: label set (choose) -> sets + Add new, Add label, Remove label, Edit labels (this block, ~current widget)
- [x] Adapt Save/Load in Project Manager",{},{}
123,IssuesEvent,2016-01-12 15:53:27+00:00,6007295,fxsjy/jieba,8218966,dai92817,,,opened,在一个句子中出现两个相同的组合的词,[],[],0,"例如这样一句话：
`我要听我要这首歌`
我把 `我要` 这个词加到自定义词典中，但是开始的`我`和`要`也会 切分成 `我要`, 这个要如何处理？
",{},{}
129,IssuesEvent,2017-02-27 14:26:51+00:00,1258258,gotcha/ipdb,756433,gnebehay,,,closed,Unable to set variables inside the ipdb console,"[{'id': 522481707, 'url': 'https://api.github.com/repos/gotcha/ipdb/labels/Duplicate', 'name': 'Duplicate', 'color': 'd4c5f9', 'default': False}, {'id': 522482604, 'url': 'https://api.github.com/repos/gotcha/ipdb/labels/IPython%20issue', 'name': 'IPython issue', 'color': '1d76db', 'default': False}, {'id': 522484306, 'url': 'https://api.github.com/repos/gotcha/ipdb/labels/Waiting%20for%20upstream%20fix', 'name': 'Waiting for upstream fix', 'color': 'b60205', 'default': False}]",[],2,"For example:

```
In [1]: def do_something():
   ...:     var1 = 123
   ...:     var2 = 908
   ...:     var3 = 241
   ...:     return var1 + var2 + var3
   ...:

In [2]: import ipdb

In [3]: ipdb.runcall(do_something)
> <ipython-input-1-7962c7547372>(2)do_something()
      1 def do_something():
----> 2     var1 = 123
      3     var2 = 908
      4     var3 = 241
      5     return var1 + var2 + var3

ipdb> n
> <ipython-input-1-7962c7547372>(3)do_something()
      1 def do_something():
      2     var1 = 123
----> 3     var2 = 908
      4     var3 = 241
      5     return var1 + var2 + var3

ipdb> var1
123
ipdb> var1 = 333
ipdb> var1
123
ipdb> q
```

Doing the same in `pdb` works just fine. I'm on `ipdb==0.10.1` and `Python 2.7.8`.",{},{}
132,IssuesEvent,2011-08-25 11:09:29+00:00,1258258,gotcha/ipdb,13725,akaihola,,,opened,,[],[],[],,{},{}
138,IssuesEvent,2018-05-09 18:28:21+00:00,65468547,jd/tenacity,7660163,RobertAtomic,,,opened,How to catch RetryError?,[],[],0,"I'm not clear on how to deal with exceptions raised after all retries have been exhausted:
```
import tenacity
@tenacity.retry(stop=tenacity.stop_after_attempt(5))
def foo():
    try:
        raise RuntimeError
    except tenacity.RetryError:
        logging.exception('Retries exhausted')

foo()

---------------------------------------------------------------------------
RetryError                                Traceback (most recent call last)
<ipython-input-3-c19b6d9633cf> in <module>()
----> 1 foo()

/Users/rjordan/.virtualenvs/conductor-syncworker/lib/python2.7/site-packages/tenacity/__init__.pyc in wrapped_f(*args, **kw)
    239         @six.wraps(f)
    240         def wrapped_f(*args, **kw):
--> 241             return self.call(f, *args, **kw)
    242
    243         def retry_with(*args, **kwargs):

/Users/rjordan/.virtualenvs/conductor-syncworker/lib/python2.7/site-packages/tenacity/__init__.pyc in call(self, fn, *args, **kwargs)
    328         while True:
    329             do = self.iter(result=result, exc_info=exc_info,
--> 330                            start_time=start_time)
    331             if isinstance(do, DoAttempt):
    332                 try:

/Users/rjordan/.virtualenvs/conductor-syncworker/lib/python2.7/site-packages/tenacity/__init__.pyc in iter(self, result, exc_info, start_time)
    296             if self.reraise:
    297                 raise retry_exc.reraise()
--> 298             six.raise_from(retry_exc, fut.exception())
    299
    300         if self.wait:

/Users/rjordan/.virtualenvs/conductor-syncworker/lib/python2.7/site-packages/six.pyc in raise_from(value, from_value)
    735 else:
    736     def raise_from(value, from_value):
--> 737         raise value
    738
    739

RetryError: RetryError[<Future at 0x10879cd90 state=finished raised RuntimeError>]
```
How should RetryError be caught?",{},{}
165,IssuesEvent,2015-05-10 15:25:18+00:00,30489193,stuaxo/vext,179677,stuaxo,,,opened,"vext.gi ""from . import _gi"" fails",[],[],0,"site-packates/gi/_gi.pyd  is the actual location of the file that should be importing.    

Vext is either blocking it or there is a problem with the PATH.",{},{}
174,IssuesEvent,2017-05-09 02:55:55+00:00,82588597,youfou/wxpy,16631068,youfou,,,closed,添加好友报错,[],[],8,"接收用户消息，然后添加好友的时候报错

Fri, 28 Apr 2017 11:56:45 bot.py[line:330] ERROR
An error occurred in <function print_others at 0x7f6ea15c4730>.
Traceback (most recent call last):
  File ""/opt/python35/lib/python3.5/site-packages/wxpy/api/bot.py"", line 326, in process
    ret = config.func(msg)
  File ""ttsbot-prod.py"", line 36, in print_others
    bot.accept_friend(msg.chat)
  File ""/opt/python35/lib/python3.5/site-packages/wxpy/api/bot.py"", line 253, in accept_friend
    do()
  File ""/opt/python35/lib/python3.5/site-packages/wxpy/utils/misc.py"", line 59, in wrapped
    smart_map(check_response_body, ret)
  File ""/opt/python35/lib/python3.5/site-packages/wxpy/utils/misc.py"", line 178, in smart_map
    return func(i, *args, **kwargs)
  File ""/opt/python35/lib/python3.5/site-packages/wxpy/utils/misc.py"", line 25, in check_response_body
    raise ResponseError('ret: {}; err_msg: {}'.format(ret, err_msg))
wxpy.exceptions.ResponseError: ret: -1; err_msg:",{},{}
229,IssuesEvent,2017-04-16 03:05:32+00:00,5021892,hgrecco/pint,278566,hgrecco,,,closed,ureg.wraps not returning correct units,"[{'id': 9211125, 'url': 'https://api.github.com/repos/hgrecco/pint/labels/bug', 'name': 'bug', 'color': 'fc2929', 'default': True}]",[],1,"Before, I was able to abbreviate return units, e.g.
 ```python
@ureg.wraps(('kg'), 'meter')
def f(x):
    return x

x = Q_(1., 'meter')
y = f(x)
z = x*y
print z.units
```

Before, the 'kg' was automatically converted to 'kilograms' by `pint`. Now, after updating today from the master branch, if I try the above code I get a `KeyError: u'kg'`",{},{}
232,IssuesEvent,2017-02-26 13:34:02+00:00,6662075,joke2k/faker,1035223,jorti,,,opened,Test installed to /usr/lib/python3.6/site-packages/tests/,[],[],0,"Why are the tests now installed to /usr/lib/python3.6/site-packages/tests/ ? are they a new package called ""tests""? it looks wrong to me.",{},{}
256,IssuesEvent,2015-07-31 13:59:27+00:00,4576441,kbandla/dpkt,5916357,sunhao2014,,,closed,Should we drop Python 2.5 and older Python support in dpkt 2.0?,[],[],3,"Hi there,

Recently I was working on migrating `dpkt` to Python 3, which is an important feature of dpkt 2.0. I discussed with @kbandla early today about dropping the support for Python 2.5 and older versions in our new release. Because we suppose there are not so many users still run our packet on those old Python machines, also it will make it easier for our migration job. For instance, in Python 2 iterators have a `.next()` method we use to get the next value from the iterator. For example,

``` python
>>> i = iter(range(5))
>>> i.next()
0
>>> i.next()
1
```

This special method has in Python 3 been renamed to `.__next__()` to be consistent with the naming of special attributes elswhere in Python. However, we should generally not call it directly, but instead use the builtin is `next()` function. _However, this function is only available from Python 2.6._

There are also some similar issues for the migration to Python 3. Thus what's your opinion? Should we just drop the support for old Python versions (<= 2.5)?

Thanks,
Hao
",{},{}
275,IssuesEvent,2017-09-27 12:34:46+00:00,73187175,note35/sinon,26097025,jonathan-benn,,,opened,args_list not recording empty or single arguments correctly,[],[],0,"`args_list`, where it does not correctly record calls such as `spy()` or `spy(1)`. It only works correctly for two or more arguments, such as `spy(1, 2)`

```
spyA = sinon.spy()
spyB = sinon.spy()
spyA()
spyB(1)
assert spyA.args == [()]  # fails, equals []
assert spyB.args == [(1)] # fails, equals [(1,)]
```",{},{}
297,IssuesEvent,2016-01-23 00:51:54+00:00,33614304,nvbn/thefuck,2795973,jameshadley,,,opened,Does not reduce feelings of inadequacy,[],[],0,"Each time I type a command, I draw on years of experience, not only as a ""computer person"", but also as a typist. Yet, the frequency of my errors leads to intense feelings of inadequacy. I am surprised that Fuck makes no attempt to deal with the overwhelming shame that is associated with each realisation that in spite of an expensive education and decades of hard work, I am incapable of pressing buttons in the correct quantity and sequence.

Further, my use of Fuck has contributed a new realisation that whereas I am incapable of pushing two buttons to input a command to view the contents of a directory, your software is not only capable, but mocks me with the sort of competence that I will never be able to realise, like a small child licking an ice cream on the bench outside my stuffy office on a hot day.

I therefore recommend, much like our fine education system, that we align an expectation of failure (already present), with motivational newspeak to ensure that nobody's feelings are hurt. I suggest the addition of the following to the output of Fuck:

* That's why pencils have erasers
* It's the taking part that counts
* You did your best and that's all anyone can ask
* Everyone gets it wrong sometimes

Perhaps we could enlist the services of a so-called life coach, who incidentally, charges more per hour than I do, to provide this sort of empty reassurance.",{},{}
347,IssuesEvent,2016-06-01 21:32:08+00:00,19713089,ricmoo/pyaes,975687,ricmoo,,,closed,Recent option to disable padding to block feeder broken code,[],[],2,I checked the code and you didn't change the arguments for _feed_stream function.,{},{}
361,IssuesEvent,2018-02-14 18:04:26+00:00,76640818,NoneGG/aredis,66305,stj,,,closed,TSL connection to AWS redis cluster,"[{'id': 501942397, 'url': 'https://api.github.com/repos/NoneGG/aredis/labels/bug', 'name': 'bug', 'color': 'ee0701', 'default': True}]",[],3,"## Checklist

- Python version
3.6.3
- Using hiredis or just Python parser
hiredis
- Using uvloop or just asyncio event loop
asyncio
- Does issue exists against the `master` branch of aredis?
both

## Steps to reproduce
```python
#!/usr/bin/python

import asyncio
import logging
import os
from aredis import StrictRedisCluster
from aredis import ClusterConnectionPool

async def example():
    pool = ClusterConnectionPool.from_url(os.getenv('REDIS_CLUSTER_URL'))
    redis = StrictRedisCluster(connection_pool=pool, decode_responses=False, skip_full_coverage_check=True)
    logging.info(redis.connection_pool.initialized)
    logging.info(redis.connection_pool.nodes.slots.keys())
    await redis.connection_pool.initialize()
    logging.info(redis.connection_pool.initialized)
    logging.info(redis.connection_pool.nodes.slots[15495])
    logging.info(await redis.get('a'))

if __name__ == '__main__':
    logging.basicConfig(level=logging.INFO)
    loop = asyncio.get_event_loop()
    loop.run_until_complete(example())
```
```bash
export REDIS_CLUSTER_URL=rediss://:###@###.cache.amazonaws.com:7000/0
```

## Expected behavior
Connects and does not raise exception

## Actual behavior
```python
INFO:root:False
INFO:root:dict_keys([])
Traceback (most recent call last):
  File ""/usr/lib/python3.6/site-packages/aredis/nodemanager.py"", line 123, in initialize
    r = self.get_redis_link(host=node['host'], port=node['port'])
  File ""/usr/lib/python3.6/site-packages/aredis/nodemanager.py"", line 98, in get_redis_link
    return StrictRedis(host=host, port=port, decode_responses=True, **connection_kwargs)
TypeError: __init__() got an unexpected keyword argument 'ssl_context'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""debug_redis.py"", line 24, in <module>
    loop.run_until_complete(example())
  File ""/usr/lib/python3.6/asyncio/base_events.py"", line 467, in run_until_complete
    return future.result()
  File ""debug_redis.py"", line 15, in example
    await redis.connection_pool.initialize()
  File ""/usr/lib/python3.6/site-packages/aredis/pool.py"", line 299, in initialize
    await self.nodes.initialize()
  File ""/usr/lib/python3.6/site-packages/aredis/nodemanager.py"", line 129, in initialize
    raise RedisClusterException('ERROR sending ""cluster slots"" command to redis server: {0}'.format(node))
aredis.exceptions.RedisClusterException: ERROR sending ""cluster slots"" command to redis server: {'host': '###.cache.amazonaws.com', 'port': '###'}
```",{},{}
362,IssuesEvent,2017-08-09 03:06:52+00:00,93895525,aforren1/toon,4573394,aforren1,,,opened,Orbit/arcball camera,[],[],0,"This is if we end up using ratcave for drawing things -- either that, or we fix the camera/change the view depending on the trial.",{},{}
372,IssuesEvent,2016-07-11 04:08:34+00:00,45852176,arose/nglview,4451957,hainm,,,opened,can not resize the dialog from bottom right,[],[],0,"![](https://raw.githubusercontent.com/arose/nglview/master/examples/images/viewer_pop_up.png)

this seems to relate to `ngl` Widget since I can resize the normal (without `viewer.container`)

@arose any idea why?

code is here: 
```javascript
        setDialog: function(){
            var $nb_container = Jupyter.notebook.container;
            var that = this;
            dialog  = this.$container.dialog({
                title: ""NGLView"",
                draggable: true,
                resizable: true,
                modal: false,
                width: $nb_container.offset().left,
                height:""auto"",
                position: {my: 'left', at: 'left', of: window},
                show: { effect: ""blind"", duration: 150 },
                close: function (event, ui) {
                    that.$el.append(that.$container);
                    that.$container.dialog('destroy');
                    that.handleResize();
                },
                resize: function( event, ui ){
                    that.setSize( ui.size.width + ""px"", ui.size.height + ""px"" );
                }.bind( that ),
            });
            dialog.css({overflow: 'hidden'});
            dialog.prev('.ui-dialog-titlebar')
                  .css({'background': 'transparent',
                        'border': 'none'});
        },
```
",{},{}
399,IssuesEvent,2016-01-05 22:27:21+00:00,17867599,fprimex/zdesk,2440768,adtrombley,,,opened,Can't parse the response,[],[],0,"I'm trying to parse your response file into a dataframe and all the documentation given doesn't work (from zendesk's documentation or provided here on github)?  

from zdesk import Zendesk
import json

zendesk = Zendesk('https://prosper.zendesk.com', '@prosper.com', '')
response = zendesk.search(query='type:ticket status:open created>2015-12-04', page=1)

## THIS DOESN""T WORK
data = response.json()
for row in data['results']:
	print(row)",{},{}
432,IssuesEvent,2015-10-01 08:16:53+00:00,32309114,mbj4668/pyang,168146,mbj4668,,,closed,PyangPlugin.post_validate_ctx comments say this method is run for the selected plugin only.,[],[],0,Line 126 in pyang/plugin.py states the post_validate_ctx method is run for the selected plugin.  It is run for all plugins.  I believe the comments should be modified.,{},{}
433,IssuesEvent,2017-10-27 17:55:40+00:00,32309114,mbj4668/pyang,18623097,AlphaKoder,,,opened,RFE: Maintaining string plus'ing in yang output,[],[],0,"Enhancement request:

When using pyang -f yang to ""pretty print"" a YANG file, pyang does not maintain the string concatenation syntax.

For example:
```
    pattern ""foo|"" +
                 ""bar"";
```

will become
```
    pattern ""foo|bar"";
```

This may be preferable for some (particularly those trying to read YANG files programmatically who just want a single string); however, it does cause problems if the intent was to clean up the indentation, but not at the cost of altering the file contents.

Would it be possible to add a CLI switch to prevent plus'd strings from being concatenated?
",{},{}
450,IssuesEvent,2016-10-11 19:27:44+00:00,19384977,peplin/pygatt,184212,peplin,,,closed,AttributeError: 'str' object has no attribute 'name',[],[],2,"Hello,

i use a new Raspberry pi3 with the newest Version of Raspbian. I followed every instruction to install Bluez, Gatttool and pygatt.  I have no Idea how to manage this Error. Please can you help me.
The  Error is:

Traceback (most recent call last):
  File ""/home/pi/MIA/char_read.py"", line 13, in <module>
    device = adapter.connect(""D6:2C:B6:38:DF:24"", address_type=ADDRESS_TYPE)
  File ""/usr/local/lib/python2.7/dist-packages/pygatt/backends/gatttool/gatttool.py"", line 319, in connect
    cmd = 'connect {0} {1}'.format(self._address, address_type.name)
AttributeError: 'str' object has no attribute 'name'

Thank you!",{},{}
