,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
0,IssueCommentEvent,2015-03-04 15:10:59+00:00,20513123,kn/slack,621009,kn,,,59762420,77174699,Thanks for adding these methods! I have just one question.,{},,User,False
20,IssueCommentEvent,2016-02-04 08:20:44+00:00,46566669,jaraco/irc,1074190,ameliaikeda,,,129208629,179705286,"For the record, you should only assume a privmsg is a CTCP message if and only if `\x01` is the first  and last character of a `PRIVMSG`.

This is because there are actually multiple different types of these CTCPs, that fall under the banner of **""user requests""**:

`PRIVMSG target :\x01ACTION does something\x01` (/me does something)
`PRIVMSG target :\x01SED <ciphered message>\x01`
`PRIVMSG target :\x01CTCP VERSION\x01`
`PRIVMSG target :\x01CTCP PING\x01`

And so on.

For this reason, you should not blindly respond to any possible CTCP purely based on the presence of delimiters.

In addition, you are strongly discouraged from responding to any CTCP message sent to a channel automatically on practically every server in existence.

There is no ""spec"", as such, because CTCP/DCC isn't actually in the IRC spec, but the beginning and end of a PRIVMSG if the delimiter `\x01` is at both the start and end of a line, you should attempt to parse it as a CTCP message.

From [The only really ""available"" spec](http://www.irchelp.org/irchelp/rfc/ctcpspec.html), which isn't the original, this is how you embed multiple CTCP messages inside one.

>     M = ctcpQuote(H1) || '\001' || ctcpQuote(X) || '\001' || ctcpQuote(H2)

aka:

`PRIVMSG target :\x01MYFUNC \x01\x01\x01SECONDFUNC\x01\x01\x01THIRDFUNC\x01`

The [original spec, from the wayback machine](https://web.archive.org/web/20101129023108/http://www.invlogic.com/irc/ctcp.html#4) (Section 4) is actually a lot more explicit about how user requests work, and shows exactly why you cannot embed a CTCP VERSION or other user request inside of a normal message:

> The basic format of any request will be as follows:
>
>     PRIVMSG <space> <target> <space> : <marker> <command> [<arg> [...]] <marker>
>
> Within the framework of these requests, some may generate a response. This response will take the following general form:
>
>     NOTICE <space> <target> <space> : <marker> <command> [<arg> [...]] <marker>
>
> Requests which are not recognised or are invalid may return an error message similar to the following:
>
>     NOTICE <space> <target> <space> : <marker> ERRMSG \ <command> [<arg> [...]] <marker>

The **real** reason for allowing embedded CTCP inside messages is for test formatting (Section 3 of the above spec).

I can send the following to a channel and clients that understand it would parse this:

    PRIVMSG target :Hello, this is \x01Uunderlined!\x01, \x01Iitalic\x01 and \x01Bbold!\x01

as:

> Hello, this is \_underlined!\_, *italic* and **bold!** (note: markdown doesn't have underlining)",{},,User,False
27,IssueCommentEvent,2017-04-17 23:27:50+00:00,55258005,jopohl/urh,18219846,jopohl,,,221910083,294625098,"Thanks, I fixed that.",{},,User,False
39,IssueCommentEvent,2017-12-21 13:52:47+00:00,10156090,klen/mixer,206281,jnns,,,271107411,353355848,Thank *you* for merging and for this great library in general!,{},CONTRIBUTOR,User,False
48,IssueCommentEvent,2017-02-02 13:20:35+00:00,18603138,WoLpH/mt940,2354108,coveralls,,,204870397,276954968,"
[![Coverage Status](https://coveralls.io/builds/9960704/badge)](https://coveralls.io/builds/9960704)

Coverage remained the same at 100.0% when pulling **eb77593c8e0874e1b92134133bca81b251e9f7aa on sq9mev:hotfix/33_excess_transaction_parsing_invalid_stmt** into **aac47dfeed4ab5230b99f337eb25cadd171194b6 on WoLpH:develop**.
",{},,User,False
52,IssueCommentEvent,2018-08-30 11:33:04+00:00,31894637,amol-/dukpy,4280312,chfw,,,349432181,417287376,Our users found this https://www.scivision.co/python-windows-visual-c++-14-required/ useful too.,{},NONE,User,False
53,IssueCommentEvent,2018-05-26 22:06:56+00:00,31894637,amol-/dukpy,2370209,rpkilby,,,326769348,392291037,"> Although, I'm not sure why I'd want to exclude (python) tests.

Mainly just that they're unnecessary? They're included with the distribution, but not installed. ",{},NONE,User,False
56,IssueCommentEvent,2016-12-23 14:59:04+00:00,27924304,cdent/gabbi,34498,cdent,,,196730393,269001659,"I'll do some docs and release notes for this next week, unless someone gets there first. Thanks very much @samuelfekete ",{},,User,False
96,IssueCommentEvent,2015-02-16 08:43:40+00:00,6007295,fxsjy/jieba,15247,wangbin,,,57774336,74475174,"for line 26, I suspect it might consume lots of memory if the dictionary is too large, also only keys are needed for sort, right? How about:

    giter = sorted(self.graph.keys())
    ...
    for n in giter:
        ws[n] = wsdef
        outSum[n] = sum((e[2] for e in self.graph[n]), 0.0)",{},,User,False
101,IssueCommentEvent,2015-04-29 03:18:34+00:00,6007295,fxsjy/jieba,12092923,liuliu818,,,71758389,97291584,"您好，谢谢您的回答，但是我刚才试了一下，我这里还是不行，不知道你是用的什么版本，我这个是linux系统，python环境，O(∩_∩)O~
 




张柳-云平台研发部

发件人： wangbin
发送时间： 2015-04-29 10:42
收件人： fxsjy/jieba
抄送： liuliu818
主题： Re: [jieba] 想拆出一个带有中文和英文的词 (#253)
我测试 add_word 是可以的啊？不知道是不是我理解的不对？
>>> list(jieba.cut(""超敏C反应蛋白是什么？""))
['超敏', 'C', '反应', '蛋白', '是', '什么', '？']
>>> jieba.add_word(""超敏C反应蛋白"")
>>> list(jieba.cut(""超敏C反应蛋白是什么？""))
['超敏C反应蛋白', '是', '什么', '？']

—
Reply to this email directly or view it on GitHub.
---------------------------------------------------------------------------------------------------
Confidentiality Notice: The information contained in this e-mail and any accompanying attachment(s) 
is intended only for the use of the intended recipient and may be confidential and/or privileged of 
Neusoft Corporation, its subsidiaries and/or its affiliates. If any reader of this communication is 
not the intended recipient, unauthorized use, forwarding, printing,  storing, disclosure or copying 
is strictly prohibited, and may be unlawful.If you have received this communication in error,please 
immediately notify the sender by return e-mail, and delete the original message and all copies from 
your system. Thank you. 
---------------------------------------------------------------------------------------------------
",{},,User,False
111,IssueCommentEvent,2017-07-12 15:58:45+00:00,95264151,gabfl/vault,988105,melezhik,,,242399498,314815238,"Ok, now issue is gone. I am still having issues but with another pip module -  pycryptodome https://gist.github.com/melezhik/0e965797b69e2216822f69c416f8e388  
However this goes beyond the scope, so I'm closing the issue. Thanks",{},,User,False
112,IssueCommentEvent,2016-07-29 23:05:11+00:00,18309543,glyph/txsni,716529,glyph,,,168368410,236315085,"Oh okay there are actually no tests.

@Lukasa - This actually looks like a fine direction, but it needs some tweaking:

1. `SNIMap.getContext` is dead code now, and can be removed
2. It should no longer inherit from `ContextFactory`
3. Similarly we should be calling `serverConnectionForTLS` to get the `Connection` rather than instantiating it ourselves; we can retrieve its `context` via `Connection.get_context` after the fact.
4. write an test

Also we should probably check in with @mithrandi before doing a release",{},,User,False
123,IssueCommentEvent,2015-06-04 14:52:34+00:00,30243627,klen/muffin,90699,klen,,,84814556,108923150,"Привет, никогда раньше Heroku не использовал, но судя по докам они требуют чтобы приложение биндилось на 0.0.0.0:$PORT

Соответственно: web: muffin dash run --bind=0.0.0.0:$PORT
должен помочь.",{},,User,False
138,IssueCommentEvent,2015-10-02 11:41:42+00:00,4946406,mher/flower,691049,mher,,,107644418,144996297,"Merged, thanks!",{},,User,False
141,IssueCommentEvent,2016-05-28 12:13:52+00:00,4946406,mher/flower,3627481,alexmojaki,,,154748190,222305544,"I'm specifying the broker, I'm saying that it's not enough.",{},,User,False
143,IssueCommentEvent,2016-05-29 06:18:55+00:00,59824305,mottosso/Qt,994357,fredrikaverpil,,,157334348,222344973,"So it seems that when since the file is called `Qt.py` and we are doing `sys.modules['Qt']`, the latter removes the reference to the former when you `import Qt`. When there are no longer any reference to a module, it will drop all its globals by replacing them with `None`.

If the filename isn't the same as the module name `Qt`, we wouldn't see this happening.

So, it's not a bug. But I question the design of this. What do you think, @mottosso?",{},,User,False
145,IssueCommentEvent,2017-07-19 07:41:11+00:00,95191952,rainx/pytdx,11537812,yutiansut,,,243937298,316299906,写个批处理定时脚本不就好了..,{},,User,False
146,IssueCommentEvent,2017-08-05 15:03:06+00:00,95191952,rainx/pytdx,11537812,yutiansut,,,248189816,320448582,@rainx 写了个爬虫 这样通过同花顺来拿前后复权因子,{},,User,False
148,IssueCommentEvent,2017-04-03 05:53:13+00:00,7213064,rbit/pydtls,1212231,rbit,,,215469987,291054406,"I checked myself, and the result looks correct: the limit doesn't apply to application datagrams.

I'm almost done with the new release now. I checked over the import tables of the Windows dll's you built, and it looks like you used a recent version of Visual Studio. This is a problem, because it forces users to acquire or have installed the Visual C++ redistributable package corresponding to the version of Visual Studio you used. The way to avoid this is to use the version of the compiler used by the version of Python we support (msvcr90.dll of of VC++9 / Visual Studio 2008). I can just generate new libraries on my machine. I'm thinking of using OpenSSL-1.0.2k, the current stable. Thoughts?",{},,User,False
168,IssueCommentEvent,2017-01-20 20:25:31+00:00,23516699,LEW21/pydbus,1558353,jawsper,,,201891580,274171187,"I did some more checks, and it appears it doesn't matter if you call `call_sync` or `call_with_unix_fd_list_sync`, since they both call `g_dbus_connection_call_sync_internal` anyway. (https://git.gnome.org/browse/glib/tree/gio/gdbusconnection.c?h=2.50.0#n6162 vs https://git.gnome.org/browse/glib/tree/gio/gdbusconnection.c?h=2.50.0#n6281)

The question now is how to solve this in the cleanest way. I would propose to use `call_with_unix_fd_list_sync` either way, since it works the same for either case. Only matter now is deciding how to deal with the return value in the best way. I think the best result would be to copy the result of dbus-python, and replace the return values with the file descriptor as an integer.",{},,User,False
