,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
18,PullRequestEvent,2017-09-30 00:28:38+00:00,82165392,flou/brume,60556,flou,,,144003931,,Add tests and improve current commands,closed,False,9,,https://api.github.com/repos/flou/brume/issues/9,2017-09-30T00:28:38Z,2017-09-30T00:28:38Z,2017-09-30T00:28:38Z,1,468,201,21,OWNER,[],[],[],flou,60556,User,False,[],https://github.com/flou/brume/pull/9.patch,https://api.github.com/repos/flou/brume/pulls/9/commits
23,PullRequestEvent,2016-02-15 14:13:18+00:00,46566669,jaraco/irc,3437864,jpbarto,,,59368589,,Support for using irc on Red Hat's OpenShift,open,False,83,"Red Hat's OpenShift PaaS cloud has SELinux and firewall rules in place which make 'binding' a client socket impossible.  Execution of something like `sock.bind (('127.11.210.3', 0))` will give a permission denied error.  If the socket is connected without first binding the socket the connection will be successful.  This modification checks whether a bind address has been specified, if not specified, it does not call bind on the created socket, in order to support OpenShift deployments.",https://api.github.com/repos/jaraco/irc/issues/83,,,2016-02-15T14:13:18Z,1,2,1,1,[],[],[],[],,,,,[],https://github.com/jaraco/irc/pull/83.patch,https://api.github.com/repos/jaraco/irc/pulls/83/commits
55,PullRequestEvent,2018-04-28 18:28:56+00:00,93209191,cemsbr/yala,16239342,pyup-bot,,,182424397,,Update pip-tools to 2.0.1,closed,False,79,"
This PR updates [pip-tools](https://pypi.org/project/pip-tools) from **1.11.0** to **2.0.1**.



<details>
  <summary>Changelog</summary>
  
  
   ### 2.0.1
   ```
   Bug Fixes:
- Added missing package data from vendored pip, such as missing cacert.pem file. Thanks vphilippon
   ```
   
  
  
   ### 2.0.0
   ```
   Major changes:
- Vendored `pip` 9.0.3 to keep compatibility for users with `pip` 10.0.0
([644](https://github.com/jazzband/pip-tools/pull/644)). Thanks vphilippon

Features:
- Improved the speed of pip-compile --generate-hashes by caching the hashes from an existing output file
([641](https://github.com/jazzband/pip-tools/pull/641)). Thanks justicz
- Added a `pip-sync --user` option to restrict attention to user-local directory
([642](https://github.com/jazzband/pip-tools/pull/642)). Thanks jbergknoff-10e
- Removed the hard dependency on setuptools
([645](https://github.com/jazzband/pip-tools/pull/645)). Thanks vphilippon

Bug fixes:
- The pip environment markers on top-level requirements in the source file (requirements.in)
are now properly handled and will only be processed in the right environment
([647](https://github.com/jazzband/pip-tools/pull/647)). Thanks JoergRittinger
   ```
   
  
</details>


 

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/pip-tools
  - Changelog: https://pyup.io/changelogs/pip-tools/
  - Repo: https://github.com/jazzband/pip-tools/
</details>

",https://api.github.com/repos/cemsbr/yala/issues/79,,2018-04-28T18:28:56Z,2018-04-28T18:28:56Z,1,1,1,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/cemsbr/yala/pull/79.patch,https://api.github.com/repos/cemsbr/yala/pulls/79/commits
56,PullRequestEvent,2017-07-13 16:30:10+00:00,93209191,cemsbr/yala,49481,cemsbr,,,130412324,,[minor] Version management update,closed,False,7,,https://api.github.com/repos/cemsbr/yala/issues/7,2017-07-13T16:30:10Z,2017-07-13T16:30:10Z,2017-07-13T16:30:10Z,1,52,26,10,[],[],[],[],cemsbr,49481,User,False,[],https://github.com/cemsbr/yala/pull/7.patch,https://api.github.com/repos/cemsbr/yala/pulls/7/commits
76,PullRequestEvent,2017-04-15 21:00:06+00:00,9896961,dbrgn/RPLCD,20880016,GoranLundberg,,,116038874,,Added support for the Adafruit i2c/SPI LCD Backpack ,open,False,43,"Added support for the Adafruit i2c/SPI LCD Backpack
https://learn.adafruit.com/i2c-spi-lcd-backpack/overview

The MCP23008 uses registers so the code had to be altered a bit.

From i2c.py:
```

      CharLCD via Adafruit i2c/SPI LCD Backback with MCP23008 I2C port expander:

            Warning: You will most likely need a level shifter (that supports i2c)
            between the SCL/SDA connections on the backpack and the Raspberry Pi.
            Or you might damage the Pi and possibly any other 3.3V i2c devices
            connected on the i2c bus. The SCL/SDA outputs are rated 0.7*VDD
            which means the MCP23008 outputs 3.5V when 5V is applied to drive the LCD.

            Will most likely work with only a MCP23008 as well, but not tested.
            The MCP23008 needs to be connected the exactly the same way as the backpack.

            For complete schematics see the adafruit page at:
            https://learn.adafruit.com/i2c-spi-lcd-backpack/

            4-bit operation only supported.

            Pin mapping::

            7    |  6  |  5  |  4  |  3  | 2 | 1  | 0
            LITE | DB7 | DB6 | DB5 | DB4 | E | RS | -

            Note: MCP23017 is NOT supported, but the code can easily be adapted for it.
```

**Code issues:**

**1.**
The MCP code is using _pulse_data() directly instead of using _write4bits() as the PCF is doing.
It's a little bit messy, but it seemed wierd to to call _write4bits() and add a if statement for the different chips, and just calling _pulse_data() and do nothing else for the MCP in the _write4bit() func.
Any idea to make this code cleaner?


**2.**
The _send() function (as below) is a bit messy. I suggest separating it to two different functions.
_send_data() and  _send_command() or similar. Unless you have a reason to do it like this.
```
 def _send(self, value, mode):
        """"""Send the specified value to the display with automatic 4bit / 8bit selection.
        The rs_mode is either ``common.RS_DATA`` or ``common.RS_INSTRUCTION``.""""""
        if(self.i2c_expander == ""PCF8574""):
            self._write4bits(mode | (value & 0xF0))
            self._write4bits(mode | ((value << 4) & 0xF0))
        elif(self.i2c_expander == ""MCP23008""):
            if(mode == c.RS_INSTRUCTION):
                self._mcp_data &= ~c.MCP23008_RS
                self._pulse_data(value >> 4)
                self._pulse_data(value & 0x0F)
            elif(mode == c.RS_DATA):
                self._mcp_data |= c.MCP23008_RS
                self._pulse_data(value >> 4)
                self._pulse_data(value & 0x0F)
```


I'm planning to add support for the MCP23017 as well when I get a chance.

If you have any questions please ask. If you have some improvements to my code I'm all ears.

**Note: I don't have a PCF8572, so I have not tested the code on that expander. Needs to be tested before added to master branch. The MCP23008 Backpack is working perfectly though.**",https://api.github.com/repos/dbrgn/RPLCD/issues/43,,,2017-04-15T21:00:06Z,1,124,18,2,[],[],[],[],,,,,[],https://github.com/dbrgn/RPLCD/pull/43.patch,https://api.github.com/repos/dbrgn/RPLCD/pulls/43/commits
132,PullRequestEvent,2018-03-20 15:24:15+00:00,96523010,komuw/sewer,5163857,komuw,,,176227546,,Update test_cloudflare.py,open,False,90,"content-type is no longer required

Thank you for contributing to sewer.                    
Every contribution to sewer is important to us.                       
You may not know it, but you have just contributed to making the world a more safer and secure place.                         

Contributor offers to license certain software (a “Contribution” or multiple
“Contributions”) to sewer, and sewer agrees to accept said Contributions,
under the terms of the MIT License.
Contributor understands and agrees that sewer shall have the irrevocable and perpetual right to make
and distribute copies of any Contribution, as well as to create and distribute collective works and
derivative works of any Contribution, under the MIT License.


Now,                   

## What(What have you changed?)
- rm content-type from cloudflare tests

## Why(Why did you change it?)
- as of https://github.com/komuw/sewer/pull/88 that is no longer required
",https://api.github.com/repos/komuw/sewer/issues/90,,,2018-03-20T15:24:15Z,1,2,4,1,OWNER,[],[],[],,,,,[],https://github.com/komuw/sewer/pull/90.patch,https://api.github.com/repos/komuw/sewer/pulls/90/commits
146,PullRequestEvent,2018-01-08 01:02:11+00:00,95191952,rainx/pytdx,101971,rainx,,,161272102,,bugfix: get_event_loop() --> new_event_loop(),closed,False,129,"get_event_loop只能在主线程中调用，在使用了多线程（例如logbook等库）的程序中，非主线程调用会报错：
![jo q9 zth2nzx 7ss 09](https://user-images.githubusercontent.com/6207775/34596216-e5021b2c-f218-11e7-868c-0e3d27dcd971.png)
",https://api.github.com/repos/rainx/pytdx/issues/129,2018-01-08T01:02:11Z,2018-01-08T01:02:11Z,2018-01-08T01:02:11Z,1,1,1,1,CONTRIBUTOR,[],[],[],rainx,101971,User,False,[],https://github.com/rainx/pytdx/pull/129.patch,https://api.github.com/repos/rainx/pytdx/pulls/129/commits
166,PullRequestEvent,2017-06-29 02:40:04+00:00,82588597,youfou/wxpy,16631068,youfou,,,127872894,,fix member property bug #101,closed,False,102,,https://api.github.com/repos/youfou/wxpy/issues/102,2017-06-29T02:40:04Z,2017-06-29T02:40:04Z,2017-06-29T02:40:04Z,1,1,1,1,[],[],[],[],youfou,16631068,User,False,[],https://github.com/youfou/wxpy/pull/102.patch,https://api.github.com/repos/youfou/wxpy/pulls/102/commits
168,PullRequestEvent,2016-04-01 15:08:24+00:00,11737385,Dav1dde/glad,255721,Dav1dde,,,64896885,,Nim support for gl only,closed,False,46,* Note that loader generation is not supported yet for the Nim backend,https://api.github.com/repos/Dav1dde/glad/issues/46,2016-04-01T15:08:23Z,2016-04-01T15:08:23Z,2016-04-01T15:08:23Z,1,949,3,10,[],[],[],[],Dav1dde,255721,User,False,[],https://github.com/Dav1dde/glad/pull/46.patch,https://api.github.com/repos/Dav1dde/glad/pulls/46/commits
189,PullRequestEvent,2015-08-31 01:16:33+00:00,10074815,berdario/pew,752835,berdario,,,28434583,,flake8 cleanup,closed,False,52,,https://api.github.com/repos/berdario/pew/issues/52,,2015-08-31T01:16:32Z,2015-08-31T01:16:32Z,2,121,56,11,[],[],[],[],,,,,[],https://github.com/berdario/pew/pull/52.patch,https://api.github.com/repos/berdario/pew/pulls/52/commits
