,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
1,IssueCommentEvent,2016-10-16 06:44:13+00:00,7470121,wuub/rxv,588857,wuub,,,183118857,254030709,"Sqash it, add yourself to the contributors list in readme and lets merge it :)",{},,User,False
10,IssueCommentEvent,2017-10-06 09:34:38+00:00,8387179,uiri/toml,1318438,NiklasRosenstein,,,263144728,334707033,"It allows you to pass pass the `preserve` argument to `toml.dump()`. While this could also be achieved without `*args, **kwargs` by simply adding `preserve=False` as an argument to `dump()`, this way will ensure that any arguments added to `dumps()` (note the S) in the future will automatically be available to `dump()` as well.",{},CONTRIBUTOR,User,False
19,IssueCommentEvent,2015-11-20 14:43:39+00:00,46566669,jaraco/irc,308610,jaraco,,,118055005,158419265,"I should think that you could set it up at any time. Unfortunately, I'm not familiar with the config file format, so I'm not quite sure what to expect from that config.

I should also admit that I haven't tried the debug logging recently, so I should do that and confirm it actually works as i said.

----------------------------------------
Original comment by: Jason R. Coombs
",{},,User,False
38,IssueCommentEvent,2018-01-17 01:59:02+00:00,65411376,lacava/few,25990152,jay-reynolds,,,289012716,358169955,"You're right.  Not sure how I managed that.  
I built & installed it from source from this repo (or so I thought) using:
 CC=gcc-7 python setup.py install

Investigating...",{},NONE,User,False
46,IssueCommentEvent,2018-08-08 20:04:40+00:00,93209191,cemsbr/yala,16239342,pyup-bot,,,346473512,411534377,Closing this in favor of #129,{},COLLABORATOR,User,False
56,IssueCommentEvent,2018-04-11 18:15:03+00:00,72066935,cs01/gdbgui,1232306,FelipeLema,,,296243415,380546875,"Sounds ok to me. Feel free of adding decoration to this button.

Leave this issue opened. I'll do the PR to close it.",{},NONE,User,False
60,IssueCommentEvent,2018-08-14 16:59:21+00:00,48198706,dschep/ntfy,2354108,coveralls,,,350513029,412943083,"
[![Coverage Status](https://coveralls.io/builds/18480765/badge)](https://coveralls.io/builds/18480765)

Coverage decreased (-1.8%) to 81.546% when pulling **b844644b2b795be91db89fdb495d5f497b425a0b on Half-Shot:hs/matrix-backend** into **bf8423efcc6159e55aadeea1d230ffc6f6638fc0 on dschep:master**.
",{},NONE,User,False
63,IssueCommentEvent,2016-03-30 00:14:26+00:00,48198706,dschep/ntfy,667763,dschep,,,141867058,203165845,"@jungle-boogie, unrelated to this, but related to BSD: should the [`default` backend](https://github.com/dschep/ntfy/blob/master/ntfy/backends/default.py) check for `os.environ.get('DISPLAY') is not None` instead of `sys.platform.startswith('linux')` to better support BSDs?",{},,User,False
64,IssueCommentEvent,2017-05-12 04:00:18+00:00,48198706,dschep/ntfy,2354108,coveralls,,,228179330,300977998,"
[![Coverage Status](https://coveralls.io/builds/11488430/badge)](https://coveralls.io/builds/11488430)

Coverage decreased (-4.6%) to 80.945% when pulling **b24477c32b1f40e1feab38ffcdb111b79dd33156 on locked** into **4407936c54b74d38cc4ab18bad780accb1e72155 on master**.
",{},,User,False
90,IssueCommentEvent,2015-11-12 08:45:09+00:00,6007295,fxsjy/jieba,8200016,gregdeng,,,8565742,156035211,我在添加自定义字典时，出现这个错误UnboundLocalError: local variable 'line' referenced before assignment，请问该如何解决？,{},,User,False
107,IssueCommentEvent,2016-08-18 20:54:04+00:00,65468547,jd/tenacity,2048526,bodenr,,,171998183,240853330,"Not UTs yet; wanted to get your feedback on the approach here.

Let me know what you think and I'll proceed.

Thanks",{},,User,False
109,IssueCommentEvent,2017-10-05 16:46:26+00:00,65468547,jd/tenacity,6826729,jnaulty,,,256002581,334524140,Taking a look at other projects and their solutions: https://github.com/kennethreitz/tablib/blob/master/tablib/compat.py,{},NONE,User,False
115,IssueCommentEvent,2017-09-25 17:10:32+00:00,9954780,keis/base58,125062,keis,,,260086757,331948472,"I've been stewing on #15 for a bit and the implicit conversion was probably not such a great idea to begin with.

Changing to bytes as output would also allow for this symmetry (which absolutely should be a thing). Any input on what you prefer? Does that fit what you are trying to do?",{},OWNER,User,False
120,IssueCommentEvent,2018-03-05 09:57:29+00:00,21352292,mcs07/MolVS,732185,mcs07,,,300966355,370367475,Thanks!,{},OWNER,User,False
122,IssueCommentEvent,2017-12-01 02:51:19+00:00,4946406,mher/flower,9629314,ocervell,,,242642693,348386968,"@bosonogi Thanks, I will pull the last master. Any chance to see it in a `pip` release soon ?",{},NONE,User,False
123,IssueCommentEvent,2015-12-24 15:01:27+00:00,4946406,mher/flower,691049,mher,,,110942934,167121255,Saving the state on every event would have a huge impact on performance. If you need to capture the state in real time you can use WebSocket API.,{},,User,False
138,IssueCommentEvent,2017-12-22 10:08:58+00:00,41618046,r9y9/pysptk,2354108,coveralls,,,284122018,353566380,"
[![Coverage Status](https://coveralls.io/builds/14774218/badge)](https://coveralls.io/builds/14774218)

Coverage remained the same at 97.844% when pulling **6b0404ea15f37fcf959338b50db06a9c2b3853a7 on version** into **74bc912fc28adcb7b25291c83b9e3e9082adab5f on master**.
",{},NONE,User,False
140,IssueCommentEvent,2017-10-10 00:55:08+00:00,95191952,rainx/pytdx,101971,rainx,,,260851939,335328496,这个只能手动去重复过滤了.. @cybercall ,{},OWNER,User,False
141,IssueCommentEvent,2017-09-27 05:37:29+00:00,95191952,rainx/pytdx,32319619,user20171001,,,251469737,332414093,"实际测试了一下,4s可以取完全部行情",{},NONE,User,False
142,IssueCommentEvent,2017-12-21 02:09:12+00:00,95191952,rainx/pytdx,14111577,BruceDai003,,,282039948,353237995,请问期货公司的服务器地址和端口如何获取到的？需要什么登陆验证吗？,{},NONE,User,False
148,IssueCommentEvent,2017-08-18 12:53:32+00:00,1347652,scoder/lupa,19969470,TitanSnow,,,251169742,323345522,"> No, they can't. There is one lock for the runtime. Using a different one will not prevent the runtime from being used concurrently.

I mean when using non thread-safe low-level APIs, users could use their own lock. When using high-level APIs, users shouldn't, and don't have to use any lock by themselves

> It would still create an executable object on success, right? Then I wouldn't call it .check() but .compile(), maybe? And return a reference to the object, so that it can be called later?

Great idea

> It defeats the purpose of encapsulation of state and kills assumptions that the runtime can otherwise take for granted inside of its own code.

Well, there are always features lua APIs can provide and lupa cannot. If encapsulation gets into the way of more features, I prefer to break the encapsulation a little.

For the assumptions of runtime, it's users' duty to make sure the stack is unchanged before and after one operation so that no assumptions would be broken",{},,User,False
151,IssueCommentEvent,2015-03-16 09:02:33+00:00,1670404,smira/txZMQ,496812,nnseva,,,61056349,81516116,"Hi, I meant the file name (test_z_...) there. Really I don't know how to test the reactor shutdowning procedure correctly. I don't see any such a test in your code, so the registerForShutdonw has not been tested at all before my fix.

The following warning in the travis build logs is about the same:
/home/travis/build/smira/txZMQ/txzmq/test/test_z_reactor_shutdown.py:25: DeprecationWarning: reactor.stop cannot be used inside unit tests. In the future, using stop will fail the test and may crash or hang the test run.
",{},,User,False
152,IssueCommentEvent,2016-12-20 02:22:18+00:00,30489193,stuaxo/vext,179677,stuaxo,,,190060019,268136316,"Hi,
    Sorry this has taken ages for me to look at, have been uber busy.
Looks like there may be som issue with new pip stuff + wheels, I'll need to find some time to get an Ubuntu 14.04 vm and try this..

S",{},,User,False
165,IssueCommentEvent,2016-10-13 23:28:26+00:00,11737385,Dav1dde/glad,18623068,garynull,,,182904789,253669089,"> your IDE should be smart enough to resolve the Macros.

I have updated my IDE to a new version since I last ran GLAD, so I checked, and it resolves the macros now!

Looks like it's all good. Thanks very much for taking the time.

(And if I make any other useful changes I will be sure to send pull requests using the glad2 branch.)",{},,User,False
170,IssueCommentEvent,2018-06-30 11:10:40+00:00,20857415,Kuniwak/vint,9766,blueyed,,,332781049,401534347,I have created https://github.com/Kuniwak/vint/issues/284 for an issue with `s:` functions used in (auto) commands in particular.,{},CONTRIBUTOR,User,False
174,IssueCommentEvent,2017-10-16 12:55:29+00:00,13303522,MrLeeh/pyads,4641542,MrLeeh,,,242602573,336878012,I opened an issue for this: #39,{},OWNER,User,False
175,IssueCommentEvent,2015-02-09 19:46:58+00:00,18305821,Trii/NoseGAE,638073,Trii,,,57078825,73576349,No worries!,{},,User,False
188,IssueCommentEvent,2018-08-03 18:38:03+00:00,38900806,aleju/imgaug,32906960,sdalxn,,,346268441,410340922,"@aleju ，Thank you for your replies!
 I think I can understand the library more correctly for your helps. ",{},NONE,User,False
207,IssueCommentEvent,2016-10-29 08:19:20+00:00,44054354,dabeaz/curio,609896,njsmith,,,182950926,257078638,"I expect there will be more fine-tuning of curio's timeout apis as we gain more experience with them :-)

Some lower-priority things that will probably be important to add eventually; might as well write them down here so that they don't (or at least, might not :-)) get lost:

* Absolute timeouts (`timeout_at` instead of `timeout_after`)
* Ability to query the kernel for the current deadline. This is something I've seen in Google-derived code -- they have a lot of code where some function is implemented by doing a bunch of RPCs, and they want to allow logic like ""hmm, I see that my deadline is in 50 ms, but I know it takes 100 ms to get a response from that service; I'm going to give up now instead of wasting bandwidth and remote CPU sending out an request where I know I won't be around to see the answer"". Or, if they do decide to issue the RPC, then they pass the deadline along as metadata -- so if my deadline is 50 ms, I might tell the remote side to do as much work as it can in 40 ms.
* (maybe?) Ability to extend/modify a deadline. I'm thinking about cases like ""I want to time out if the peer doesn't download at least 1 KB/s"", where each time it downloads 1 KB you extend the deadline a bit. (OTOH maybe this would be better handled in other ways, I'm not sure.)
* If `sendall` gets timed out / cancelled, right now the socket is left in an indeterminate state -- there's no way to know how much data was actually sent, so pretty much all you can do is close it. Maybe some operations should tag the exception with extra data (like ""bytes actually sent"" in the `sendall` case)? Not sure how useful this would actually be, but if you don't have it then you *definitely* can't use it.
* Since this is such a fundamental piece of functionality, possibly it would make sense to have a lowest-level set of primitives that are a bit more flexible, e.g. allowing the injection of an arbitrary exception, or overriding the ""translation"" logic that converts the exception once it hits the timeout boundary. ([Glyph touches on this some in that thread](https://twistedmatrix.com/trac/ticket/5786#comment:36).) Not sure what this would look like exactly, just leaving a breadcrumb for later...
* Not exactly timeout related, but I think it'd make sense to pull the clock used for timeouts etc. ""inside"" curio's API. Of course it will be based on `time.monotonic` normally, but that shouldn't be guaranteed, because if we control the clock then it's possible to do things like have a testing mode where we can manually step the clock to trigger timeouts, or run it at 10x speed, etc.",{},,User,False
208,IssueCommentEvent,2015-12-05 20:11:08+00:00,44054354,dabeaz/curio,2572493,zoidbergwill,,,119327092,162242640,"Maybe it's worth breaking this issue up into smaller focused issues with the specific ideas that have a +1 from @dabeaz, so it's easier to see which ones have been implemented?",{},,User,False
210,IssueCommentEvent,2017-02-08 12:38:00+00:00,44054354,dabeaz/curio,350836,dabeaz,,,205426403,278318122,I really don't want to go in the direction of futures for the run() method. ,{},,User,False
