,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_action,issue_title,issue_labels,issue_assignees,issue_count,issue_body,issue_reactions,issue_reason
7,IssuesEvent,2017-09-07 03:40:07+00:00,8387179,uiri/toml,49260,amjith,,,opened,Preserve comments,[],[],0,"Would it be possible to preserve the comments while reading a toml file and write the comments back while dumping it? 

This would be tremendously useful for tools that manage their config files and write out the toml in an automatic fashion. 
",{},{}
9,IssuesEvent,2016-06-15 19:30:46+00:00,8387179,uiri/toml,156232,karhohs,,,opened,inline tables do not parse,[],[],0,"In the example file `example-v0.4.0.toml`

The following TOML snippet that contains in-line tables throws an error when trying to load:

 `name = { first = ""Tom"", last = ""Preston-Werner"" }`
 `point = { x = 1, y = 2 }`

The error is:

>   File ""C:\Python27\lib\site-packages\toml.py"", line 331, in loads
>     value, vtype = load_value(pair[1])
>   File ""C:\Python27\lib\site-packages\toml.py"", line 453, in load_value
>     parsed_date = load_date(v)
>   File ""C:\Python27\lib\site-packages\toml.py"", line 350, in load_date
>     tz = TomlTz(val[19:24])
>   File ""C:\Python27\lib\site-packages\toml.py"", line 9, in __new__
>     self._hours = int(toml_offset[:3])
> ValueError: invalid literal for int() with base 10: 'st '",{},{}
14,IssuesEvent,2017-05-24 21:22:17+00:00,2918192,epsy/clize,685865,epsy,,,opened,Add asyncio bootstrapper decorator,"[{'id': 484247027, 'url': 'https://api.github.com/repos/epsy/clize/labels/easy', 'name': 'easy', 'color': 'fbca04', 'default': False}]",[],0,The decorator would allow the use of async functions by running them using loop.run_until_complete. This should be implemented in a way that doesn't prevent execution if asyncio isn't present. (import within the decorator will do),{},{}
21,IssuesEvent,2015-01-16 02:07:40+00:00,2792391,gruns/furl,305198,dydt,,,opened,'Module_six_moves_urllib_parse' object has no attribute 'SplitResult',[],[],0,"I do not get this error with furl-0.3.7.  I get this error with furl-0.4.2.

```
In [3]: furl.furl()
---------------------------------------------------------------------------
AttributeError                            Traceback (most recent call last)
<ipython-input-3-a2bd23daefba> in <module>()
----> 1 furl.furl()

/Library/Python/2.7/site-packages/furl/furl.pyc in __init__(self, url, strict)
    847         self.strict = strict
    848 
--> 849         self.load(url)  # Raises ValueError on invalid url.
    850 
    851     def load(self, url):

/Library/Python/2.7/site-packages/furl/furl.pyc in load(self, url)
    865         # Python 2.7+. In Python <= 2.6, urlsplit() doesn't raise a
    866         # ValueError on malformed IPv6 addresses.
--> 867         tokens = urlsplit(url)
    868 
    869         self.netloc = tokens.netloc  # Raises ValueError in Python 2.7+.

/Library/Python/2.7/site-packages/furl/furl.pyc in urlsplit(url)
   1308         url = _set_scheme(url, 'http')
   1309     toks = urllib.parse.urlsplit(url)
-> 1310     return urllib.parse.SplitResult(*_change_urltoks_scheme(toks, original_scheme))
   1311 
   1312 

AttributeError: 'Module_six_moves_urllib_parse' object has no attribute 'SplitResult'
```",{},{}
25,IssuesEvent,2015-11-20 14:47:23+00:00,46566669,jaraco/irc,308610,jaraco,,,opened,[Python 3.3] TypeError with buffer_class = irc.buffer.LineBuffer,[],[],0,"Hi,

With python 3.3, when using `irc.client.ServerConnection.buffer_class = irc.buffer.LineBuffer`, I get the following traceback:
```
Traceback (most recent call last):
  File ""testbot.py"", line 120, in <module>
    main()
  File ""testbot.py"", line 117, in main
    bot.start()
  File ""/usr/pkg/lib/python3.3/site-packages/irc/bot.py"", line 266, in start
    super(SingleServerIRCBot, self).start()
  File ""/usr/pkg/lib/python3.3/site-packages/irc/client.py"", line 1225, in start
    self.ircobj.process_forever()
  File ""/usr/pkg/lib/python3.3/site-packages/irc/client.py"", line 267, in process_forever
    self.process_once(timeout)
  File ""/usr/pkg/lib/python3.3/site-packages/irc/client.py"", line 248, in process_once
    self.process_data(i)
  File ""/usr/pkg/lib/python3.3/site-packages/irc/client.py"", line 213, in process_data
    c.process_data()
  File ""/usr/pkg/lib/python3.3/site-packages/irc/client.py"", line 561, in process_data
    self._process_line(line)
  File ""/usr/pkg/lib/python3.3/site-packages/irc/client.py"", line 572, in _process_line
    m = _rfc_1459_command_regexp.match(line)
TypeError: can't use a string pattern on a bytes-like object
```
This is the `testbot.py` code with the following added before `irc.bot.SingleServerIRCBot`:
`irc.client.ServerConnection.buffer_class = irc.buffer.LineBuffer`
This works with python 2.7.

----------------------------------------
- Bitbucket: https://bitbucket.org/jaraco/irc/issue/37
- Originally reported by: Emile Heitor
- Originally created at: 2014-04-20T17:51:55.350
",{},{}
27,IssuesEvent,2016-05-17 11:01:52+00:00,55258005,jopohl/urh,18283204,andynoack,,,opened,Change label concept from groupwise to blockwise,"[{'url': 'https://api.github.com/repos/jopohl/urh/labels/refactoring', 'name': 'refactoring', 'color': '5319e7'}]",[],0,"Why this?
------

Complex protocols have messages with different lengths, groupwise labels do not fulfill this requirement when there are different message types in a block. Separating such messages to different groups would destroy the time connection, therefore this is not a solution.

Additionally blockwise labels make fuzzing more generic.

Todo
--------------

Ergonomic concept to attach labels, e.g. rules (cf. wireshark), has to be worked out.",{},{}
36,IssuesEvent,2017-05-19 10:37:21+00:00,55258005,jopohl/urh,18283204,andynoack,,,closed,request: add MSK modulation type,"[{'id': 380137422, 'url': 'https://api.github.com/repos/jopohl/urh/labels/discussion', 'name': 'discussion', 'color': '0e8a16', 'default': False}, {'id': 351288960, 'url': 'https://api.github.com/repos/jopohl/urh/labels/feature', 'name': 'feature', 'color': '84b6eb', 'default': False}]",[],13,"i'm working with the cc1101 and this chip has different modulation types, which you can use:
ASK, 2-FSK, GFSK, 4-FSK, MSK (offset QPSK with half-sine shaping).

ASK and GFSK Mode works great, but if time please add also MSK modulation type.

thx",{},{}
49,IssuesEvent,2018-07-02 09:00:58+00:00,74004167,Kyria/EsiPy,1838373,Kyria,,,closed,EsiSecurity.verify fails with JSONDecodeError,"[{'id': 483372717, 'node_id': 'MDU6TGFiZWw0ODMzNzI3MTc=', 'url': 'https://api.github.com/repos/Kyria/EsiPy/labels/Bug', 'name': 'Bug', 'color': 'd93f0b', 'default': False}, {'id': 727375514, 'node_id': 'MDU6TGFiZWw3MjczNzU1MTQ=', 'url': 'https://api.github.com/repos/Kyria/EsiPy/labels/Staging', 'name': 'Staging', 'color': 'e6e6e6', 'default': False}]",[],6,"EsiSecurity.verify fails with JSONDecodeError if the response it gets from the SSO is not json.
It would be good to actually get the raw response back in the APIException is this case and not have it fail with the JSONDecodeError.",{},{}
81,IssuesEvent,2017-03-19 04:40:05+00:00,36836292,dme65/pySOT,12738905,dme65,,,closed,Using known objective function values,"[{'id': 220196927, 'url': 'https://api.github.com/repos/dme65/pySOT/labels/enhancement', 'name': 'enhancement', 'color': '84b6eb', 'default': True}]","[{'login': 'dme65', 'id': 12738905, 'avatar_url': 'https://avatars3.githubusercontent.com/u/12738905?v=3', 'gravatar_id': '', 'url': 'https://api.github.com/users/dme65', 'html_url': 'https://github.com/dme65', 'followers_url': 'https://api.github.com/users/dme65/followers', 'following_url': 'https://api.github.com/users/dme65/following{/other_user}', 'gists_url': 'https://api.github.com/users/dme65/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/dme65/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/dme65/subscriptions', 'organizations_url': 'https://api.github.com/users/dme65/orgs', 'repos_url': 'https://api.github.com/users/dme65/repos', 'events_url': 'https://api.github.com/users/dme65/events{/privacy}', 'received_events_url': 'https://api.github.com/users/dme65/received_events', 'type': 'User', 'site_admin': False}]",2,"Hi,
since I'm not very experienced in surrogate-based optimization I'd like to ask whether there is in pySOT some possibility to use points with already known objective function values before starting optimization itself? Is it possible to do it by own implementation of experimental design? But what are the most important properties which that experimental of design has to fulfil? (I’ve just read some information in online documentation.) 
Note: My question is motivated by my optimization task. I need to optimize SW (image processing) module where SW efficiency (objective function value) is possible to get by setting parameters and running time-consuming simulation only. But I have already had some parameters settings, which could be used as ""initial"" point. Is it good idea? Moreover, there are some other known points as a result of previous testing which may be possibly useful as well (?).
Radek",{},{}
118,IssuesEvent,2016-12-17 10:57:26+00:00,65468547,jd/tenacity,2644,jd,,,closed,Catch exception after retries,[],[],1,"Hey guys,

How can I catch the exception after some unsuccessful tries?


For example:

```
from tenacity import retry, wait_fixed, stop_after_attempt

>>> @retry(stop=stop_after_attempt(5), wait=wait_fixed(1))
... def test():
...     return 1/0
... 
>>> 
>>> try:
...     test()
... except ZeroDivisionError:
...     print(""ok"")
... 

Traceback (most recent call last):
  File ""/usr/local/lib/python3.5/dist-packages/tenacity/__init__.py"", line 242, in call
    result = fn(*args, **kwargs)
  File ""<stdin>"", line 3, in test
ZeroDivisionError: division by zero

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""<stdin>"", line 2, in <module>
  File ""/usr/local/lib/python3.5/dist-packages/tenacity/__init__.py"", line 87, in wrapped_f
    return r.call(f, *args, **kw)
  File ""/usr/local/lib/python3.5/dist-packages/tenacity/__init__.py"", line 239, in call
    do = self.iter(result=result, exc_info=exc_info)
  File ""/usr/local/lib/python3.5/dist-packages/tenacity/__init__.py"", line 210, in iter
    six.raise_from(RetryError(fut), fut.exception())
  File ""<string>"", line 2, in raise_from
tenacity.RetryError: RetryError[<Future at 0x7f2e0f95c940 state=finished raised ZeroDivisionError>]



```",{},{}
