,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_action,issue_title,issue_labels,issue_assignees,issue_count,issue_body,issue_reactions,issue_reason
36,IssuesEvent,2017-03-19 09:11:46+00:00,55258005,jopohl/urh,18219846,jopohl,,,closed,RTL-SDR to allow start from 0.1 MHz in direct sampling mode,[],[],1,"Hi,
Is there reasons to not allow rtl-sdr to tune below 22MHz?
Some rtl-sdr dongle can tune below that in direct sampling mode.
And I have change my config.py and my rtl-sdr dongle can tune below 22MHz.
Thank you.",{},{}
46,IssuesEvent,2015-03-18 01:14:31+00:00,4686401,myint/yolk,1235108,myint,,,closed,yolk -V reports versions even if they have no download available,[],[],2,"Is this intended/documented behavior?

```bash
% yolk -V theano # Reports unavailable version
Theano 0.7.0rc2
% #####################################################################
% # Demonstrations that it's unavailable at the moment
% #####################################################################
% pip install theano==0.7.0rc2
Collecting theano==0.7.0rc2
  Could not find a version that satisfies the requirement theano==0.7.0rc2 (from versions: 0.3.0rc4, 0.3.0, 0.3.1rc1, 0.3.1rc2, 0.3.1, 0.4.0rc1, 0.4.0rc2, 0.4.0rc3, 0.4.0rc4, 0.4.0, 0.4.1rc1, 0.4.1rc2, 0.4.1, 0.5.0rc1, 0.5.0rc2, 0.5.0, 0.6.0rc1, 0.6.0rc2, 0.6.0rc3, 0.6.0rc5, 0.6.0)
  No distributions matching the version for theano==0.7.0rc2
% wget -q -O - https://pypi.python.org/simple/theano/ | grep 0.7.0rc2
% 
```",{},{}
47,IssuesEvent,2017-12-05 18:11:36+00:00,31074875,wadda/gps3,398587,dekomote,,,opened,GPSd file socket support,[],[],0,"https://github.com/wadda/gps3/blob/91adcd7073b891b135b2a46d039ce2125cf09a09/gps3/agps3.py#L61

GPSd supports both listening on an address or file socket. Proposing a change here to accept both ways.",{},{}
59,IssuesEvent,2017-05-03 19:04:26+00:00,31894637,amol-/dukpy,578543,webknjaz,,,opened,Better packaging,[],[],0,"Hi,

There's a few ways of improving this distribution package:
- integrate `setuptools_scm` into `setup.py` to enable version guessing via git tag — you'll never need to hardcode the version in Python files;
- enable automatic deployment of the package to PYPI via TravisCI on git tag created.

Would you accept my help with this?",{},{}
83,IssuesEvent,2017-05-13 14:41:36+00:00,9896961,dbrgn/RPLCD,105168,dbrgn,,,closed,Turning backlight on/off via GPIO,"[{'id': 38674642, 'url': 'https://api.github.com/repos/dbrgn/RPLCD/labels/enhancement', 'name': 'enhancement', 'color': '84b6eb', 'default': True}, {'id': 39257781, 'url': 'https://api.github.com/repos/dbrgn/RPLCD/labels/nice%20to%20have', 'name': 'nice to have', 'color': '009800', 'default': False}]",[],6,"Be careful: Current should not be drawn from GPIO! Probably needs separate circuit.
",{},{}
108,IssuesEvent,2017-05-04 09:19:09+00:00,6007295,fxsjy/jieba,9567546,shuangshui,,,opened,“挺不错” 为什么词性是 i,[],[],0,"个人感觉拆分开来更合理。
另外jieba.posseg.cut 可以选择为full mode 或者索引引擎模式吗",{},{}
142,IssuesEvent,2015-03-25 14:46:06+00:00,5450742,klen/pylama,90699,klen,,,closed,WARNING:root:Linter `pylint` not found. and other unexpected behaviour,[],[],2,"I am not able to use pylint linter.

I made a virtualenv and run the tests 
```
git clone https://github.com/klen/pylama.git
cd pylama
mkvirtualenv pylama
python setup.py develop
python setup.py test
```

There is this warning ""WARNING:root:Linter `pylint` not found."" because ```pylama/lint/pylama_pylint``` is missing.

There is also ""dummy.py:15:80: E501 line too long (91 > 79 characters) [pep8]"" which indicates, that tox.ini is either not read or the pep8 config `max_line_length = 100` does not impact anything. 

I have also problems to setup vim with python-mode, where you stated that one should create a ```pylama.ini```


<bountysource-plugin>
---
Want to back this issue? **[Post a bounty on it!](https://www.bountysource.com/issues/5467592-warning-root-linter-pylint-not-found-and-other-unexpected-behaviour?utm_campaign=plugin&utm_content=tracker%2F394650&utm_medium=issues&utm_source=github)** We accept bounties via [Bountysource](https://www.bountysource.com/?utm_campaign=plugin&utm_content=tracker%2F394650&utm_medium=issues&utm_source=github).
</bountysource-plugin>",{},{}
151,IssuesEvent,2016-10-05 08:33:08+00:00,4946406,mher/flower,476538,JackWink,,,opened,Broker API URL validation too strict or incorrect,[],[],0,"I'm attempting to get Flower to connect to a RabbitMQ instance on Heroku, but having trouble getting passed the API URL validation.  According to the [Heroku docs](https://devcenter.heroku.com/articles/rabbitmq-bigwig#management-api), our URL is mounted at something like `https://bigwig.lshift.net/management/24172/api/`, but we get stuck at [line 96 of `utils/broker.py`](https://github.com/mher/flower/blob/master/flower/utils/broker.py#L95).

```python
    @classmethod
    def validate_http_api(cls, http_api):
        url = urlparse(http_api)
        if url.scheme not in ('http', 'https'):
            raise ValueError(""Invalid http api schema: %s"" % url.scheme)
        if not url.path.startswith('/api/'):
            raise ValueError(""Invalid http api path: %s"" % url.path)
```

Kind of wondering if this should just be a warning rather than an exception, or if maybe this was meant to be `endswith()` instead?",{},{}
153,IssuesEvent,2016-05-12 16:54:05+00:00,4946406,mher/flower,18332501,brian-polly,,,opened,"""Filter Tasks"" not appearing. ",[],[],0,"I recently upgraded from flower 0.8.3 to 0.9.1, and the tasks tab is much less helpful than it used to be. 

What I want is the ""filter tasks"" block, as shown ![](http://flower.readthedocs.io/en/latest/_images/tasks.png) in the latest celery docs, but what I have instead is a lonely search box that responds to filter syntax, but doesn't give me any way to tell whether no tasks of a certain name have been run or I'm spelling something wrong. 

I can't tell if this is a bug, a runtime flag that I'm leaving off (or accidentally applying) or a configuration setting. I haven't found anything about how to toggle in the docs, so I'm wondering if maybe the way I'm installing no longer works? 

How ought I go about diagnosing this? ",{},{}
184,IssuesEvent,2018-03-06 19:22:16+00:00,11737385,Dav1dde/glad,929961,krux02,,,opened,problems in the Nim backend that I encountered.,[],[],0,"What I fond so far when I ported over to GLAD is the following

there is no `GL_VERTEX_ARRAY`, I need it for `glObjectLabel`.

I used these arguments: `--profile=""core"" --api=""gl=4.5"" --generator=""nim"" --spec=""gl"" --extensions=""""`.

It would have been nice, if you would have suggested to use SDL_GL_GetProcAddress for the load function. 

For now the first example is ""ported"" to work with with glad. And it works flawlessly. Thanks for making glad.
",{},{}
190,IssuesEvent,2016-09-26 10:37:48+00:00,23516699,LEW21/pydbus,9737,LEW21,,,closed,"How to use ""overloaded"" methods",[],[],1,"With Qt's Dbus implementation i could do something like this:
````xml
<node>
    <interface name=""com.<company>.<app>"">
        <method name=""method"">
            <arg name=""value1"" type=""i"" direction=""in""/>
        </method>
        <method name=""method"">
            <arg name=""value1"" type=""i"" direction=""in""/>
            <arg name=""value2"" type=""i"" direction=""in""/>
        </method>
    </interface>
</node>
````
The two dbus-method-calls would call one C++ function with a default-value for ``value2``.
Is there the possibility to do this with pydbus?",{},{}
201,IssuesEvent,2016-12-15 19:25:15+00:00,38900806,aleju/imgaug,8536280,SarthakYadav,,,opened,Help: Can you review the filters learned by my algorithm?,[],[],0,"I know there has to be a limit to asking questions.
But I am working on a new feature learning methodology.

My algorithm has learned this following set of filters on MNIST. I was hoping you could give me a second opinion over how good these filters are.

[features_1.pdf](https://github.com/aleju/imgaug/files/655587/features_1.pdf)
[features_2.pdf](https://github.com/aleju/imgaug/files/655588/features_2.pdf)
",{},{}
204,IssuesEvent,2017-07-12 02:45:05+00:00,76012224,ayemos/akagi,2426082,ayemos,,,opened,datafileで対象がフォルダの場合を吸収する,[],[],0,,{},{}
206,IssuesEvent,2016-08-30 23:00:22+00:00,10074815,berdario/pew,752835,berdario,,,closed,Missing dependency in requirements.txt ,[],[],1,"`pythonz-bd` is specified as a dependency in [`setup.py`](https://github.com/berdario/pew/blob/master/setup.py#L26) but is missing in [`requirements.txt`](https://github.com/berdario/pew/blob/master/requirements.txt).
Also `pytest` should probably be in a separate `dev-requirements.txt`.

A solution to keep those requirements in sync is to put the following in your `setup.py` :
```
with open(os.path.join(os.path.dirname(os.path.realpath(__file__)), 'requirements.txt')) as file_requirements:
    requirements = file_requirements.readlines()
```
Just make sure the `requirements.txt` is included in the Pypi package (using `MANIFEST.in`).",{},{}
245,IssuesEvent,2017-06-12 20:37:32+00:00,6662075,joke2k/faker,89607,fcurella,,,closed,Timezone tests failed in 0.7.16 release,[],[],0,"```
======================================================================
FAIL: test_date_time_between_dates (tests.factory.FactoryTestCase)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""/build/python-faker/src/faker-0.7.16/tests/factory.py"", line 267, in test_date_time_between_dates
    self.assertTrue(datetime_end >= random_date)
AssertionError: False is not true

======================================================================
FAIL: test_timezone_conversion (tests.factory.FactoryTestCase)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""/build/python-faker/src/faker-0.7.16/tests/factory.py"", line 205, in test_timezone_conversion
    self.assertEqual(today_as_dt, today_back)
AssertionError: datetime.datetime(2017, 6, 10, 0, 0) != datetime.datetime(2017, 6, 10, 8, 0)

----------------------------------------------------------------------
Ran 92 tests in 3.880s

FAILED (failures=2)
```

The machine is using UTC+8 locale.",{},{}
250,IssuesEvent,2015-11-30 18:57:03+00:00,6662075,joke2k/faker,89607,fcurella,,,reopened,zh_CN email not returning valid email addresses,[],[],2,"When creating a fake Factory with the zh_CN or zh_TW it is not returning valid email addresses.

>>> f = Factory.create(locale='zh_CN')
>>> f.email()
u'.@yahoo.com'
>>> f.email()
u'.@gmail.com'
>>> f.email()
u'76@gmail.com'
>>> f.email()
u'.@.com'
>>> f.email()
u'.@.net'
>>> f.email()
u'.@.com'
>>> f.email()
u'.@yahoo.com'
>>> f = Factory.create(locale='zh_TW')
>>> f.email()
u'u@.com'
>>> f.email()
u'm@.com'
>>> f.email()
u'x@.org'
>>> f.email()
u'89@.net'
>>> f.email()
u'25@.com'
>>> f.email()
u'e@.info'
>>> f.email()
u'.@.com'
",{},{}
266,IssuesEvent,2018-06-27 20:33:02+00:00,91172261,lovit/soynlp,3401574,lovit,,,opened,LRNounExtractor_v2 후처리 함수,[],[],0,"후처리 과정에서 걸러지는 단어 예시
  - 확실한 경우 : '이상으로'
  - 문맥에 따라 다른 경우 :  '최고가', '만족도'

'최고가', '만족도'는 문맥에 따라서 true 일수도 false 일수도 있으나, base postprocessor 로는 이를 구분할 수 없음. ",{},{}
273,IssuesEvent,2015-11-02 11:29:54+00:00,8818791,mriehl/fysom,6204199,Spaghetti-Cat,,,opened,Callback for every Event,[],[],0,"Firstly, many thanks for this very useful and well-written module.

It would be good to have another callback, `oneveryevent()`, that is run when any event is triggered.

In my use case, my FSM has events like ""receive_command_packet"", ""receive_ack_packet"", ""receive_error_packet"", etc. Each time I receive a packet, an FSM event is triggered, and I need to store the last received packet in a data member.

The current ugly workaround is to define `on_event_()` callbacks for every event in my FSM.
",{},{}
360,IssuesEvent,2016-08-01 08:46:17+00:00,24005390,tBuLi/symfit,2188968,tBuLi,,,opened,class D is not documented,[],[],0,"``D`` is not documented as being a derivative. That's because it is defined in .api as a shorthand for ```sympy.Derivative```. However, it should be placed in e.g. support so it is also present in the ``symfit`` docs.",{},{}
374,IssuesEvent,2017-07-30 20:45:34+00:00,45852176,arose/nglview,4451957,hainm,,,closed,More doc for 1.0,[],[],0,,{},{}
375,IssuesEvent,2016-05-26 15:18:31+00:00,45852176,arose/nglview,4451957,hainm,,,opened,duck typing (?) for component,[],[],0,"```python
view.add_component(...) # c0
view.add_trajectory(...) # c1
...

# then we can control component like this
view.component_0.add_cartoon(...)
```

the point is `auto-completion` ",{},{}
393,IssuesEvent,2015-03-11 23:46:12+00:00,23242753,c-w/Gutenberg,1086421,c-w,,,opened,Make `get_etexts` case insensitive,"[{'url': 'https://api.github.com/repos/c-w/Gutenberg/labels/enhancement', 'name': 'enhancement', 'color': '84b6eb'}]",[],0,Possible implementation: normalize the case of all literals added to the meta-data RDF graph on creation (e.g. lowercase everything) and apply the same normalization to `get_etext` query values.,{},{}
412,IssuesEvent,2017-09-15 09:24:29+00:00,30492678,facetoe/zenpy,253582,jhrs21,,,opened,No comments in SatisfactionRating,[],[],0,"Hi @facetoe 

Thanks for this great API, I'm trying to get the comments when a user rates a ticket. I don't see it in [this class](https://github.com/facetoe/zenpy/blob/92273d45748538c9149bba2536418c6aabe8cf8b/zenpy/lib/api_objects/__init__.py#L1894), is it OK? Maybe I missed something.

This  is the [zendesk documentation](https://developer.zendesk.com/rest_api/docs/core/satisfaction_ratings#satisfaction-ratings)
",{},{}
415,IssuesEvent,2016-03-14 16:40:57+00:00,30492678,facetoe/zenpy,5913615,aursog,,,opened,Mock over zenpy,[],[],0,"Hi,

It's any way to make a mock to the tickets library?. For example, make a mock to zenpy.tickets.create function?

I make a mock, but the test not working, the call_count give me 0 value (i try with zenpy.lib.api.TicketApi.create, zenpy.lib.api.CRUDApi.create, with the same result).

Thanks",{},{}
437,IssuesEvent,2016-02-22 18:26:25+00:00,6810140,gleitz/howdoi,1554625,jackmaney,,,opened,HOWDOI_COLORIZE doesn't automatically set color,[],[],0,"I'm using OS X 10.9.5 with `howdoi` version 1.1.7 on Python 3.5.1.

I've enabled the `HOWDOI_COLORIZE` variable in my `.bash_profile`:

```
$ tail -n 1 ~/.bash_profile
export HOWDOI_COLORIZE=1
```

However, setting this doesn't seem to have any effect:

![screen shot 2016-02-22 at 12 22 07 pm](https://cloud.githubusercontent.com/assets/1554625/13228061/5c970c94-d95f-11e5-8421-427eba0c6bd9.png)

Is there something obvious I'm missing, here?

Thank you for your time.",{},{}
440,IssuesEvent,2016-08-25 04:47:07+00:00,27025717,jaedb/spotmop,1711444,jaedb,,,closed,[Feature request] queueing + shuffle,[],[],1,"Disc: long post, just skip to suggestions if you aren't up for some squawking.

Hi,

First of all, this is the best mopidy spotify interface around. I have two suggestions which ""feels"" like depending on one another.

**Whining no.1**: One of the biggest features I miss from the official spotify client is to have the rest of the playlist get queued when I double click on a track, so that it'd keep playing without any further interaction. Right now, the d-click behaviour is to place that track at the top of the play queue in spotmop. the problem: it won't continue playing unless I add the rest of the playlist by hand. The only way to have that is to queue the whole list by clicking ""Play"" in the playlist details view and skip to the desired track, which is impractical in true sense. Moreover, adding track to the top does that it wouldn't get played as you might already be playing a track somewhere deep in the queue and you need to go all the way back.

**Suggestion no.1**: double click should: clear the queue, add rest of the playlist to the queue, restart playing from the top of the queue.

**Whining no.2**: The player lacks some of the fundamental features a music player should have: play modes and time indicators. Relating to the first issue, it's nearly impossible to have a pleasant experience without constant interaction, since you'd need to skip frequently or hand curate the queue. And it'd actually be a strong ""selling point"" to have an alternative to infamously lame spotify official shuffling algo. The track time and remaining time indicators are a must too, imho. That'd also allude to a revamp of left frame, possibly with more lines(vertical space) allocated to play controls at the bottom. 

**Suggestion no.2**:  play modes like repeating and shuffling should be implemented for a better playing experience. ",{},{}
442,IssuesEvent,2016-04-19 19:02:09+00:00,27025717,jaedb/spotmop,13908716,sbctm,,,opened,'add to library button' should be a 'remove' button if album is already added,[],[],0,"In album view, where the cover and the tracks of the album are displayed, there are two buttons 'play' and 'add to library'. The 'add to library' button should be a 'remove' button, if the album is already added.",{},{}
452,IssuesEvent,2017-09-16 20:02:19+00:00,15376784,mar10/wsgidav,41663,mar10,,,closed,"With COPY, source and destination must have the same scheme?",[],[],2,"When I try to do a COPY and the destination has a different scheme, I get this error:
`502 Bad Gateway: Source and destination must have the same scheme.`

Why do they have to have the same scheme?
Is there a way around this?",{},{}
482,IssuesEvent,2017-06-02 17:01:08+00:00,14077840,rgs1/zk_shell,3656079,objmagic,,,opened,`dump --help` makes zk-shell quit,[],[],0,,{},{}
488,IssuesEvent,2017-04-18 01:10:17+00:00,10865487,upbit/pixivpy,12285300,naplings,,,opened,"illust_bookmark_add(), illust_bookmark_delete(), user_list() error in aapi.py",[],[],0,"## Issue:  
[**illust_bookmark_add()**](https://github.com/upbit/pixivpy/blob/master/pixivpy3/aapi.py#L254), [**illust_bookmark_delete()**](https://github.com/upbit/pixivpy/blob/master/pixivpy3/aapi.py#L270), [**user_list()** ](https://github.com/upbit/pixivpy/blob/master/pixivpy3/aapi.py#L328)doesn't work correctly.
Following script:  
```python
api = AppPixivAPI()
api.login('LOGIN INFORMATION')
print(api.illust_bookmark_add(62345606))
print(api.illust_bookmark_delete(62345606))
print(api.user_list(3410615))
```
Output:
```
{'error': {'user_message': '指定されたエンドポイントは存在しません', 'message': '', 'reason': '', 'user_message_details': {}}}
{'error': {'user_message': '', 'message': '{""illust_id"":[""Illust Id is required"",""Illust Id must be an integer (0-9)"",""Illust
Id must be at least 0""]}', 'reason': '', 'user_message_details': {}}}
{'error': {'user_message': '指定されたエンドポイントは存在しません', 'message': '', 'reason': '', 'user_message_details': {}}}
```
I tried to change the URL in **user_list()** to V2 version,  
from:
```python
url = 'https://app-api.pixiv.net/v1/user/list'
```
to:
```python
url = 'https://app-api.pixiv.net/v2/user/list'
```
And it works.  
However, it doesn't work on **illust_bookmark_add()** and **illust_bookmark_delete()**.

## Environment:
`Python 3.6.0`
`pixivpy3 '3.3.1'`
`Microsoft Windows [Ver 10.0.16176]`

## 
At last, thanks for your awesome library. It helps me pretty much.
",{},{}
497,IssuesEvent,2017-12-02 15:39:17+00:00,3502340,Anorov/PySocks,7685264,Indexyz,,,opened,None input when use fileno with UDP,[],[],0,"Hi,
I was try use pysocks in shadowsocks-server (run socket server in TCP and UDP), but I was noticed that the UDP is not get client requests information.
It use socket and select.select to watch the socket event 
> ref: [Eventloop](https://github.com/esdeathlove/shadowsocks/blob/manyuser/shadowsocks/eventloop.py)

It never get the UDP input data (The UDP socket fileno is never completion)
It's works when I remove pysocks' monkeypatch
",{},{}
514,IssuesEvent,2015-06-19 18:12:32+00:00,27312836,atdt/monotonic,1577132,hartwork,,,opened,Please make a new release,[],[],0,".. get the fixes from #1 to PyPI.

Thanks!",{},{}
517,IssuesEvent,2015-03-07 07:53:32+00:00,17066884,binux/pyspider,6790730,universewill,,,opened,can not connect to rabbitmq,[],[],0,"i entered pyspider -c ~/pyspider/config.json scheduler and failed to connect to rabbitmq

[I 150307 15:45:28 base_connection:179] Connecting to 127.0.0.1:15672
[E 150307 15:50:28 base_connection:347] Read empty data, calling disconnect
[E 150307 15:50:28 base_connection:148] Incompatible Protocol Versions
。
。
。
 raise exceptions.IncompatibleProtocolError
pika.exceptions.IncompatibleProtocolError


How to solve this problem？",{},{}
525,IssuesEvent,2016-06-08 03:24:03+00:00,17066884,binux/pyspider,8951380,volvofixthis,,,closed,"Performance and scale, understanding poolsize and rate/burst.",[],[],11,"I can't get one thing. I use now 10/10 rate/burst with poolsize 100. I don't get why i don't recieve 10 requests per second. I see that all requests are completed in < 1s. I tried measure my traffic with iptraf and i see that when i download pretty large images (around 200kbytes) there no any big network activity. There no even 10mbit/s or more. What i miss? There no any network cap and cpu. I use just simple fetch, not js.",{},{}
549,IssuesEvent,2017-11-06 23:45:14+00:00,28530868,cannatag/ldap3,210184,warsaw,,,opened,ldap3 is incompatible with Python 3.7,[],[],0,"`async` and `await` have become keywords in Python 3.7, and this breaks ldap3 because you can no longer have an `async.py` module.  This is a new `SyntaxError`:

```
    from .core.connection import Connection
E     File ""venv/lib/python3.7/site-packages/ldap3/core/connection.py"", line 53
E       from ..strategy.async import AsyncStrategy
E                           ^
E   SyntaxError: invalid syntax
```

I think you're going to have no choice but to rename that module unfortunately.  It's also unfortunate that `DeprecationWarnings` are disabled by default because if they weren't you would have seen that warning in Python 3.6:

```
% python3.6 -W error::DeprecationWarning
Python 3.6.3 (default, Oct  4 2017, 06:09:15) 
[GCC 4.2.1 Compatible Apple LLVM 9.0.0 (clang-900.0.37)] on darwin
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
>>> import async
DeprecationWarning: 'async' and 'await' will become reserved keywords in Python 3.7
>>> 
```",{},{}
554,IssuesEvent,2016-06-18 09:10:02+00:00,28530868,cannatag/ldap3,10184207,Dharmik8478,,,opened,Modify object class,[],[],0,How can i add or remove object classes of entry?,{},{}
