,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_action,issue_title,issue_labels,issue_assignees,issue_count,issue_body,issue_reactions,issue_reason
17,IssuesEvent,2018-06-23 08:32:20+00:00,138318038,komuw/naz,5163857,komuw,,,opened,investigate if we need to fix flow control,[],[],0,see: https://github.com/channelcat/sanic/issues/1176,{},{}
20,IssuesEvent,2017-03-30 03:14:48+00:00,8387179,uiri/toml,364765,uiri,,,closed,toml_test3.py fails with C locale,[],[],0,"```
$ LC_ALL=C $GOPATH/bin/toml-test ./toml_test3.py
Test: unicode-literal (valid)

Values for key 'answer' don't match. Expected a value of 'δ' but got '��'.

76 passed, 1 failed
```",{},{}
31,IssuesEvent,2015-11-20 14:52:39+00:00,46566669,jaraco/irc,308610,jaraco,,,closed,ping issue,[],[],0,"Hi, I have the same exact problem described here: https://bitbucket.org/jaraco/irc/issue/16/irc-client-ping-timeout-issue.
The servers I'm testing against are irc.criten.net and irc.abjects.net

----------------------------------------
- Bitbucket: https://bitbucket.org/jaraco/irc/issue/58
- Originally reported by: luca c
- Originally created at: 2015-03-09T17:34:03.162
",{},{}
36,IssuesEvent,2015-11-20 14:49:39+00:00,46566669,jaraco/irc,308610,jaraco,,,opened,connection.whois() does not take single strings,[],[],1,"The connection.whois() method should check to see whether the parameter it was passed was a string or a list and act accordingly.

With a string:
```
#!python
>>> ""WHOIS "" + "","".join( ""JoshTheEnder"" ) 
'WHOIS J,o,s,h,T,h,e,E,n,d,e,r' 
```
With a list (which i assume is how it's supposed to be done but seems pointless for 1 user):
```
#!python
>>> ""WHOIS "" + "","".join( [""JoshTheEnder""] )
'WHOIS JoshTheEnder' 
```

Suggestion: Making the function check the type of the argument and act accordingly between string and list objects

----------------------------------------
- Bitbucket: https://bitbucket.org/jaraco/irc/issue/46
- Originally reported by: Lizzy Trickster
- Originally created at: 2014-10-21T23:54:14.277
",{},{}
39,IssuesEvent,2017-02-23 09:35:31+00:00,55258005,jopohl/urh,18283204,andynoack,,,closed,Program close when zooming in and out,[],[],0,"Hi there,
Just came across an issue when i was zooming in and out of a signal, program just exited.

Traceback (most recent call last):
  File ""/usr/local/lib/python3.5/dist-packages/urh/controller/CompareFrameController.py"", line 611, in set_shown_protocols
    if indx < len(first_msg_indices) and first_msg_indices[indx] >= first_msg_indices[indx + 1]:
IndexError: list index out of range
Aborted
",{},{}
71,IssuesEvent,2016-05-24 07:17:31+00:00,55258005,jopohl/urh,18283204,andynoack,,,opened,Participants in Textview,[],[],0,"_Short_ aaaaaabcdef0123456789 [...]

- Short in bold, background color of the participant for ""_Short_"".
- Textcolor magnitude RGB threshold (=50%) -> black or white",{},{}
79,IssuesEvent,2017-12-25 11:37:42+00:00,769951,mhe/pynrrd,45097,mhe,,,closed,Upload v0.2.2 to PyPi,[],[],1,Can you upload the new version to PyPi? There are some useful fixes in this version and it makes it easy to install packages.,{},{}
85,IssuesEvent,2012-01-31 14:07:57+00:00,2792391,gruns/furl,556958,TakashiSasaki,,,closed,colons in path component are escaped,[],[],2,"RFC3986 says pchar includes "":"" and ""@"".
So a url like http://a.example.com/a/b/c/ftp://b.example.com/d/e/f.txt is valid
while furl escapes it and generates http://a.example.com/a/b/c/ftp%3A//b.example.com/d/e/f.txt .",{},{}
88,IssuesEvent,2018-08-15 23:03:57+00:00,74004167,Kyria/EsiPy,16302735,porowns,,,closed,HTTP Error 400: invalid_request when setting EsiSecurity.auth(),"[{'id': 483372728, 'node_id': 'MDU6TGFiZWw0ODMzNzI3Mjg=', 'url': 'https://api.github.com/repos/Kyria/EsiPy/labels/Question', 'name': 'Question', 'color': 'f9d0c4', 'default': False}]",[],2,"Recently, CCP started requiring State to be set for SSO to function. (I guess? See error below)

`{error"":""invalid_request"",""error_description"":""The state parameter is required.""}`

To fix this, I added State=""None"" when retrieving my URI, 
`ESI_URL_CACHE = ESI_SECURITY.get_auth_uri(scopes=ESI_SCOPES, state=None)`

Note, ESI_SCOPES variable is set as:
```
ESI_SCOPES = [
    'publicData',
    'esi-contracts.read_character_contracts.v1',
    'esi-location.read_location.v1',
    'esi-location.read_ship_type.v1',
    'esi-mail.read_mail.v1',
    'esi-skills.read_skills.v1',
    'esi-skills.read_skillqueue.v1',
    'esi-wallet.read_character_wallet.v1',
    'esi-characters.read_contacts.v1',
    'esi-corporations.read_corporation_membership.v1',
    'esi-assets.read_assets.v1',
    'esi-fleets.read_fleet.v1',
    'esi-fleets.write_fleet.v1',
    'esi-characters.read_chat_channels.v1',
    'esi-industry.read_character_jobs.v1',
    'esi-markets.read_character_orders.v1',
    'esi-characters.read_corporation_roles.v1',
    'esi-location.read_online.v1'
]
```

Now, my SSO process receives an invalid_request error when setting the auth code for EsiSecurity.
```
File ""/usr/local/lib/python3.5/dist-packages/django/core/handlers/base.py"", line 128, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File ""/usr/local/lib/python3.5/dist-packages/django/core/handlers/base.py"", line 126, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File ""REDACTED"", line 35, in receive_token
    esi_token = settings.ESI_SECURITY.auth(code)
  File ""/usr/local/lib/python3.5/dist-packages/esipy/security.py"", line 292, in auth
    response_header=res.headers
esipy.exceptions.APIException: HTTP Error 400: invalid_request
```

Do you have any ideas on what the underlying issue may be here? My SSO functionality has been stable for a very long time, did I miss an update?",{},{}
96,IssuesEvent,2016-09-29 19:52:31+00:00,27924304,cdent/gabbi,34498,cdent,,,opened,"There is a FAQ now, add to it",[],[],0,"This is left as an open and ongoing issue to encourage people to add things to the [FAQ](http://gabbi.readthedocs.io/en/latest/faq.html).

To do that make changes to `doc/source.faq.rst`.",{},{}
99,IssuesEvent,2016-09-02 10:15:07+00:00,27924304,cdent/gabbi,34498,cdent,,,opened,regex matching in JSONResponseHandler doesn't deal with numbers,[],[],0,"If the match is a number, the regex matching errors out. We need to cast to a string before doing the regex test.",{},{}
102,IssuesEvent,2017-09-13 01:19:25+00:00,72066935,cs01/gdbgui,8607578,melhindi,,,opened,gdb does not stop at breakpoint,[],[],0,"Hi,

when I run the debugger via gdbgui it does not stop at the breakpoint.

I assume this is because I have not installed gdb with the ""with-python"" option (just brew install gdb)
I did this because the installation with ""with-python"" fails saying ""configure: error: no usable python found at /usr/local"" although python and python3 has been correctly installed.

My system is Mac OS Sierra (10.12.6)",{},{}
