,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
5,IssueCommentEvent,2016-10-14 13:47:17+00:00,7470121,wuub/rxv,588857,wuub,,,183033839,253803319,"Sure thing :) 
I'm mostly concerned with backward compatibility and ease of use. As you can probably guess I'm pretty OK with hacky internals when it comes to this paticular lib :)",{},,User,False
11,IssueCommentEvent,2015-03-25 23:01:59+00:00,2918192,epsy/clize,685865,epsy,,,64391837,86246955,"In other argument parsers:

* [argparse's subparsers](https://docs.python.org/2/library/argparse.html#sub-commands)
* [click's groups](http://click.pocoo.org/3/quickstart/#nesting-commands)",{},,User,False
24,IssueCommentEvent,2017-06-06 09:52:19+00:00,55258005,jopohl/urh,18283204,andynoack,,,231117378,306437579,"Hi @SpaceTeddy,

thank you for your contribution. We discussed the pull request and think that it is not the right way to integrate your work.
1. Every time you update/fix the code we have to fix the project code accordingly.
2. The current state of your implementation does not allow to encode data which is a must have for our decodings as long as this is possible (e.g. not for cut obviously).

We would like to integrate it in the following way: Our documentation will have a table for external extensions and plugins (or an explicit repo). There we can link your github project. What do you think?",{},,User,False
39,IssueCommentEvent,2015-08-12 14:42:14+00:00,10156090,klen/mixer,90699,klen,,,100534499,130325748,Thank you!,{},,User,False
40,IssueCommentEvent,2017-12-23 11:11:46+00:00,4295983,loli/medpy,832894,loli,,,283726283,353720580,"And please send the actual boost python lib version that is installed on your machine. I.e., the output of 'apt-cache search libboost-python'.",{},OWNER,User,False
45,IssueCommentEvent,2016-11-07 13:08:31+00:00,41905591,Ch00k/ffmpy,3162968,busla,,,187689618,258830888,"Yes it would, that´s actually how I implemented my project in the beginning, but soon realised that it was unnecessary.

FFmpy is now run on my class instances and added as a class variable so I can terminate it when I flag my instance to do so.

",{},,User,False
47,IssueCommentEvent,2016-04-25 22:52:41+00:00,18603138,WoLpH/mt940,270571,WoLpH,,,148680950,214555262,Thanks for all the help!,{},,User,False
49,IssueCommentEvent,2017-06-11 20:53:50+00:00,20479128,amol-/depot,9716490,adriancarayol,,,234693165,307656132,"Thank you so much, great work!",{},,User,False
50,IssueCommentEvent,2016-06-22 21:44:02+00:00,20479128,amol-/depot,601423,amol-,,,160998034,227886270,"uhm, you can just set values to `self`  during `process_content` method.

See https://github.com/amol-/depot/blob/master/depot/fields/specialized/image.py for an example.
It stores `thumb_path`  across the original image itself.
",{},,User,False
57,IssueCommentEvent,2018-05-01 21:55:15+00:00,27924304,cdent/gabbi,9313208,ankajgoel,,,319292365,385802585,"checked by putting HISTORY in data as well, same exception.  also tried by changing it to lowercase, still failing. 
Below are the config
OS: windows, running using cmd using yaml runner
Python: 3.5.2
Using latest gabbi....used pip to install it.",{},NONE,User,False
75,IssueCommentEvent,2018-02-16 10:53:53+00:00,72066935,cs01/gdbgui,5451919,mubes,,,296927049,366204133,"Yes, it was a not very good attempt at humor in the honor of the Falcon Heavy central booster.

Anyway, it is indeed an int;

```
2 <type 'int'>
```

my not very elegant work-around is;

```
    if (type(signal_obj)==int):
        return jsonify({'message': 'sent signal %s (%d) to process id %s' % (signal_name, signal_obj, pid_str)})
    else:
        return jsonify({'message': 'sent signal %s (%s) to process id %s' % (signal_name, signal_obj.value, pid_str)})
```

...which seems to work fine, resulting in;

```
Program received signal SIGINT, Interrupt.
0x08006932 in USB_LP_CAN1_RX0_IRQHandler () at thirdparty/USB/src/usb_istr.c:148
148              _SetISTR((uint16_t)CLR_ERR);

gdbgui noticed a signal was recieved (Interrupt, SIGINT).
If the program exited due to a fault, you can attempt to re-enter the state of the program when the fault 
occurred by clicking the below button.
```

Is there any chance of (a) hooking this SIGINT behavior to the run button (so it becomes a pause button and (b) Removing this warning for the case of SIGINT (Since it doesn't need to be re-connected).

You could also remove the send-to-inferior signal stuff in the UI for the case of an embedded target since it doesn't really mean much in that circumstance.

Great work BTW!!!

DAVE",{},NONE,User,False
77,IssueCommentEvent,2017-12-07 22:20:58+00:00,9896961,dbrgn/RPLCD,144046,FrozenBeard,,,245210027,350112383,"So I finally managed to get the test to fully work, after stumbling over every single commad in your docs written for python2 instead of python3, this finally worked for me.
`sudo python3 lcdtest.py i2c testsuite expander=PCF8574 port=0 cols=20 rows=4 addr=0x27`
Now I can write my own damn scripts!",{},NONE,User,False
101,IssueCommentEvent,2017-06-30 03:58:46+00:00,6007295,fxsjy/jieba,5118325,skywalkerytx,,,238794157,312168839,much slower when init,{},,User,False
114,IssueCommentEvent,2017-01-25 19:58:43+00:00,3327542,g2p/rfc6266,77488,zuzelvp,,,97490641,275215972,https://pypi.python.org/pypi/rfc6266-parser/0.0.5.post2,{},,User,False
126,IssueCommentEvent,2017-03-16 13:29:52+00:00,9954780,keis/base58,125062,keis,,,214605140,287056753,Thanks!,{},,User,False
130,IssueCommentEvent,2015-05-27 20:29:32+00:00,4946406,mher/flower,7362382,nstanoszek,,,69839656,106063216,"I agree. Not sure why

Sent from my iPhone

> On May 27, 2015, at 3:57 PM, bicharagadha <notifications@github.com> wrote:
> 
> Downloaded the latest master from github. (Version information included below)
> The status field is still noticeably missing.
> 
> 0.9.0-dev
> 3.1.17 (Cipater)
> flower -> flower:0.9.0-dev tornado:4.0.2 babel:1.3
> software -> celery:3.1.17 (Cipater) kombu:3.0.24 py:2.7.6
> billiard:3.3.0.19 py-amqp:1.4.6
> platform -> system:Linux arch:64bit, ELF imp:CPython
> loader -> celery.loaders.default.Loader
> settings -> transport:amqp results:disabled
> 
> —
> Reply to this email directly or view it on GitHub.
> 
",{},,User,False
133,IssueCommentEvent,2015-04-12 02:43:10+00:00,4946406,mher/flower,691049,mher,,,67863494,91973592,"    $ git clone https://github.com/mher/flower.git
    $ cd flower
    $ python -m flower",{},,User,False
136,IssueCommentEvent,2016-02-16 01:09:34+00:00,4946406,mher/flower,691049,mher,,,112759331,184462441,"Merged, thanks!",{},,User,False
137,IssueCommentEvent,2015-02-25 19:12:12+00:00,4946406,mher/flower,691049,mher,,,58922174,76033397,Are you using the latest master version? This bug should be fixed by https://github.com/mher/flower/commit/b7d841bbfe07518f679e9edbc16ec17c748646cf,{},,User,False
145,IssueCommentEvent,2017-02-16 21:24:49+00:00,1670404,smira/txZMQ,2354108,coveralls,,,208248938,280465428,"
[![Coverage Status](https://coveralls.io/builds/10192489/badge)](https://coveralls.io/builds/10192489)

Coverage remained the same at 88.889% when pulling **fc41eac81d7298f40aee44486110536f260d59ba on trove-updates** into **83e181e66e2d0b0153fa7e8004ddb191b661b7d7 on master**.
",{},,User,False
