,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_action,issue_title,issue_labels,issue_assignees,issue_count,issue_body,issue_reactions,issue_reason
17,IssuesEvent,2017-02-16 13:50:27+00:00,8387179,uiri/toml,400442,singleton11,,,opened,Comments support,[],[],0,,{},{}
18,IssuesEvent,2018-02-26 14:54:27+00:00,8387179,uiri/toml,1649278,Phaiax,,,opened,"Parsing '  "",  ' within an array",[],[],0,"toml.load() throws an exception when parsing '  "",  ' within an array.
It can be reproduced with this python code:
```
toml.loads(toml.dumps({'abc' : [' "", '] }))
```

Toml 0.9.5
Python 3.6.3 on Windows 10",{},{}
22,IssuesEvent,2015-10-22 17:29:37+00:00,1673145,FSX/misaka,1111387,vyscond,,,opened,AttributeError: 'module' object has no attribute 'SmartyPants',[],[],0,"
I just updated miasma package this morning and then nothing is working anymore!

```
import os
import argparse
import json
import shutil
import misaka
import frontmatter
from pygments import highlight
from pygments.lexers import get_lexer_by_name
from pygments.formatters import HtmlFormatter
from jinja2 import Environment, FileSystemLoader  # PackageLoader
from datetime import datetime

class PygmentRender(misaka.HtmlRenderer, misaka.SmartyPants):

    def block_code(self, text, lang):
            print('[pyg][render] lang -> ', lang)
            if not lang:
                return '\n<pre><code>{}</code></pre>\n'.format(text)
            lexer = get_lexer_by_name(lang, stripall=True)
            formatter = HtmlFormatter(linenos='inline')
            # formatter = CodeHtmlFormatter(linenos='inline')
            return highlight(text, lexer, formatter)
```

Now i got this error every time i try to run the code

```
Traceback (most recent call last):
  File ""/Users/vyscond/Tartarus/ephemerys/env/bin/ephemerys"", line 9, in <module>
    load_entry_point('ephemerys==0.1.0', 'console_scripts', 'ephemerys')()
  File ""/Users/vyscond/Tartarus/ephemerys/env/lib/python3.4/site-packages/pkg_resources/__init__.py"", line 558, in load_entry_point
    return get_distribution(dist).load_entry_point(group, name)
  File ""/Users/vyscond/Tartarus/ephemerys/env/lib/python3.4/site-packages/pkg_resources/__init__.py"", line 2682, in load_entry_point
    return ep.load()
  File ""/Users/vyscond/Tartarus/ephemerys/env/lib/python3.4/site-packages/pkg_resources/__init__.py"", line 2355, in load
    return self.resolve()
  File ""/Users/vyscond/Tartarus/ephemerys/env/lib/python3.4/site-packages/pkg_resources/__init__.py"", line 2361, in resolve
    module = __import__(self.module_name, fromlist=['__name__'], level=0)
  File ""/Users/vyscond/Tartarus/ephemerys/env/lib/python3.4/site-packages/ephemerys/__init__.py"", line 34, in <module>
    class PygmentRender(misaka.HtmlRenderer, misaka.SmartyPants):
AttributeError: 'module' object has no attribute 'SmartyPants'
```",{},{}
34,IssuesEvent,2016-11-26 23:09:38+00:00,68802946,h2non/pook,63402,h2non,,,closed,Simulate error,"[{'id': 446711516, 'url': 'https://api.github.com/repos/h2non/pook/labels/enhancement', 'name': 'enhancement', 'color': '84b6eb', 'default': True}]","[{'login': 'h2non', 'id': 63402, 'avatar_url': 'https://avatars.githubusercontent.com/u/63402?v=3', 'gravatar_id': '', 'url': 'https://api.github.com/users/h2non', 'html_url': 'https://github.com/h2non', 'followers_url': 'https://api.github.com/users/h2non/followers', 'following_url': 'https://api.github.com/users/h2non/following{/other_user}', 'gists_url': 'https://api.github.com/users/h2non/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/h2non/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/h2non/subscriptions', 'organizations_url': 'https://api.github.com/users/h2non/orgs', 'repos_url': 'https://api.github.com/users/h2non/repos', 'events_url': 'https://api.github.com/users/h2non/events{/privacy}', 'received_events_url': 'https://api.github.com/users/h2non/received_events', 'type': 'User', 'site_admin': False}]",1,"```python
# Custom string error
pook.get('foo.com').error('simulated error')
# Custom Exception
pook.get('foo.com').error(RuntimeError('simulated error'))
```",{},{}
40,IssuesEvent,2015-11-20 14:42:54+00:00,46566669,jaraco/irc,308610,jaraco,,,closed,unicode decode issue,[],[],0,"I have an irc bot which inherits from SingleServerIRCBot 
Because it also runs on different irc network's I 1st of all wrap it in:


```
**class BotWrapper(threading.Thread):
    def __init__(self,bot):
        self.bot = bot
        super(BotWrapper, self).__init__()
    def run(self):
        self.bot.start()****
```

I have been doing this for quite some time (this bot used the original python-irc)

I only post this since it is part of this traceback:

```
**Traceback (most recent call last):
  File ""/usr/lib64/python2.7/threading.py"", line 551, in __bootstrap_inner
    self.run()
  File ""./bs.py"", line 588, in run
    self.bot.start()
  File ""/usr/lib64/python2.7/site-packages/irc/bot.py"", line 260, in start
    super(SingleServerIRCBot, self).start()
  File ""/usr/lib64/python2.7/site-packages/irc/client.py"", line 1174, in start
    self.ircobj.process_forever()
  File ""/usr/lib64/python2.7/site-packages/irc/client.py"", line 264, in process_forever
    self.process_once(timeout)
  File ""/usr/lib64/python2.7/site-packages/irc/client.py"", line 245, in process_once
    self.process_data(i)
  File ""/usr/lib64/python2.7/site-packages/irc/client.py"", line 210, in process_data
    c.process_data()
  File ""/usr/lib64/python2.7/site-packages/irc/client.py"", line 554, in process_data
    for line in self.buffer:
  File ""/usr/lib64/python2.7/site-packages/irc/buffer.py"", line 84, in <genexpr>
    for line in super(DecodingLineBuffer, self).lines())
  File ""/usr/lib64/python2.7/encodings/utf_8.py"", line 16, in decode
    return codecs.utf_8_decode(input, errors, True)
UnicodeDecodeError: 'utf8' codec can't decode byte 0xf6 in position 53: invalid start byte
****
```




in the old python-irclib I would set DEBUG to true in the client.py. this upgraded irc lib seems to use logging but I cannot get it to write to a file

```
**logfp = logging.FileHandler('bsmithlog.log')
logfp.setLevel(logging.DEBUG)
irc.client.log.addHandler(logfp)****
```


----------------------------------------
- Bitbucket: https://bitbucket.org/jaraco/irc/issue/19
- Originally reported by: Anonymous
- Originally created at: 2013-04-13T18:17:36.340
",{},{}
66,IssuesEvent,2018-07-29 12:05:56+00:00,55258005,jopohl/urh,11001973,vsboost,,,closed,Recording via URH creates mirror image of signal,[],[],2,"I have noticed this before but never reported it, what i find is recording a signal from URH seems to create a mirror of the signal not too far off the original, the picture below is of an ASK signal from a weather sensor.

![image](https://user-images.githubusercontent.com/11001973/43363740-c1cc2b8e-934e-11e8-845f-752090273c3d.png)


Here is the same signal but recorded using SDR-Console
![image](https://user-images.githubusercontent.com/11001973/43363753-0d064e2c-934f-11e8-897f-788a12c931d6.png)

This is using the sdrplay, haven't tested with other sdr's - i notice the same behavior when using the spectrum analyzer feature, you see two peaks at opposite ends of each other.
",{},{}
70,IssuesEvent,2017-12-22 12:53:10+00:00,55258005,jopohl/urh,1389516,ikarus23,,,opened,Autoassign labels,[],[],0,"Hi! Is there a way to assign labels automatically? Did I miss it? I see the ""Assign labels"" checkbox in the in the dropdown menu next to the ""Analyze"" button...

Lets say I have a demodulated stream like this:
```
0001111010111111101010000 | 0101010101010101 | 000000000000 | 01001011011100010100010111011000100010 | 00000 | 11111111111 | 0000000 | 00011001000010100000
                                   1                                                2                               3                          4
```
I know ""1"" is the preamble, ""2"" is the address, ""3"" the payload and ""4"" the crc. The rest is irrelevant trash (with fixed length). Is there a way to auto assign the label ""preamble"" to the bit sequence of 1 and then specify the other labels with a relative offset? Removing the ""trash"" should be easy once everything is labelled, because I can use the ""Show only labels in protocol"" feature of URH.
 ",{},{}
82,IssuesEvent,2015-01-23 12:56:17+00:00,10156090,klen/mixer,90699,klen,,,closed,Rely on faker for data,[],[],6,"Huge database of fake data: https://github.com/joke2k/faker

<bountysource-plugin>

---
Want to back this issue? **[Place a bounty on it!](https://www.bountysource.com/issues/2544662-rely-on-faker-for-data?utm_campaign=plugin&utm_content=tracker%2F327725&utm_medium=issues&utm_source=github)** We accept bounties via [Bountysource](https://www.bountysource.com/?utm_campaign=plugin&utm_content=tracker%2F327725&utm_medium=issues&utm_source=github).
</bountysource-plugin>",{},{}
87,IssuesEvent,2018-06-17 11:15:51+00:00,4295983,loli/medpy,832894,loli,,,closed,TypeError with medpy.metric.binary,[],[],2,"When using 'medpy.metric.binary.hd' or 'medpy.metric.binary.asd', I get the following error: 

> TypeError: numpy boolean subtract, the `-` operator, is deprecated, use the bitwise_xor, the `^` operator, or the logical_xor function instead.

With stack trace pointing to a line in medpy/metric/binary.pyc
`1169     result_border = result - binary_erosion(result, structure=footprint, iterations=1)`

Does the operator need any update? (I'm using MedPy 0.3.0)
 ",{},{}
88,IssuesEvent,2015-09-04 08:56:04+00:00,769951,mhe/pynrrd,6642834,DrCricket,,,opened,***Test Failed*** 3 failures,[],[],0,"When I clone and run <b>nrrd.py</b>, I encounter the following issue - 

<i>
File ""nrrd.py"", line 375, in read_header
        nrrdfile.seek(headerSize)
    AttributeError: 'tuple' object has no attribute 'seek'
</i>
",{},{}
