,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
1,IssueCommentEvent,2018-02-23 07:32:03+00:00,73567304,ofek/bit,7623491,xcbtrader,,,299554293,367932231,"Hello.
I test your solution but in the past i test bitcoin library vbuterin, and if i compare de results, don't work

def create_addr_text(word):	
	key = Key.from_bytes(word.encode())
	wif = key.to_wif()
	addr= key.address
	return addr, wif
	
def create_addr_word(word):
	priv = sha256(word)
	pub = privtopub(priv)
	addr = pubtoaddr(pub)
	return addr

what's the diference????
",{},NONE,User,False
5,IssueCommentEvent,2016-04-28 19:56:09+00:00,2782546,hobu/mgrs,8294191,proximous,,,111823817,215543630,"Thanks for taking the time to review and for making the package available!!

Is this something you will push to pypi? I love the convenience of just doing a pip to install.",{},,User,False
7,IssueCommentEvent,2018-02-08 15:31:01+00:00,54391698,jd/pifpaf,29290835,pastamaker[bot],,,295551147,364147920,"Tests FAILURE for HEAD f4fc234333659efc524ed6d5e8cfef3f531779a9

- [JOB #0](https://api.travis-ci.org/jobs/339026640/log): PASSED ✅
- [JOB #1](https://api.travis-ci.org/jobs/339026641/log): FAILED ❌
- [JOB #2](https://api.travis-ci.org/jobs/339026642/log): PASSED ✅",{},NONE,Bot,False
13,IssueCommentEvent,2015-10-14 17:08:54+00:00,1673145,FSX/misaka,64273,FSX,,,8047732,148120879,"I still need to write the documentation for version 2.0, which will include docs about running tests.

You can already use `python setup.py test` to run the tests in 2.0. :)
",{},,User,False
19,IssueCommentEvent,2016-01-29 21:48:53+00:00,46566669,jaraco/irc,15252571,Xenthys,,,129208629,176984137,"That's because all clients are answering to CTCPs only if the `\x01` char is at the beginning and at the end of the sentence.
Another reason for me is some IRCds like Charybdis have the channel mode +C to block CTCPs to the channel, and messages with an ""inner CTCP request"" aren't considered as CTCPs and thus not blocked.
I may be wrong, I don't really know the specifications, but it's weird that all clients aren't following them in this case (HexChat, mIRC, irssi, WeeChat…)
Next to that, I've been told to ""sanitize my CTCP parsing"", so I came here as, well, it's done by your lib.

Sorry if it's not an issue, I still find it weird but if that's what should be followed according to the specs, it's ok.
Keep up the good work, your lib is really useful!",{},,User,False
22,IssueCommentEvent,2018-01-10 10:23:54+00:00,55258005,jopohl/urh,18219846,jopohl,,,286441969,356560297,"Not sure about a checkbox for this...this would add an extra column to the table and, therefore, improve complexity of the program. 

I would like to get a deeper understanding here first. Could you tell me a bit more about your use case for this feature? Do you have a protocol that switches LSB for certain labels?",{},OWNER,User,False
35,IssueCommentEvent,2017-12-01 09:05:27+00:00,55258005,jopohl/urh,11001973,vsboost,,,278298244,348440937,"Tried that too, but the settings does not stay. Its like there needs to be an OK button when the directory is chosen if that makes sense.

![image](https://user-images.githubusercontent.com/11001973/33475548-e7ca6bae-d6d2-11e7-813c-caa1955746cd.png)
",{},NONE,User,False
37,IssueCommentEvent,2018-03-30 10:18:29+00:00,55258005,jopohl/urh,18283204,andynoack,,,309933013,377496118,"Hey, we currently do not support the LimeSDR Mini. We do not have any of these devices here for testing, is anyone in contact with Lime Microsystems?",{},COLLABORATOR,User,False
39,IssueCommentEvent,2018-02-07 07:27:23+00:00,78888191,kislyuk/yq,862013,kislyuk,,,293931822,363680681,Thank you for investigating. Looking into this.,{},OWNER,User,False
43,IssueCommentEvent,2017-12-23 16:01:49+00:00,4295983,loli/medpy,7811075,jxchen01,,,283726283,353733777,"I tried again with the current master branch. I still have the issue:

anaconda3/bin/../lib/libstdc++.so.6: version `GLIBCXX_3.4.21' not found (required by /usr/lib/x86_64-linux-gnu/libboost_python-py27.so.1.58.0) 

Here is more info:

""apt-cache search libboost-python"" gives me

libboost-python-dev - Boost.Python Library development files (default version)
libboost-python1.58-dev - Boost.Python Library development files
libboost-python1.58.0 - Boost.Python Library

""print('boost_python-py' + str(sys.version_info.major) + str(sys.version_info.minor))"" gives me:

boost_python-py36

""ldd maxflow.so"" gives me

linux-vdso.so.1 =>  (0x00007ffe8d0ca000)
	libboost_python-py27.so.1.58.0 => /usr/lib/x86_64-linux-gnu/libboost_python-py27.so.1.58.0 (0x00007f4d2904c000)
	libstdc++.so.6 => /usr/lib/x86_64-linux-gnu/libstdc++.so.6 (0x00007f4d28cca000)
	libgcc_s.so.1 => /lib/x86_64-linux-gnu/libgcc_s.so.1 (0x00007f4d28ab4000)
	libc.so.6 => /lib/x86_64-linux-gnu/libc.so.6 (0x00007f4d286ea000)
	libpthread.so.0 => /lib/x86_64-linux-gnu/libpthread.so.0 (0x00007f4d284cd000)
	libm.so.6 => /lib/x86_64-linux-gnu/libm.so.6 (0x00007f4d281c4000)
	/lib64/ld-linux-x86-64.so.2 (0x00007f4d29561000)


Many thanks!",{},NONE,User,False
49,IssueCommentEvent,2017-01-05 05:52:38+00:00,49802969,wong2/pick,321947,wong2,,,198873623,270569500,thanks! 🌟 ,{},,User,False
53,IssueCommentEvent,2016-04-28 15:29:01+00:00,18603138,WoLpH/mt940,270571,WoLpH,,,130401248,215467231,I believe it's fixed now. Can you try with the current develop release @waynestanton?,{},,User,False
57,IssueCommentEvent,2018-04-06 11:55:12+00:00,93209191,cemsbr/yala,16239342,pyup-bot,,,311940231,379231323,Closing this in favor of #74,{},CONTRIBUTOR,User,False
58,IssueCommentEvent,2018-03-27 19:33:58+00:00,93209191,cemsbr/yala,8655789,codecov-io,,,309103573,376647615,"# [Codecov](https://codecov.io/gh/cemsbr/yala/pull/66?src=pr&el=h1) Report
> Merging [#66](https://codecov.io/gh/cemsbr/yala/pull/66?src=pr&el=desc) into [master](https://codecov.io/gh/cemsbr/yala/commit/086769e43c46de6c1ec345b2471de4968e5a89e5?src=pr&el=desc) will **not change** coverage.
> The diff coverage is `n/a`.

[![Impacted file tree graph](https://codecov.io/gh/cemsbr/yala/pull/66/graphs/tree.svg?height=150&width=650&token=SNtkPj7xgt&src=pr)](https://codecov.io/gh/cemsbr/yala/pull/66?src=pr&el=tree)

```diff
@@           Coverage Diff           @@
##           master      #66   +/-   ##
=======================================
  Coverage   90.87%   90.87%           
=======================================
  Files           5        5           
  Lines         263      263           
  Branches       38       38           
=======================================
  Hits          239      239           
  Misses         16       16           
  Partials        8        8
```



------

[Continue to review full report at Codecov](https://codecov.io/gh/cemsbr/yala/pull/66?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/cemsbr/yala/pull/66?src=pr&el=footer). Last update [086769e...bc9996e](https://codecov.io/gh/cemsbr/yala/pull/66?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",{},NONE,User,False
75,IssueCommentEvent,2017-03-30 00:26:53+00:00,72066935,cs01/gdbgui,5715368,cs01,,,211547091,290266088,@shi-yan any updates on this?,{},,User,False
