,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
1,IssueCommentEvent,2015-03-05 14:10:17+00:00,20513123,kn/slack,339682,martinmelin,,,59534358,77369268,"Thanks, pushed the suggested improvements!",{},,User,False
10,IssueCommentEvent,2017-10-03 08:57:51+00:00,54391698,jd/pifpaf,200878,sileht,,,246272278,333781434,"The first commit looks already fixed on master in another way, I will repush the second.",{},COLLABORATOR,User,False
11,IssueCommentEvent,2017-07-03 07:06:36+00:00,54391698,jd/pifpaf,200878,sileht,,,240073475,312566050,"Pull-request updated, HEAD is now 6561d28da21cf13068e36bbe1a7ae11fc5148018",{},,User,False
14,IssueCommentEvent,2016-12-06 13:51:19+00:00,3462960,lazka/pgi,991986,lazka,,,193150135,265154143,I haven't tried,{},,User,False
19,IssueCommentEvent,2017-04-07 14:00:08+00:00,8387179,uiri/toml,5271761,nateprewitt,,,218319732,292544224,"Thanks for taking the time to pull me in @uiri. I meant to respond to your original comments @ryanhiebert but that somehow slipped off the checklist.

So I completely agree with the removal of the `__init__` declaration that was an oversight.

As for using an OrderedDict for _InlineTableDict, this current implementation doesn't work with Python 2.6. We're maintaining support for 2.6 for the immediate future in `pipenv` unfortunately, so if this is merged, we'll either need to fork or find another solution for toml parsing.

This is also adding functionality, which is probably fine, but will change how this library has operated for most of its existence. I'm not entirely convinced that `OrderedDict` is a superior choice over `dict` when the user can pass any custom `Mapping` class to `_dict`.

I think if `toml` wants to support custom mappings for Inline Tables, the ideal option here is to have InlineTableDict inherit from the value of `_dict`. That's a much more complicated patch though, but would be consistent. Otherwise, this makes a breaking change to move from one static type to another, lesser used, static type.

That's just my 2 cents though, feel free to do what you feel is best for the library and we'll cope. Thanks for your work @uiri and @ryanhiebert!",{},,User,False
20,IssueCommentEvent,2017-10-13 05:32:25+00:00,8387179,uiri/toml,194147,newtux,,,203901053,336354589,"There doesn't seem to be any movement in the toml repository on actually releasing a new version of the spec (ex of updating the main readme). 

Would you accept a PR for Local Date? Or is this a non starter until the ""official"" release spec is updated? As far as I can tell it is a fairly mixed bag among parsers of whether they stick with the readme in master or the official release spec. ",{},NONE,User,False
23,IssueCommentEvent,2017-04-25 09:24:55+00:00,69408336,MrOlm/drep,4169854,shaman-narayanasamy,,,221802091,296971971,"Hi Matt,

Apologies for the delay. Here you go:

[Cdb.csv.txt](https://github.com/MrOlm/drep/files/954535/Cdb.csv.txt)

Sorry for the weird file extension. Github, for reasons beyond my understanding, does not accept csv files...

Let me know if you need anything else :)

-Shaman-",{},,User,False
24,IssueCommentEvent,2017-06-02 23:28:32+00:00,69408336,MrOlm/drep,13424205,MrOlm,,,232906482,305931220,"What about the command run separate from the test suite? The one you sent me the logfile from?

Could you please try and run it again (ensuring that nucmer is working in the environment that you're in), and sending me the logfile again if it fails?

Thanks again for helping me troubleshoot this,
-Matt

> On Jun 2, 2017, at 4:17 PM, Sarah Stevens <notifications@github.com> wrote:
> 
> I did just find a problem there because I had moved the MUMmer after running make install and it doesn't like that. I fixed it though and now the nucmer command above works but I still get the same error with the text suite.
> 
> —
> You are receiving this because you commented.
> Reply to this email directly, view it on GitHub <https://github.com/MrOlm/drep/issues/10#issuecomment-305929867>, or mute the thread <https://github.com/notifications/unsubscribe-auth/AMzWTSMSyLtkfHO8pICl1Q2lZWh50nGgks5sAJgPgaJpZM4NtGPr>.
> 

",{},,User,False
30,IssueCommentEvent,2016-07-27 00:02:59+00:00,2792391,gruns/furl,59870,medecau,,,167736552,235443062,"I messed up. *Totally not a problem with tooling.*

Here's the new pull-request: https://github.com/gruns/furl/pull/78",{},,User,False
40,IssueCommentEvent,2017-03-29 14:01:15+00:00,46566669,jaraco/irc,308610,jaraco,,,176736301,290099147,"Putting these two requests together, the DCC listen should probably accept a `bind_addr` parameter, which is the host pair (or quad) as passed to socket.bind.",{},,User,False
