,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
13,IssueCommentEvent,2017-07-03 06:30:09+00:00,54391698,jd/pifpaf,200878,sileht,,,240073475,312560201,"Pull-request updated, HEAD is now de1c6f83432745ff579fef988a74854d7b36571e",{},,User,False
15,IssueCommentEvent,2017-02-03 03:23:33+00:00,8387179,uiri/toml,364765,uiri,,,205016532,277155049,"Hi Nate,

> Hey @uiri, are there any plans to support preserving inline tables in the `dumps` function. If not would you be open to a PR implementing such functionality?

I do not have any immediate plans to add this support. However, I am always open to pull requests.

> While `loads` handles this just fine, serializing back to TOML creates a subsection. This is creating maintainability problems, in some cases, since things are moving around in the TOML file unexpectedly. It would be nice if the data structure was written back out as it was ingested, if possible.

I would recommend calling `loads` with the _dict parameter set to an OrderedDict. This (or another custom dictionary type) might help your issue. If you still find the need to make changes to the toml code, I would recommend adding a boolean flag to `dumps`. That way the current behaviour can stay as the default.
",{},,User,False
17,IssueCommentEvent,2017-07-05 15:30:31+00:00,2918192,epsy/clize,2354108,coveralls,,,236812934,313138698,"
[![Coverage Status](https://coveralls.io/builds/12260832/badge)](https://coveralls.io/builds/12260832)

Coverage increased (+0.01%) to 97.831% when pulling **e647ad13abd014b2506b67af159937d46162bd64 on kouk:fixconvdefault** into **b62697cd66465de8509a19bb42eb316ced60fccd on epsy:master**.
",{},,User,False
22,IssueCommentEvent,2017-12-01 08:24:37+00:00,55258005,jopohl/urh,18219846,jopohl,,,278298244,348432300,"Seems like this woll not work then. Is there a python.exe somewhere in the Pothos Install dir? If so, I could add support for it.

Is it an option for you, to install GNU Radio?",{},OWNER,User,False
49,IssueCommentEvent,2018-03-16 17:12:42+00:00,119872225,ZYunH/zmail,25438575,MDHD-NoobCoder,,,305930241,373782397,@qq.com,{},NONE,User,False
62,IssueCommentEvent,2017-06-20 17:09:06+00:00,72066935,cs01/gdbgui,5715368,cs01,,,236820526,309825133,"I didn't do this yet, so I don't want to close it. 

Also if you have any other suggestions about things that are annoying please let me know! Either create a ticket or email me. ",{},,User,False
74,IssueCommentEvent,2016-03-21 20:29:22+00:00,48198706,dschep/ntfy,667763,dschep,,,142459173,199463918,I've just pushed `v1.3.1` (it might take a few minutes to go through Travis CI & get uploaded to PyPi). It should address this traceback.,{},,User,False
115,IssueCommentEvent,2016-03-04 16:34:12+00:00,1258258,gotcha/ipdb,673768,jclevesque,,,136973396,192345374,"Yes, I setup a virtualenv with ipdb 0.7, and I still had the same issue.

It might be related to another package, as pip automatically fetched the following packages given my initial command (`pip install ipdb==0.7`):

`decorator-4.0.9 ipdb-0.7 ipython-4.1.2 ipython-genutils-0.1.0 path.py-8.1.2 pexpect-4.0.1 pickleshare-0.6 ptyprocess-0.5.1 simplegeneric-0.8.1 traitlets-4.1.0`



",{},,User,False
126,IssueCommentEvent,2018-07-30 11:57:58+00:00,96523010,komuw/sewer,22429695,codecov[bot],,,345726675,408838788,"# [Codecov](https://codecov.io/gh/komuw/sewer/pull/101?src=pr&el=h1) Report
> Merging [#101](https://codecov.io/gh/komuw/sewer/pull/101?src=pr&el=desc) into [master](https://codecov.io/gh/komuw/sewer/commit/bd527328539cde315303fb84ab5946d7ab089edb?src=pr&el=desc) will **decrease** coverage by `2.67%`.
> The diff coverage is `65.62%`.

[![Impacted file tree graph](https://codecov.io/gh/komuw/sewer/pull/101/graphs/tree.svg?width=650&token=3QZV8vJxdy&height=150&src=pr)](https://codecov.io/gh/komuw/sewer/pull/101?src=pr&el=tree)

```diff
@@            Coverage Diff            @@
##           master    #101      +/-   ##
=========================================
- Coverage   91.17%   88.5%   -2.68%     
=========================================
  Files           8       9       +1     
  Lines         578     635      +57     
=========================================
+ Hits          527     562      +35     
- Misses         51      73      +22
```


| [Impacted Files](https://codecov.io/gh/komuw/sewer/pull/101?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [sewer/dns\_providers/aliyundns.py](https://codecov.io/gh/komuw/sewer/pull/101/diff?src=pr&el=tree#diff-c2V3ZXIvZG5zX3Byb3ZpZGVycy9hbGl5dW5kbnMucHk=) | `81.37% <100%> (ø)` | :arrow_up: |
| [sewer/\_\_version\_\_.py](https://codecov.io/gh/komuw/sewer/pull/101/diff?src=pr&el=tree#diff-c2V3ZXIvX192ZXJzaW9uX18ucHk=) | `100% <100%> (ø)` | :arrow_up: |
| [sewer/dns\_providers/acmedns.py](https://codecov.io/gh/komuw/sewer/pull/101/diff?src=pr&el=tree#diff-c2V3ZXIvZG5zX3Byb3ZpZGVycy9hY21lZG5zLnB5) | `86.84% <57.14%> (-6.91%)` | :arrow_down: |
| [sewer/dns\_providers/hurricane.py](https://codecov.io/gh/komuw/sewer/pull/101/diff?src=pr&el=tree#diff-c2V3ZXIvZG5zX3Byb3ZpZGVycy9odXJyaWNhbmUucHk=) | `64.44% <64.44%> (ø)` | |
| [sewer/dns\_providers/auroradns.py](https://codecov.io/gh/komuw/sewer/pull/101/diff?src=pr&el=tree#diff-c2V3ZXIvZG5zX3Byb3ZpZGVycy9hdXJvcmFkbnMucHk=) | `88.23% <66.66%> (-5.1%)` | :arrow_down: |
",{},NONE,Bot,False
128,IssueCommentEvent,2017-05-03 17:36:36+00:00,4946406,mher/flower,391074,joshuamcginnis,,,226056839,298981745,"I've found the issue. Flower is requiring `tornado==4.2.0` which requires `backports.ssl-match-hostname` which depends on Python 3+. 

Installing the latest tornado (4.5.1) seems to work fine. Can we update this @mher? I'm happy to submit a PR if that would help.",{},,User,False
