,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
0,IssueCommentEvent,2018-08-21 11:33:38+00:00,73567304,ofek/bit,4624114,teran-mckinney,,,348286855,414643400,"`Key(compressed=False)` doesn't exist, I was saying it would be nice if it did.",{},COLLABORATOR,User,False
6,IssueCommentEvent,2017-09-30 02:27:41+00:00,8387179,uiri/toml,364765,uiri,,,242288172,333275946,Does #121 address this? Can this PR be closed?,{},OWNER,User,False
7,IssueCommentEvent,2018-05-29 03:10:21+00:00,8387179,uiri/toml,8655789,codecov-io,,,327156131,392640815,"# [Codecov](https://codecov.io/gh/uiri/toml/pull/165?src=pr&el=h1) Report
> Merging [#165](https://codecov.io/gh/uiri/toml/pull/165?src=pr&el=desc) into [master](https://codecov.io/gh/uiri/toml/commit/7ab5a08bc41bc084ea1a6b52e266bcf2ec5e6dde?src=pr&el=desc) will **not change** coverage.
> The diff coverage is `n/a`.

[![Impacted file tree graph](https://codecov.io/gh/uiri/toml/pull/165/graphs/tree.svg?token=qmQKDNSmnd&width=650&src=pr&height=150)](https://codecov.io/gh/uiri/toml/pull/165?src=pr&el=tree)

```diff
@@           Coverage Diff           @@
##           master     #165   +/-   ##
=======================================
  Coverage   88.38%   88.38%           
=======================================
  Files           5        5           
  Lines         801      801           
=======================================
  Hits          708      708           
  Misses         93       93
```



------

[Continue to review full report at Codecov](https://codecov.io/gh/uiri/toml/pull/165?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/uiri/toml/pull/165?src=pr&el=footer). Last update [7ab5a08...4c272d7](https://codecov.io/gh/uiri/toml/pull/165?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",{},NONE,User,False
15,IssueCommentEvent,2015-11-24 15:02:37+00:00,46566669,jaraco/irc,308610,jaraco,,,118555591,159294025,See also the explanation in #66. I think I'll update the setup script to include that dependency when setuptools is old.,{},,User,False
30,IssueCommentEvent,2017-05-05 16:08:21+00:00,55258005,jopohl/urh,18219846,jopohl,,,226440639,299506729,"Yes, seems like your GNU Radio installation has no zeromq support, you can check that with
```
python2 -c ""from gnuradio import zeromq""
```",{},,User,False
50,IssueCommentEvent,2017-12-08 19:49:42+00:00,27924304,cdent/gabbi,34498,cdent,,,280597502,350355706,@sileht you might be interested in this,{},OWNER,User,False
51,IssueCommentEvent,2017-03-13 08:53:54+00:00,27924304,cdent/gabbi,5350032,justanotherdot,,,211590895,286047650,"If you remove the comments on the test `object with list` in `coerce.yaml` the tests will fail for `tox -epy27 -- coerce`, and it seems to be with the expectations for what types are present in the function `assert_in_or_print_output`, namely that (in that case) the `expected` param will be a dict and the `iterable` _I think_ will be a string (given that it's the test output). I haven't tested enough to verify this but I think I can snub up a fix. I've included a few of my own tests and some are commented out which need some more changes since I was testing them before with gabbi-run manually for diagnostic purposes. ",{},,User,False
52,IssueCommentEvent,2017-03-06 20:11:35+00:00,27924304,cdent/gabbi,34498,cdent,,,211590895,284517261,"> Ill be able to push a few of the changes but probably not the tests. Is it best I close this until I've got those ready?

No, no reason to close it. When it is ready to go just say so. It's usually only me (of three people) that does the merging. If you want to be especially safe you could commit one failing test.",{},,User,False
54,IssueCommentEvent,2016-04-17 13:18:09+00:00,27924304,cdent/gabbi,1078067,keyhan,,,148839982,211015279,"I used now the latest 1.7.2 and when I look at generated junit xml file, then it is filled data as above, that should be fixed too.",{},,User,False
70,IssueCommentEvent,2017-12-07 10:31:39+00:00,9896961,dbrgn/RPLCD,2758767,brantje,,,202761984,349927619,"Good catch. Maybe make a wiki page with tested lcds?
I have some at home, but need to test them first with this lib.

",{},NONE,User,False
107,IssueCommentEvent,2016-05-30 23:00:49+00:00,1258258,gotcha/ipdb,2273987,JamshedVesuna,,,140757665,222563758,"Right now, the user experience for `list` isn't that great. The second arg has two purposes:

Specifying the end range, or, if it is less than the first arg, specifies the context size. It would be great if the user defined context was a keyword argument. That way, the first two args specify the range, and the range only.

So the `list  signature would look like:
```python
def list(start_range, end_range, context=11):
    ...
```

@gotcha what do you think?",{},,User,False
109,IssueCommentEvent,2016-04-16 02:51:29+00:00,1258258,gotcha/ipdb,2100811,hackrole,,,146586280,210722734,"the old version seems ok. I try the ipdb==0.8.1, it works ok.",{},,User,False
112,IssueCommentEvent,2017-04-23 00:40:14+00:00,65468547,jd/tenacity,527101,heri16,,,200315325,296411146,"@jd I see what you mean.
I relooked at redo's context-manager documentation and produced 4 pull requests to review.",{},,User,False
116,IssueCommentEvent,2017-12-30 12:43:27+00:00,37620216,kipe/pycron,1610850,jacobtomlinson,,,285197764,354544289,"I'm using [arrow](http://arrow.readthedocs.io/en/latest/) in [opsdroid](https://github.com/opsdroid/opsdroid) and it works well with pycron. 

I agree that unit tests and explicit support would be good.",{},CONTRIBUTOR,User,False
126,IssueCommentEvent,2016-03-05 05:08:54+00:00,4946406,mher/flower,691049,mher,,,124985114,192576546,"Fixed, thanks!",{},,User,False
136,IssueCommentEvent,2017-09-10 06:15:53+00:00,95191952,rainx/pytdx,11537812,yutiansut,,,253270017,328322637,这个完全可以自己写 mq的方法各种各样 难道还要作者都给你写一遍?,{},CONTRIBUTOR,User,False
139,IssueCommentEvent,2018-04-02 03:51:48+00:00,95191952,rainx/pytdx,101971,rainx,,,310329465,377848406,收到，我有时间看看,{},OWNER,User,False
141,IssueCommentEvent,2017-11-20 20:04:53+00:00,1347652,scoder/lupa,491659,scoder,,,275060900,345814183,"Looks good to me, thanks!",{},OWNER,User,False
143,IssueCommentEvent,2015-03-13 11:08:54+00:00,1670404,smira/txZMQ,55211,smira,,,61030866,78921653,Could you please make PR out of that and add unit tests?,{},,User,False
157,IssueCommentEvent,2017-06-15 07:44:39+00:00,82588597,youfou/wxpy,16631068,youfou,,,235507908,308655205,"抱歉，我口误了，是线程…

我的做法是把用于获取机器人信息的函数，传给 run_flask_app() 作为参数
在 flask app 中需要获取机器人信息时，就会调用那个函数

我的 flask 也是现学的，代码太简陋，就没好意思发出来 😆 ",{},,User,False
161,IssueCommentEvent,2017-06-06 11:16:27+00:00,82588597,youfou/wxpy,16631068,youfou,,,215205649,306455760,"Hello @MultiPath 

The `Python 2.x support` branch is merged into master finally, and I just released a new version.

So, you can try to install wxpy with `pip2` now 😄 

```shell
pip2 install -U wxpy
```",{},,User,False
165,IssueCommentEvent,2017-05-09 09:07:47+00:00,82588597,youfou/wxpy,22518841,stirb520,,,224769835,300105910,我测试了下，ichat原始数据是包含所有链接的，可能你的代码只是获取了第一条链接。,{},,User,False
170,IssueCommentEvent,2018-02-28 13:50:43+00:00,11737385,Dav1dde/glad,1850503,BlGene,,,299671029,369244809,"@Dav1dde: Thanks, this does answer my question.",{},NONE,User,False
171,IssueCommentEvent,2018-01-14 11:11:58+00:00,11737385,Dav1dde/glad,255721,Dav1dde,,,287906672,357504233,"Once the bug is fixed in the registry glad will automatically pull in the changes and everything should work as it should (gonna leave the issue open for now).

Good find!",{},OWNER,User,False
174,IssueCommentEvent,2015-02-16 23:21:52+00:00,11167307,Knio/pynmea2,83974,Knio,,,57791515,74588527,Thanks!,{},,User,False
177,IssueCommentEvent,2017-04-02 19:07:08+00:00,20857415,Kuniwak/vint,10298987,RianFuro,,,133200797,291007451,"@jrolfs ouch, good catch. No idea how i missed that :/
Basically, we'd need to fix that in vimlparser (https://github.com/ynkdir/vim-vimlparser), but ynkdir seems inactive for almost a year now, so I don't know how much good it'd do us.
@Kuniwak maybe we should opt to resolve it in your local copy instead?",{},,User,False
180,IssueCommentEvent,2015-06-19 15:26:03+00:00,18305821,Trii/NoseGAE,638073,Trii,,,88681829,113547910,"I can recreate it locally. I'm using the following code and it never gets to wrapped `transactional_func`

```python
from google.appengine.ext import ndb

ndb.get_context().set_cache_policy(False)

@ndb.transactional
def transactional_func():
    from nose.tools import pdb
    pdb.set_trace()
    class M(ndb.Model):
        f = ndb.StringProperty()
    m = m(f='test')
    m.put()
    assert m.key.get() is not None
    m.key.delete()

def test_1():
    ndb.Key('foo', 'bar').delete()

def test_2():
    transactional_func()

test_1.nosegae_datastore_v3 = True
test_2.nosegae_datastore_v3 = True
```
```sh
(jj)Josh@kapbook:issue-38-ndb-transactions$ nosetests --with-gae --gae-lib-root ../google-cloud-sdk/platform/google_appengine -v
test.test_1 ... ok
test.test_2 ... ^C
```",{},,User,False
187,IssueCommentEvent,2016-01-24 18:27:00+00:00,32288304,aleaxit/gmpy,1645935,casevh,,,127472604,174327742,"The problem is not related to creating a subnormal from a string. In this case, the subnormal value is created properly. In gmpy2 2.0.x, there is a rare bug when converted a string to a subnormal. The simplest work-around is to convert the input to an mpq type first; i.e. mpfr(mpq('0.03125')).

The actual problem is the default rounding mode. The intermediate sum is exactly halfway between two 4 bit values. The default rounding mode of RoundToNearest selects the rounded value with final bit of 0. If you change the rounding mode to RoundUp, you get the expected result.

>>> from gmpy2 import *
>>> ctx=context(emax=4, emin=-4, precision=4)
>>> set_context(ctx)
>>> a=mpfr('0.75')
>>> b=mpfr('0.03125')
>>> ""{0:.10Df}"".format(a+b)
'0.7500000000'
>>> get_context().round=RoundUp
>>> ""{0:.10Df}"".format(a+b)
'0.8125000000'

One last comment: the values of precision, emax and emin are slight different between the IEEE standards and the MPFR library. If e is the exponent size and p is the precision (in IEEE terms), then precision should be p+1,emax should be 2**(e-1) and emin should be 4-emax-precision. This doesn't impact your question since it only changes emax.

",{},,User,False
199,IssueCommentEvent,2016-03-10 22:45:50+00:00,6590477,alex/pretend,772,alex,,,140030828,195084430,What's the reason from the switch away from using tox?,{},,User,False
210,IssueCommentEvent,2015-01-09 16:29:48+00:00,342640,byroot/pysrt,44640,byroot,,,53885309,69358550,"I have to think about it. On one hand it would make perfect sense to do it automatically, but in the other end some subtitle have sometimes some kind of tags as indexes, so it would lose data.

I guess it could do it by default, and you could prevent it with `close(clean_indexes=False)`.

That would require a minor version bump though.",{},,User,False
220,IssueCommentEvent,2016-05-16 01:01:33+00:00,44054354,dabeaz/curio,350836,dabeaz,,,154942225,219327232,"There is an example of UDP sockets in the curio/examples directory (udp_echo.py and udp_echo_client.py).   The Socket wrapper class definitely has the sendto() and recvfrom() methods commonly used with UDP.  That said, I think there probably should be some kind of high level function added to the curio.network module to make it easier.    I will do that.  Am open to ideas on the API.

",{},,User,False
221,IssueCommentEvent,2017-08-27 12:50:02+00:00,44054354,dabeaz/curio,350836,dabeaz,,,244778231,325196394,Will push it today. ,{},,User,False
226,IssueCommentEvent,2016-05-10 21:10:16+00:00,44054354,dabeaz/curio,1039369,nchammas,,,123506890,218292522,"Ah yes, sorry, I missed that.",{},,User,False
229,IssueCommentEvent,2017-02-21 08:11:02+00:00,74120580,fzlee/alipay,1934773,fzlee,,,209064926,281273036,可以给出你调用接口的具体方法吗？我这边目前是好的。,{},,User,False
230,IssueCommentEvent,2018-01-18 17:09:10+00:00,5375799,gmr/flatdict,1484379,arm77,,,237689468,358714414,"In the first and second blocks of 3f54e29, the key ""foo"" is causing the test to fail.

In the second and third blocks I changed the delimiter from : to - since the data before it had a delimiter - otherwise the test fails.

It looked like the previous commit to this file was a careless copy/paste job.

",{},NONE,User,False
231,IssueCommentEvent,2016-08-06 12:58:10+00:00,5021892,hgrecco/pint,4792193,alexbodn,,,135867197,238022174,"well they did it better.
here are my adjustments in an additional pull request:
adjustments to match babel master #417",{},,User,False
232,IssueCommentEvent,2015-04-04 03:28:29+00:00,5021892,hgrecco/pint,278566,hgrecco,,,57805137,89493441,Fixed in develop. Thanks,{},,User,False
234,IssueCommentEvent,2015-07-10 03:16:26+00:00,5021892,hgrecco/pint,2791653,kaidokert,,,94168855,120211034,"Addressed most of the comments. I'll PR use of zip_longest as well after this. 
DimensionalityError that is thrown looks kinda funny now..
DimensionalityError: Cannot convert from '12 parsec' ([length]) to 'a quantity of' ([length] / [time])
But i think that would be mostly OK and understandable.",{},,User,False
237,IssueCommentEvent,2018-08-11 13:17:17+00:00,5021892,hgrecco/pint,16896578,dimapu,,,23149779,412274482,"@jondoesntgit I have a fork here: https://github.com/dimapu/pint/tree/feature/log_units 
It has a lot of extra print statements to see what's happening. You may start with running `TestLogUnits.test_log_quantity_conversion()` from `test_quantity.py`: this will print something what is explained below.

I am currently stuck on how to implement the suggestion by @hgrecco from June 22, 2017.
As of now, when creating the `LogarithmicConverter`, it accepts `scale`, `logbase`, and `logreference`. The problem is that `logreference` is expressed in some units, and not in root units. However, the value passed to `converter.from_reference()` in the end of `NonMultiplicativeRegistry._convert()` is in root units. 

E.g. for 1dBW defined as `dBW = 1 * watt; logbase: 10; factor: 10`, logreference is 1 (W), scale is 10, logbase is 10. When converting 1 W to dBW, it is first converted to root units (value=1000), and then passed to LogarithmicConverter.from_reference(), which yields + 30dBW instead of 1dBW.
",{},NONE,User,False
238,IssueCommentEvent,2018-03-23 04:45:24+00:00,5021892,hgrecco/pint,278566,hgrecco,,,297883588,375543695,"Same here with python 3.6 and numpy 1.4

if your replace Kelvin by degF you get
```python
Traceback (most recent call last):
  File ""t3.py"", line 9, in <module>
    temperature = numpy.zeros((4,)) * ureg.degF
  File ""/Users/hernan/anaconda3/envs/lantz/lib/python3.6/site-packages/pint/unit.py"", line 158, in __mul__
    return self._REGISTRY.Quantity(1, self._units) * other
  File ""/Users/hernan/anaconda3/envs/lantz/lib/python3.6/site-packages/pint/quantity.py"", line 814, in __mul__
    return self._mul_div(other, operator.mul)
  File ""/Users/hernan/anaconda3/envs/lantz/lib/python3.6/site-packages/pint/quantity.py"", line 50, in wrapped
    result = f(self, *args, **kwargs)
  File ""/Users/hernan/anaconda3/envs/lantz/lib/python3.6/site-packages/pint/quantity.py"", line 769, in _mul_div
    getattr(other, 'units', ''))
pint.errors.OffsetUnitCalculusError: Ambiguous operation with offset unit (degF).
```",{},OWNER,User,False
243,IssueCommentEvent,2016-03-15 14:54:23+00:00,6662075,joke2k/faker,89607,fcurella,,,137223268,196855244,"@deepthawtz yes, you're correct. According to my proposal, that date should say June 15th.

You can keep the message as it is, and we can move the timeline by 3 months. Basically:

* Sept. 15th: Start transition period. This repo gets uploaded to both, warning only on `fake-factory`
* Dec. 15th: End transition period. `fake-factory` gets replaced by a 'shell' package.
",{},,User,False
251,IssueCommentEvent,2016-03-07 15:26:59+00:00,6662075,joke2k/faker,89607,fcurella,,,138657322,193297941,@rpkilby I've just released v0.5.6 with your patch. Thanks again for your contribution!,{},,User,False
