,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
4,IssueCommentEvent,2015-11-30 09:49:29+00:00,7470121,wuub/rxv,588857,wuub,,,119424628,160578015,"Great! Thank you! :+1: 
Please add yourself to the contributors list in the README :star2: ",{},,User,False
12,IssueCommentEvent,2017-11-02 09:35:40+00:00,25983331,fnl/segtok,109501,fnl,,,220767986,341365896,"Thanks for reporting these three cases, Devin. However, they are not really similar to the original issue. Overall, I think these cases should be moved to one (or two, see below) new tickets, because none of the cases are directly related to the earlier issue, which was ""First M. Second"", so I will leave this issue closed.

The first one is an entirely different kind of issue, it is not even a middle name (""A. MacDonald"").

The other two cases (""G.B.J. Dreyfus"" and K.A. Vose"") are a bit more tricky and are not the same class of problems as Christian brought up; There is no consensus whether two dots should be used at the end of the sentence after an abbreviation or not, so cases like""...in the U.S.A. However, ..."" would not be properly split if those names were universally enforced to remain joined. For the second case (only) I see a good chance that, given it is right at the beginning of the sentence, the algorithm should preferentially not split such cases. But the Dreyfus case is something you'd probably need more context information to split correctly, like PoS tagging - which is beyond the scope of this regex-patterns-only splitter. I.e., those cases will take some research, I guess...",{},OWNER,User,False
19,IssueCommentEvent,2015-11-20 14:51:39+00:00,46566669,jaraco/irc,308610,jaraco,,,118056537,158422326,"Log a warning when DecodingLineBuffer encounters undecodable input. Fixes #54.

→ <<cset da2975c6ed3d>>

----------------------------------------
Original comment by: Jason R. Coombs
",{},,User,False
26,IssueCommentEvent,2017-04-19 10:29:57+00:00,55258005,jopohl/urh,9306994,roema,,,222140030,295207567,"Hi @andynoack !

On my second machine its works!",{},,User,False
31,IssueCommentEvent,2018-07-28 19:02:23+00:00,55258005,jopohl/urh,5268928,ilovezfs,,,345470188,408628567,You're welcome @jopohl! Voilà https://github.com/Homebrew/homebrew-core/pull/30569,{},NONE,User,False
39,IssueCommentEvent,2015-12-17 20:47:37+00:00,769951,mhe/pynrrd,514960,nocnokneo,,,100846140,165577868,Thanks. I've added you as an owner for the `pynrrd` package. Let me know if you have any problems.,{},,User,False
43,IssueCommentEvent,2017-03-03 17:20:21+00:00,49802969,wong2/pick,339330,KIAaze,,,211746707,284014805,"Ok, it seems this is due to xargs setting stdin to /dev/null:
http://superuser.com/questions/336016/invoking-vi-through-find-xargs-breaks-my-terminal-why

A simple solution is to pass arguments via $() instead:
`python3 test.py $(echo a b c d)`

Unless there is a way to pass things to interactive programs via xargs, I suppose this is not an issue that can be fixed in pick.
",{},,User,False
45,IssueCommentEvent,2016-09-20 17:56:17+00:00,41905591,Ch00k/ffmpy,3162968,busla,,,178119661,248380312,"Great!

Thanks :-)",{},,User,False
48,IssueCommentEvent,2017-04-06 15:45:33+00:00,7369432,Turbo87/utm,141300,Turbo87,,,219908339,292216313,thanks :),{},,User,False
49,IssueCommentEvent,2016-06-22 22:13:49+00:00,20479128,amol-/depot,1154044,rlam3,,,160998034,227893889,@amol- Thanks for your reply. Was wondering if you had any insight on how to restore s3 files that have been deleted. ,{},,User,False
52,IssueCommentEvent,2016-09-28 17:25:04+00:00,27924304,cdent/gabbi,34498,cdent,,,179826928,250236738,Thank you very much.,{},,User,False
55,IssueCommentEvent,2015-04-08 04:54:05+00:00,27924304,cdent/gabbi,3515,FND,,,65516732,90801556,"> it is ""Gabbi"" [...] in titles and initial word in a sentence

IMO proper names should be spelled consistently regardless of context - i.e. either you always capitalize or you never do.",{},,User,False
57,IssueCommentEvent,2015-08-05 14:11:02+00:00,27924304,cdent/gabbi,34498,cdent,,,99207246,128010523,"In this particular case you could inject a test after `create metric 2` and then modify the search measure test as follows:

```yaml

  - name: get metric list
    url: /v1/metric
    request_headers:
        content-type: application/json

  - name: search measure
    url: /v1/search/metric?metric_id=$RESPONSE['$[0].id']&metric_id=$RESPONSE['$[1].id']

    [...]
```

Part of the reason that gabbi doesn't allow multi-stage investigation of responses is to help insure that test represent a flow where the client side isn't really maintaining any state other than the state is comes in with. Gabbi has the opinion that an API should provide collection resources that make it possible for ""recently created resouces"" to be retrieved. It also assumes that there will be sufficient test isolation such that a query like the GET on /v1/metric that I've added above will return a sufficiently small set of results to be useful to feed further requests.

I'm not 100% ""no"" on this idea, but at least with this use case I think it would detract from the linear readability of the test and make it necessary to hop around and count backwards in the file too much.

Rebuttal?",{},,User,False
70,IssueCommentEvent,2017-04-08 01:56:15+00:00,72066935,cs01/gdbgui,10277014,ayovev511,,,220364227,292687215,"Looks like that fixed the browser crash issue but now for some reason it just opens the tab but doesn't do anything even when I prompt gdb to 'start' debugging. Looks like I'll just stick to the CLI version of gdb, but nonetheless awesome program! :-)",{},,User,False
72,IssueCommentEvent,2017-04-23 21:57:40+00:00,72066935,cs01/gdbgui,10346881,guttinasrinivas,,,223609525,296491713,"Oh, this was a fresh install. I just came across this tool. Incredible job, BTW.

Thanks for the fix.",{},,User,False
89,IssueCommentEvent,2016-01-23 01:43:19+00:00,6007295,fxsjy/jieba,8736686,mrkingsun,,,128280759,174107063,我发现了，是起名字的问题，不要命名为jieba。。。,{},,User,False
