,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
35,ReleaseEvent,2017-11-18 13:44:08+00:00,55258005,jopohl/urh,18219846,jopohl,,,published,v1.8.13,v1.8.13,This is a new URH release.
38,ReleaseEvent,2018-05-12 13:36:35+00:00,55258005,jopohl/urh,18219846,jopohl,,,published,untagged-2902f5bdd7914251dcf4,,
49,ReleaseEvent,2016-12-19 00:12:43+00:00,74004167,Kyria/EsiPy,1838373,Kyria,,,published,0.0.4,v0.0.4 - Beta,Correct a bug that prevents the package from being installed. 
179,ReleaseEvent,2017-03-11 10:13:52+00:00,82588597,youfou/wxpy,16631068,youfou,,,published,v0.2.1,wxpy v0.2.1 (2017-3-11),"* [优化] 代码重构
* [优化] 修复内存占用问题
* [调整] 修改了部分对象名称 (与老版本不兼容，请注意修改使用代码)
	* Robot 改名为 Bot
	* Message.chat 改名为 Message.sender
	* Bot.register 中的 chats 参数改名为 senders
* [新增] 聊天对象的微信号 Chat.wxid
* [新增] 新增消息的接收者 Message.receiver 属性
* [其他] 其他细节优化和问题修复
"
427,ReleaseEvent,2016-07-22 05:35:21+00:00,27025717,jaedb/spotmop,1711444,jaedb,,,published,2.7.4,2.7.4,"Minor release
- Static artist radio for POC. Only loads 5 items for the artist radio, will need to build python backend for this
- Artwork bugs fixed
- Search results #112 fix
- Other minor improvements"
551,ReleaseEvent,2017-06-03 01:21:06+00:00,43437198,damnever/pigar,6223594,damnever,,,published,v0.7.0,0.7.0,"### FIXED

- Fix the `.egg` suffix which caused by `sudo pip install ...` on Ubuntu.
- Workaround for special packages, such as #29 "
1381,ReleaseEvent,2015-07-21 12:03:53+00:00,2909429,nicolargo/glances,776747,nicolargo,,,published,v2.4,Glances 2.4,"
Changes:

    * Glances doesn't provide a system-wide configuration file by default anymore.
      Just copy it in any of the supported locations. See glances-doc.html for
      more information. (issue #541)
    * The default key bindings have been changed to:
      - 'u': sort processes by USER
      - 'U': show cumulative network I/O
    * No more translations

Enhancements and new features:

    * The Web user interface is now based on AngularJS (issue #473, #508, #468)
    * Implement a 'quick look' plugin (issue #505)
    * Add sort processes by USER (issue #531)
    * Add a new IP information plugin (issue #509)
    * Add RabbitMQ export module (issue #540 Thk to @Katyucha)
    * Add a quiet mode (-q), can be useful using with export module
    * Grab FAN speed in the Glances sensors plugin (issue #501)
    * Allow logical mounts points in the FS plugin (issue #448)
    * Add a --disable-hddtemp to disable HDD temperature module at startup (issue #515)
    * Increase alert minimal delay to 6 seconds (issue #522) 
    * If the Curses application raises an exception, restore the terminal correctly (issue #537)

Bugs corrected:

    * Monitor list, all processes are take into account (issue #507)
    * Duplicated --enable-history in the doc (issue #511)
    * Sensors title is displayed if no sensors are detected (issue #510)
    * Server mode issue when no network interface is available (issue #528)
    * DEBUG mode activated by default with Python 2.6 (issue #512)
    * Glances display of time trims the hours showing only minutes and seconds (issue #543)
    * Process list header not decorating when sorting by command (issue #551)"
1469,ReleaseEvent,2018-01-27 16:48:11+00:00,114459569,bmoscon/cryptofeed,1280059,bmoscon,,,published,v0.9.1,0.9.1,
1544,ReleaseEvent,2017-04-18 10:55:02+00:00,47635030,maxharlow/csvmatch,896707,maxharlow,,,published,v1.11,,
1612,ReleaseEvent,2018-07-10 13:04:06+00:00,105757332,sepandhaghighi/art,7515099,sepandhaghighi,,,published,v1.6,Version 1.6,"- 30 new 1-line art added
	1- sexy symbol
	2- barbell
	3- sniper rifle
	4- being draged
	5- possessed
	6- jokeranonimous
	7- epic gun
	8- love
	9- love2
	10- eric
	11- puls
	12- sky free
	13- smug bastard
	14- tie-fighter
	15- kyubey
	16- dancee
	17- mtmtika
	18- ak-47
	19- eaten apple
	20- huhu
	21- faydre
	22- domino
	23- honeycute
	24- superman
	25- worm2
	26- jokeranonimous2
	27- kyubey2
	28- nose2
	29- hell yeah
	30- roke"
1719,ReleaseEvent,2017-06-01 20:48:45+00:00,67413607,ashwin711/georaptor,7869437,ashwin711,,,published,2.0.0,v2.0.0,"**Improvements**

- Added support for geohash size limitation with ``minlevel`` and ``maxlevel`` parameters."
1855,ReleaseEvent,2016-03-16 19:07:12+00:00,34479027,robshakir/pyangbind,4836821,robshakir,,,published,0.3.2,v0.3.2,PyPI release 0.3.2
2005,ReleaseEvent,2017-05-18 22:41:45+00:00,90407498,jbasko/configmanager,632910,jbasko,,,published,v1.1.12,v1.1.12,Unnecessary wrapping packages removed
2051,ReleaseEvent,2017-05-24 06:15:48+00:00,53907505,kata198/func_timeout,8461115,kata198,,,published,4.1.0,4.1.0,"* 4.1.0 - May 24 2017

- If func_timeout completes the function call in the alloted time, explicitly
clean up the thread (previously we were only cleaning it up in the time-out
path). On python3 it would get cleaned up anyway on the next garbage
collection cycle, on python2 it's a bit more finnikey (but will also,
eventually, get automatically joined)

- Be better at the traceback. Exclude the funcwrap from the call, and ensure
the raised Exception follows the actual path of execution (can be confusing to
read at first glance, but your function is at the bottom, then goes around a
bit.)

This uses PEP409/3134 in Python3 (available in 3.3+, we support 3.4+
officially).

Python2 doesn't have this, but has it's own syntax that doesn't work in
python3 to allow throwing a custom __traceback__.

You'd think both would support both, or at least python3 support both...

Anyway, this causes a kinda silly import-hack and adds an extra frame to the
exception handling part, but works to prevent default handlers from picking it
up.

This solves the multiple prints of exceptions on python3 in certain
circumstances(you catching and then raising an exception)


* 4.0.0 - May 20 2017

- Fixup short delay after a thread times out

- Fix where in some cases (depending on what was execution when abort was

called), a default handler could print the tracback to stderr outside of the
scope of the normal raise (it would still be raised, just handled twice).

- Add a function decorator which provides a default timeout, allows that
timeout to be overriden by adding a ""forceTimeout"" kwarg to the function
(configurable), or even running a function to calculate the timeout based on
args for each call

- Some improvements to python2 support

- Add GoodTests (Unit tests)

"
2391,ReleaseEvent,2015-01-15 23:44:46+00:00,13157454,barseghyanartur/vishap,4925587,barseghyanartur,,,published,0.1.1,0.1.1-2014-05-21,"- Softened dependencies.
- Better logging."
2750,ReleaseEvent,2018-03-25 14:32:40+00:00,5921815,remcohaszing/pywakeonlan,779047,remcohaszing,,,published,0.2.2,,"- Update readme. [Remco Haszing]
- Use setuptools instead of distutils. [Remco Haszing]
- Fix code in README. [Remco Haszing]
- Update gitignore. [Remco Haszing]
- Remove accidentally added build folder. [Remco Haszing]
- Add gitignore. [Remco Haszing]
- Remove metadata from source code. [Remco Haszing]
- Add installable script. [Remco Haszing]
- Fix docstring. [Remco Haszing]
- Convert README to rst. [Remco Haszing]
- Fix for both python 2 and 3. [Remco Haszing]
- Updated setup files for pypi. [Trollhammaren]
- Put unicode_literals import on top of the file. [Trollhammaren]
- Added some examples to the README. [Trollhammaren]
- Fixed a small typo. [Trollhammaren]
- Added setup.py for packaging the module. [Trollhammaren]
- Updated sources so they can be packaged for pypi. [Trollhammaren]
- License changed to WTFPL and added to separate file. Made script
  compatible with Python3. README updated. [Trollhammaren]
- Small create_magic_packet doc edit. [Trollhammaren]
- - Support for waking multiple computers using one socket. - Fixed
  default port - Fixed support for port forwarded ports. [Trollhammaren]
- Typo in wake_multi. [Trollhammaren]
- Help message %s is now shown as args[0] [Trollhammaren]
- License added. [Trollhammaren]
- ""Only import sys if it is necessary"" [Trollhammaren]
- ""README edited"""" [Trollhammaren]
- Initial commit. [Trollhammaren]"
3086,ReleaseEvent,2016-08-06 00:20:32+00:00,5816230,michiya/django-pyodbc-azure,1407557,michiya,,,published,1.9.9.0,1.9.9.0,"* Supports Django 1.9.9
* Supports COUNT_BIG in counting a number of rows (#60)
* Fixed SQL syntax error in executing select_for_update against joined tables (#66) "
3107,ReleaseEvent,2017-03-27 07:35:32+00:00,84798035,absent1706/sqlalchemy-mixins,1609763,absent1706,,,published,v0.2,More clear methods and schema EagerLoadMixin,See [changelog](https://github.com/absent1706/sqlalchemy-mixins#changelog) for more information 
3237,ReleaseEvent,2015-06-10 02:20:18+00:00,9063331,trustrachel/Flask-FeatureFlags,1054089,trustrachel,,,published,0.6,Adding contrib modules to setup.py,Adding contrib modules to setup.py. Thank you @iromli and @pcraig3!
3295,ReleaseEvent,2017-07-27 08:50:42+00:00,3678981,sripathikrishnan/redis-rdb-tools,7045099,oranagra,,,published,rdbtools-0.1.12-pre,rdbtools-0.1.12-pre,* pre-release with parser support for v4 module data types.
3348,ReleaseEvent,2018-07-16 01:52:22+00:00,56381052,NikhilNarayana/FRC-YouTube-Uploader,6331403,NikhilNarayana,,,published,v3.1,Version 3.1,"# 500 Commits!
After two years of updating, rewriting, and fixing everything about this program I can say that this project is right where I want it to be in terms of operational reliability. I finally got to run the new UI in a real world setting at the Indiana Robotics Invitational this weekend and I would say it was a success with a few minor hiccups along the way, but I fixed those as the event progressed.

# Updates
* Toggle Auto Scroll button for status text.
* Print the percentage of the video uploaded.
* Remove jobs from the Queue with a double click.
* Now installable with pip and callable from anywhere.
* Match videos folder is now selectable rather than hard coded.
* Match Code is now hidden by default and toggled in the menu bar.
* Extra scripts are now accessible by adding arguments to `frcuploader`

Read the README for more info

## What does pip installable mean?
You can now install this with `pip3 install -U FRCUploader` and run the program from anywhere with the `frcuploader` terminal command."
3379,ReleaseEvent,2018-05-25 13:33:49+00:00,123167217,monim67/django-bootstrap-datepicker-plus,6266677,monim67,,,published,v3.0.0,Version 3,"Now includes `TimePickerInput`, `DateTimePickerInput`, `MonthPickerInput`, `YearPickerInput` with date-range-picker functionality."
3444,ReleaseEvent,2016-01-05 19:37:09+00:00,30386388,box/box-python-sdk,3839339,Jeff-Meadows,23900,box,published,v1.3.4,Version 1.3.4,
