,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
27,PullRequestEvent,2018-06-21 08:49:00+00:00,55258005,jopohl/urh,18219846,jopohl,,,196266168,MDExOlB1bGxSZXF1ZXN0MTk2MjY2MTY4,Fix conditional compile,closed,False,470,"- cleanup git repo (removing Cython generated files)
- better handling of conditional compiling through ``` config.pxi ```, no bundled headers required anymore
- [x] document new mandatory cython requirement
- [x] remove cpp and c files from distribution",https://api.github.com/repos/jopohl/urh/issues/470,2018-06-21T08:49:00Z,2018-06-21T08:49:00Z,2018-06-21T08:49:00Z,20,139,227703,29,OWNER,[],[],[],jopohl,18219846,User,False,[],https://github.com/jopohl/urh/pull/470.patch,https://api.github.com/repos/jopohl/urh/pulls/470/commits
49,PullRequestEvent,2015-06-04 23:49:02+00:00,27924304,cdent/gabbi,173422,kiminoa,,,36989700,,Preliminary Getting Started suggestions for running the tests,open,False,34,Small doc change to add a few hints for newbies on running the tests.,https://api.github.com/repos/cdent/gabbi/issues/34,,,2015-06-04T23:49:02Z,1,20,0,1,[],[],[],[],,,,,[],https://github.com/cdent/gabbi/pull/34.patch,https://api.github.com/repos/cdent/gabbi/pulls/34/commits
52,PullRequestEvent,2017-12-18 16:35:52+00:00,27924304,cdent/gabbi,34498,cdent,,,158960716,,Move header_key.yaml to intercept tsts,open,False,234,"As originally written header_key.yaml was exercised by the runner
tests. This worked, but use a bit of extra effort that's not
required. This change moves gabbits_runner/header_key.yaml
to gabbits_intercept/header-key.yaml. This:

* allows the test be run automatically as part of the test_intercept
  routines, without special calling, so the test in test_runner.py
  is removed
* changes the _ to a - to remove a warning that gabbi produces when
  it sees a _ in a yaml file. These can cause issues with test grouping
  so while allowed, are discouraged.",https://api.github.com/repos/cdent/gabbi/issues/234,,,2017-12-18T16:35:51Z,1,5,14,2,OWNER,[],[],[],,,,,[],https://github.com/cdent/gabbi/pull/234.patch,https://api.github.com/repos/cdent/gabbi/pulls/234/commits
61,PullRequestEvent,2017-05-14 12:12:10+00:00,9896961,dbrgn/RPLCD,105168,dbrgn,,,120470827,,Test against python 3.6,closed,False,56,,https://api.github.com/repos/dbrgn/RPLCD/issues/56,,2017-05-14T12:12:10Z,2017-05-14T12:12:10Z,4,5,3,3,[],[],[],[],,,,,[],https://github.com/dbrgn/RPLCD/pull/56.patch,https://api.github.com/repos/dbrgn/RPLCD/pulls/56/commits
106,PullRequestEvent,2017-03-07 16:20:25+00:00,1258258,gotcha/ipdb,105204,gotcha,,,109456637,,Add most recent Python versions in Travis CI,closed,False,125,"Add more recent Python versions including development branches and nightly build.

The motivation came from reading @brettcannon's article : https://snarky.ca/how-to-use-your-project-travis-to-help-test-python-itself/ . Trying to activate the newest Python versions on CI jobs is in most case a win-win situation: if everything works fine, there is nothing to worry about. If an issue is spotted, it is good to know about it to fix it on your side or to open a bug on CPython ( https://bugs.python.org/ ).

Also, if a failures is spotted, you can use the allow_failures option in your matrix build (more information about this in the link above).

Also, nightly and 3.7-dev may be a bit too recent/unstable so I can remove then if need be.

More information about how this PR happened on https://github.com/SylvainDe/CIthon .",https://api.github.com/repos/gotcha/ipdb/issues/125,2017-03-07T16:20:24Z,2017-03-07T16:20:24Z,2017-03-07T16:20:24Z,1,4,0,1,[],[],[],[],gotcha,105204,User,False,[],https://github.com/gotcha/ipdb/pull/125.patch,https://api.github.com/repos/gotcha/ipdb/pulls/125/commits
118,PullRequestEvent,2017-05-29 07:42:22+00:00,5450742,klen/pylama,16200286,D4D3VD4V3,,,122842993,,Grammar,open,False,102,,https://api.github.com/repos/klen/pylama/issues/102,,,2017-05-29T07:42:22Z,1,18,18,1,[],[],[],[],,,,,[],https://github.com/klen/pylama/pull/102.patch,https://api.github.com/repos/klen/pylama/pulls/102/commits
124,PullRequestEvent,2015-12-24 07:56:59+00:00,4946406,mher/flower,691049,mher,,,53603448,,fix issue #499,closed,False,500,"Add files for the image filepaths referenced in [jquery-ui.css](https://github.com/mher/flower/blob/master/flower/static/css/jquery-ui.css).

Fixes https://github.com/mher/flower/issues/499.",https://api.github.com/repos/mher/flower/issues/500,2015-12-24T07:56:59Z,2015-12-24T07:56:59Z,2015-12-24T07:56:59Z,1,0,0,13,[],[],[],[],mher,691049,User,False,[],https://github.com/mher/flower/pull/500.patch,https://api.github.com/repos/mher/flower/pulls/500/commits
145,PullRequestEvent,2012-01-10 10:23:14+00:00,1670404,smira/txZMQ,55211,smira,,,668074,,Improved README,closed,[],12,"Cleaned up the README with better section division, more clarifying statements, and an update for the development process.",https://github.com/smira/txZMQ/issues/12,2012-01-10T10:23:13Z,2012-01-10T10:23:13Z,2012-01-10T10:23:13Z,9,333,242,17,[],[],[],[],smira,55211,,,[],https://github.com/smira/txZMQ/pull/12.patch,[]
173,PullRequestEvent,2016-08-03 20:06:42+00:00,11737385,Dav1dde/glad,3704611,rajder,,,79969826,,Sorted extensions to make diff of generated code easier to read.,open,False,59,The purpose is to minimize the length of the diff rows and the number of diff rows in the generated code.,https://api.github.com/repos/Dav1dde/glad/issues/59,,,2016-08-03T20:06:42Z,1,4,4,1,[],[],[],[],,,,,[],https://github.com/Dav1dde/glad/pull/59.patch,https://api.github.com/repos/Dav1dde/glad/pulls/59/commits
175,PullRequestEvent,2017-11-04 12:57:20+00:00,20857415,Kuniwak/vint,1124024,Kuniwak,,,150675493,,Drop pypy support,closed,False,249,"If still you want pypy support, please help us.",https://api.github.com/repos/Kuniwak/vint/issues/249,2017-11-04T12:57:20Z,2017-11-04T12:57:20Z,2017-11-04T12:57:20Z,1,2,4,4,OWNER,[],[],[],Kuniwak,1124024,User,False,[],https://github.com/Kuniwak/vint/pull/249.patch,https://api.github.com/repos/Kuniwak/vint/pulls/249/commits
196,PullRequestEvent,2016-12-12 02:55:55+00:00,10074815,berdario/pew,752835,berdario,,,89517492,,make bash completion work with os x and brew bash-completion,closed,False,127,see also #128 ,https://api.github.com/repos/berdario/pew/issues/127,2016-12-12T02:55:55Z,2016-12-12T02:55:55Z,2016-12-12T02:55:55Z,1,13,1,1,[],[],[],[],berdario,752835,User,False,[],https://github.com/berdario/pew/pull/127.patch,https://api.github.com/repos/berdario/pew/pulls/127/commits
240,PullRequestEvent,2016-03-28 20:14:30+00:00,6662075,joke2k/faker,89607,fcurella,,,64261576,,More command line improvements,closed,False,342,"Print the available locales in a separate section to make the help output easier to read. Also, include the examples given in the README in the help output.",https://api.github.com/repos/joke2k/faker/issues/342,2016-03-28T20:14:30Z,2016-03-28T20:14:30Z,2016-03-28T20:14:30Z,4,33,6,2,[],[],[],[],fcurella,89607,User,False,[],https://github.com/joke2k/faker/pull/342.patch,https://api.github.com/repos/joke2k/faker/pulls/342/commits
245,PullRequestEvent,2017-08-17 13:32:08+00:00,6662075,joke2k/faker,4118513,Newman101,,,136257694,,Norwegian address unit tests,open,False,573,"Hi. 

no_NO locale was missing some unit tests. These are now in place. 

Thank you.",https://api.github.com/repos/joke2k/faker/issues/573,,,2017-08-17T13:32:07Z,4,23,0,2,[],[],[],[],,,,,[],https://github.com/joke2k/faker/pull/573.patch,https://api.github.com/repos/joke2k/faker/pulls/573/commits
257,PullRequestEvent,2017-09-29 02:10:57+00:00,73187175,note35/sinon,5159944,note35,,,143634994,,Calling spy() now fills args and kwargs with empty tuple or dictionary,closed,False,7,The next fixes will build on top of this one,https://api.github.com/repos/note35/sinon/issues/7,2017-09-29T02:10:56Z,2017-09-29T02:10:56Z,2017-09-29T02:10:56Z,1,19,5,3,NONE,[],[],[],note35,5159944,User,False,[],https://github.com/note35/sinon/pull/7.patch,https://api.github.com/repos/note35/sinon/pulls/7/commits
