,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
16,PullRequestEvent,2017-02-03 11:47:53+00:00,54391698,jd/pifpaf,200878,sileht,,,104520273,,gnocchi: Set statd old vars,open,False,51,"We recently move to creator for statd, but we need to
keep compat with the old statd",https://api.github.com/repos/jd/pifpaf/issues/51,,,2017-02-03T11:47:52Z,1,2,0,1,[],[],[],[],,,,,[],https://github.com/jd/pifpaf/pull/51.patch,https://api.github.com/repos/jd/pifpaf/pulls/51/commits
39,PullRequestEvent,2016-04-02 13:25:05+00:00,2792391,gruns/furl,86236,GaretJax,,,65037967,,Correctly encode slashes in username/password,open,False,67,Fixes #66.,https://api.github.com/repos/gruns/furl/issues/67,,,2016-04-02T13:25:05Z,4,24,12,2,[],[],[],[],,,,,[],https://github.com/gruns/furl/pull/67.patch,https://api.github.com/repos/gruns/furl/pulls/67/commits
53,PullRequestEvent,2017-04-21 00:10:42+00:00,55258005,jopohl/urh,18219846,jopohl,,,116889155,,[WIP] add native uhd support,open,False,246,,https://api.github.com/repos/jopohl/urh/issues/246,,,2017-04-21T00:10:41Z,6,9793,0,9,[],[],[],[],,,,,[],https://github.com/jopohl/urh/pull/246.patch,https://api.github.com/repos/jopohl/urh/pulls/246/commits
108,PullRequestEvent,2015-06-17 11:17:18+00:00,27924304,cdent/gabbi,34498,cdent,,,37889724,,Build tests prefix,open,False,47,"A prefix is applied to all the unqualifed URLs in a suite of tests.
This is useful for testing live applications that are mounted at
different points under a wsgi server.
",https://api.github.com/repos/cdent/gabbi/issues/47,,,2015-06-17T11:17:17Z,2,69,13,6,[],[],[],[],,,,,[],https://github.com/cdent/gabbi/pull/47.patch,https://api.github.com/repos/cdent/gabbi/pulls/47/commits
109,PullRequestEvent,2018-05-20 18:31:33+00:00,93209191,cemsbr/yala,16239342,pyup-bot,,,189246108,,Update coverage to 4.5.1,open,False,90,"
This PR updates [coverage](https://pypi.org/project/coverage) from **4.3.4** to **4.5.1**.



<details>
  <summary>Changelog</summary>
  
  
   ### 4.5.1
   ```
   ----------------------------

- Now that 4.5 properly separated the ``[run] omit`` and ``[report] omit``
  settings, an old bug has become apparent.  If you specified a package name
  for ``[run] source``, then omit patterns weren&#39;t matched inside that package.
  This bug (`issue 638`_) is now fixed.

- On Python 3.7, reporting about a decorated function with no body other than a
  docstring would crash coverage.py with an IndexError (`issue 640`_).  This is
  now fixed.

- Configurer plugins are now reported in the output of ``--debug=sys``.

.. _issue 638: https://bitbucket.org/ned/coveragepy/issues/638/run-omit-is-ignored-since-45
.. _issue 640: https://bitbucket.org/ned/coveragepy/issues/640/indexerror-reporting-on-an-empty-decorated


.. _changes_45:
   ```
   
  
  
   ### 4.5
   ```
   --------------------------

- A new kind of plugin is supported: configurators are invoked at start-up to
  allow more complex configuration than the .coveragerc file can easily do.
  See :ref:`api_plugin` for details.  This solves the complex configuration
  problem described in `issue 563`_.

- The ``fail_under`` option can now be a float.  Note that you must specify the
  ``[report] precision`` configuration option for the fractional part to be
  used.  Thanks to Lars Hupfeldt Nielsen for help with the implementation.
  Fixes `issue 631`_.

- The ``include`` and ``omit`` options can be specified for both the ``[run]``
  and ``[report]`` phases of execution.  4.4.2 introduced some incorrect
  interactions between those phases, where the options for one were confused
  for the other.  This is now corrected, fixing `issue 621`_ and `issue 622`_.
  Thanks to Daniel Hahler for seeing more clearly than I could.

- The ``coverage combine`` command used to always overwrite the data file, even
  when no data had been read from apparently combinable files.  Now, an error
  is raised if we thought there were files to combine, but in fact none of them
  could be used.  Fixes `issue 629`_.

- The ``coverage combine`` command could get confused about path separators
  when combining data collected on Windows with data collected on Linux, as
  described in `issue 618`_.  This is now fixed: the result path always uses
  the path separator specified in the ``[paths]`` result.

- On Windows, the HTML report could fail when source trees are deeply nested,
  due to attempting to create HTML filenames longer than the 250-character
  maximum.  Now filenames will never get much larger than 200 characters,
  fixing `issue 627`_.  Thanks to Alex Sandro for helping with the fix.

.. _issue 563: https://bitbucket.org/ned/coveragepy/issues/563/platform-specific-configuration
.. _issue 618: https://bitbucket.org/ned/coveragepy/issues/618/problem-when-combining-windows-generated
.. _issue 621: https://bitbucket.org/ned/coveragepy/issues/621/include-ignored-warning-when-using
.. _issue 622: https://bitbucket.org/ned/coveragepy/issues/622/report-omit-overwrites-run-omit
.. _issue 627: https://bitbucket.org/ned/coveragepy/issues/627/failure-generating-html-reports-when-the
.. _issue 629: https://bitbucket.org/ned/coveragepy/issues/629/multiple-use-of-combine-leads-to-empty
.. _issue 631: https://bitbucket.org/ned/coveragepy/issues/631/precise-coverage-percentage-value


.. _changes_442:
   ```
   
  
  
   ### 4.4.2
   ```
   ----------------------------

- Support for Python 3.7.  In some cases, class and module docstrings are no
  longer counted in statement totals, which could slightly change your total
  results.

- Specifying both ``--source`` and ``--include`` no longer silently ignores the
  include setting, instead it displays a warning. Thanks, Loïc Dachary.  Closes
  `issue 265`_ and `issue 101`_.

- Fixed a race condition when saving data and multiple threads are tracing
  (`issue 581`_). It could produce a &quot;dictionary changed size during iteration&quot;
  RuntimeError.  I believe this mostly but not entirely fixes the race
  condition.  A true fix would likely be too expensive.  Thanks, Peter Baughman
  for the debugging, and Olivier Grisel for the fix with tests.

- Configuration values which are file paths will now apply tilde-expansion,
  closing `issue 589`_.

- Now secondary config files like tox.ini and setup.cfg can be specified
  explicitly, and prefixed sections like `[coverage:run]` will be read. Fixes
  `issue 588`_.

- Be more flexible about the command name displayed by help, fixing
  `issue 600`_. Thanks, Ben Finney.

.. _issue 101: https://bitbucket.org/ned/coveragepy/issues/101/settings-under-report-affect-running
.. _issue 581: https://bitbucket.org/ned/coveragepy/issues/581/race-condition-when-saving-data-under
.. _issue 588: https://bitbucket.org/ned/coveragepy/issues/588/using-rcfile-path-to-toxini-uses-run
.. _issue 589: https://bitbucket.org/ned/coveragepy/issues/589/allow-expansion-in-coveragerc
.. _issue 600: https://bitbucket.org/ned/coveragepy/issues/600/get-program-name-from-command-line-when


.. _changes_441:
   ```
   
  
  
   ### 4.4.1
   ```
   ----------------------------

- No code changes: just corrected packaging for Python 2.7 Linux wheels.


.. _changes_44:
   ```
   
  
  
   ### 4.4
   ```
   --------------------------

- Reports could produce the wrong file names for packages, reporting ``pkg.py``
  instead of the correct ``pkg/__init__.py``.  This is now fixed.  Thanks, Dirk
  Thomas.

- XML reports could produce ``&lt;source&gt;`` and ``&lt;class&gt;`` lines that together
  didn&#39;t specify a valid source file path.  This is now fixed. (`issue 526`_)

- Namespace packages are no longer warned as having no code. (`issue 572`_)

- Code that uses ``sys.settrace(sys.gettrace())`` in a file that wasn&#39;t being
  coverage-measured would prevent correct coverage measurement in following
  code. An example of this was running doctests programmatically. This is now
  fixed. (`issue 575`_)

- Errors printed by the ``coverage`` command now go to stderr instead of
  stdout.

- Running ``coverage xml`` in a directory named with non-ASCII characters would
  fail under Python 2. This is now fixed. (`issue 573`_)

.. _issue 526: https://bitbucket.org/ned/coveragepy/issues/526/generated-xml-invalid-paths-for-cobertura
.. _issue 572: https://bitbucket.org/ned/coveragepy/issues/572/no-python-source-warning-for-namespace
.. _issue 573: https://bitbucket.org/ned/coveragepy/issues/573/cant-generate-xml-report-if-some-source
.. _issue 575: https://bitbucket.org/ned/coveragepy/issues/575/running-doctest-prevents-complete-coverage
   ```
   
  
  
   ### 4.4b1
   ```
   ----------------------------

- Some warnings can now be individually disabled.  Warnings that can be
  disabled have a short name appended.  The ``[run] disable_warnings`` setting
  takes a list of these warning names to disable. Closes both `issue 96`_ and
  `issue 355`_.

- The XML report now includes attributes from version 4 of the Cobertura XML
  format, fixing `issue 570`_.

- In previous versions, calling a method that used collected data would prevent
  further collection.  For example, `save()`, `report()`, `html_report()`, and
  others would all stop collection.  An explicit `start()` was needed to get it
  going again.  This is no longer true.  Now you can use the collected data and
  also continue measurement. Both `issue 79`_ and `issue 448`_ described this
  problem, and have been fixed.

- Plugins can now find unexecuted files if they choose, by implementing the
  `find_executable_files` method.  Thanks, Emil Madsen.

- Minimal IronPython support. You should be able to run IronPython programs
  under ``coverage run``, though you will still have to do the reporting phase
  with CPython.

- Coverage.py has long had a special hack to support CPython&#39;s need to measure
  the coverage of the standard library tests. This code was not installed by
  kitted versions of coverage.py.  Now it is.

.. _issue 79: https://bitbucket.org/ned/coveragepy/issues/79/save-prevents-harvesting-on-stop
.. _issue 96: https://bitbucket.org/ned/coveragepy/issues/96/unhelpful-warnings-produced-when-using
.. _issue 355: https://bitbucket.org/ned/coveragepy/issues/355/warnings-should-be-suppressable
.. _issue 448: https://bitbucket.org/ned/coveragepy/issues/448/save-and-html_report-prevent-further
.. _issue 570: https://bitbucket.org/ned/coveragepy/issues/570/cobertura-coverage-04dtd-support


.. _changes_434:
   ```
   
  
</details>


 

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/coverage
  - Changelog: https://pyup.io/changelogs/coverage/
  - Repo: https://bitbucket.org/ned/coveragepy
</details>

",https://api.github.com/repos/cemsbr/yala/issues/90,,,2018-05-20T18:31:33Z,1,1,1,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/cemsbr/yala/pull/90.patch,https://api.github.com/repos/cemsbr/yala/pulls/90/commits
182,PullRequestEvent,2018-07-31 04:56:52+00:00,10031150,emre/kaptan,16239342,pyup-bot,,,204995940,MDExOlB1bGxSZXF1ZXN0MjA0OTk1OTQw,Update pytest to 3.7.0,open,False,97,"
This PR updates [pytest](https://pypi.org/project/pytest) from **3.6.4** to **3.7.0**.



<details>
  <summary>Changelog</summary>
  
  
   ### 3.7.0
   ```
   =========================

Deprecations and Removals
-------------------------

- `2639 &lt;https://github.com/pytest-dev/pytest/issues/2639&gt;`_: ``pytest_namespace`` has been deprecated.

  See the documentation for ``pytest_namespace`` hook for suggestions on how to deal
  with this in plugins which use this functionality.


- `3661 &lt;https://github.com/pytest-dev/pytest/issues/3661&gt;`_: Calling a fixture function directly, as opposed to request them in a test function, now issues a ``RemovedInPytest4Warning``. It will be changed into an error in pytest ``4.0``.

  This is a great source of confusion to new users, which will often call the fixture functions and request them from test functions interchangeably, which breaks the fixture resolution model.



Features
--------

- `2283 &lt;https://github.com/pytest-dev/pytest/issues/2283&gt;`_: New ``package`` fixture scope: fixtures are finalized when the last test of a *package* finishes. This feature is considered **experimental**, so use it sparingly.


- `3576 &lt;https://github.com/pytest-dev/pytest/issues/3576&gt;`_: ``Node.add_marker`` now supports an ``append=True/False`` parameter to determine whether the mark comes last (default) or first.


- `3579 &lt;https://github.com/pytest-dev/pytest/issues/3579&gt;`_: Fixture ``caplog`` now has a ``messages`` property, providing convenient access to the format-interpolated log messages without the extra data provided by the formatter/handler.


- `3610 &lt;https://github.com/pytest-dev/pytest/issues/3610&gt;`_: New ``--trace`` option to enter the debugger at the start of a test.


- `3623 &lt;https://github.com/pytest-dev/pytest/issues/3623&gt;`_: Introduce ``pytester.copy_example`` as helper to do acceptance tests against examples from the project.



Bug Fixes
---------

- `2220 &lt;https://github.com/pytest-dev/pytest/issues/2220&gt;`_: Fix a bug where fixtures overridden by direct parameters (for example parametrization) were being instantiated even if they were not being used by a test.


- `3695 &lt;https://github.com/pytest-dev/pytest/issues/3695&gt;`_: Fix ``ApproxNumpy`` initialisation argument mixup, ``abs`` and ``rel`` tolerances were flipped causing strange comparsion results.
  Add tests to check ``abs`` and ``rel`` tolerances for ``np.array`` and test for expecting ``nan`` with ``np.array()``


- `980 &lt;https://github.com/pytest-dev/pytest/issues/980&gt;`_: Fix truncated locals output in verbose mode.



Improved Documentation
----------------------

- `3295 &lt;https://github.com/pytest-dev/pytest/issues/3295&gt;`_: Correct the usage documentation of ``--last-failed-no-failures`` by adding the missing ``--last-failed`` argument in the presented examples, because they are misleading and lead to think that the missing argument is not needed.



Trivial/Internal Changes
------------------------

- `3519 &lt;https://github.com/pytest-dev/pytest/issues/3519&gt;`_: Now a ``README.md`` file is created in ``.pytest_cache`` to make it clear why the directory exists.
   ```
   
  
</details>


 

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/pytest
  - Changelog: https://pyup.io/changelogs/pytest/
  - Repo: https://github.com/pytest-dev/pytest/issues
  - Homepage: http://pytest.org
</details>

",https://api.github.com/repos/emre/kaptan/issues/97,,,2018-07-31T04:56:52Z,1,1,1,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/emre/kaptan/pull/97.patch,https://api.github.com/repos/emre/kaptan/pulls/97/commits
278,PullRequestEvent,2016-02-05 02:48:39+00:00,4946406,mher/flower,221256,asmodehn,,,58382097,,"Task abort implementation, rebased onto master",open,False,525,,https://api.github.com/repos/mher/flower/issues/525,,,2016-02-05T02:48:39Z,3,81,0,3,[],[],[],[],,,,,[],https://github.com/mher/flower/pull/525.patch,https://api.github.com/repos/mher/flower/pulls/525/commits
286,PullRequestEvent,2015-07-18 09:02:56+00:00,4946406,mher/flower,221256,asmodehn,,,40289435,,enabling cors by adding tornado cors mixin,open,False,433,"simple change, just following tornado-cors doc made it work for me...
This is a cherry pick from a change that I tested on top of 0.8

Let me know if I should make more changes...",https://api.github.com/repos/mher/flower/issues/433,,,2015-07-18T09:02:56Z,1,30,1,1,[],[],[],[],,,,,[],https://github.com/mher/flower/pull/433.patch,https://api.github.com/repos/mher/flower/pulls/433/commits
302,PullRequestEvent,2017-05-11 04:14:48+00:00,41618046,r9y9/pysptk,1220272,r9y9,,,120021755,,Update CI settings,closed,False,45,After ~~this~~ https://github.com/r9y9/pysptk/issues/46 I'm planning to tag a new release.,https://api.github.com/repos/r9y9/pysptk/issues/45,2017-05-11T04:14:48Z,2017-05-11T04:14:48Z,2017-05-11T04:14:48Z,2,5,6,2,[],[],[],[],r9y9,1220272,User,False,[],https://github.com/r9y9/pysptk/pull/45.patch,https://api.github.com/repos/r9y9/pysptk/pulls/45/commits
319,PullRequestEvent,2012-02-26 14:10:19+00:00,1670404,smira/txZMQ,55211,smira,,,684438,,connect/listen and publish/subscribe/unsubscribe with deferred,open,[],14,"This is the beginning of some work that I'll be doing to bring the APIs in txZMQ more inline with the APIs in twisted.internet.endpoints (see http://twistedmatrix.com/documents/current/core/howto/endpoints.html); as of Twisted 10, this is the recommended mechanism for connected resources in Twisted.

I've got a blueprint up on Launchpad that lists the related work items:
  https://blueprints.launchpad.net/txzmq/+spec/twisted-api-symmetry

All this being said, if any of these changes make folks uncomfortable, feel free to reject them. No pressure :-)

Also, if folks want me to implement backwards compatibility for this change, I can do that (or put it in a separate branch, if you prefer).

Without further ado, here is what has changed in this branch:
 * connection no longer happens with object instantiation
 * instead, one has to call ""connect"" (for clients) or ""listen"" (for servers)
 * ZmqConection.connect and .listen return deferreds which can now be used for running callbacks
 * these methods are what now receives the ZmqFactory instance (like Twisted Endpoints)
 * ZmqPubConnection.publish and ZmqSubConnection.subscribe, .unsubscribe now return deferreds
 * socket creation logic now happens in its own (private) method
 * factory set-up now happens in _connectOrBind (since this is where the meat of the connection logic actually happens)

There's a caveat here, though: as indicated in the docstrings, the use of deferreds here is an artifice; they're providing API compatibility with Twisted-proper (the real async work is happening in ZMQ).",https://github.com/smira/txZMQ/issues/14,,,2012-01-12T22:56:24Z,17,681,193,18,[],[],[],[],,,,,[],https://github.com/smira/txZMQ/pull/14.patch,[]
