,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
74,ReleaseEvent,2017-08-27 19:43:29+00:00,78888191,kislyuk/yq,862013,kislyuk,,,published,v2.3.0,v2.3.0,"- Handle multi-document streams. Fixes #6
    
    - Report version via yq --version"
254,ReleaseEvent,2017-01-27 00:20:43+00:00,21352292,mcs07/MolVS,732185,mcs07,,,published,v0.0.8,MolVS v0.0.8,
346,ReleaseEvent,2015-07-23 11:58:43+00:00,13303522,MrLeeh/pyads,4641542,MrLeeh,,,published,1.1.3,,"### Changes in Version 1.1.3
* use *ctypes.windll* instead of *ctypes.cdll* to load ADS-DLL on 64-Bit Windows
* add `adsSyncWriteByName` and `adsSyncReadByName`"
845,ReleaseEvent,2017-11-20 19:30:17+00:00,53005545,kislyuk/aegea,862013,kislyuk,,,published,v2.0.6,v2.0.6,- Disable custom Batch AMIs by default
989,ReleaseEvent,2018-01-22 20:53:52+00:00,109304350,Kane610/deconz,24575746,Kane610,,,published,v26,,"Deconz id in groups, lights, sensors."
1431,ReleaseEvent,2016-05-16 11:49:15+00:00,56831251,yuma-m/pychord,855763,yuma-m,,,published,v0.1.0-alpha,Initial release,"- Handle more than 30 chord qualities
- Transpose chords
- Get component notes"
1700,ReleaseEvent,2018-04-06 13:53:09+00:00,25129800,mikf/gallery-dl,5375314,mikf,,,published,v1.3.3,,"- Added extractors for
  - `nhentai` search results
  - `exhentai` search results and favorites
  - `nijie` doujins and favorites
- Improved metadata extraction for `exhentai` and `nijie`
- Improved `tumblr` extractors by avoiding unnecessary API calls
- Fixed Cloudflare DDoS protection bypass
- Fixed errors when trying to print unencodable characters
"
1905,ReleaseEvent,2017-08-23 22:00:16+00:00,75831836,da4089/simplefix,860066,da4089,,,published,v1.0.6,v1.0.6,"Add support for adding ""header"" fields: they are inserted, starting at the beginning of the message, prior to any existing fields.  This allows FIX header fields, for instance SendingTime(52), to be added after the body fields."
2311,ReleaseEvent,2018-07-06 13:38:27+00:00,89598064,andrasmaroy/pconf,3441609,andrasmaroy,,,published,1.4.0,1.4.0 release,"New features:
* Python 3.7 support"
2459,ReleaseEvent,2015-03-27 17:00:30+00:00,21240523,glennmatthews/cot,5603551,glennmatthews,,,published,v1.3.0,Version 1.3.0,"Features
--------

* Installation of helper programs is now provided by a `cot
  install-helpers` subcommand rather than a separate script.
* COT now has man pages (`man cot`, `man cot-edit-hardware`, etc.)
  The man pages are also installed by `cot install-helpers`.
* Improved documentation of the CLI on readthedocs.org as well.
* COT no longer supports Python 3.2.

Infrastructure changes
--------

* Refactored `COT.helper_tools` module into `COT.helpers` subpackage.
  This package has an API (`COT.helpers.api`) for the rest of COT to
  access it; the helper-specific logic (qemu-img, fatdisk, etc.) is split
  into individual helper modules that are abstracted away by the API.
* Similarly, logic from `COT.tests.helper_tools` has been refactored and
  enhanced under `COT.helpers.tests`.
* Renamed all test code files from ""foo.py"" to ""test_foo.py"" to
  facilitate test case discovery.
* `cot_unittest` is no more - use `tox` or `unit2 discover` to run tests.
* As noted above, the installation script `check_and_install_helpers.py`
  no longer exists - this functionality is now provided by the
  `COT.install_helpers` module.
* CLI help strings are dynamically rendered to ReST when docs are built,
  providing cleaner output for both readthedocs.org and the manpages."
2502,ReleaseEvent,2015-12-11 01:50:31+00:00,37439982,jeffrimko/Qprompt,1689242,jeffrimko,,,published,qprompt-0.1.11,qprompt-0.1.11,Release of Qprompt for version `0.1.11`.
2841,ReleaseEvent,2016-07-15 05:23:31+00:00,27917780,astrikov-d/dartcms,1495520,astrikov-d,,,published,stable-0.0.20,stable-0.0.20,"- Forms are placed in popup window
- AJAX based UI
- Shop application"
2973,ReleaseEvent,2017-09-20 20:31:00+00:00,36625204,kislyuk/watchtower,862013,kislyuk,,,published,v0.4.1,v0.4.1,"- Warn instead of crashing logger on delivery failure
    
    - Support for django log (#39)
    
    - Fix for unhashble type error (fixes issue #44) (#45)"
2974,ReleaseEvent,2016-09-15 20:17:38+00:00,36625204,kislyuk/watchtower,862013,kislyuk,,,published,v0.3.1,v0.3.1,"- Fix interrupted release
- Repo housekeeping"
3082,ReleaseEvent,2016-01-02 01:06:24+00:00,26627596,robertlugg/easygui,6054540,robertlugg,,,published,0.98.0,2016 First Updates,"Finally integrated the code from develop into master for this release.  The existing API is still available.  However, lots of code refactoring happened.

Additionally, a set of classes were created which support, among other things, callbacks.  This should make the GUIs more dynamic.  More work is needed to expose properties that people want but hopefully, the big infrastructure changes (which are why I delayed things so) will be minimized in the future.

A big thank you to those who have contributed."
3103,ReleaseEvent,2017-11-27 01:19:19+00:00,6002572,santoshphilip/eppy,2014885,santoshphilip,,,published,r0.5.45,r0.5.45,"2017-10-01
----------

- fixed a bug in the setup.py (It was not installing some required folders)
- updated documentation to include how to run Energyplus from eppy
- format of the table file was changed in E+ 8.7. 
    - readhtml is updated to be able to read the new format (it still reads the older versions)

release r0.5.44
~~~~~~~~~~~~~~~
"
3235,ReleaseEvent,2015-04-15 21:50:21+00:00,33266451,JimmXinu/FanFicFare,11446969,JimmXinu,,,published,v2.2.2,FanFicFare v2.2.2,"This is the first production version of the project under the new name: FanFicFare.  This project was previously published under the name FanFictionDownLoader(FFDL).

# Installation instructions:

Plugin:
---

Install zip attached file.

Web service:
---

http://fanficfare.appspot.com/

Command line interface:
---
Rather being delivered as a zip file with dependencies included, FanFicFare is now delivered as a proper `pip` Python package.  It's been tested on Python 2.6 and 2.7, but not on Python 3.

`pip install FanFicFare`
or
`pip install --upgrade FanFicFare`
...to update.

(pip will automatically install dependencies beautifulsoup4, html5lib, chardet and six.)

Run `fanficfare -h` from command-line.

"
3251,ReleaseEvent,2015-03-07 05:14:21+00:00,24314791,RussellLuo/resource,5109942,RussellLuo,,,published,v0.1.8,v0.1.8,v0.1.8
3329,ReleaseEvent,2017-02-19 22:10:52+00:00,11746687,barseghyanartur/tld,4925587,barseghyanartur,,,published,0.7.5,0.7.5-2015-11-22,"- Minor fixes.
- Updated tld names file to the latest version."
3330,ReleaseEvent,2018-06-13 23:51:31+00:00,11746687,barseghyanartur/tld,4925587,barseghyanartur,,,published,0.9,0.9-2018-06-14,"```
    This release contains backward incompatible changes. You should update
    your code.

    The ``active_only`` option has been removed from ``get_tld``, ``get_fld``
    and ``parse_url`` functions. Update your code accordingly.
```

- Removed ``active_only`` option from ``get_tld``, ``get_fld``
  and ``parse_url`` functions.
- Correctly handling exceptions (!) in the original TLD list.
- Fixes in documentation.
- Added ``parse_tld`` function."
3339,ReleaseEvent,2016-05-26 07:04:48+00:00,5776030,bear/python-twitter,1267,bear,,,published,v3.1,v3.1,"See what is new and changed in the new docs section \o/ -- https://github.com/bear/python-twitter/blob/master/doc/changelog.rst
"
3483,ReleaseEvent,2017-08-23 17:32:41+00:00,6762625,kislyuk/argcomplete,862013,kislyuk,,,published,v1.9.0,v1.9.0,"- Add SuppressCompleter to skip completion for specific arguments while allowing help text (#224)
    
    - Redirect all output to debug stream in debug mode (#206)
    
    - Complete python -m module (#204)"
3908,ReleaseEvent,2017-05-15 22:11:44+00:00,90407498,jbasko/configmanager,632910,jbasko,,,published,v1.1.3,v1.1.3,
