,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
3,IssueCommentEvent,2016-10-17 17:34:53+00:00,7470121,wuub/rxv,588857,wuub,,,9797726,254277190,This seems to be a `feature` of Yamaha receivers. Nothing we want to mask in rxv.,{},,User,False
4,IssueCommentEvent,2016-11-10 14:15:08+00:00,7470121,wuub/rxv,14367,sdague,,,188206679,259700100,"@postlund definitely am starting to see how this extracts. The biggest open issue in my head is that this is source based, but we also need to be zone based for things like power (there was that Zone_4 HDMI issue in HomeAssistant that we basically just said list zones to ignore). I think I'd want to figure out what things we need to expose there before we do that.

But I still think if we move forward with something like I've got here, it will let consumers like Home Assistant be a bit more robust. It at least plants the flag for moving forward.",{},,User,False
9,IssueCommentEvent,2017-10-11 17:04:42+00:00,8387179,uiri/toml,881925,mnp,,,228715824,335878762,"Here's another case, where

```
[foo]
bad = {xx=""a"", yy=""b""}
```

raises `toml.TomlDecodeError: Stuff after closed string. WTF?`, which is nice. :-)
",{},NONE,User,False
30,IssueCommentEvent,2018-04-22 16:46:43+00:00,55258005,jopohl/urh,18219846,jopohl,,,316590750,383395210,"I have some questions one this:

1. What is the reason that you defined this test instead of using the unit tests that come with URH?
2. Did this test work with 2.0.1? I just did a git diff and could not find a relavant change for the CRC between 2.0.1 and 2.0.2.
3. How did the ``` expected ``` variable evolve? It seems a bit odd to me, given that the CRC function should only accept arrays with 1s and 0s (bits). We also have some tests for the CRC [here](https://github.com/jopohl/urh/blob/master/tests/test_CRC.py) which work as expected. Nevertheless, there may a bug here. @andynoack may tell more about this, I am just trying to understand how you came to the ``` expected ``` value.

",{},OWNER,User,False
34,IssueCommentEvent,2017-05-04 20:19:08+00:00,55258005,jopohl/urh,5690599,gustavecha,,,225437255,299297384,"Hi Jopohl,

Tested right now and it's now fine for the level  :) :)
Thank you, it's really great

Sorry to say that again but bandwidth parameter doesn't have effect then.
When recording at a given channel central freq + 12.5kHz bandwidth, I get the same mix than 900KHz bandwidth. It mixes all 12.5 kHz channels and I'm afraid such a recording isn't valuable.
How do you feel about filtering the rtl-sdr stream since it only accepts a few sample rate values ?
May it be possible for me to post-process the recording to filter it on my own ?",{},,User,False
36,IssueCommentEvent,2017-04-26 20:08:21+00:00,55258005,jopohl/urh,20975463,romeojulietthotel,,,224532887,297526312,"The symptom is that the native limesdr builds but urh does not ""see"" the driver. i.e. no way to enable limesdr

Why the switch back to Cython 0.24.1 from 0.25.2?",{},,User,False
42,IssueCommentEvent,2016-06-13 09:31:52+00:00,4295983,loli/medpy,832894,loli,,,159422937,225532431,"I've looked into the matter and it seems to be largely a Python3 associated problem.

You might try to change the includes in `medpy/graphcut/__init__.py` to `import .energy_label.py`. But I won't promise anything.

MedPy has been designed for Python2, not for for Python3. Most parts should be portable, but some are not. There are many issues connected with the version upgrade.

During my testing right now, I e.g. figured out that the compilation of the maxflow module is done with libboost_python2 instead of libboost_python3 (whyever). Hence even if you manage to fix the import, it might not work!

I would suggest that you switch your anaconda to python2.7 (which should be easy, according to their page) and then install MedPy (whichever version you want) again. This will hopefully solve all your problems.",{},,User,False
44,IssueCommentEvent,2017-06-13 09:24:40+00:00,41905591,Ch00k/ffmpy,28585343,nishantkumarsah,,,235469179,308059065,"ok. i did this and it worked.
output_options  =   Constant.FFMPEG_OUTPUT_CODEC_HLS_NOT_SUPPORTED + '""{}""'.format(self.abs_fileName + Constant.VIRTUAL_FILE_IDENTIFIER + '/' + Constant.PARTIAL_FILES)",{},,User,False
52,IssueCommentEvent,2015-10-01 13:46:22+00:00,27924304,cdent/gabbi,1222137,jasonamyers,,,109299494,144730275,I like the idea and the test pass so :+1: ,{},,User,False
55,IssueCommentEvent,2018-04-11 10:46:22+00:00,93209191,cemsbr/yala,16239342,pyup-bot,,,310807207,380409057,Closing this in favor of #77,{},CONTRIBUTOR,User,False
