,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
2,PullRequestEvent,2015-03-03 07:06:04+00:00,20513123,kn/slack,15869,brandonweeks,,,30351036,,Add user.getPresence function,open,False,8,,https://api.github.com/repos/kn/slack/issues/8,,,2015-03-03T07:06:04Z,1,11,0,1,[],[],[],[],,,,,[],https://github.com/kn/slack/pull/8.patch,https://api.github.com/repos/kn/slack/pulls/8/commits
14,PullRequestEvent,2016-08-09 13:58:43+00:00,54391698,jd/pifpaf,1006477,felixonmars,,,80625202,,Set storage engine to mmapv1 when wiredtiger is not present,open,False,21,"MongoDB >= 3.2 uses wiredtiger as its storage engine by default, even
when it's not present (on i686 platform, for example). This patch tests
if wiredtiger is present and explicitly specify mmapv1 if it's not.",https://api.github.com/repos/jd/pifpaf/issues/21,,,2016-08-09T13:58:43Z,1,11,1,1,[],[],[],[],,,,,[],https://github.com/jd/pifpaf/pull/21.patch,https://api.github.com/repos/jd/pifpaf/pulls/21/commits
15,PullRequestEvent,2016-04-18 14:28:53+00:00,54391698,jd/pifpaf,200878,sileht,,,66862770,,Add some docs,open,False,5,,https://api.github.com/repos/jd/pifpaf/issues/5,,,2016-04-18T14:28:53Z,1,13,0,1,[],[],[],[],,,,,[],https://github.com/jd/pifpaf/pull/5.patch,https://api.github.com/repos/jd/pifpaf/pulls/5/commits
52,PullRequestEvent,2017-03-12 13:17:15+00:00,55258005,jopohl/urh,18219846,jopohl,,,109468222,,enhance device config,closed,False,187,"- [x] Save Gains when dialog closed
- [x] remove _max_gain / _max_sample rate etc. from native device class
- [x] pass HackRF gain parameters to GR backend
- [x] hide HackRF baseband gain for Send
- [x] update HackRF IF Gain depending on send/recv
- [x] Fix high GUI gain for RTLSDR -> calc *10 for API
- [x] Add tooltips for Gain / IF Gain / Baseband Gain
- [x] use dict for saving paramaters in project manager
  - [x] save currently saved parameters
  - [x] save freq correction
- [x] fix #133 (support for USRP B200/B210)
- [x] fix #136 (HackRF Gain sliders & LNA button)
- [x] fix #148 (various minor improvements checklist)
- [x] fix #189 (rtl-sdr ppm correction)
- [x] fix #199 (RTL-SDR multiprocessing under non-linux systems)
- [x] fix tab order in send recv dialog",https://api.github.com/repos/jopohl/urh/issues/187,2017-03-12T13:17:14Z,2017-03-12T13:17:15Z,2017-03-12T13:17:15Z,65,2023,1169,44,[],[],[],[],jopohl,18219846,User,False,[],https://github.com/jopohl/urh/pull/187.patch,https://api.github.com/repos/jopohl/urh/pulls/187/commits
59,PullRequestEvent,2018-07-23 09:02:05+00:00,55258005,jopohl/urh,18219846,jopohl,,,203147175,MDExOlB1bGxSZXF1ZXN0MjAzMTQ3MTc1,also consider participant address (next to RSSI) when auto assigning,closed,False,512,fix #505 ,https://api.github.com/repos/jopohl/urh/issues/512,2018-07-23T09:02:04Z,2018-07-23T09:02:05Z,2018-07-23T09:02:05Z,1,37,12,3,OWNER,[],[],[],jopohl,18219846,User,False,[],https://github.com/jopohl/urh/pull/512.patch,https://api.github.com/repos/jopohl/urh/pulls/512/commits
64,PullRequestEvent,2018-03-11 10:44:45+00:00,55258005,jopohl/urh,18219846,jopohl,,,174214921,,use pytest xdist,open,False,406,,https://api.github.com/repos/jopohl/urh/issues/406,,,2018-03-11T10:44:45Z,1,5,5,2,OWNER,[],[],[],,,,,[],https://github.com/jopohl/urh/pull/406.patch,https://api.github.com/repos/jopohl/urh/pulls/406/commits
91,PullRequestEvent,2015-06-04 13:28:54+00:00,20479128,amol-/depot,601423,amol-,,,36813847,,[s3storage] Allow using alternative S3 providers,closed,False,8,,https://api.github.com/repos/amol-/depot/issues/8,2015-06-04T13:28:54Z,2015-06-04T13:28:54Z,2015-06-04T13:28:54Z,1,6,2,1,[],[],[],[],amol-,601423,User,False,[],https://github.com/amol-/depot/pull/8.patch,https://api.github.com/repos/amol-/depot/pulls/8/commits
97,PullRequestEvent,2016-06-03 14:32:49+00:00,27924304,cdent/gabbi,34498,cdent,,,72516601,,Extract suitemaking out of driver,open,False,140,"This creates a new module, suitemaker.py, which contains the
code used to create a suite.GabbiSuite, which contains
case.HTTPTestCase tests.

This limits driver.py to being mostly code that is necessary to
assemble the necessary information to create tests that are runnable
by python test harnesses. This is distinguished from runner.py
which assembles the necessary information to both create and _run_
tests itself.

The idea here is that if the interface presented by test_suite_from_dict
(both signature and that it returns a GabbiSuite) is preserved, then
anything in suitemaker.py is welcome to change. The signature on
test_suite_from_dict is the definition of what a caller (driver or runner
or whatever else) needs to have learned:

loader: the unittest.TestLoader which we might be able to default
        out of existence
test_base_name: names help with test grouping so useful
suite_dict: the main piece of the pie, the dict
test_directory: the place where `data` can load files from
host: the host any unqualified test goes to
port: the port any unqualified test goes to
fixture_module: the sole module from which fixtures come
intercept: the wsgi app to intercept if any
prefix: the url prefix

host and intercept are mutually exclusive

One can image it might be possible to replace host, port, prefix
with a URL instead. If that were done than host and url would be mutually
exclusive.

If the signature of test_suite_from_dict changes then stuff in both driver
and runner, in how they assemble the required info, would need to change.

Note: For reasons unclear these changes have exposed some state management
issues in test_runner, noted in a NOTE.",https://api.github.com/repos/cdent/gabbi/issues/140,,,2016-06-03T14:32:49Z,1,420,338,10,[],[],[],[],,,,,[],https://github.com/cdent/gabbi/pull/140.patch,https://api.github.com/repos/cdent/gabbi/pulls/140/commits
100,PullRequestEvent,2015-10-09 09:26:48+00:00,27924304,cdent/gabbi,34498,cdent,,,47250698,,Tidy single test creation,open,False,98,"This is an experiment to see if there is a more clear way to
understand and implement the creation of a single test in a test
suite. This may not be the best way to do it, but it might stimulate
some ideas or be enough of a step in the right direction to keep it.

The change is the creation of a TestMaker class that provides a
make_one_test method. The TestMaker instance encapsulates all the
HTTPTestCase values which are the same for each test in a single
YAML file. make_one_test accepts the ones that are different.

This is a good demonstration of the way in which much of gabbi
evolved from a process of experimentation to get the desired results
in the face of the fairly weird/complex/wrong/whatever interface of
unittest and its ecosystem. Clearly things are messy but all that
really means is that they can get better with further iterative
development.",https://api.github.com/repos/cdent/gabbi/issues/98,,,2015-10-09T09:26:48Z,1,101,68,1,[],[],[],[],,,,,[],https://github.com/cdent/gabbi/pull/98.patch,https://api.github.com/repos/cdent/gabbi/pulls/98/commits
146,PullRequestEvent,2017-11-08 11:58:23+00:00,48198706,dschep/ntfy,1316723,henryx,,,151363472,,Fixed win32 gui class management,open,False,158,"Problem:
```python
import ntfy.backends.win32
ntfy.backends.win32.notify(""test message"", ""test"")
ntfy.backends.win32.notify(""test message"", ""test2"")
```
Second notify return this error:
```
  File ""C:\Python27\lib\site-packages\ntfy\backends\win32.py"", line 28, in __init__
    classAtom = win32gui.RegisterClass(wc)
pywintypes.error: (1410, 'RegisterClass', 'La classe esiste gi\xe0.')
```
With this pull request fixes the problem",https://api.github.com/repos/dschep/ntfy/issues/158,,,2017-11-08T11:58:23Z,1,1,0,1,NONE,[],[],[],,,,,[],https://github.com/dschep/ntfy/pull/158.patch,https://api.github.com/repos/dschep/ntfy/pulls/158/commits
