,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
12,IssueCommentEvent,2016-01-18 21:37:36+00:00,8387179,uiri/toml,6643536,Jenselme,,,105963000,172660858,"@Jayflux thanks for the patch. I just tested it and it works. I didn't know you could add arrays inside inline objects, so I didn't test it.

I just cherry-picked the commit and push it to this branch. @uiri What do you think?",{},,User,False
13,IssueCommentEvent,2017-03-10 22:40:31+00:00,8387179,uiri/toml,119893,kennethreitz,,,205306476,285804933,💫✨🍰✨💫,{},,User,False
14,IssueCommentEvent,2015-01-28 16:51:21+00:00,8387179,uiri/toml,364765,uiri,,,55761989,71870096,"This is a long standing issue with TOML. Per the spec, arrays can not hold multiple types. There have been proposals to add tuples to the spec but I do not believe that any have made it in yet.

On Wed, Jan 28, 2015 at 06:25:34AM -0800, Darin wrote:
> test = [1,2,3,""dog""] results in:
> 
> Exception: Not a homogeneous array
> 
> 
> ---
> Reply to this email directly or view it on GitHub:
> https://github.com/uiri/toml/issues/27",{},,User,False
18,IssueCommentEvent,2017-01-15 13:48:20+00:00,1673145,FSX/misaka,64273,FSX,,,200794069,272696308,"Merging this now. Thanks!

I'll do a release when I get home tonight.",{},,User,False
23,IssueCommentEvent,2017-11-14 00:56:48+00:00,69408336,MrOlm/drep,4298223,lhor,,,273626742,344110042,"No problem! A few lines from the file:
`Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
20100303_Bin_36_2-contigs	f__Flavobacteriaceae (UID2845)	53	548	298	92.70	0.67	100.00	1989845	0	120	120	29564	29564	16582	16582	168709	168709	31.4	1.84	93.93	11	1894	32	514	2	0	0	0`",{},NONE,User,False
25,IssueCommentEvent,2017-10-06 15:07:21+00:00,69408336,MrOlm/drep,13424205,MrOlm,,,262277928,334782328,"Hello,

OK, so it seems that mash isn't working properly. This could be an issue with dRep, or an issue with the program mash. Could you see if mash is working properly on it's own? For example, makes some sketches:

`mash sketch maxbinout_W0P1.004.fasta MASH_files/maxbinout_W0P1.004.fasta.msh`

Let me know if that command works and actually generates a file.

Thanks,
-Matt",{},OWNER,User,False
26,IssueCommentEvent,2015-07-06 13:32:38+00:00,20087961,T0ha/ezodf,1385737,btrd,,,92646117,118855323,"My solution to this problem :
```
cell = self.data[1, 1].value
try:
    time = datetime.strptime(cell, ""%Y-%m-%dT%H:%M:%S"")
except ValueError:
    try:
        time = datetime.strptime(cell, ""%Y-%m-%d"")
    except ValueError:
        #not a date
self.data[x, 0].set_value(time.hour)
```",{},,User,False
30,IssueCommentEvent,2018-08-01 16:28:03+00:00,121019060,feluxe/sty,7275238,cmccandless,,,334302326,409635583,"I would recommend something like the following:

```Python
# instead of
s = fg.red + 'word' + fg.rs

# use
opts = {'mono':False}

def colored(s, color_start, color_stop=None):
    if opts.get('mono', False):
        return s
    return color_start + s + (color_stop or fg.rs)

s = colored('word', fg.red)
# to 'mute' colors
opts['mono'] = True",{},NONE,User,False
33,IssueCommentEvent,2015-02-27 17:56:29+00:00,2792391,gruns/furl,1041265,gruns,,,54531806,76440617,@dydt @n3xtchen Are you still encountering this error?,{},,User,False
47,IssueCommentEvent,2017-04-19 10:33:36+00:00,55258005,jopohl/urh,18283204,andynoack,,,222140030,295208771,"What is your setting for ""Use this percentage of available RAM for buffer allocation"" in Options->Device?",{},,User,False
