,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url,partition,commit_list
18,PullRequestEvent,2016-02-07 18:02:58+00:00,3462960,lazka/pgi,1535496,SunilMohanAdapa,,,58552454,,Fix missing pgi.foreign package in tarballs,open,False,30,"Tarballs built using ./setup.py sdist and uploaded to PyPI
don't include pgi.foreign package making pgi unusable.",https://api.github.com/repos/lazka/pgi/issues/30,,,2016-02-07T18:02:58Z,1,1,0,1,[],[],[],[],,,,,[],https://github.com/lazka/pgi/pull/30.patch,https://api.github.com/repos/lazka/pgi/pulls/30/commits,226,['a8d618ede4f7f0318685690cd58a5311c59ea1c0']
23,PullRequestEvent,2017-01-19 13:12:08+00:00,8387179,uiri/toml,203902,noqqe,,,102263541,,Do not strip() line if its part of multiline str,open,False,72,Fixes #71,https://api.github.com/repos/uiri/toml/issues/72,,,2017-01-19T13:12:07Z,1,2,1,1,[],[],[],[],,,,,[],https://github.com/uiri/toml/pull/72.patch,https://api.github.com/repos/uiri/toml/pulls/72/commits,226,['457ba652be0e2202bb8f506d58d3441615339fcb']
25,PullRequestEvent,2017-08-18 00:18:11+00:00,69408336,MrOlm/drep,15348,wwood,,,136379787,,setup.py: sklearn => scikit-learn,open,False,12,'sklearn' is not the intended library.,https://api.github.com/repos/MrOlm/drep/issues/12,,,2017-08-18T00:18:11Z,1,1,1,1,[],[],[],[],,,,,[],https://github.com/MrOlm/drep/pull/12.patch,https://api.github.com/repos/MrOlm/drep/pulls/12/commits,226,['bebf635103ac9942249971fe62e899f3291d002a']
39,PullRequestEvent,2016-10-28 19:11:48+00:00,46566669,jaraco/irc,308610,jaraco,,,90743915,,Update DeprecationWarning messages to give replacement,closed,False,117,"Change the DeprecationWarning messages for scheduler convenience
functions to name the proper replacement method.",https://api.github.com/repos/jaraco/irc/issues/117,2016-10-28T19:11:47Z,2016-10-28T19:11:47Z,2016-10-28T19:11:47Z,1,2,2,1,[],[],[],[],jaraco,308610.0,User,False,[],https://github.com/jaraco/irc/pull/117.patch,https://api.github.com/repos/jaraco/irc/pulls/117/commits,226,['1e7f75805a73c75b203026e24faa4882e0a2677a']
68,PullRequestEvent,2017-11-18 13:11:00+00:00,55258005,jopohl/urh,18219846,jopohl,,,153445821,,Improve handling of WAV files,closed,False,362,"fix #359

- [x] Add support for two channel wavs
- [x] adapt documentation in wiki
- [x] drop question ""already quad demod?"" when opening a wav",https://api.github.com/repos/jopohl/urh/issues/362,2017-11-18T13:10:59Z,2017-11-18T13:10:59Z,2017-11-18T13:11:00Z,4,139,107,6,OWNER,[],[],[],jopohl,18219846.0,User,False,[],https://github.com/jopohl/urh/pull/362.patch,https://api.github.com/repos/jopohl/urh/pulls/362/commits,226,"['d759e8d7d014034786f0d326ad6e6aab360745e1', '47a75d31e37f8552c8861a4863f523855597a424', '1eeb88891fb0b329d66400d3d19003d41cbe37b2', 'a7ec690577f83bbdd8b47effa9a4b9ccbf7272b5']"
105,PullRequestEvent,2016-03-17 16:48:42+00:00,31894637,amol-/dukpy,6060733,gasbasd,,,63254973,,typesctipt webassets filter tests,open,False,3,,https://api.github.com/repos/amol-/dukpy/issues/3,,,2016-03-17T16:48:42Z,1,35,10,4,[],[],[],[],,,,,[],https://github.com/amol-/dukpy/pull/3.patch,https://api.github.com/repos/amol-/dukpy/pulls/3/commits,226,"['865bbaed932236035197a04f76d86f97491bbec7', '044b35d19b620b6f0da9ca61a65297f354235f06', '1bc9de9438c28b37a626f1e88a61cd6c39326ae4']"
138,PullRequestEvent,2016-08-24 01:23:06+00:00,9896961,dbrgn/RPLCD,17092573,TomW1605,,,82467659,,added functions for writing multiple lines or to a specific line (and documentation),open,False,27,,https://api.github.com/repos/dbrgn/RPLCD/issues/27,,,2016-08-24T01:23:04Z,2,29,4,2,[],[],[],[],,,,,[],https://github.com/dbrgn/RPLCD/pull/27.patch,https://api.github.com/repos/dbrgn/RPLCD/pulls/27/commits,226,"['3ff561dffdc208c4838d896045f6f6b481868206', '04e21e1da422e39795826f9dbe19dab311c833f3']"
254,PullRequestEvent,2016-01-06 22:52:43+00:00,4946406,mher/flower,8069666,vinayinvicible,,,55276834,,use timezone from celery settings if configured,open,False,510,"Currently datetime values in tasks view are displayed using UTC as timezone. And also the timezone info is not being shown with the values.

Modified the code to display datetime values using the timezone configured in celery settings. If timezone is not configured, timezone will default to UTC. Also display the timezone info along with the value.
",https://api.github.com/repos/mher/flower/issues/510,,,2016-01-06T22:52:43Z,1,5,4,2,[],[],[],[],,,,,[],https://github.com/mher/flower/pull/510.patch,https://api.github.com/repos/mher/flower/pulls/510/commits,226,['99d7b3164083c1d4d905fc81a20c4fe3fe508c6d']
316,PullRequestEvent,2018-08-25 09:40:53+00:00,61384494,zeth/inputs,945574,zeth,,,210895243,MDExOlB1bGxSZXF1ZXN0MjEwODk1MjQz,"Add more unit tests, refactoring for increased ability to unit test.",open,False,45,,https://api.github.com/repos/zeth/inputs/issues/45,,,2018-08-25T09:40:53Z,20,2232,411,7,OWNER,[],[],[],,,,,[],https://github.com/zeth/inputs/pull/45.patch,https://api.github.com/repos/zeth/inputs/pulls/45/commits,226,"['186edf7f152de1ead4f0d4f2f6bb8950c3446b10', '2b39d3514f54d5f1500799301dbefaebde01dc89', '2dc3967e085c53dda340660f1b08f7ce6c0bdbaf', 'a274a000a1e8ce50fd60f2c157761d8683431d16', '6a61f7f6b9d969821e9c7212cc814fda59539bed', 'bd28a15c118c96eedf84189dae070505b69342b8', 'f46bed18b21d4c175cb2d33f1838c79163758425', 'fc70bffc8f1fdbcfc8918a93f2e034396763e96c', 'f852d4e7f9ef6130fc9a806d1cfdc57318c10603', '3d69629b6e474c09c6af651c0e4a8b9a242aba0a', '26b2dce84e2a3633796d4f778b82d23fb18f859a', '82d936a4c88736433010c50be11a1a47c15f49f9', '089fbaf8e8ccdb6b2ca9ba038726d97a22fc6d7f', '71810f040c4d25392966661450deabb3aa60a303', '9c9bab0c75b731cfe13b5db549c47022bade24ee', 'bb6372c73de0a94d2dba23cc99542e8492e65da7', '4f4491ec7b5495de2074aff99769bac3c1c54411', 'f61c57bcd1386a521b04bb10f452445d55d83385', '36ec2c2690c636e40bda307674e2de66ae992804', 'f335dabd985c071d354d4bb830a8291f21f405fc']"
322,PullRequestEvent,2016-05-04 02:48:09+00:00,11737385,Dav1dde/glad,18575539,eightbitkid,,,68804618,,Make use of the '.mailmap' feature,open,False,51,"This is a pointless _semi_-cosmetic change if it is unsuitable for the project feel free to close this request. I changed my e-mail, and just wanted it updated. I've also done the same for any other authors that I was certain were the same people.

For consistency the second complex form `Proper Name <proper@email.xx> <commit@email.xx>` because it's the better trade of verbosity and simplicity. List is ordered alphabetically; no significance.",https://api.github.com/repos/Dav1dde/glad/issues/51,,,2016-05-04T02:48:09Z,1,2,0,1,[],[],[],[],,,,,[],https://github.com/Dav1dde/glad/pull/51.patch,https://api.github.com/repos/Dav1dde/glad/pulls/51/commits,226,['7c8694137582743b9cc43e86a707a08709ac3f28']
