,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
14,IssueCommentEvent,2016-08-30 17:57:51+00:00,2918192,epsy/clize,2354108,coveralls,,,174083695,243524925,"
[![Coverage Status](https://coveralls.io/builds/7673957/badge)](https://coveralls.io/builds/7673957)

Coverage remained the same at 97.332% when pulling **ee11f1e37e6045602ef822347f88bb8acf5867dd on proinsias:proinsias-license** into **fdbd306bb93df418aadaadd8432ad60bd23005e3 on epsy:master**.
",{},,User,False
15,IssueCommentEvent,2012-02-13 05:05:07+00:00,2792391,gruns/furl,107893,kmike,,,2545375,3934519,"The real value of PEP 8 is not the conventions by themselves (4 spaces vs 2 spaces is not an important question and there are almost zero practical reasons to prefer one of the ways per se), its value is that these conventions are followed by the whole python community so python developers have 1 less obstacle with somebody else's source code. ",{},,,
16,IssueCommentEvent,2018-07-23 13:29:48+00:00,46566669,jaraco/irc,25105042,carter-yagemann,,,343355718,407058202,"I haven't tested this class directly, but I used it as a reference for my own project and had to patch line 328. I'll connect it to rizon or freenode and see what happens.",{},NONE,User,False
26,IssueCommentEvent,2018-07-17 16:09:38+00:00,55258005,jopohl/urh,17382592,DG9BFC,,,290829890,405638280,"if you add adalm pluto ... please also add the lime board
",{},NONE,User,False
33,IssueCommentEvent,2017-04-03 13:32:20+00:00,55258005,jopohl/urh,18219846,jopohl,,,218864529,291143616,"It should survive an application restart. The window settings are stored under ~/.config/urh.ini. Is another URH process running, that may overwrite changes to this file?",{},,User,False
51,IssueCommentEvent,2018-01-24 13:09:38+00:00,18603138,WoLpH/mt940,1344744,sweh,,,291116599,360126851,So the package is required in the setup.py correctly. Looks like something in my environment did not work so the requirement was not installed correctly. Closing this issue as the problem is on my side.,{},CONTRIBUTOR,User,False
52,IssueCommentEvent,2015-07-21 16:01:56+00:00,18603138,WoLpH/mt940,7287076,batjko,,,96326496,123385377,"Thanks for your quick responses!
This module is super helpful for what I am trying to do! :+1: ",{},,User,False
55,IssueCommentEvent,2017-03-02 22:02:26+00:00,20479128,amol-/depot,1154044,rlam3,,,120527895,283796641,"Yes, so instead of doing GET. We do LIST because it cost less than GET",{},,User,False
59,IssueCommentEvent,2018-06-27 14:14:49+00:00,27924304,cdent/gabbi,1643164,trevormccasland,,,335028476,400687207,Yeah that does make it clear! I'll add a yaml test their too.,{},NONE,User,False
64,IssueCommentEvent,2017-11-17 20:10:17+00:00,93209191,cemsbr/yala,2354108,coveralls,,,274982359,345353298,"
[![Coverage Status](https://coveralls.io/builds/14260172/badge)](https://coveralls.io/builds/14260172)

Changes Unknown when pulling **d8fb853fa7e156e08c84673372a1b5c9820d856c on python3.6.0** into ** on master**.
",{},NONE,User,False
91,IssueCommentEvent,2015-05-23 03:32:38+00:00,6007295,fxsjy/jieba,6681934,gumblex,,,79444470,104824868,"词典好像没成功加载，删掉 /tmp/jieba.cache，下载最新版试试。
最新版 Python 2/3 均兼容",{},,User,False
113,IssueCommentEvent,2016-02-23 08:20:20+00:00,1258258,gotcha/ipdb,105204,gotcha,,,46491898,187598441,"Since version 0.8.2, `ipdb` does load IPython configuration, it is now possible to disable history manager through configuration.",{},,User,False
116,IssueCommentEvent,2017-10-13 15:21:27+00:00,65468547,jd/tenacity,156838,RonnyPfannschmidt,,,256002581,336483963,easiest way would be to just delete the file in the rpm spec for the python2 build,{},NONE,User,False
120,IssueCommentEvent,2017-09-13 14:16:06+00:00,5450742,klen/pylama,90699,klen,,,253665092,329181671,"@polakluk Hello, fixed in version > 7.4.2",{},OWNER,User,False
124,IssueCommentEvent,2017-06-18 20:19:52+00:00,4946406,mher/flower,691049,mher,,,231994119,309300405,Please provide version info `flower --version`,{},,User,False
127,IssueCommentEvent,2018-06-15 02:47:21+00:00,4946406,mher/flower,9675939,laixintao,,,332629122,397497536,"Maybe the same error with https://github.com/mher/flower/issues/749

Please let me know if you need more info.",{},NONE,User,False
129,IssueCommentEvent,2015-04-26 00:37:43+00:00,4946406,mher/flower,867939,eswenson1,,,69980206,96299139,That seemed to have fixed the issue. Thanks much!  ,{},,User,False
134,IssueCommentEvent,2017-09-06 15:49:57+00:00,95191952,rainx/pytdx,11537812,yutiansut,,,255651748,327527685,"https://github.com/yutiansut/QUANTAXIS/blob/master/QUANTAXIS/QAFetch/QATdx.py#L330

可以直接洗出来",{},CONTRIBUTOR,User,False
144,IssueCommentEvent,2017-08-03 13:53:32+00:00,82588597,youfou/wxpy,12149332,ifour333,,,247707935,319975360,解决了已经,{},,User,False
146,IssueCommentEvent,2016-01-21 09:10:40+00:00,11737385,Dav1dde/glad,255721,Dav1dde,,,127871811,173507434,"Should be possible. The main reason I can think of right now is only `APIENTRY`, but a bigger issue is `khrplatform.h` which also includes `windows.h`, but this time you can't influence it. Which means I need to make glad smarter about including khrplatform.

I'll be looking into it!",{},,User,False
156,IssueCommentEvent,2017-08-25 15:33:34+00:00,32288304,aleaxit/gmpy,5619446,videlec,,,252923409,324955769,reuse the conda version that was used before with a travis matrix,{},,User,False
