,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
2,IssueCommentEvent,2018-01-07 04:35:03+00:00,73567304,ofek/bit,4624114,teran-mckinney,,,283011562,355798881,"I completely understand. Congratulations on the new job!

Wow, most certainly. I'm happy to take on bit, especially for smaller patches like this. I have the time for it and I'm already using bit in a couple projects.

I'll ping you in a few days. Thanks for getting back to me.",{},CONTRIBUTOR,User,False
8,IssueCommentEvent,2016-04-28 13:09:35+00:00,2782546,hobu/mgrs,87751,hobu,,,111823817,215417777,"> I'm confused why this pull isn't accepted?
For the patch to be accepted, it must reliably detect the SOEXT for all unix flavors. A specific fix for a single distribution isn't good enough.",{},,User,False
14,IssueCommentEvent,2015-04-10 09:03:52+00:00,3462960,lazka/pgi,179677,stuaxo,,,67527296,91485388,"Doh!   You're right, sorry for the noise !",{},,User,False
17,IssueCommentEvent,2018-08-30 02:33:51+00:00,8387179,uiri/toml,347634,jdufresne,,,355150713,417169797,"Hi @uiri

I understand the hesitation. The decision is ultimately yours.

Using [pypinfo](https://github.com/ofek/pypinfo), we can check the statistics of downloads from PyPI from the last 30 days:

```bash
$ pypinfo --percent --markdown toml pyversion
```

| python_version | percent | download_count |
| -------------- | ------: | -------------: |
| 3.6            |  44.90% |        172,023 |
| 2.7            |  37.20% |        142,531 |
| 3.5            |   7.36% |         28,216 |
| 3.7            |   5.81% |         22,273 |
| 3.4            |   4.62% |         17,716 |
| 3.8            |   0.05% |            201 |
| 3.3            |   0.03% |            126 |
| 2.6            |   0.02% |             71 |

As you can see, Python 2.6 (and 3.3) numbers are very low. This is true for the [larger Python community as well](https://medium.com/@hugovk/python-version-share-over-time-cf4498822650).

Further, Python 2.6 is end of life. It is no longer receiving bug fixes, including for security issues. Python 2.6 went EOL on 2013-10-29 -- almost five years ago. For additional details on support Python versions, see:

https://devguide.python.org/#status-of-python-branches

Removing support for EOL Pythons will reduce testing and maintenance resources.

Here are some additional perspectives on why projects should drop Python 2.6 support from Python core developers:

- https://snarky.ca/stop-using-python-2-6/
- http://www.curiousefficiency.org/posts/2015/04/stop-supporting-python26.html

Here is an interesting overview of showing top Python projects and which ones have dropped Python 2.6 support, including [pip](https://pip.pypa.io/en/stable/news/):

https://hugovk.github.io/drop-python/2.6/

Projects that require 2.6 support can continue to use an old version of toml by pinning the dependency in their `requirements.txt` or `setup.py`.

Again, the decision is ultimately up to you and I'm fine either way, but I thought I'd share my reasons why I think it is a good idea.
",{},CONTRIBUTOR,User,False
19,IssueCommentEvent,2016-05-18 02:48:53+00:00,8387179,uiri/toml,364765,uiri,,,155283905,219911528,"> Additionally, GitHub currently formats it badly by showing the whole text on a single line.

The purpose of the TESTING file is to instruct document the testing procedure for potential contributors. Since it isn't possible to edit, run and test the code in GitHub, this doesn't matter.

Is there some other compelling reason to rename the file? If I decide to change the formatting to something else, such as restructured text, it would be nice if I didn't have to rename the file. A file extension isn't really necessary anyways, particularly for a human readable file such as this.
",{},,User,False
26,IssueCommentEvent,2017-09-27 03:09:12+00:00,69408336,MrOlm/drep,31655710,hzafeng,,,249070225,332396208,"Hello.
I have set the global env of python:

[zjs@www bins]$ pyenv global
anaconda-2.0.0
3.5.1

but I still fail down the step when DREP call CheckM,

 [CheckM - qa] Tabulating genome statistics.
*******************************************************************************

  Calculating AAI between multi-copy marker genes.

  Reading HMM info from file.

Unexpected error: <type 'exceptions.IOError'>
Traceback (most recent call last):
  File ""/home/zjs/hhf/soft/CheckM-1.0.7/bin/checkm"", line 712, in <module>
    checkmParser.parseOptions(args)
  File ""/home/zjs/tools/anaconda2/lib/python2.7/site-packages/checkm/main.py"", line 1235, in parseOptions
    self.qa(options)
  File ""/home/zjs/tools/anaconda2/lib/python2.7/site-packages/checkm/main.py"", line 396, in qa
    binIdToModels = markerSetParser.loadBinModels(hmmModelInfoFile)
  File ""/home/zjs/tools/anaconda2/lib/python2.7/site-packages/checkm/markerSets.py"", line 525, in loadBinModels
    with gzip.open(filename, 'rb') as f:
  File ""/home/zjs/tools/anaconda2/lib/python2.7/gzip.py"", line 34, in open
    return GzipFile(filename, mode, compresslevel)
  File ""/home/zjs/tools/anaconda2/lib/python2.7/gzip.py"", line 94, in __init__
    fileobj = self.myfileobj = __builtin__.open(filename, mode or 'rb')
IOError: [Errno 2] No such file or directory: '/mnt/js/trimmomatic/108_need_out/done/pig1_binning_done/binning/split/bins/bins/dereplicate_wf/data/checkM/checkM_outdir/storage/checkm_hmm_info.pkl.gz'
**!!! checkM failed !!!**

How can I solve this problem?
",{},NONE,User,False
30,IssueCommentEvent,2015-05-16 18:37:10+00:00,2918192,epsy/clize,3732869,smirolo,,,74243760,102664812,"Good points. The advantages/drawbacks of using a ``@cmdline`` approach are irrelevant from a library standpoint. Some people *will* code a ``@cmdline`` approach on top of Clize because it makes sense in their context. The question is thus: How can Clize make it easy for them to do just that?

Solutions could be:

1. Provide a ``cmdline`` decorator in Clize directly
2. Document a way to hook up a ``cmdline``-style approach into Clize
3. Pass module names to Clize ``run()`` instead of functions and have the logic look for ``@cmdline`` inside those modules. (ex: Django did a great job of making it possible to have random 3rd party app included in your project, all providing command line commands through manage.py).
4. Add a parameter to ``@cmdline`` that specifies the name of the ``__main__`` module under which the command is available (reverse dependency).
",{},,User,False
35,IssueCommentEvent,2015-06-14 17:29:56+00:00,25983331,fnl/segtok,109501,fnl,,,88145513,111853008,"[Penn PoS tags](http://www.comp.leeds.ac.uk/amalgam/tagsets/upenn.html) define tokens by numbers with the tag CD, symbol tokens are tagged SYM for things like percentages, $ is used for currency tokens/symbols, and so forth.

In other words, the current behavior of `segtok` is the *correct* one and I am therefore closing this issue.",{},,User,False
40,IssueCommentEvent,2016-05-19 19:56:48+00:00,2792391,gruns/furl,1041265,gruns,,,151569338,220434747,"Awesome find.

Fixed in furl v0.4.95, where a `ValueError` is raised if the host is egregiously
invalid.

```python
>>> import furl
>>> furl.__version__
'0.4.95'
>>> from furl import furl
>>> f = furl('https://user:pass@myhost.com/path/goes/here')
>>> f.host = 'evil:hahaha@haxx0r.com'
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/usr/local/lib/python2.7/dist-packages/furl/furl.py"", line 1291, in __setattr__
    object.__setattr__(self, attr, value)
  File ""/usr/local/lib/python2.7/dist-packages/furl/furl.py"", line 930, in host
    raise ValueError(errmsg % host)
ValueError: Invalid host 'evil:hahaha@haxx0r.com'. Host strings must only contain [\.\-a-zA-Z0-9] and can't have adjacent periods.
```

Upgrade with `pip install furl -U`.

Thank you for the thorough, detailed Issue and bringing this bug to my
attention, Vincent. Don't hesitate to let me know if there's anything else I can
do for you.",{},,User,False
43,IssueCommentEvent,2015-11-20 14:55:09+00:00,46566669,jaraco/irc,308610,jaraco,,,118057173,158423190,"Duplicate of #40.

----------------------------------------
Original comment by: Jason R. Coombs
",{},,User,False
