,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_review_comment_action,pr_review_comment_id,pr_review_comment_commit_id,pr_review_comment_site_admin,pr_review_comment_body,pr_review_comment_author_association,pr_number,pr_review_comment_reactions
301,PullRequestReviewCommentEvent,2017-03-29 21:48:39+00:00,7213064,rbit/pydtls,1212231,rbit,,,created,29852710,129fd349dfb6591aacb7b7c4a4925d4a0725e3ce,False,"I recall you asked about this earlier. I've looked through the OpenSSL code, and the logic around MTU determination sure has changed a lot. I think that just setting this to the 802.3 default won't work, though: there can be many reasons that path MTU might be lower than this. One common scenario is DSL: PPPoE induces an 8-byte overhead, reducing the MTU to 1492 right at the network border. I think that PyDTLS would just fail now with this hardcode in such situations.

In bss_dgram.c I see that on Linux, OpenSSL tries to determine the MTU from sockopt IP_MTU as part of BIO_CTRL_DGRAM_QUERY_MTU. On Windows, this path is not taken, and this query just returns 0. The caller then falls into a different code path, which computes a minimum by subtracting a protocol-dependent overhead from a guess.

So I think we need to trace though this and find out why that's not working on Windows. Would you like to do that with a debug version of the OpenSSL dll's you built?",,9,{}
373,PullRequestReviewCommentEvent,2018-01-24 16:11:50+00:00,32288304,aleaxit/gmpy,5234427,isuruf,,,created,91232806,5cfeea808a2fc6008119bdd9994ea47ab967db43,False,"gmpy2 has working windows wheels and it this isn't used. the project you linked builds `libssh2.lib` even in windows. MSVC build of mpfr builds `mpfr.lib`, so this will not work.",CONTRIBUTOR,178,{}
395,PullRequestReviewCommentEvent,2018-02-24 02:18:24+00:00,10074815,berdario/pew,605277,uranusjr,,,created,99098267,479489a097e409c0d9ecac8d3667bf76cb0a67ac,False,Technically you can `from xx import __main__ as not_main` it to change the module name. The check would make a difference in this scenario. Not that you should do that though.,NONE,177,{}
500,PullRequestReviewCommentEvent,2016-02-23 04:59:12+00:00,4576441,kbandla/dpkt,1717834,obormot,,,created,,aff7921fdfa889fccf17b7250b56a5ecab6f5740,False,"Add this to ethernet.py types instead, e.g.
```
ETH_TYPE_TEB = 0x6558  # Transparent Ethernet Bridging
```",,242,{}
637,PullRequestReviewCommentEvent,2018-01-03 19:55:23+00:00,33614304,nvbn/thefuck,6473925,josephfrazier,,,created,86474408,85e240e7d17476490e0b60ba7d43086d1271852a,False,"Oh, I had overlooked the fact that the command contains other arguments as well. Thanks for pointing that out. This seems fine to me now.",COLLABORATOR,760,{}
881,PullRequestReviewCommentEvent,2016-08-06 05:06:42+00:00,17984636,lebinh/ngxtop,9083709,FEIGONG,,,created,,b35c6a980700a1f57ac8b6a4fcf65d4173b6ff58,False,"you can see this line : log_formats_dict = dict(get_log_formats(config_str)) in function 
detect_log_config . There did not lose all previously gathered format info for path",,67,{}
952,PullRequestReviewCommentEvent,2016-06-28 22:44:29+00:00,12356475,stef/pysodium,13735,stef,,,created,,a5784e577eec8738d9521c456a369af26f704867,False,how is this different from crypto_sign_sk_to_pk in line 522 of the unpatched file?,,47,{}
983,PullRequestReviewCommentEvent,2017-07-06 19:04:12+00:00,18342888,CleanCut/green,5838512,CleanCut,,,created,48426815,6bdca8db3c72bfcf38fbc4fb9cb0a5cebcb41b95,False,This change is not needed.  Lets drop the change.,,165,{}
1355,PullRequestReviewCommentEvent,2015-11-29 13:07:35+00:00,45875786,nschloe/meshio,181628,nschloe,,,created,,e7e667fb278e0056cb599c3abe7378cd47e05fa8,False,"Those two statements can be condensed to
```
if not line or line.startswith('!'):
```",,26,{}
1417,PullRequestReviewCommentEvent,2018-04-14 01:08:33+00:00,65412345,svenevs/exhale,5871461,svenevs,,,created,112191208,714e9436fe048234b1ba768433ba2556d0a7763a,False,"Previously before `return default_confoverrides` I was setting a class-level `cls.config` variable (hence the question earlier).  Locally, with either `scope=""function""` or `scope=""class""` the `testing/projects/{test_project}/docs/{conf.py,index.rst}` are currently being created, but not on Travis for some reason.  Locally they are not deleted though.

I had done `cls = default_confoverrides` and bound `_with_docs_dir` later because without it `self.app.config` is not available.  So it seems there is a more glaring problem that I will investigate further.

The idea is in the future I will want to be able to actually save all of the generated reStructuredText and build out the testing website.  I'm probably going to do it on a `gh-pages` branch (far far off in the future) because it will be very useful to actually set `GENERATE_HTML = YES` to have the ground truth (Doxygen) included.",OWNER,31,{}
