,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
32,IssueCommentEvent,2017-04-30 15:41:02+00:00,55258005,jopohl/urh,18283204,andynoack,,,225246923,298239364,"Ah ok, then I reopen the issue and we will see. Can you upload the signal you sniffed and tell where the error in the decoding is?",{},,User,False
44,IssueCommentEvent,2016-06-30 17:34:34+00:00,20479128,amol-/depot,1154044,rlam3,,,163063880,229731988,"Currently I'm trying to send the file data to celery in the following fashion 

```python 

Deconstructing the file data during form submission

                celery_create_file.delay(
                    file_stream=unicode(doc_file.read(),""ISO-8859-1""),
                    filename=doc_file.filename,
                    name=doc_file.name,
                    content_length=doc_file.content_length,
                    content_type=doc_file.content_type,
                    # headers=json.dumps(doc_file.headers),
                    file_id=file.id
                )
```

```python

Reconstructing file data on celery/worker

@celery.task(default_retry_delay=10, max_retries=5,name='celery_create_file')
def celery_create_file(file_stream=None, filename=None, name=None, content_length=None, content_type=None, headers=None, file_id=None):
    some_stream = StringIO(file_stream)
    some_file = FileStorage(stream=some_stream, filename=filename, name=name, content_type=content_type, content_length=content_length)

    p_file = SAFileModel(
        file = some_file, #<--- Error when setting the file
        file_id = file_id
    )
    p_file.save()

```


```bash
Traceback (most recent call last):
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/flask/app.py"", line 1836, in __call__
    return self.wsgi_app(environ, start_response)
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/depot/middleware.py"", line 187, in __call__
    return self.app(environ, start_response)
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/flask/app.py"", line 1820, in wsgi_app
    response = self.make_response(self.handle_exception(e))
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/flask/app.py"", line 1403, in handle_exception
    reraise(exc_type, exc_value, tb)
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/flask/app.py"", line 1817, in wsgi_app
    response = self.full_dispatch_request()
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/flask/app.py"", line 1477, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/flask/app.py"", line 1381, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/flask/app.py"", line 1475, in full_dispatch_request
    rv = self.dispatch_request()
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/flask_debugtoolbar/__init__.py"", line 125, in dispatch_request
    return view_func(**req.view_args)
  File ""/Users/XXXX/Projects/MY_APP/MY_APP/users/decorators.py"", line 48, in wrapped
    return f(*args, **kwargs)
  File ""/Users/XXXX/Projects/MY_APP/MY_APP/file_manager/views.py"", line 156, in create_file
    file_id=file.id
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/celery/local.py"", line 188, in __call__
    return self._get_current_object()(*a, **kw)
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/celery/app/task.py"", line 420, in __call__
    return self.run(*args, **kwargs)
  File ""/Users/XXXX/Projects/MY_APP/MY_APP/tasks/upload_tasks.py"", line 26, in celery_create_file
    file_id = file_id
  File ""/Users/XXXX/Projects/MY_APP/MY_APP/models/saBase.py"", line 31, in create
    instance = cls(**kwargs)
  File ""<string>"", line 4, in __init__
    
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/sqlalchemy/orm/state.py"", line 306, in _initialize_instance
    manager.dispatch.init_failure(self, args, kwargs)
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/sqlalchemy/util/langhelpers.py"", line 60, in __exit__
    compat.reraise(exc_type, exc_value, exc_tb)
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/sqlalchemy/orm/state.py"", line 303, in _initialize_instance
    return manager.original_init(*mixed[1:], **kwargs)
  File ""/Users/XXXX/Projects/MY_APP/MY_APP/models/SAMODEL.py"", line 63, in __init__
    self.file = file
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/sqlalchemy/orm/attributes.py"", line 224, in __set__
    instance_dict(instance), value, None)
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/sqlalchemy/orm/attributes.py"", line 701, in set
    value, old, initiator)
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/sqlalchemy/orm/attributes.py"", line 710, in fire_replace_event
    self._init_append_or_replace_token())
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/sqlalchemy/orm/events.py"", line 1609, in wrap
    return fn(target, value, *arg)
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/depot/fields/sqlalchemy.py"", line 74, in _field_set
    value = upload_type(value, column_type._upload_storage)
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/depot/fields/interfaces.py"", line 52, in __init__
    self.process_content(content)
  File ""/Users/XXXX/Projects/MY_APP/MY_APP/models/uploadedFile.py"", line 39, in process_content
    uploaded_image = Image.open(content)
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/PIL/Image.py"", line 2289, in open
    im = _open_core(fp, filename, prefix)
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/PIL/Image.py"", line 2275, in _open_core
    im = factory(fp, filename)
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/PIL/ImageFile.py"", line 97, in __init__
    self._open()
  File ""/Users/XXXX/.virtualenvs/MY_APP/lib/python2.7/site-packages/PIL/ImImagePlugin.py"", line 192, in _open
    s.decode('ascii', 'replace'))
UnicodeEncodeError: 'ascii' codec can't encode character u'\x89' in position 0: ordinal not in range(128)
```",{},,User,False
59,IssueCommentEvent,2018-03-16 12:21:42+00:00,9896961,dbrgn/RPLCD,105168,dbrgn,,,300814846,373697205,"Thanks for this, and sorry for forgetting to review :)

Would be great if you could also update the [docs](https://github.com/dbrgn/RPLCD/tree/master/docs). You can build the docs locally with `make html`.

Also, if you're tripping over the PEP8 checks on TravisCI, you can run those tests locally:

```
pip install -r requirements-dev.txt
pytest
```",{},OWNER,User,False
73,IssueCommentEvent,2017-12-04 11:03:15+00:00,6007295,fxsjy/jieba,12473617,zxqchat,,,8565742,348929822,@kute 您好，我用了您的方法，分词成功了，我想问一下set_dictionary和load_userdict有什么区别？,{},NONE,User,False
93,IssueCommentEvent,2015-09-24 02:29:26+00:00,6007295,fxsjy/jieba,6681934,gumblex,,,8447400,142785521,你需要先用正则预处理文本，把不需要分词的先排除，上面的例子仅适用于英文用户名。URL 的正则可以参考 https://mathiasbynens.be/demo/url-regex,{},,User,False
102,IssueCommentEvent,2015-09-15 11:04:37+00:00,6007295,fxsjy/jieba,5254627,wybert,,,32961260,140354932,http://wenku.baidu.com/view/72b03002eff9aef8941e068e.html,{},,User,False
104,IssueCommentEvent,2018-05-09 05:53:05+00:00,6007295,fxsjy/jieba,8564700,snowlord,,,313183550,387627975,查了几个，在dict.txt都是人名。可能是用其他词性工具生成不够准确吧。,{},NONE,User,False
106,IssueCommentEvent,2017-04-03 00:13:35+00:00,18309543,glyph/txsni,27146,warner,,,168447514,291025284,"This is especially interesting in the context of Lets Encrypt, where an easy way to manage the renewal is to just have a cron job re-run the `letsencrypt` client every week. One of my servers was failing for an embarrassingly long amount of time, when the cert had expired, but I hadn't restarted the server. I had been in the habit of rebooting the box every few weeks, so I'd never noticed the problem before: it was only when the box stayed up for several months without a reboot that the expired cert was used for too long.

Caching the `stat()` timestamp for a minute sounds fine to me. Given the my server's renewal rate and the letsencrypt cert-expiration time, I could personally handle caching it for up to a week without problems.",{},,User,False
107,IssueCommentEvent,2017-06-16 14:16:42+00:00,1258258,gotcha/ipdb,756433,gnebehay,,,236055290,309037684,"it seems that your setuptools package is out of date, please try to upgrade it. https://github.com/pypa/setuptools/issues/977",{},,User,False
112,IssueCommentEvent,2017-04-25 09:23:33+00:00,65468547,jd/tenacity,527101,heri16,,,223645795,296971621,"Also AsyncRetrying does not support __call__, so it makes the syntax even more verbose.",{},,User,False
