,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
4,IssueCommentEvent,2017-11-10 11:57:53+00:00,7470121,wuub/rxv,588857,wuub,,,272903217,343455172,"The implementation looks a bit complicated and seems to handle only a single additional page (?). 

Do you think this could be refactored into a more abstract solution for searching a value in multiple menu pages? ",{},OWNER,User,False
6,IssueCommentEvent,2012-03-03 21:46:58+00:00,1673145,FSX/misaka,64273,FSX,,,3487771,4304913,Your changes are different from the changes in the pull request for Sundown. I don't know much about VS though.,{},,,
9,IssueCommentEvent,2017-02-05 04:57:36+00:00,69408336,MrOlm/drep,13424205,MrOlm,,,205323582,277497687,This is a good idea. I will assign it to a co-author for implementation,{},,User,False
18,IssueCommentEvent,2016-05-16 19:31:13+00:00,46566669,jaraco/irc,308610,jaraco,,,151992732,219522614,Thanks for sending the PR.,{},,User,False
20,IssueCommentEvent,2017-09-08 07:04:46+00:00,55258005,jopohl/urh,18219846,jopohl,,,253526856,328018514,"Oh so you are running the unit test. I just had a look and added a cast to the test data in 571cd6803c83f8d6190ae4fecd1f01da98fab950. However, as you could receive during tests your LimeSDR should work in the main application, doesn't it?",{},OWNER,User,False
21,IssueCommentEvent,2017-09-21 19:02:40+00:00,55258005,jopohl/urh,20975463,romeojulietthotel,,,253526856,331251103,"Yes, I did do that. But I also installed that first via the OS. I also built python3 from source, installed that and then created a virtualenv from that. I have some other things to try.",{},NONE,User,False
28,IssueCommentEvent,2017-04-04 21:15:10+00:00,55258005,jopohl/urh,18283204,andynoack,,,219364979,291634102,"Hey @bvernoux
indeed we do not have AirSpys in our lab but like to have some :) If you could provide us with some hardware we were able to develop a native backend! Two samples (each kind?) would be great so that both of us can develop and test. You can contact me by Email (included in my GitHub profile) for further information.",{},,User,False
42,IssueCommentEvent,2017-08-09 19:41:42+00:00,769951,mhe/pynrrd,45097,mhe,,,248016256,321360573,Thanks for your report. Which version of pynrrd are you using? Do the files in the test directory work for you?,{},,User,False
43,IssueCommentEvent,2016-06-27 17:15:36+00:00,769951,mhe/pynrrd,4630768,Robbie1977,,,162493681,228811467,It's tricky before loading the header to know what to use so I'd suggest using sys.getdefaultencoding() as a way to let this be modified.,{},,User,False
45,IssueCommentEvent,2017-08-03 10:15:57+00:00,49802969,wong2/pick,3721004,vindarel,,,211199034,319928848,late but well done !!,{},,User,False
48,IssueCommentEvent,2015-09-20 11:12:31+00:00,27924304,cdent/gabbi,3515,FND,,,105253368,141776502,So I [read](http://anticdent.org/pyconuk-day-one.html). :tada: It's on my list for next week.,{},,User,False
49,IssueCommentEvent,2017-10-04 12:27:58+00:00,27924304,cdent/gabbi,2644,jd,,,262258693,334139138,"@cdent exactly what I mean

I don't think you can ""farm"" any existing scenario file if they are written as a serie of request. That won't work so it sounds like a weird project.",{},CONTRIBUTOR,User,False
58,IssueCommentEvent,2018-02-13 13:47:25+00:00,72066935,cs01/gdbgui,234526,lmcapser,,,295950024,365271145,"Chad,

Just a quick update to let you know the changes worked and I can run gdbgui
w/o the SSL module installed.

Thank you for the quick response!
Lance

On Mon, Feb 12, 2018 at 9:56 AM, Chad Smith <notifications@github.com>
wrote:

> Closed #170 <https://github.com/cs01/gdbgui/issues/170>.
>
> —
> You are receiving this because you authored the thread.
> Reply to this email directly, view it on GitHub
> <https://github.com/cs01/gdbgui/issues/170#event-1469900273>, or mute the
> thread
> <https://github.com/notifications/unsubscribe-auth/AAOUHmuuIgq4tRxBIMpKHkGnRjwHL8WSks5tUG1bgaJpZM4SARFj>
> .
>
",{},NONE,User,False
66,IssueCommentEvent,2017-06-23 19:04:03+00:00,72066935,cs01/gdbgui,17942815,Overlordff,,,233466754,310748196,"Thanks, after creating and activating the virtual environment, gdbgui runs successfully.",{},,User,False
75,IssueCommentEvent,2017-05-13 14:32:20+00:00,9896961,dbrgn/RPLCD,105168,dbrgn,,,14215808,301251967,I haven't seen the need for this so far.,{},,User,False
91,IssueCommentEvent,2018-01-11 20:02:35+00:00,48198706,dschep/ntfy,117699,Laureano,,,287801346,357044990,Thank you @dschep! ntfy is a great tool! Kudos,{},CONTRIBUTOR,User,False
92,IssueCommentEvent,2018-04-05 21:03:38+00:00,10031150,emre/kaptan,8655789,codecov-io,,,311767420,379076061,"# [Codecov](https://codecov.io/gh/emre/kaptan/pull/78?src=pr&el=h1) Report
> Merging [#78](https://codecov.io/gh/emre/kaptan/pull/78?src=pr&el=desc) into [master](https://codecov.io/gh/emre/kaptan/commit/a8f1710c6cd8f359337d19f4d990edfc8fb52637?src=pr&el=desc) will **not change** coverage.
> The diff coverage is `n/a`.

[![Impacted file tree graph](https://codecov.io/gh/emre/kaptan/pull/78/graphs/tree.svg?width=650&token=4H0rNJ1SRl&height=150&src=pr)](https://codecov.io/gh/emre/kaptan/pull/78?src=pr&el=tree)

```diff
@@           Coverage Diff           @@
##           master      #78   +/-   ##
=======================================
  Coverage   69.73%   69.73%           
=======================================
  Files           9        9           
  Lines         228      228           
=======================================
  Hits          159      159           
  Misses         69       69
```



------

[Continue to review full report at Codecov](https://codecov.io/gh/emre/kaptan/pull/78?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/emre/kaptan/pull/78?src=pr&el=footer). Last update [a8f1710...a911a94](https://codecov.io/gh/emre/kaptan/pull/78?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",{},NONE,User,False
