,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url,partition,commit_list
11,PullRequestEvent,2015-05-06 08:43:03+00:00,3860354,gmr/pamqp,531665,everilae,,,34797775,,test encode - decode of truncated utf-8 data,open,False,5,"Naïve truncation of UTF-8 data in field table encoding causes an unhandled exception during decoding in python2. Here's a test for it, but no solutions.",https://api.github.com/repos/gmr/pamqp/issues/5,,,2015-05-06T08:43:02Z,1,34,0,1,[],[],[],[],,,,,[],https://github.com/gmr/pamqp/pull/5.patch,https://api.github.com/repos/gmr/pamqp/pulls/5/commits,304,"['a0f6c9886b64ec1648a922ca181710f847fdd185', 'fd5632ecfa6a5321384e4cf5eff684efdd5e7caf']"
37,PullRequestEvent,2015-07-03 00:43:58+00:00,20007705,invl/retry,773312,invl,,,38885649,,Use version ranges in package requirements,closed,False,4,"Changed requirements to ranges, as with explicit versions in there the package will conflict with other packages which also require those dependencies. 

In my case with `pytest`
```
ContextualVersionConflict: (py 1.4.26 (/var/lib/jenkins/virtualenvs/0/myapp/lib/python2.7/site-packages),

 Requirement.parse('py>=1.4.29'), set(['pytest']))
```
These changes fix that problem. :+1: ",https://api.github.com/repos/invl/retry/issues/4,2015-07-03T00:43:56Z,2015-07-03T00:43:56Z,2015-07-03T00:43:57Z,3,9,3,4,[],[],[],[],invl,773312.0,User,False,[],https://github.com/invl/retry/pull/4.patch,https://api.github.com/repos/invl/retry/pulls/4/commits,304,[]
88,PullRequestEvent,2018-04-29 12:46:37+00:00,769951,mhe/pynrrd,45097,mhe,,,180196154,,Add public parse and format functions for unknown fields,closed,False,38,"This is sort of discussed in #37

Added new functions for parsing (converting from NRRD string to Python equivalent type) and formatting (conversion from Python equivalent type to NRRD string). These are public functions (no underscore before them), neatly organized and well-documented so users will know how to use the functions.

The purpose of having these functions is that it is quite common to add custom fields to the NRRD header for some reason and you may want to parse these fields. A great example is 3D Slicer for their segmentation NRRD files that add a bunch of fields.

The following NRRD types are defined as follows: (I've excluded any basic types like int, float, str or str list because they are pretty basic to convert to/from):
* vector - (1,2,3,4)
* optional vector - (1,2,3,4) or none
* matrix - (1,2,3) (4,5,6) (7,8,9)
* optional matrix - none (1,2,3) (4,5,6) (7,8,9)
* number list - 5 4 3 2 1

Each function is named using underscores and prefixed with parse or format depending on which method you want to use. 

Previously, a vector, matrix or number list would return a Python list of numbers. This is changed to convert to a Numpy array. I think this will be worthwhile because most of the time the user will want the extended functionality that Numpy has for numerical arrays.

**Note:** A small change I made to the formatting of numbers is changing .17f to .17g. The former option (f) prints 17 decimal points while the latter prints 17 significant digits. The g option is correct because 17 significant digits is the resolution of a 64-bit float. 

An example:

This is a 17 significant digit number:
`12.312312312312312`

This is what the f format specifier would print:

`12.312312312312312XX` where the last two digits would be random numbers and incorrect",https://api.github.com/repos/mhe/pynrrd/issues/38,2018-04-29T12:46:36Z,2018-04-29T12:46:36Z,2018-04-29T12:46:37Z,18,737,131,2,CONTRIBUTOR,[],[],[],mhe,45097.0,User,False,[],https://github.com/mhe/pynrrd/pull/38.patch,https://api.github.com/repos/mhe/pynrrd/pulls/38/commits,304,"['efad8e22d40c0c74a8568cf645eff6fd5df7d5f4', 'e373edffde537bfa7a2bde8e7bd12d1c178bb638', 'fd01f2ad0a8668e63cc91fb859d28487e9945453', '53abf06b78cfdf98f16f1c3a2ecce5cbf8668d52', '13e4b86b7ae432b66a05b26e626b85be74675ad5', '6263219755fc4886c40ed75bb38095c1e4482ed5', '039c1d1f143839bafb5aa7386aad40fde13ad04a', 'eb17a79a278c60930b6d65a460a1066ad9016284', '51f940e1b2ed2a49933bb73eef90d0ae62fe5114', '1f47b5ae7dda60bd19b409a00867b356ca91410f', 'c9e32ca7d0627fce1c471203a19b4762752f917b', '4679ddd0bec6509bf5258e7934551d60ff41d424', '5ae021892191090dac440c43dcfe4da5e43e53f5', '577e7158ad57a76098c37bc8d8d99f6797f98b87', '5de0bc8aeb59dd5ad1e25ca9c3de366f96608984', 'ff845148c0897e100272e315d3e402603e1d11ad', 'e3053482dc5491c08650e0e4709357003adb35eb', '4fa931987401cc58e620aece6d722e6eef1395f9']"
95,PullRequestEvent,2015-09-17 19:26:19+00:00,41905591,Ch00k/ffmpy,230214,Ch00k,,,45328329,,Add unittests. Prepare to build in Travis,closed,False,2,,https://api.github.com/repos/Ch00k/ffmpy/issues/2,2015-09-17T19:26:18Z,2015-09-17T19:26:18Z,2015-09-17T19:26:18Z,3,273,7,9,[],[],[],[],Ch00k,230214.0,User,False,[],https://github.com/Ch00k/ffmpy/pull/2.patch,https://api.github.com/repos/Ch00k/ffmpy/pulls/2/commits,304,"['bc5bf18d3529477f9dd74d37e597fef1d3ca5577', 'b439a9dba42adc544891ac9b8e8f02e0c20b2a77', '03d1ff62d2ca811bbba85ac8f56a3f3503fc4dba']"
171,PullRequestEvent,2017-08-02 03:45:10+00:00,10031150,emre/kaptan,26336,tony,,,133600831,,Update pytest to 3.2.0,closed,False,55,"
There's a new version of [pytest](https://pypi.python.org/pypi/pytest) available.
You are currently using **3.1.3**. I have updated it to **3.2.0**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest/issues"">Repo</a> | <a href=""http://pytest.org"">Homepage</a> 


*I couldn't find a changelog for this release. Do you know where I can find one? [Tell me!](https://github.com/pyupio/changelogs/issues/new)*


*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",https://api.github.com/repos/emre/kaptan/issues/55,2017-08-02T03:45:10Z,2017-08-02T03:45:10Z,2017-08-02T03:45:10Z,1,1,1,1,[],[],[],[],tony,26336.0,User,False,[],https://github.com/emre/kaptan/pull/55.patch,https://api.github.com/repos/emre/kaptan/pulls/55/commits,304,['206219e9eef012543d43e67d5461ae60726c76ae']
172,PullRequestEvent,2017-09-11 23:07:11+00:00,10031150,emre/kaptan,26336,tony,,,139891996,,Update pytest to 3.2.2,closed,False,58,"
There's a new version of [pytest](https://pypi.python.org/pypi/pytest) available.
You are currently using **3.2.1**. I have updated it to **3.2.2**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest/issues"">Repo</a> | <a href=""http://pytest.org"">Homepage</a> 



### Changelog
> 
>### 3.2.2

>=========================

>Bug Fixes
>---------

>- Calling the deprecated `request.getfuncargvalue()` now shows the source of
>  the call. (`2681 &lt;https://github.com/pytest-dev/pytest/issues/2681&gt;`_)

>- Allow tests declared as ``staticmethod`` to use fixtures. (`2699
>  &lt;https://github.com/pytest-dev/pytest/issues/2699&gt;`_)

>- Fixed edge-case during collection: attributes which raised ``pytest.fail``
>  when accessed would abort the entire collection. (`2707
>  &lt;https://github.com/pytest-dev/pytest/issues/2707&gt;`_)

>- Fix ``ReprFuncArgs`` with mixed unicode and UTF-8 args. (`2731
>  &lt;https://github.com/pytest-dev/pytest/issues/2731&gt;`_)


>Improved Documentation
>----------------------

>- In examples on working with custom markers, add examples demonstrating the
>  usage of ``pytest.mark.MARKER_NAME.with_args`` in comparison with
>  ``pytest.mark.MARKER_NAME.__call__`` (`2604
>  &lt;https://github.com/pytest-dev/pytest/issues/2604&gt;`_)

>- In one of the simple examples, use `pytest_collection_modifyitems()` to skip
>  tests based on a command-line option, allowing its sharing while preventing a
>  user error when acessing `pytest.config` before the argument parsing. (`2653
>  &lt;https://github.com/pytest-dev/pytest/issues/2653&gt;`_)


>Trivial/Internal Changes
>------------------------

>- Fixed minor error in &#39;Good Practices/Manual Integration&#39; code snippet.
>  (`2691 &lt;https://github.com/pytest-dev/pytest/issues/2691&gt;`_)

>- Fixed typo in goodpractices.rst. (`2721
>  &lt;https://github.com/pytest-dev/pytest/issues/2721&gt;`_)

>- Improve user guidance regarding ``--resultlog`` deprecation. (`2739
>  &lt;https://github.com/pytest-dev/pytest/issues/2739&gt;`_)








*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",https://api.github.com/repos/emre/kaptan/issues/58,2017-09-11T23:07:10Z,2017-09-11T23:07:10Z,2017-09-11T23:07:10Z,1,1,1,1,CONTRIBUTOR,[],[],[],tony,26336.0,User,False,[],https://github.com/emre/kaptan/pull/58.patch,https://api.github.com/repos/emre/kaptan/pulls/58/commits,304,['bd5f42a94f9b4b5577a1cbdc334c165a7ec24949']
243,PullRequestEvent,2015-03-25 18:30:19+00:00,5542710,gmr/queries,90393,orenitamar,,,31951958,,Update tornado_session.py,open,False,8,_cleanup is not a coroutine and therefore shouldn't be yielded,https://api.github.com/repos/gmr/queries/issues/8,,,2015-03-25T18:30:19Z,1,1,1,1,[],[],[],[],,,,,[],https://github.com/gmr/queries/pull/8.patch,https://api.github.com/repos/gmr/queries/pulls/8/commits,304,['a79037c9d15405893576d9cc922d840d5a8f77c5']
289,PullRequestEvent,2016-11-26 07:13:52+00:00,4946406,mher/flower,350338,saich,,,95363786,,Smaller and simpler Dockerfile.,open,False,644,"- Smaller size (around 150MB).
- Runs on latest Python (3.5.x)
- Runs as non-root user by default.
",https://api.github.com/repos/mher/flower/issues/644,,,2016-11-26T07:13:50Z,1,15,10,1,[],[],[],[],,,,,[],https://github.com/mher/flower/pull/644.patch,https://api.github.com/repos/mher/flower/pulls/644/commits,304,['5b019b19e233996fbb50e421798bccb02985e5f9']
356,PullRequestEvent,2018-08-30 14:09:53+00:00,11167307,Knio/pynmea2,42840560,paiolino,,,212093253,MDExOlB1bGxSZXF1ZXN0MjEyMDkzMjUz,Update stream.py for compatibility avec Python 3.5,open,False,78,Updated stream.py to resolve error on Python 3.5.3 on Linux Raspbian 4.14.62-v7+ on Raspberry Pi 3 B+,https://api.github.com/repos/Knio/pynmea2/issues/78,,,2018-08-30T14:09:53Z,1,1,1,1,NONE,[],[],[],,,,,[],https://github.com/Knio/pynmea2/pull/78.patch,https://api.github.com/repos/Knio/pynmea2/pulls/78/commits,304,['6676eccbe59f060ef6d58a741429d6691c3671b2']
362,PullRequestEvent,2018-02-26 23:08:15+00:00,122285435,acroz/pylivy,1584318,acroz,,,171510002,,Support multiple session kinds,closed,False,8,"This PR provides support for all session kinds, and validates user input based on the Livy server version.",https://api.github.com/repos/acroz/pylivy/issues/8,2018-02-26T23:08:14Z,2018-02-26T23:08:14Z,2018-02-26T23:08:15Z,11,208,24,2,OWNER,[],[],[],acroz,1584318.0,User,False,[],https://github.com/acroz/pylivy/pull/8.patch,https://api.github.com/repos/acroz/pylivy/pulls/8/commits,304,"['c543a583d7af3669911442783f96c8d1017302ad', 'a4f6f2cd617ef4d6181820b01a94df0045be3372', 'a76f9ee94db146d39fe37c6e91ebb070390771ca', 'cea853307f232c4cbd92a182ece745a5622dde40', '236f84e070ec16f478d9cd461024445ed5396732', 'ab8096c8854ba170a6bb63d982fdc5e7a8f6810b', '5e21e70d5ab1afcd091e02f774af490d1c9368ed', '9700b976a082efe0e18daf39f4ea4a4f54e703be', 'd10f8d785cb528a2bf6c1bdf44ecce6876922616', '7415e6f872573f326428cc922d16dce6debf0ab9', '6e666b9ac21e94c9865ae3c97fc13705caa4e850']"
