,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
1,IssueCommentEvent,2015-03-04 19:10:19+00:00,20513123,kn/slack,15869,brandonweeks,,,59762420,77223958,"```import slack
import slack.users

slack.api_token = 'my_token'

slack.users.setActive()

slack.users.setPresence('away')

slack.users.setPresence('auto')
```

Works as expected with the changes showing on the client.",{},,User,False
5,IssueCommentEvent,2017-02-24 11:28:27+00:00,54391698,jd/pifpaf,200878,sileht,,,209867957,282270006,I have fixed all remarks,{},,User,False
16,IssueCommentEvent,2017-06-02 19:40:20+00:00,69408336,MrOlm/drep,13424205,MrOlm,,,232906482,305890639,"Hello,

That error could be the result of not having MUMmer installed and in your system path.

If you just try the command `mummer -h` does that work? ",{},,User,False
19,IssueCommentEvent,2016-06-16 17:07:29+00:00,2792391,gruns/furl,1041265,gruns,,,159664028,226549755,"Wonderful suggestion. furl should absolutely support non-ASCII hosts via IDNA
encoding.

I'll add this shortly. Or, pull requests welcome.

That said, IDNA support is a bit delicate.

  1. Python's native idna implementation isn't up to spec: it supports IDNA2003
     but not the latest IDNA2008. See http://bugs.python.org/issue17305.

  2. The idna library (https://pypi.python.org/pypi/idna) supports the latest
     IDNA2008, but furl should require as few dependencies as possible. At best,
     the idna library becomes an optional dependency.

  3. As I've encountered independently, the idna library's `idna.encode()` barfs
     on perfectly valid URLs if the URL resembles an IDNA encoded URL. For
     example, `idna.encode()` barfs on the perfectly valid URL `u'xx--åäö.se'`:

     ```python
     >>> import idna
     >>> idna.encode(u'xx--åäö.se')
     Traceback (most recent call last):
       File ""<stdin>"", line 1, in <module>
       File ""/usr/local/lib/python2.7/dist-packages/idna/core.py"", line 355, in encode
         result.append(alabel(label))
       File ""/usr/local/lib/python2.7/dist-packages/idna/core.py"", line 276, in alabel
         check_label(label)
       File ""/usr/local/lib/python2.7/dist-packages/idna/core.py"", line 239, in check_label
         check_hyphen_ok(label)
       File ""/usr/local/lib/python2.7/dist-packages/idna/core.py"", line 134, in check_hyphen_ok
         raise IDNAError('Label has disallowed hyphens in 3rd and 4th position')
     idna.core.IDNAError: Label has disallowed hyphens in 3rd and 4th position
     ```

     If furl uses the idna library, it needs to account for this behavior.
",{},,User,False
22,IssueCommentEvent,2016-02-24 11:19:25+00:00,2792391,gruns/furl,559268,bodgit,,,129613336,188202711,"I've since found I only get this error when I try to use the `URLType` as (part of) a primary key, which is what I was trying to do initially.

However whilst this worked with SQLite as a storage backend, MySQL for example complains that the underlying column type (`TEXT`) cannot be indexed without specifying how many characters to use so I've reworked my code so that I don't use the URL directly as a primary key and then the error disappeared and no monkeypatching is required.",{},,User,False
23,IssueCommentEvent,2011-12-14 03:50:24+00:00,2792391,gruns/furl,1041265,gruns,,,2544898,3134986,"Definitely. I will move furl into __furl/__ and add an appropriate __setup.py__ for PyPi.

Thanks for the suggestion.",{},,,
26,IssueCommentEvent,2015-11-20 14:43:39+00:00,46566669,jaraco/irc,308610,jaraco,,,118055005,158419263,"Oh, perhaps I need to setup the logger before I import anything from irc?

----------------------------------------
Original comment by: Brian Neal
",{},,User,False
45,IssueCommentEvent,2016-04-11 14:54:33+00:00,31074875,wadda/gps3,8294191,proximous,,,147445568,208384471,"I'm also a bit confused about the intended error management. I'd like to write code that handles a failed connection, however the sys.exit(1) prevents me from managing a connection failure myself. Is there an intended way to enable me to handle connection failures?",{},,User,False
48,IssueCommentEvent,2017-05-19 07:58:21+00:00,7369432,Turbo87/utm,619375,TheBB,,,174736108,302636122,"Yes, I saw that. I'm not sure how best to implement such a thing.",{},,User,False
57,IssueCommentEvent,2016-12-09 13:30:28+00:00,27924304,cdent/gabbi,1222137,jasonamyers,,,159652632,266014058,I agree we are fine with parallelism today.  Mostly wondering if we might need something like that in the future to guard against missing history. Either way I really like the idea of the $HISTORY.,{},,User,False
70,IssueCommentEvent,2016-03-29 23:54:54+00:00,48198706,dschep/ntfy,2354108,coveralls,,,144258935,203161831,"
[![Coverage Status](https://coveralls.io/builds/5591756/badge)](https://coveralls.io/builds/5591756)

Coverage decreased (-5.008%) to 86.685% when pulling **e9e92d97e89e1337f08c68d1121e64b68d823403 on shell-improvements** into **7c4400b7891b128b596cce5cafe058e65987d124 on master**.
",{},,User,False
73,IssueCommentEvent,2016-12-02 02:04:31+00:00,48198706,dschep/ntfy,667763,dschep,,,192978493,264353668,Ah yes.. that is still a problem. I guess I could remove the PyObjC dep on MacOS and merely recommenced it for users who want desktop notifications.,{},,User,False
77,IssueCommentEvent,2017-01-12 11:41:45+00:00,6007295,fxsjy/jieba,25078754,qzhangag,,,194617832,272142785,"你说需要破坏init.py
“”修改init.py把里面的eng正则破坏掉，我另一个帖子讲的“”

能不能把你的帖子地址分享一下。我也遇到了非常类似的问题。谢谢",{},,User,False
82,IssueCommentEvent,2015-02-09 07:22:46+00:00,6007295,fxsjy/jieba,6681934,gumblex,,,54997344,73466862,"```
>>> jieba.FREQ[u'月经']
742
>>> jieba.FREQ[u'月']
110207
>>> jieba.FREQ[u'经']
21042
>>> jieba.total
60101967
```
P(月经) > P(月)P(经) > P(月经)new
742/60101967  > 110207×21042/60101967<sup>2</sup> > 5/60101967

添加词汇/载入用户词库会覆盖原有词频，而不是相加。已验证这和 #210 的 bug 无关。",{},,User,False
92,IssueCommentEvent,2018-08-16 03:06:03+00:00,6007295,fxsjy/jieba,1477233,morefreeze,,,16711059,413409982,@ShenDezhou 其实我想问为什么`cut/cut_for_search` 中不能加入停用词？,{},NONE,User,False
110,IssueCommentEvent,2016-03-15 19:40:28+00:00,3327542,g2p/rfc6266,910510,clintonb,,,97490641,196989545,"My team is also in need of an updated version from PyPI. We would prefer to do away with a fork that only gives us one commit. @g2p can you publish a new version, please?",{},,User,False
112,IssueCommentEvent,2016-08-03 21:26:28+00:00,1258258,gotcha/ipdb,720060,GuyHoozdis,,,165335733,237379461,"I was seeing the same exception, but I don't think this is actually a bug.  Try this:

`py.test --capture=no path/to/test_module.py`

_nosetests_ has a similar option.

`nosetests --nocapture`
",{},,User,False
