,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_action,issue_title,issue_labels,issue_assignees,issue_count,issue_body,issue_reactions,issue_reason
22,IssuesEvent,2017-04-14 10:17:20+00:00,55258005,jopohl/urh,18219846,jopohl,,,closed,Add support for LimeSDR,"[{'id': 351288960, 'url': 'https://api.github.com/repos/jopohl/urh/labels/feature', 'name': 'feature', 'color': '84b6eb', 'default': False}, {'id': 543918708, 'url': 'https://api.github.com/repos/jopohl/urh/labels/sdr', 'name': 'sdr', 'color': '0052cc', 'default': False}]","[{'login': 'jopohl', 'id': 18219846, 'avatar_url': 'https://avatars1.githubusercontent.com/u/18219846?v=3', 'gravatar_id': '', 'url': 'https://api.github.com/users/jopohl', 'html_url': 'https://github.com/jopohl', 'followers_url': 'https://api.github.com/users/jopohl/followers', 'following_url': 'https://api.github.com/users/jopohl/following{/other_user}', 'gists_url': 'https://api.github.com/users/jopohl/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jopohl/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jopohl/subscriptions', 'organizations_url': 'https://api.github.com/users/jopohl/orgs', 'repos_url': 'https://api.github.com/users/jopohl/repos', 'events_url': 'https://api.github.com/users/jopohl/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jopohl/received_events', 'type': 'User', 'site_admin': False}]",4,"This tool would really improve the usability of LimeSDR.
SoapySDR or GR might be a good start.",{},{}
47,IssuesEvent,2017-06-13 09:51:34+00:00,41905591,Ch00k/ffmpy,230214,Ch00k,,,closed,"when output file path includes spaces, it does not work. ",[],[],8,"When there is an space in the absolute path of file name it does not work. 
E.g. ""/var/www/etb-xxx-01.info/public_html/downloads/abc@live.com/Pretty Face Blonde /princessa_v_klopovnike.avi_VIRTUAL_FILE_""

Here the space between **""Pretty Face Blonde""** is creating issue.
I checked the same query with no space. It works.

",{},{}
51,IssuesEvent,2017-03-09 21:41:16+00:00,31894637,amol-/dukpy,18256447,SLADE93,,,closed,fatal error C1083: Cannot open include file: 'unistd.h': No s uch file or directory,[],[],1,"(py35) C:\Users\Batman>easy_install dukpy
Searching for dukpy
Reading https://pypi.python.org/simple/dukpy/
Downloading https://pypi.python.org/packages/37/ac/b0bb18515ada37defe2d2a44471fc
114264c3c5f435b4d2d23432537c239/dukpy-0.1.0.tar.gz#md5=09c90bf96c552b33d99a11911
cff8d0a
Best match: dukpy 0.1.0
Processing dukpy-0.1.0.tar.gz
Writing C:\Users\Batman\AppData\Local\Temp\easy_install-0ykfkg6z\dukpy-0.1.0\set
up.cfg
Running dukpy-0.1.0\setup.py -q bdist_egg --dist-dir C:\Users\Batman\AppData\Loc
al\Temp\easy_install-0ykfkg6z\dukpy-0.1.0\egg-dist-tmp-tf5yv703
duktape.c
_support.c
src\_support.c(1): fatal error C1083: Cannot open include file: 'unistd.h': No s
uch file or directory
error: Setup script exited with error: command 'C:\\Program Files (x86)\\Microso
ft Visual Studio 14.0\\VC\\BIN\\x86_amd64\\cl.exe' failed with exit status 2",{},{}
61,IssuesEvent,2018-02-13 23:45:47+00:00,72066935,cs01/gdbgui,5451919,mubes,,,opened,Session unscheduled disassembly when sending SIGINT to gdb session controlling a remote ARM target,[],[],0,"##### Describe the issue
When sending SIGINT to the gdb controlling a remote target process the session crashes.

##### Steps to replicate

I created the issue using a BlackMagic Probe target driving an ARM Cortex-M3 using gcc.  On sending SIGINT from the browser the following response is generated. (Note; signals to the inferior have no meaning in this setup).

gdbgui -g ~/bin/armgcc/bin/arm-none-eabi-gdb ofiles/firmware.elf --project ~/Develop/dollshouse -n 
View gdbgui at http://127.0.0.1:5000
exit gdbgui by pressing CTRL+C
[2018-02-13 23:38:33,983] ERROR in app: Exception on /send_signal_to_pid [POST]
Traceback (most recent call last):
  File ""/home/dmarples/.local/lib/python2.7/site-packages/flask/app.py"", line 1982, in wsgi_app
    response = self.full_dispatch_request()
  File ""/home/dmarples/.local/lib/python2.7/site-packages/flask/app.py"", line 1614, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File ""/home/dmarples/.local/lib/python2.7/site-packages/flask/app.py"", line 1517, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File ""/home/dmarples/.local/lib/python2.7/site-packages/flask/app.py"", line 1612, in full_dispatch_request
    rv = self.dispatch_request()
  File ""/home/dmarples/.local/lib/python2.7/site-packages/flask/app.py"", line 1598, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File ""/home/dmarples/.local/lib/python2.7/site-packages/gdbgui/backend.py"", line 470, in send_signal_to_pid
    return jsonify({'message': 'sent signal %s (%s) to process id %s' % (signal_name, signal_obj.value, pid_str)})
AttributeError: 'int' object has no attribute 'value'

##### Describe your environment
* Operating system and version:
* gdbgui version (`gdbgui -v`): 0.11.1.2
* gdb version (`gdb -v`): GNU gdb (GNU Tools for ARM Embedded Processors 6-2017-q2-update) 7.12.1.20170417-git
* browser: Occurs with firefox and chrome
* python packages (`pip freeze`):
altgraph==0.14
asn1crypto==0.22.0
click==6.7
cryptography==1.9
Cython==0.25.2
dis3==0.1.1
duplicity===-version
enum34==1.1.6
fasteners==0.12.0
Flask==0.12.2
Flask-Compress==1.4.0
Flask-SocketIO==2.9.3
future==0.16.0
gdbgui==0.11.1.2
gevent==1.2.2
greenlet==0.4.13
gyp==0.1
idna==2.5
ipaddress==1.0.17
itsdangerous==0.24
Jinja2==2.10
keyring==10.4.0
keyrings.alt==2.2
macholib==1.8
MarkupSafe==1.0
mercurial==4.3.1
monotonic==1.0
mutagen==1.38
numpy==1.12.1
pefile==2017.11.5
pexpect==4.2.1
pycrypto==2.6.1
pygame===1.9.1release
pygdbmi==0.8.2.0
Pygments==2.2.0
pygobject==3.24.1
PyInstaller==3.3
pykaraoke==0.7.5
python-engineio==2.0.2
python-socketio==1.8.4
pyxdg==0.25
SecretStorage==2.3.1
six==1.11.0
vboxapi==1.0
Werkzeug==0.14.1
wxPython==3.0.2.0
wxPython-common==3.0.2.0


",{},{}
83,IssuesEvent,2015-05-31 15:15:39+00:00,6007295,fxsjy/jieba,11808231,ma47,,,opened,TF-IDF算法中Document Frequency是如何得来的？,[],[],0,"请问TF-IDF算法中，是不是把包含某关键字句子的数量，作为那个关键字的Document Frequency的？
谢谢！",{},{}
96,IssuesEvent,2015-11-09 14:23:24+00:00,6007295,fxsjy/jieba,114038,totothink,,,closed,使用自定义字典报ValueError错误,[],[],0,"```python
homedir = os.getcwd()
jieba.load_userdict(os.path.join(homedir, ""words.txt""))
```
执行时报如下错误:
```python
  File ""extract_tags.py"", line 14, in <module>
    jieba.load_userdict(os.path.join(homedir, ""words.txt""))
  File ""/Library/Python/2.7/site-packages/jieba/__init__.py"", line 381, in load_userdict
    f.name, lineno, line))
ValueError
```",{},{}
131,IssuesEvent,2017-03-05 04:48:43+00:00,4946406,mher/flower,691049,mher,,,closed,Why does flower require exactly `tornado==4.2.0`?,"[{'id': 8754007, 'url': 'https://api.github.com/repos/mher/flower/labels/question', 'name': 'question', 'color': 'cc317c', 'default': True}]",[],7,"Instead of `tornado>=4.2.0`? This seems very restrictive. Flower doesn't know what project it will be installed into and what packages might be installed alongside it, and they might require `4.3` (which probably also works with Flower)?

This commit relaxed all the other requirements except for tornado: https://github.com/mher/flower/commit/57e87e184edbd751b6a2ab88a886ba41e2755e0f
",{},{}
132,IssuesEvent,2017-01-29 19:43:42+00:00,4946406,mher/flower,691049,mher,,,closed,websocket connection in browser failed,[],[],1,"python client

```
import websocket
import thread
import time

def on_message(ws, message):
    print message

def on_error(ws, error):
    print error

def on_close(ws):
    print ""### closed ###""

def on_open(ws):
    def run(*args):
        for i in range(3):
            time.sleep(1)
            ws.send(""Hello %d"" % i)

if __name__ == ""__main__"":
    websocket.enableTrace(True)
    ws = websocket.WebSocketApp(""ws://192.168.1.193:9100/api/task/events/task-succeeded/"",
                              on_message = on_message,
                              on_error = on_error,
                              on_close = on_close)
    ws.on_open = on_open
    ws.run_forever()

```

response

```
--- request header ---
GET /api/task/events/task-succeeded/ HTTP/1.1
Upgrade: websocket
Connection: Upgrade
Host: 192.168.1.193:9100
Origin: http://192.168.1.193:9100
```


jquery client
`        var webSocket =  $.simpleWebSocket({""url"":""ws://192.168.1.193:9100/api/task/events/task-succeeded/""});`

response

`VM792:35 WebSocket connection to 'ws://192.168.1.193:9100/api/task/events/task-succeeded/' failed: Error during WebSocket handshake: Unexpected response code: 403`
",{},{}
133,IssuesEvent,2017-08-21 01:49:25+00:00,4946406,mher/flower,691049,mher,,,closed,Feature request: Swagger/Raml API spec?,"[{'id': 529090810, 'url': 'https://api.github.com/repos/mher/flower/labels/api', 'name': 'api', 'color': '0e8a16', 'default': False}, {'id': 8754005, 'url': 'https://api.github.com/repos/mher/flower/labels/enhancement', 'name': 'enhancement', 'color': '84b6eb', 'default': True}]",[],2,"It would be really nice to have a swagger spec for the Flower API.
",{},{}
134,IssuesEvent,2017-03-26 19:03:56+00:00,4946406,mher/flower,691049,mher,,,closed,Unable to get stats for worker (Kombu 3.0.36 using celery 3.1.24 and flower 0.9.1),"[{'id': 529098014, 'url': 'https://api.github.com/repos/mher/flower/labels/worker', 'name': 'worker', 'color': 'f9d0c4', 'default': False}]",[],3,"Hello, 

I was having the following issue, 
![image](https://cloud.githubusercontent.com/assets/2806076/19053066/81b4ff64-8976-11e6-9688-fc3edd0bda0a.png)

I did research and I tried the recommendation from https://github.com/mher/flower/issues/438 but it did not work. I reviewed all my packages and my previous installation of celery and I found that it was using Kombu 3.0.35, I changed to that version and with that I was able to see the worker details. 

Using Kombu 3.0.36 the error message was: 
`Control command error: EncodeError(TypeError(""<type 'itertools.cycle'> is not JSON serializable"",),)
`

Hope this help. 
",{},{}
