,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_review_comment_action,pr_review_comment_id,pr_review_comment_commit_id,pr_review_comment_site_admin,pr_review_comment_body,pr_review_comment_author_association,pr_number,pr_review_comment_reactions
99,PullRequestReviewCommentEvent,2017-04-26 19:52:41+00:00,27924304,cdent/gabbi,3515,FND,,,created,34944937,bac38f8d1bbb06accbd3faca52166ccb9a81bf2f,False,"This doesn't seem very Pythonic; why not
```python
try:
    value = int(value)
except ValueError:
    try:
        value = float(value)
    except ValueError:
        pass
```",,214,{}
102,PullRequestReviewCommentEvent,2017-02-03 17:14:50+00:00,27924304,cdent/gabbi,34498,cdent,,,created,20059195,f0bacce53909a904c92ea77e812fdd20e29977b3,False,"It was intentional pattern replication because sadly success and failure aren't meaning the same things. success is a value for right now, failure is a value for since we started.",,201,{}
150,PullRequestReviewCommentEvent,2016-01-11 02:13:43+00:00,48198706,dschep/ntfy,3160732,danryder,,,created,,0c81952923c6fd9bf834b3854ec2377055aab59b,False,"ah yes @dwyerk was where I picked up ast.literal_eval() as a safer way to eval() stuff like this, which should not um... execute",,7,{}
225,PullRequestReviewCommentEvent,2016-12-05 12:59:37+00:00,65468547,jd/tenacity,2644,jd,,,created,11372287,7783fa799d3c0ce53e93d9f7c8901f8284c490b9,False,I wonder at this stage if the statistics object should not be entirely managed by the Marshaller?,,40,{}
456,PullRequestReviewCommentEvent,2016-02-22 16:05:53+00:00,6662075,joke2k/faker,89607,fcurella,,,created,,d279d8dd25195a1c566a38cacf9d8b3e26244b33,False,"I don't see the `unicode` module used anytwhere in this diff.

Additionally, `six` is already in the requirements, so if you need this behaviour you can use `six.text_type` https://pythonhosted.org/six/#six.text_type",,327,{}
686,PullRequestReviewCommentEvent,2018-05-11 09:31:31+00:00,24005390,tBuLi/symfit,12967865,pckroon,,,created,119371967,3ac7d6bc61b28e4d78defff9be23bf0c40e7a6d0,False,This needs a comment I think,COLLABORATOR,157,{}
842,PullRequestReviewCommentEvent,2017-10-17 17:32:05+00:00,64491816,kopf/httsleep,1115852,kopf,,,created,69964451,8e9c9decc6bd87265b662af0294c38bee92e3a90,False,"This test doesn't really do much - it would be better if it were `""""""Should tell requests to skip SSL verification if verify==False""""""`, testing whether `session.send()` was called with the `verify` kwarg set to `False`. 

Checking the default behaviour would be great too.",OWNER,12,{}
906,PullRequestReviewCommentEvent,2016-02-09 23:43:20+00:00,19384977,peplin/pygatt,1637068,IlyaSukhanov,,,created,,eab42816e6cd3f954a07643fb9fbbd7e22cbfb4b,False,For backwards compatibility; use NotificationTimeout instead of TimeoutError.,,43,{}
986,PullRequestReviewCommentEvent,2016-10-07 14:42:15+00:00,37823900,Grunny/zap-cli,230630,Grunny,,,created,3314695,17ee9ada3dd2b48c7db05bc69cca49f30bf1c0b1,False,"It's more that I'd consider `write_report` a ""private"" method in this case and it's an implementation detail effectively rather than a method in the ZAPHelper class I'd expect other code to reuse. So, I'd generally try to mock the external dependency of the standard `open` method in the tests for `xml_report` and `html_report`, and `write_report` will be tested as a result anyway (but we wouldn't need to touch the tests if that method were renamed or whatnot). But I don't think it's a big deal in this case either way. :)",,18,{}
991,PullRequestReviewCommentEvent,2016-08-23 11:46:35+00:00,15938073,JelteF/PyLaTeX,1162278,JelteF,,,created,,1aacaf2e47984e54ccfe18b76e7393c9ca727db7,False,"Oh, no, try this:
```python
cleaner_spec = re.sub(r'X\[(.*?(.))\]', r'\2', cleaner_spec)
```",,126,{}
