,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
76,ReleaseEvent,2018-01-29 19:14:16+00:00,78888191,kislyuk/yq,862013,kislyuk,,,published,v2.3.6,v2.3.6,- Parse and pass multiple positional-consuming jq args
736,ReleaseEvent,2017-10-02 11:15:22+00:00,15584383,proycon/flat,75427,proycon,,,published,v0.7.6,v0.7.6,"Minor update:
 * Ship with migrations (#117)
 * Added an option for automatically executing a preset search on page load"
1012,ReleaseEvent,2016-05-10 11:45:21+00:00,11911550,rmohr/static3,4534621,rmohr,,,published,v0.7.0,,"Add arbitrary header support, created by @bloodearnest in #5."
1067,ReleaseEvent,2018-02-01 20:45:54+00:00,109304350,Kane610/deconz,24575746,Kane610,,,published,v28,,"Small improvements  with inheritance between lights and groups
Create a deconz id property in deconzdevice"
1523,ReleaseEvent,2016-04-14 21:58:25+00:00,50903853,AnalogJ/lexicon,13824387,CapsuleCD,,,published,v1.0.27,v1.0.27,"Timestamp |  SHA | Message | Author 
------------- | ------------- | ------------- | ------------- 
2016-04-14T21:50:46Z | [`896c96f0a`](https://github.com/AnalogJ/lexicon/commit/896c96f0af446655286cd72fd408eb05428516af) | updated readme. | Jason Kulatunga 
2016-04-14T21:43:49Z | [`c5e904d27`](https://github.com/AnalogJ/lexicon/commit/c5e904d279ab74d1566edd6cb20d71ca0e1f3462) | added digital ocean support. | Jason Kulatunga 
"
1572,ReleaseEvent,2015-07-20 01:09:10+00:00,10027254,benhoyt/scandir,999033,benhoyt,,,published,v1.1,Version 1.1,A few minor fixes. This version 1.1 matches [PyPI version 1.1](https://pypi.python.org/pypi/scandir/1.1).
1836,ReleaseEvent,2016-01-30 15:39:01+00:00,11380094,msiemens/tinydb,1873922,msiemens,,,published,v2.3.0,v2.3.0,
1963,ReleaseEvent,2017-07-04 11:32:18+00:00,96202399,tsproisl/SoMaJo,11275590,tsproisl,,,published,v1.3.1,,
2493,ReleaseEvent,2018-08-07 13:18:49+00:00,54137342,aleccrowell/LIMBR,9593828,aleccrowell,,,published,v0.2.10,Patching case where there are no batch fx to remove,
2586,ReleaseEvent,2018-03-11 00:55:15+00:00,5934517,dpkp/kafka-python,843444,dpkp,,,published,1.4.2,1.4.2,"## Bugfixes
* Close leaked selector in version check (dpkp #1425)
* Fix `BrokerConnection.connection_delay()` to return milliseconds (dpkp #1414)
* Use local copies in `Fetcher._fetchable_partitions` to avoid mutation errors (dpkp #1400)
* Fix error var name in `_unpack` (j2gg0s #1403)
* Fix KafkaConsumer compacted offset handling (dpkp #1397)
* Fix byte size estimation with kafka producer (blakeembrey #1393)
* Fix coordinator timeout in consumer poll interface (braedon #1384)

## Client
* Add `BrokerConnection.connect_blocking()` to improve bootstrap to multi-address hostnames (dpkp #1411)
* Short-circuit `BrokerConnection.close()` if already disconnected (dpkp #1424)
* Only increase reconnect backoff if all addrinfos have been tried (dpkp #1423)
* Make BrokerConnection .host / .port / .afi immutable to avoid incorrect 'metadata changed' checks (dpkp #1422)
* Connect with sockaddrs to support non-zero ipv6 scope ids (dpkp #1433)
* Check timeout type in KafkaClient constructor (asdaraujo #1293)
* Update string representation of SimpleClient (asdaraujo #1293)
* Do not validate `api_version` against known versions (dpkp #1434)

## Consumer
* Avoid tight poll loop in consumer when brokers are down (dpkp #1415)
* Validate `max_records` in KafkaConsumer.poll (dpkp #1398)
* KAFKA-5512: Awake heartbeat thread when it is time to poll (dpkp #1439)

## Producer
* Validate that serializers generate bytes-like (or None) data (dpkp #1420)

## Core / Protocol
* Support alternative lz4 package: lz4framed (everpcpc #1395)
* Use hardware accelerated CRC32C function if available (tvoinarovskyi #1389)
* Add Admin CreatePartitions API call (alexef #1386)

## Test Infrastructure
* Close KafkaConsumer instances during tests (dpkp #1410)
* Introduce new fixtures to prepare for migration to pytest (asdaraujo #1293)
* Removed pytest-catchlog dependency (asdaraujo #1380)
* Fixes racing condition when message is sent to broker before topic logs are created (asdaraujo #1293)
* Add kafka 1.0.1 release to test fixtures (dpkp #1437)

## Logging / Error Messages
* Re-enable logging during broker version check (dpkp #1430)
* Connection logging cleanups (dpkp #1432)
* Remove old CommitFailed error message from coordinator (dpkp #1436)"
2631,ReleaseEvent,2015-01-16 16:54:43+00:00,21240523,glennmatthews/cot,5603551,glennmatthews,,,published,v1.2.0,Version 1.2.0,"Features and bugfixes:

* The CLI for `cot deploy` has been revised somewhat based on user feedback.
* Various bugfixes for issues specific to Python 2.6 and 3.x - these environments should now be fully working again.
* Greatly improved logging (#26). COT now defaults to logging level INFO, which provides relatively brief status updates to the user. You can also run with `--quiet` to suppress INFO messages and only log WARNING and ERROR messages, `--verbose` to see VERBOSE messages as well, or `--debug` if you want to really get into the guts of what COT is doing.
* Other minor bug fixes.

Backend improvements:

* Now integrated with [Travis CI](https://travis-ci.org/glennmatthews/cot/) for automated builds and UT under all supported Python versions. This should greatly improve the stability of COT under less-common Python versions. (#12)
* A lot of restructuring of the underlying code to make things more modular and easier to test in isolation."
2882,ReleaseEvent,2017-03-21 22:48:18+00:00,576113,sbraz/pymediainfo,4833332,sbraz,,,published,v2.1.9,v2.1.9,"* Make sure docs are included in source distributions

"
2953,ReleaseEvent,2018-08-03 13:06:43+00:00,101291622,Chaffelson/nipyapi,11668664,Chaffelson,,,published,v0.10.0,NiFi-1.7.1 and NiFi-Registry-0.2.0 support,"**Key Changes**

* Reworked NiFi-Registry pytest setup to support multiple versions
* Changed schedule_processor to use component. rather than status. tests as they are more reliable
* Swtiched Docker configs to use explicit versions instead of latest for more consistent behavior across environents

**Version Changes**

* Deprecated testing against NiFi-1.5.0 due to host headers issue - recommend users to upgrade to at least NiFi-1.6.0
* Deprecated testing against NiFi-1.4.0 as superfluous
* Added testing for NiFi-1.7.1 and NiFi-Registry-0.2.0"
3016,ReleaseEvent,2017-03-10 23:25:32+00:00,5775977,bear/parsedatetime,1267,bear,,,published,v2.3,,Fix for Issue #215 
3072,ReleaseEvent,2015-03-20 13:01:00+00:00,30908907,greginvm/pyclipper,10724016,greginvm,,,published,0.9.2b0,,
3105,ReleaseEvent,2017-04-05 18:41:44+00:00,36625204,kislyuk/watchtower,862013,kislyuk,,,published,v0.3.6,v0.3.6,- Add test-requirements.txt to manifest. Fixes #37
3166,ReleaseEvent,2018-01-17 14:48:37+00:00,96657816,mnmelo/lazy_import,11721337,mnmelo,,,published,v0.2,,Now available on PyPi too
3171,ReleaseEvent,2018-02-19 09:30:43+00:00,59736283,paolodragone/pymzn,1681170,paolodragone,,,published,0.16.7,PyMzn 0.16.7,"* Support for OR-tools solver
* Dependencies for templating and file-based configuration are now optional 
* Better error messages
* Bug fixes"
3380,ReleaseEvent,2018-02-10 20:59:55+00:00,113474125,Devoxin/Lavalink.py,15076404,Devoxin,,,published,2.0.1,Minor bug fixes,
3398,ReleaseEvent,2017-07-13 10:25:12+00:00,2294792,Kwpolska/pkgbuilder,327323,Kwpolska,,,published,v4.2.14,,* Fix multiinfo glitch if there are no packages
3525,ReleaseEvent,2018-06-28 20:13:28+00:00,27930623,dgasmith/opt_einsum,1769841,dgasmith,,,published,v2.0.1,v2.0.1,"`opt_einsum` is a powerful tensor contraction order optimizer for NumPy and related ecosystems.

# New Features
- Allows unlimited Unicode indices.
- Adds a Journal of Open-Source Software paper.
- Minor documentation improvements."
